"RearingBrood","ChickID","NatalBrood","CrossFosteredYN","AvgOfMass","AvgOfTarsus","AvgOfAge","nMeasures","dam","sire","NbRinged","MeanA","MeanAdev","MeanAsim","MeanTotalProRate","MeanS","MeanSdev","MeanSsim","SocialMumID","SocialDadID","PairID","BreedingYear","HatchingDayAfter0401","PairBroodNb","NbHatched","XPriorResidence","GenPairID","ResMassTarsus_perChick","MeanLogAdev","MeanLogSdev"
673,2765,672,1,23.5,18.1000003814697,12,1,604,4304,2,9.5,-0.649999999999999,10.15,12.2884237602011,2,-0.835,2.835,819,11,"11819",2005,102,1,3,TRUE,"4304604",0.666089474303751,-0.0577301589785079,-0.321578147906997
675,2762,672,1,25,18.5,12,1,604,4304,2,15,-0.890000000000001,15.89,23.8382105824791,10,0.265000000000001,9.735,917,4463,"4463917",2005,102,5,2,TRUE,"4304604",1.23870531341089,-0.0360256660919932,0.0236015474093711
675,2763,672,1,26.5,19.2000007629395,12,1,604,4304,2,15,-0.890000000000001,15.89,23.8382105824791,10,0.265000000000001,9.735,917,4463,"4463917",2005,102,5,2,TRUE,"4304604",1.11577971526101,-0.0360256660919932,0.0236015474093711
678,2783,678,0,26.3999996185303,19.2999992370605,12,1,2007,2012,2,18.5,3.52,14.98,19.0894043638858,9,1.57,7.43,2007,2012,"20122007",2005,105,2,2,TRUE,"20122007",0.783936610155696,0.194140622460825,0.246233815691024
678,2784,678,0,27.6000003814697,18.7999992370605,12,1,2007,2012,2,18.5,3.52,14.98,19.0894043638858,9,1.57,7.43,2007,2012,"20122007",2005,105,2,2,TRUE,"20122007",3.14316867974022,0.194140622460825,0.246233815691024
680,2789,680,0,20,16.2999992370605,12,1,1558,902,2,24.5,4.33,20.17,24.1456931892063,12,0.455,11.545,1558,902,"9021558",2005,104,2,4,TRUE,"9021558",1.33932483149615,0.191049704164755,-0.00427048101380302
680,2790,680,0,20.2000007629395,17.5,12,1,1558,902,2,24.5,4.33,20.17,24.1456931892063,12,0.455,11.545,1558,902,"9021558",2005,104,2,4,TRUE,"9021558",-1.24283131035936,0.191049704164755,-0.00427048101380302
683,2807,684,1,27.2000007629395,18.3999996185303,12,1,560,4230,2,15,0.449999999999999,14.55,23.8296003514347,9,0.0350000000000001,8.965,471,661,"661471",2005,108,8,3,TRUE,"4230560",3.67055322210266,0.0360921840826464,-0.0828993532174179
683,2808,684,1,27.6000003814697,19,12,1,560,4230,2,15,0.449999999999999,14.55,23.8296003514347,9,0.0350000000000001,8.965,471,661,"661471",2005,108,8,3,TRUE,"4230560",2.67947438823547,0.0360921840826464,-0.0828993532174179
684,2801,683,1,25.2000007629395,18.2000007629395,12,1,471,661,3,19.5,1.31,18.19,19.9666121178369,9,-0.41,9.41,560,4230,"4230560",2005,108,4,4,TRUE,"661471",2.13424309149076,0.0691949241459482,-0.161780534308201
684,2802,683,1,16.7999992370605,15.8999996185303,12,1,471,661,3,19.5,1.31,18.19,19.9666121178369,9,-0.41,9.41,560,4230,"4230560",2005,108,4,4,TRUE,"661471",-0.93329177055072,0.0691949241459482,-0.161780534308201
684,2811,685,1,18.2000007629395,17.7000007629395,12,1,1718,1038,3,19.5,1.31,18.19,19.9666121178369,9,-0.41,9.41,560,4230,"4230560",2005,108,4,4,TRUE,"10381718",-3.70652560186411,0.0691949241459482,-0.161780534308201
685,2806,684,1,28.8999996185303,19,12,1,560,4230,1,12.5,1.06,11.44,13.8399384817075,4,-0.205,4.205,1718,1038,"10381718",2005,108,1,1,FALSE,"4230560",3.97947362529607,0.0812026728424844,-0.128785866763227
686,2816,686,0,23.2000007629395,18.5,12,1,4424,537,5,23.5,1.01,22.49,32.3378696253682,18.5,1.535,16.965,4424,537,"5374424",2005,109,2,5,FALSE,"5374424",-0.561293923649609,0.0466550275132412,0.0975330206497171
686,2817,686,0,27.7999992370605,18.8999996185303,12,1,4424,285,5,23.5,1.01,22.49,32.3378696253682,18.5,1.535,16.965,4424,537,"5374424",2005,109,2,5,FALSE,"2854424",3.11132038957853,0.0466550275132412,0.0975330206497171
686,2818,686,0,25.5,19,12,1,4424,537,5,23.5,1.01,22.49,32.3378696253682,18.5,1.535,16.965,4424,537,"5374424",2005,109,2,5,FALSE,"5374424",0.579474006765768,0.0466550275132412,0.0975330206497171
686,2819,686,0,22.2000007629395,18.1000003814697,12,1,4424,285,5,23.5,1.01,22.49,32.3378696253682,18.5,1.535,16.965,4424,537,"5374424",2005,109,2,5,FALSE,"2854424",-0.63390976275675,0.0466550275132412,0.0975330206497171
686,2820,686,0,15.1000003814697,16.5,12,1,4424,537,5,23.5,1.01,22.49,32.3378696253682,18.5,1.535,16.965,4424,537,"5374424",2005,109,2,5,FALSE,"5374424",-4.02436907853891,0.0466550275132412,0.0975330206497171
687,2831,689,1,22.2000007629395,17.7999992370605,12,1,338,466,3,37.5,7.88,29.62,35.0937912978388,28,5.915,22.085,533,417,"417533",2005,110,5,5,TRUE,"466338",0.0616316745002717,0.233787783684165,0.206254507682139
687,2832,689,1,17.7000007629395,16.2000007629395,12,1,338,466,3,37.5,7.88,29.62,35.0937912978388,28,5.915,22.085,533,417,"417533",2005,110,5,5,TRUE,"466338",-0.728831681928739,0.233787783684165,0.206254507682139
687,2833,689,1,20,17.1000003814697,12,1,338,466,3,37.5,7.88,29.62,35.0937912978388,28,5.915,22.085,533,417,"417533",2005,110,5,5,TRUE,"466338",-0.515447912405999,0.233787783684165,0.206254507682139
689,2821,687,1,21.7999992370605,18.2000007629395,12,1,533,417,3,23,0.870000000000001,22.13,25.7315832539498,15,0.94,14.06,338,466,"466338",2005,110,4,5,TRUE,"417533",-1.26575843438824,0.0422225568146575,0.117123103465572
689,2822,687,1,19.6000003814697,17.7999992370605,12,1,533,417,3,23,0.870000000000001,22.13,25.7315832539498,15,0.94,14.06,338,466,"466338",2005,110,4,5,TRUE,"417533",-2.53836870696953,0.0422225568146575,0.117123103465572
689,2823,687,1,21.3999996185303,18.6000003814697,12,1,533,417,3,23,0.870000000000001,22.13,25.7315832539498,15,0.94,14.06,338,466,"466338",2005,110,4,5,TRUE,"417533",-2.59314221381108,0.0422225568146575,0.117123103465572
690,2840,691,1,26.5,18.5,12,1,1827,1353,3,19.5,3.25,16.25,21.0005166475195,13.5,3.545,9.955,1100,959,"9591100",2005,111,3,4,FALSE,"13531827",2.73870531341089,0.171209564414338,0.258343145858981
690,2841,691,1,27.5,18.5,12,1,1827,1353,3,19.5,3.25,16.25,21.0005166475195,13.5,3.545,9.955,1100,959,"9591100",2005,111,3,4,FALSE,"13531827",3.73870531341089,0.171209564414338,0.258343145858981
690,2849,693,1,27.3999996185303,19.2999992370605,11,1,903,354,3,19.5,3.25,16.25,21.0005166475195,13.5,3.545,9.955,1100,959,"9591100",2005,111,3,4,FALSE,"354903",1.7839366101557,0.171209564414338,0.258343145858981
691,2836,690,1,25,18.8999996185303,12,1,1100,959,3,21,2.72,18.28,17.8023152629297,8,0.609999999999999,7.39,1827,1353,"13531827",2005,111,3,3,TRUE,"9591100",0.311321152518034,0.134182727578537,0.0206613893266142
691,2837,690,1,22.3999996185303,18.5,12,1,1100,959,3,21,2.72,18.28,17.8023152629297,8,0.609999999999999,7.39,1827,1353,"13531827",2005,111,3,3,TRUE,"9591100",-1.36129506805881,0.134182727578537,0.0206613893266142
691,2838,690,1,21,16.7000007629395,12,1,1100,959,3,21,2.72,18.28,17.8023152629297,8,0.609999999999999,7.39,1827,1353,"13531827",2005,111,3,3,TRUE,"9591100",1.41193624848664,0.134182727578537,0.0206613893266142
692,2850,693,1,20.3999996185303,18.3999996185303,12,1,903,354,3,14.5,0.15,14.35,24.0542400706071,10.5,1.4,9.1,2004,823,"8232004",2005,112,3,4,TRUE,"354903",-3.12944792230654,0.00956000191468574,0.140127701385355
692,2855,694,1,18.1000003814697,17.3999996185303,11,1,4392,417,3,14.5,0.15,14.35,24.0542400706071,10.5,1.4,9.1,2004,823,"8232004",2005,112,3,4,TRUE,"4174392",-3.11098454607689,0.00956000191468574,0.140127701385355
692,2856,694,1,18.2000007629395,17.2999992370605,11,1,4392,505,3,14.5,0.15,14.35,24.0542400706071,10.5,1.4,9.1,2004,823,"8232004",2005,112,3,4,TRUE,"5054392",-2.7791370188546,0.00956000191468574,0.140127701385355
693,2839,690,1,25.7000007629395,19.3999996185303,13,1,1100,959,1,11.5,3.15,8.35,14.3533824857359,5.5,1.675,3.825,903,354,"354903",2005,112,6,4,TRUE,"9591100",-0.147909391187592,0.22314355131421,0.302500322818404
696,2870,697,1,27.5,18.7999992370605,12,1,45,166,3,14,1.51333333333333,12.4866666666667,18.0490414162371,8,1.32,6.68,206,2018,"2018206",2005,114,4,6,TRUE,"16645",3.04316829827052,0.0749952474144941,-0.0230317985080373
696,2871,697,1,22.7999992370605,17.5,12,1,45,166,3,14,1.51333333333333,12.4866666666667,18.0490414162371,8,1.32,6.68,206,2018,"2018206",2005,114,4,6,TRUE,"16645",1.35716716376164,0.0749952474144941,-0.0230317985080373
696,2874,698,1,23.5,18.2999992370605,12,1,892,4435,3,14,1.51333333333333,12.4866666666667,18.0490414162371,8,1.32,6.68,206,2018,"2018206",2005,114,4,6,TRUE,"4435892",0.202399604915647,0.0749952474144941,-0.0230317985080373
697,2864,696,1,24,18.7999992370605,13,1,206,2018,3,33,6.33,26.67,31.4865256419255,25.5,6.29,19.21,45,166,"16645",2005,115,10,3,TRUE,"2018206",-0.456831701729477,0.198222832443854,0.246624936099993
697,2865,696,1,26,19.2999992370605,13,1,206,2018,3,33,6.33,26.67,31.4865256419255,25.5,6.29,19.21,45,166,"16645",2005,115,10,3,TRUE,"2018206",0.383936991625398,0.198222832443854,0.246624936099993
697,2866,696,1,28.5,18.8999996185303,13,1,206,2018,3,33,6.33,26.67,31.4865256419255,25.5,6.29,19.21,45,166,"16645",2005,115,10,3,TRUE,"2018206",3.81132115251803,0.198222832443854,0.246624936099993
700,2899,704,1,27,18.2999992370605,12,1,860,46,2,10,0.710000000000001,9.29,14.5753427530941,2,-1.035,3.035,985,602,"602985",2005,116,1,3,TRUE,"46860",3.70239960491565,0.0776874791811228,-0.316282278930768
700,2900,704,1,26,18.3999996185303,12,1,860,114,2,10,0.710000000000001,9.29,14.5753427530941,2,-1.035,3.035,985,602,"602985",2005,116,1,3,TRUE,"114860",2.47055245916316,0.0776874791811228,-0.316282278930768
703,2891,702,1,27,18,12,1,750,1898,2,12.6666666666667,-0.0933333333333337,12.76,18.4243374965039,6.66666666666667,0.216666666666667,6.45,1386,287,"2871386",2005,116,1,3,FALSE,"1898750",4.39793662005602,-0.0863728085892801,-0.158102361120789
703,2894,703,0,24.5,18.2999992370605,12,1,1386,287,2,12.6666666666667,-0.0933333333333337,12.76,18.4243374965039,6.66666666666667,0.216666666666667,6.45,1386,287,"2871386",2005,116,1,3,FALSE,"2871386",1.20239960491565,-0.0863728085892801,-0.158102361120789
704,2884,700,1,22.1000003814697,17.5,12,1,985,602,2,15,0.93,14.07,15.6991646276221,5,-1.4,6.4,860,114,"114860",2005,116,5,5,FALSE,"602985",0.657168308170844,0.0782480258113691,-0.201076481168781
704,2885,700,1,17.8999996185303,17.1000003814697,12,1,985,602,2,15,0.93,14.07,15.6991646276221,5,-1.4,6.4,860,114,"114860",2005,116,5,5,FALSE,"602985",-2.6154482938757,0.0782480258113691,-0.201076481168781
705,2907,706,1,27.2999992370605,19,12,1,342,421,4,28,2.73,25.27,25.5655634687893,16.5,1.02,15.48,646,500,"500646",2005,117,5,4,FALSE,"421342",2.37947324382627,0.0983512632773818,0.0510564116598529
705,2910,707,1,25.7999992370605,19.3999996185303,12,1,2014,356,4,28,2.73,25.27,25.5655634687893,16.5,1.02,15.48,646,500,"500646",2005,117,5,4,FALSE,"3562014",-0.0479109170665904,0.0983512632773818,0.0510564116598529
705,2911,707,1,27.2999992370605,18.7999992370605,12,1,2014,356,4,28,2.73,25.27,25.5655634687893,16.5,1.02,15.48,646,500,"500646",2005,117,5,4,FALSE,"3562014",2.84316753533102,0.0983512632773818,0.0510564116598529
705,2906,706,1,26.3999996185303,19.2000007629395,12,1,342,421,4,28,2.73,25.27,25.5655634687893,16.5,1.02,15.48,646,500,"500646",2005,117,5,4,FALSE,"421342",1.01577933379131,0.0983512632773818,0.0510564116598529
706,2903,705,1,27,19.5,12,1,646,114,2,18,0.740000000000002,17.26,19.4345144181547,10.5,1.3,9.2,342,421,"421342",2005,117,5,3,TRUE,"114646",0.920242700120642,0.0292868880237087,0.151664303767834
706,2904,705,1,27.7999992370605,20.2999992370605,12,1,646,500,2,18,0.740000000000002,17.26,19.4345144181547,10.5,1.3,9.2,342,421,"421342",2005,117,5,3,TRUE,"500646",-0.134526384604351,0.0292868880237087,0.151664303767834
707,2902,705,1,25.7999992370605,19.8999996185303,12,1,646,114,3,25,4.48,20.52,28.4789644012945,23,7.97,15.03,2014,356,"3562014",2005,118,1,3,FALSE,"114646",-1.20714222371172,0.193204086715575,0.414226783989518
707,2905,705,1,26.7999992370605,19.8999996185303,12,1,646,500,3,25,4.48,20.52,28.4789644012945,23,7.97,15.03,2014,356,"3562014",2005,118,1,3,FALSE,"500646",-0.207142223711716,0.193204086715575,0.414226783989518
707,2912,707,0,17,16.2000007629395,12,1,2014,356,3,25,4.48,20.52,28.4789644012945,23,7.97,15.03,2014,356,"3562014",2005,118,1,3,FALSE,"3562014",-1.42883244486824,0.193204086715575,0.414226783989518
710,2943,715,1,28.2999992370605,19,12,1,427,22,4,21,1.35,19.65,22.7909177881467,14,2.695,11.305,4273,4153,"41534273",2005,119,9,4,TRUE,"22427",3.37947324382627,0.0703805594462882,0.217453694597818
710,2944,715,1,26.5,18.7999992370605,12,1,427,22,4,21,1.35,19.65,22.7909177881467,14,2.695,11.305,4273,4153,"41534273",2005,119,9,4,TRUE,"22427",2.04316829827052,0.0703805594462882,0.217453694597818
710,2945,715,1,26.2000007629395,19.2000007629395,12,1,427,22,4,21,1.35,19.65,22.7909177881467,14,2.695,11.305,4273,4153,"41534273",2005,119,9,4,TRUE,"22427",0.815780478200511,0.0703805594462882,0.217453694597818
710,2946,715,1,17.6000003814697,16.7999992370605,12,1,427,22,4,21,1.35,19.65,22.7909177881467,14,2.695,11.305,4273,4153,"41534273",2005,119,9,4,TRUE,"22427",-2.21990609367928,0.0703805594462882,0.217453694597818
714,2948,716,1,27.6000003814697,19,11,1,857,1569,2,11.5,0.890000000000001,10.61,11.8566073236747,3.5,0.45,3.05,1739,46,"461739",2005,119,3,2,FALSE,"1569857",2.67947438823547,0.0571584088160538,0.114373260128553
714,2949,716,1,26.1000003814697,18.2999992370605,11,1,857,725,2,11.5,0.890000000000001,10.61,11.8566073236747,3.5,0.45,3.05,1739,46,"461739",2005,119,3,2,FALSE,"725857",2.80239998638535,0.0571584088160538,0.114373260128553
715,2923,710,1,23.5,19.5,13,1,4273,4435,4,22.5,2.37,20.13,20.5627848487741,12,2.355,9.645,427,22,"22427",2005,120,10,4,TRUE,"44354273",-2.57975729987936,0.119971930406002,0.220238681527155
715,2924,710,1,22.6000003814697,18.7999992370605,13,1,4273,4435,4,22.5,2.37,20.13,20.5627848487741,12,2.355,9.645,427,22,"22427",2005,120,10,4,TRUE,"44354273",-1.85683132025978,0.119971930406002,0.220238681527155
715,2925,710,1,25.2000007629395,18.5,13,1,4273,4153,4,22.5,2.37,20.13,20.5627848487741,12,2.355,9.645,427,22,"22427",2005,120,10,4,TRUE,"41534273",1.43870607635039,0.119971930406002,0.220238681527155
715,2926,710,1,18.5,17.7999992370605,13,1,4273,4153,4,22.5,2.37,20.13,20.5627848487741,12,2.355,9.645,427,22,"22427",2005,120,10,4,TRUE,"41534273",-3.63836908843923,0.119971930406002,0.220238681527155
716,2935,713,1,26,18.2999992370605,13,1,1364,504,3,13,0.440000000000001,12.56,15.5103994631658,6.5,2.13,4.37,857,1569,"1569857",2005,120,3,3,TRUE,"5041364",2.70239960491565,0.0306484238548204,0.360260769833199
716,2939,714,1,22.5,18,13,1,1739,46,3,13,0.440000000000001,12.56,15.5103994631658,6.5,2.13,4.37,857,1569,"1569857",2005,120,3,3,TRUE,"461739",-0.102063379943983,0.0306484238548204,0.360260769833199
716,2940,714,1,24,19.2000007629395,13,1,1739,46,3,13,0.440000000000001,12.56,15.5103994631658,6.5,2.13,4.37,857,1569,"1569857",2005,120,3,3,TRUE,"461739",-1.38422028473899,0.0306484238548204,0.360260769833199
719,2958,719,0,27.5,19.5,12,1,4290,4304,3,13,0.35,12.65,15.7835803852742,6,0.585,5.415,4290,4275,"42754290",2005,123,12,4,TRUE,"43044290",1.42024270012064,0.0171676821916836,0.0450181341096321
719,2959,719,0,24,18.5,12,1,4290,4275,3,13,0.35,12.65,15.7835803852742,6,0.585,5.415,4290,4275,"42754290",2005,123,12,4,TRUE,"42754290",0.238705313410892,0.0171676821916836,0.0450181341096321
719,2960,719,0,23.2000007629395,18.7000007629395,12,1,4290,4275,3,13,0.35,12.65,15.7835803852742,6,0.585,5.415,4290,4275,"42754290",2005,123,12,4,TRUE,"42754290",-1.02498821515436,0.0171676821916836,0.0450181341096321
720,2966,721,1,24.2000007629395,19.8999996185303,12,1,980,4421,3,21,1.52,19.48,36.3563562788852,18,3.19,14.81,913,818,"818913",2005,126,6,4,TRUE,"4421980",-2.80714069783272,0.0749153149670512,0.201273045495266
720,2967,721,1,25.7999992370605,20.2000007629395,12,1,980,4421,3,21,1.52,19.48,36.3563562788852,18,3.19,14.81,913,818,"818913",2005,126,6,4,TRUE,"4421980",-1.90268366096874,0.0749153149670512,0.201273045495266
720,2968,721,1,25.2000007629395,19.5,12,1,980,4421,3,21,1.52,19.48,36.3563562788852,18,3.19,14.81,913,818,"818913",2005,126,6,4,TRUE,"4421980",-0.879756536939858,0.0749153149670512,0.201273045495266
721,2962,720,1,25.7999992370605,18.5,12,1,913,818,3,17,1.31,15.69,22.7114512857306,10.5,1.01,9.49,980,4421,"4421980",2005,126,3,3,TRUE,"818913",2.03870455047139,0.0761765577077397,0.102690593817802
721,2963,720,1,25.3999996185303,19.6000003814697,12,1,913,818,3,17,1.31,15.69,22.7114512857306,10.5,1.01,9.49,980,4421,"4421980",2005,126,3,3,TRUE,"818913",-0.911604827101326,0.0761765577077397,0.102690593817802
721,2964,720,1,23.2999992370605,19.2000007629395,12,1,913,818,3,17,1.31,15.69,22.7114512857306,10.5,1.01,9.49,980,4421,"4421980",2005,126,3,3,TRUE,"818913",-2.08422104767849,0.0761765577077397,0.102690593817802
722,2969,722,0,23,18.8999996185303,12,1,649,460,4,23,2.43,20.57,28.6699548858534,16,1.75,14.25,649,460,"460649",2005,128,7,4,FALSE,"460649",-1.68867884748197,0.124338961276386,0.1495583464429
722,2970,722,0,23.8999996185303,18.7999992370605,12,1,649,460,4,23,2.43,20.57,28.6699548858534,16,1.75,14.25,649,460,"460649",2005,128,7,4,FALSE,"460649",-0.556832083199179,0.124338961276386,0.1495583464429
722,2971,722,0,21.6000003814697,17.3999996185303,12,1,649,460,4,23,2.43,20.57,28.6699548858534,16,1.75,14.25,649,460,"460649",2005,128,7,4,FALSE,"460649",0.38901545392311,0.124338961276386,0.1495583464429
722,2972,722,0,20.2000007629395,18,12,1,649,460,4,23,2.43,20.57,28.6699548858534,16,1.75,14.25,649,460,"460649",2005,128,7,4,FALSE,"460649",-2.40206261700448,0.124338961276386,0.1495583464429
732,3003,732,0,20.6000003814697,18,12,1,416,4418,3,21.5,2.14,19.36,25.0323739753035,14.5,1.93,12.57,416,4418,"4418416",2005,135,9,4,TRUE,"4418416",-2.00206299847428,0.100017672045718,0.114482700405195
732,3013,735,1,25,19.7000007629395,12,1,1069,1935,3,21.5,2.14,19.36,25.0323739753035,14.5,1.93,12.57,416,4418,"4418416",2005,135,9,4,TRUE,"19351069",-1.54345159138411,0.100017672045718,0.114482700405195
732,3014,735,1,24.6000003814697,18.8999996185303,12,1,1069,1935,3,21.5,2.14,19.36,25.0323739753035,14.5,1.93,12.57,416,4418,"4418416",2005,135,9,4,TRUE,"19351069",-0.0886784660122645,0.100017672045718,0.114482700405195
735,3000,732,1,24,18.7999992370605,12,1,416,4418,3,30,5.25,24.75,28.5497948036091,21.5,3.985,17.515,1069,1935,"19351069",2005,135,4,3,TRUE,"4418416",-0.456831701729477,0.234933665013695,0.252307719373856
735,3001,732,1,22,18.2999992370605,12,1,416,145,3,30,5.25,24.75,28.5497948036091,21.5,3.985,17.515,1069,1935,"19351069",2005,135,4,3,TRUE,"145416",-1.29760039508435,0.234933665013695,0.252307719373856
735,3002,732,1,22.7999992370605,18.5,12,1,416,4418,3,30,5.25,24.75,28.5497948036091,21.5,3.985,17.515,1069,1935,"19351069",2005,135,4,3,TRUE,"4418416",-0.961295449528607,0.234933665013695,0.252307719373856
738,3025,738,0,24.5,18.2000007629395,11,1,988,285,3,16.5,0.609999999999999,15.89,19.5756237982254,8,-0.869999999999999,8.87,988,145,"145988",2005,138,9,4,FALSE,"285988",1.43424232855126,0.0433853723934279,-0.0839125234525544
738,3026,738,0,23.5,19,11,1,988,145,3,16.5,0.609999999999999,15.89,19.5756237982254,8,-0.869999999999999,8.87,988,145,"145988",2005,138,9,4,FALSE,"145988",-1.42052599323423,0.0433853723934279,-0.0839125234525544
738,3027,738,0,18.2999992370605,17.2000007629395,11,1,988,145,3,16.5,0.609999999999999,15.89,19.5756237982254,8,-0.869999999999999,8.87,988,145,"145988",2005,138,9,4,FALSE,"145988",-2.44729582109799,0.0433853723934279,-0.0839125234525544
754,3092,754,0,13.1000003814697,14.1000003814697,12,1,45,166,2,19,3.21,15.79,20.4758661045189,9.5,1.735,7.765,45,166,"16645",2006,40,11,5,TRUE,"16645",-0.460059691065546,0.178548082286508,0.179352751241959
754,3096,755,1,17.2999992370605,16,12,1,1940,1192,2,19,3.21,15.79,20.4758661045189,9.5,1.735,7.765,45,166,"16645",2006,40,11,5,TRUE,"11921940",-0.665138916302982,0.178548082286508,0.179352751241959
786,3200,786,0,23.6000003814697,17.2000007629395,12,1,2007,4304,3,21,5.74,15.26,22.2464565745998,17,6,11,2007,2352,"23522007",2006,61,1,4,FALSE,"43042007",2.85270532331121,0.310577850703884,0.419853845560264
786,3201,786,0,21.7999992370605,18.2999992370605,12,1,2007,2352,3,21,5.74,15.26,22.2464565745998,17,6,11,2007,2352,"23522007",2006,61,1,4,FALSE,"23522007",-1.49760115802385,0.310577850703884,0.419853845560264
786,3202,786,0,22.7000007629395,18.2999992370605,12,1,2007,2352,3,21,5.74,15.26,22.2464565745998,17,6,11,2007,2352,"23522007",2006,61,1,4,FALSE,"23522007",-0.597599632144853,0.310577850703884,0.419853845560264
788,3204,787,1,23.1000003814697,18.7000007629395,12,1,427,285,1,13,2.27,10.73,14.5256297084808,3,-0.76,3.76,338,466,"466338",2006,64,6,3,TRUE,"285427",-1.12498859662416,0.182153375426926,-0.393886965643763
789,3213,789,0,17.7000007629395,17,12,1,206,2906,1,9,0.19,8.81,15.8486306213486,6,1.715,4.285,206,2906,"2906206",2006,65,1,3,TRUE,"2906206",-2.58360000371423,-0.214489797057315,-0.373552461076665
792,3224,792,0,19.2999992370605,13.8000001907349,12,1,4425,962,1,4,-3.82,7.82,17.4301681920967,2,-2.98,4.98,4425,962,"9624425",2006,66,3,5,TRUE,"9624425",6.43547839072383,-0.614584858056843,-0.784814369085769
797,3246,799,1,14.6000003814697,12.5,12,1,4380,962,1,6,0.12,5.88,7.49919216061338,0.5,-0.37,0.87,2966,2605,"26052966",2006,71,1,2,FALSE,"9624380",4.74948137462209,0.018634079544893,-0.41173672111776
799,3240,797,1,25.2000007629395,19.1000003814697,12,1,2966,2605,2,17.5,2.6,14.9,19.3300696095334,8,1.04,6.96,4380,1210,"12104380",2006,72,1,4,TRUE,"26052966",0.047627623953,0.15563179026986,0.132608163868059
799,3241,797,1,24,17.7000007629395,12,1,2966,2605,2,17.5,2.6,14.9,19.3300696095334,8,1.04,6.96,4380,1210,"12104380",2006,72,1,4,TRUE,"26052966",2.09347363519639,0.15563179026986,0.132608163868059
802,3258,802,0,22,17,12,1,2691,23,2,8.5,-0.81,9.31,18.1738150873635,3.5,-0.945,4.445,2691,23,"232691",2006,74,1,4,FALSE,"232691",1.71639923334627,-0.0875731184215305,-0.121043399589434
802,3261,803,1,11.1999998092651,13,12,1,2004,823,2,8.5,-0.81,9.31,18.1738150873635,3.5,-0.945,4.445,2691,23,"232691",2006,74,1,4,FALSE,"8232004",0.190249495772366,-0.0875731184215305,-0.121043399589434
806,3272,806,0,23.1000003814697,18,12,1,256,417,3,15.5,2.13,13.37,24.0693590592707,8.5,0.48,8.02,256,650,"650256",2006,77,3,4,TRUE,"417256",0.497937001525719,0.115869261006645,-0.011452202119859
806,3278,807,1,21.7999992370605,18.2999992370605,12,1,1054,3052,3,15.5,2.13,13.37,24.0693590592707,8.5,0.48,8.02,256,650,"650256",2006,77,3,4,TRUE,"30521054",-1.49760115802385,0.115869261006645,-0.011452202119859
806,3275,806,0,24.1000003814697,19.7999992370605,12,1,256,650,3,15.5,2.13,13.37,24.0693590592707,8.5,0.48,8.02,256,650,"650256",2006,77,3,4,TRUE,"650256",-2.67529393355003,0.115869261006645,-0.011452202119859
807,3276,807,0,23.8999996185303,15.8999996185303,12,1,1054,3052,4,21.5,-1.71,23.21,29.4817831200186,16.5,-0.130000000000003,16.63,1054,3052,"30521054",2006,77,1,4,TRUE,"30521054",6.16670861091908,-0.0768745434281019,-0.00764139703254635
807,3277,807,0,24,17.2000007629395,12,1,1054,2904,4,21.5,-1.71,23.21,29.4817831200186,16.5,-0.130000000000003,16.63,1054,3052,"30521054",2006,77,1,4,TRUE,"29041054",3.25270494184151,-0.0768745434281019,-0.00764139703254635
807,3273,806,1,23.5,19.1000003814697,12,1,256,650,4,21.5,-1.71,23.21,29.4817831200186,16.5,-0.130000000000003,16.63,1054,3052,"30521054",2006,77,1,4,TRUE,"650256",-1.6523731389865,-0.0768745434281019,-0.00764139703254635
807,3279,807,0,23,16.3999996185303,12,1,1054,3052,4,21.5,-1.71,23.21,29.4817831200186,16.5,-0.130000000000003,16.63,1054,3052,"30521054",2006,77,1,4,TRUE,"30521054",4.10747768574366,-0.0768745434281019,-0.00764139703254635
809,3286,810,1,27,19.3999996185303,12,1,2658,1569,2,6,0,6,15.7894739724022,3,0.66,2.34,784,417,"417784",2006,78,1,2,FALSE,"15692658",1.15208984587291,0,0.208958916322253
809,3288,810,1,25,19,12,1,2658,2053,2,6,0,6,15.7894739724022,3,0.66,2.34,784,417,"417784",2006,78,1,2,FALSE,"20532658",0.0794740067657675,0,0.208958916322253
810,3283,809,1,22.6000003814697,18.7000007629395,12,1,784,417,3,22,6.08,15.92,26.5668131783925,17.5,7.13,10.37,2658,2053,"20532658",2006,78,1,3,FALSE,"417784",-1.62498859662416,0.302888171514271,0.500980865487986
810,3284,809,1,24.6000003814697,18.7000007629395,12,1,784,417,3,22,6.08,15.92,26.5668131783925,17.5,7.13,10.37,2658,2053,"20532658",2006,78,1,3,FALSE,"417784",0.375011403375839,0.302888171514271,0.500980865487986
810,3285,809,1,25.2000007629395,18.5,12,1,784,417,3,22,6.08,15.92,26.5668131783925,17.5,7.13,10.37,2658,2053,"20532658",2006,78,1,3,FALSE,"417784",1.43870607635039,0.302888171514271,0.500980865487986
812,3297,812,0,22,18,12,1,1827,2202,4,19,0.68,18.32,18.9351511792262,9,-0.109999999999999,9.11,1827,2202,"22021827",2006,79,1,5,FALSE,"22021827",-0.602063379943983,0.0224699077668028,0.121376886439568
812,3300,813,1,25.2000007629395,19.6000003814697,12,1,571,1227,4,19,0.68,18.32,18.9351511792262,9,-0.109999999999999,9.11,1827,2202,"22021827",2006,79,1,5,FALSE,"1227571",-1.11160368269212,0.0224699077668028,0.121376886439568
