"BroodRef","BirdID","NatalBroodID","RingedYN","LastStage","DeathDate","CrossFosteredYN","LastLiveRecord","HatchDate","MixedBroodYN","WeightedAge5","AgeCaptureAge5","RingingDate","RingingAge","DaysBetweenWeightedAge5andRinging","AvgBroodRingingAge","DurationSurvivalCheck","NbRinged","MeanA","MeanAdev","MeanAsim","MeanTotalProRate","MeanS","MeanSdev","MeanSsim","SocialMumID","SocialDadID","PairID","BreedingYear","HatchingDayAfter0401","PairBroodNb","NbHatched","XPriorResidence","MeanLogAdev","MeanLogSdev","MeanLogAdevAgeCat6","MeanLogSdevAgeCat6","MeanLogAdevAgeCat10","MeanLogSdevAgeCat10","MeanTotalProRateAgeCat6","MeanTotalProRateAgeCat10","MeanBroodSizeAgeCat6","MeanBroodSizeAgeCat10","NbChickd5"
1785,7892,1782,1,3,NA,1,"2014-07-12 00:00:00","2014-06-21",1,TRUE,4,2014-07-02,11,7,7,7,3,23,1.44,21.56,26.1896243291592,14,0.715,13.285,6316,6344,"63446316",2014,80,3,4,TRUE,0.0657431469086949,0.0630414192357893,0.10585446479111,0.135132673991496,0.0256318290262801,-0.00904983551991781,23.0769230769231,29.3023255813953,3,3,3
1785,7894,1782,1,3,NA,1,"2015-07-31 00:00:00","2014-06-21",1,TRUE,4,2014-07-02,11,7,7,7,3,23,1.44,21.56,26.1896243291592,14,0.715,13.285,6316,6344,"63446316",2014,80,3,4,TRUE,0.0657431469086949,0.0630414192357893,0.10585446479111,0.135132673991496,0.0256318290262801,-0.00904983551991781,23.0769230769231,29.3023255813953,3,3,3
1785,7895,1782,0,2,"2014-06-25",1,"2014-06-22 00:00:00","2014-06-21",1,FALSE,NA,NA,NA,NA,7,7,3,23,1.44,21.56,26.1896243291592,14,0.715,13.285,6316,6344,"63446316",2014,80,3,4,TRUE,0.0657431469086949,0.0630414192357893,0.10585446479111,0.135132673991496,0.0256318290262801,-0.00904983551991781,23.0769230769231,29.3023255813953,3,3,3
1785,7893,1782,1,3,NA,1,"2014-07-18 00:00:00","2014-06-21",1,TRUE,4,2014-07-02,11,7,7,7,3,23,1.44,21.56,26.1896243291592,14,0.715,13.285,6316,6344,"63446316",2014,80,3,4,TRUE,0.0657431469086949,0.0630414192357893,0.10585446479111,0.135132673991496,0.0256318290262801,-0.00904983551991781,23.0769230769231,29.3023255813953,3,3,3
1786,7922,1787,1,2,NA,1,"2014-07-03 00:00:00","2014-06-22",1,TRUE,4,2014-07-03,11,7,7,7,2,8,-0.960000000000001,8.96,18.9830508474576,4,-0.69,4.69,4975,7267,"72674975",2014,81,2,4,TRUE,-0.107006219567516,-0.142656300401523,-0.107006219567516,-0.142656300401523,NA,NA,18.9830508474576,NA,3,NA,3
1786,7923,1787,0,2,"2014-06-26",1,"2014-06-23 00:00:00","2014-06-22",1,FALSE,NA,NA,NA,NA,7,7,2,8,-0.960000000000001,8.96,18.9830508474576,4,-0.69,4.69,4975,7267,"72674975",2014,81,2,4,TRUE,-0.107006219567516,-0.142656300401523,-0.107006219567516,-0.142656300401523,NA,NA,18.9830508474576,NA,3,NA,3
1786,7924,1787,1,3,"2015-02-16",1,"2014-07-03 00:00:00","2014-06-22",1,TRUE,4,2014-07-03,11,7,7,7,2,8,-0.960000000000001,8.96,18.9830508474576,4,-0.69,4.69,4975,7267,"72674975",2014,81,2,4,TRUE,-0.107006219567516,-0.142656300401523,-0.107006219567516,-0.142656300401523,NA,NA,18.9830508474576,NA,3,NA,3
1786,7941,1786,0,2,"2014-07-01",0,"2014-06-26 00:00:00","2014-06-22",1,TRUE,4,NA,NA,NA,7,7,2,8,-0.960000000000001,8.96,18.9830508474576,4,-0.69,4.69,4975,7267,"72674975",2014,81,2,4,TRUE,-0.107006219567516,-0.142656300401523,-0.107006219567516,-0.142656300401523,NA,NA,18.9830508474576,NA,3,NA,3
1787,7919,1784,1,2,NA,1,"2014-07-03 00:00:00","2014-06-22",1,TRUE,4,2014-07-01,9,5,5,5,4,14,3.56,10.44,16.3472222222222,6.5,1.51,4.99,6991,6377,"63776991",2014,81,2,4,TRUE,0.233127798669187,0.197191441891057,0.370003797878789,0.358179835118153,0.0962517994595861,0.0362030486639606,17.3611111111111,15.3333333333333,4,4,4
1787,7920,1784,1,2,NA,1,"2014-07-03 00:00:00","2014-06-22",1,TRUE,4,2014-07-01,9,5,5,5,4,14,3.56,10.44,16.3472222222222,6.5,1.51,4.99,6991,6377,"63776991",2014,81,2,4,TRUE,0.233127798669187,0.197191441891057,0.370003797878789,0.358179835118153,0.0962517994595861,0.0362030486639606,17.3611111111111,15.3333333333333,4,4,4
1787,7921,1784,1,2,NA,1,"2014-07-03 00:00:00","2014-06-22",1,TRUE,4,2014-07-01,9,5,5,5,4,14,3.56,10.44,16.3472222222222,6.5,1.51,4.99,6991,6377,"63776991",2014,81,2,4,TRUE,0.233127798669187,0.197191441891057,0.370003797878789,0.358179835118153,0.0962517994595861,0.0362030486639606,17.3611111111111,15.3333333333333,4,4,4
1787,7925,1787,1,2,"2014-07-11",0,"2014-07-03 00:00:00","2014-06-22",1,TRUE,4,2014-07-01,9,5,5,5,4,14,3.56,10.44,16.3472222222222,6.5,1.51,4.99,6991,6377,"63776991",2014,81,2,4,TRUE,0.233127798669187,0.197191441891057,0.370003797878789,0.358179835118153,0.0962517994595861,0.0362030486639606,17.3611111111111,15.3333333333333,4,4,4
1788,7935,1788,1,3,NA,0,"2014-12-04 00:00:00","2014-06-24",0,TRUE,4,2014-07-03,9,5,5,5,2,14,-2.86,16.86,23.2941176470588,8,-1.51,9.51,6462,6648,"66486462",2014,83,4,2,TRUE,-0.180020059805675,-0.163518429830858,-0.180020059805675,-0.163518429830858,NA,NA,23.2941176470588,NA,2,NA,2
1788,7936,1788,1,2,NA,0,"2014-07-05 00:00:00","2014-06-24",0,TRUE,4,2014-07-03,9,5,5,5,2,14,-2.86,16.86,23.2941176470588,8,-1.51,9.51,6462,6648,"66486462",2014,83,4,2,TRUE,-0.180020059805675,-0.163518429830858,-0.180020059805675,-0.163518429830858,NA,NA,23.2941176470588,NA,2,NA,2
1790,7942,1790,1,3,NA,0,"2016-05-12 00:00:00","2014-06-25",0,TRUE,4,2014-07-06,11,7,7,7,4,24.5,3.24,21.26,31.3347742967106,17,2.235,14.765,4967,5461,"54614967",2014,84,6,4,TRUE,0.139317521717798,0.143059293103818,0.0111254891664029,0.096285013774959,0.267509554269194,0.189833572432677,33.7457817772778,28.9237668161435,4,4,4
1790,7943,1790,1,2,NA,0,"2014-07-06 00:00:00","2014-06-25",0,TRUE,4,2014-07-06,11,7,7,7,4,24.5,3.24,21.26,31.3347742967106,17,2.235,14.765,4967,5461,"54614967",2014,84,6,4,TRUE,0.139317521717798,0.143059293103818,0.0111254891664029,0.096285013774959,0.267509554269194,0.189833572432677,33.7457817772778,28.9237668161435,4,4,4
1790,7944,1790,1,2,NA,0,"2014-07-06 00:00:00","2014-06-25",0,TRUE,4,2014-07-06,11,7,7,7,4,24.5,3.24,21.26,31.3347742967106,17,2.235,14.765,4967,5461,"54614967",2014,84,6,4,TRUE,0.139317521717798,0.143059293103818,0.0111254891664029,0.096285013774959,0.267509554269194,0.189833572432677,33.7457817772778,28.9237668161435,4,4,4
1790,7945,1790,1,3,NA,0,"2014-08-07 00:00:00","2014-06-25",0,TRUE,4,2014-07-06,11,7,7,7,4,24.5,3.24,21.26,31.3347742967106,17,2.235,14.765,4967,5461,"54614967",2014,84,6,4,TRUE,0.139317521717798,0.143059293103818,0.0111254891664029,0.096285013774959,0.267509554269194,0.189833572432677,33.7457817772778,28.9237668161435,4,4,4
1791,7929,1791,1,2,NA,0,"2014-07-02 00:00:00","2014-06-23",1,TRUE,4,2014-07-02,9,5,5,5,2,34,6.9,27.1,29.8980747451869,23,4.92,18.08,6639,6862,"68626639",2014,82,1,3,FALSE,0.22314355131421,0.234914687764421,0.22314355131421,0.234914687764421,NA,NA,29.8980747451869,NA,3,NA,3
1791,7931,1815,0,2,"2014-07-02",1,"2014-06-27 00:00:00","2014-06-23",1,TRUE,4,NA,NA,NA,5,5,2,34,6.9,27.1,29.8980747451869,23,4.92,18.08,6639,6862,"68626639",2014,82,1,3,FALSE,0.22314355131421,0.234914687764421,0.22314355131421,0.234914687764421,NA,NA,29.8980747451869,NA,3,NA,3
1791,7930,1815,1,3,"2014-07-12",1,"2014-07-02 00:00:00","2014-06-23",1,TRUE,4,2014-07-02,9,5,5,5,2,34,6.9,27.1,29.8980747451869,23,4.92,18.08,6639,6862,"68626639",2014,82,1,3,FALSE,0.22314355131421,0.234914687764421,0.22314355131421,0.234914687764421,NA,NA,29.8980747451869,NA,3,NA,3
1793,7954,1817,0,2,"2014-07-05",1,"2014-06-30 00:00:00","2014-06-26",1,TRUE,4,NA,NA,NA,5,5,4,31.5,5.71,25.79,39.6157787462135,25,5.155,19.845,4854,4929,"49294854",2014,85,6,5,TRUE,0.1961451234536,0.225408287995885,0.194156014440957,0.223819455361571,0.198134232466242,0.2269971206302,34.1137123745819,45.1178451178451,5,4,5
1793,7955,1817,1,3,"2014-07-16",1,"2014-07-07 00:00:00","2014-06-26",1,TRUE,4,2014-07-05,9,5,5,5,4,31.5,5.71,25.79,39.6157787462135,25,5.155,19.845,4854,4929,"49294854",2014,85,6,5,TRUE,0.1961451234536,0.225408287995885,0.194156014440957,0.223819455361571,0.198134232466242,0.2269971206302,34.1137123745819,45.1178451178451,5,4,5
1793,7960,1793,1,3,NA,0,"2014-07-18 00:00:00","2014-06-26",1,TRUE,4,2014-07-05,9,5,5,5,4,31.5,5.71,25.79,39.6157787462135,25,5.155,19.845,4854,4929,"49294854",2014,85,6,5,TRUE,0.1961451234536,0.225408287995885,0.194156014440957,0.223819455361571,0.198134232466242,0.2269971206302,34.1137123745819,45.1178451178451,5,4,5
1793,7958,1793,1,3,NA,0,"2014-07-21 00:00:00","2014-06-26",1,TRUE,4,2014-07-05,9,5,5,5,4,31.5,5.71,25.79,39.6157787462135,25,5.155,19.845,4854,4929,"49294854",2014,85,6,5,TRUE,0.1961451234536,0.225408287995885,0.194156014440957,0.223819455361571,0.198134232466242,0.2269971206302,34.1137123745819,45.1178451178451,5,4,5
1793,7959,1793,1,3,NA,0,"2014-07-24 00:00:00","2014-06-26",1,TRUE,4,2014-07-05,9,5,5,5,4,31.5,5.71,25.79,39.6157787462135,25,5.155,19.845,4854,4929,"49294854",2014,85,6,5,TRUE,0.1961451234536,0.225408287995885,0.194156014440957,0.223819455361571,0.198134232466242,0.2269971206302,34.1137123745819,45.1178451178451,5,4,5
1795,7950,1809,1,2,NA,1,"2014-07-07 00:00:00","2014-06-26",1,TRUE,4,2014-07-07,11,7,7,7,3,18,0.460000000000001,17.54,26.8057483268052,13.5,1.515,11.985,6974,6790,"67906974",2014,85,1,3,TRUE,0.0251798319997636,0.114209628472953,0.0262884799040874,0.175174742427093,0.0240711840954398,0.0532445145188123,24.9718785151856,28.6396181384248,3,3,3
1795,7951,1809,1,3,NA,1,"2014-07-27 00:00:00","2014-06-26",1,TRUE,4,2014-07-07,11,7,7,7,3,18,0.460000000000001,17.54,26.8057483268052,13.5,1.515,11.985,6974,6790,"67906974",2014,85,1,3,TRUE,0.0251798319997636,0.114209628472953,0.0262884799040874,0.175174742427093,0.0240711840954398,0.0532445145188123,24.9718785151856,28.6396181384248,3,3,3
1795,7952,1809,1,2,NA,1,"2014-07-07 00:00:00","2014-06-26",1,TRUE,4,2014-07-07,11,7,7,7,3,18,0.460000000000001,17.54,26.8057483268052,13.5,1.515,11.985,6974,6790,"67906974",2014,85,1,3,TRUE,0.0251798319997636,0.114209628472953,0.0262884799040874,0.175174742427093,0.0240711840954398,0.0532445145188123,24.9718785151856,28.6396181384248,3,3,3
1796,7965,1792,1,2,NA,1,"2014-07-08 00:00:00","2014-06-27",1,TRUE,4,2014-07-01,4,0,0,0,2,21,0.609999999999999,20.39,23.6225254806688,10.5,-1.06,11.56,6774,7274,"72746774",2014,86,1,3,TRUE,0.0117556433085106,-0.142994457866327,0.101594032862349,0.117696832475433,-0.0780827462453283,-0.403685748208087,23.728813559322,23.5162374020157,3,2,3
1796,7966,1792,0,2,"2014-07-06",1,"2014-07-01 00:00:00","2014-06-27",1,TRUE,4,NA,NA,NA,0,0,2,21,0.609999999999999,20.39,23.6225254806688,10.5,-1.06,11.56,6774,7274,"72746774",2014,86,1,3,TRUE,0.0117556433085106,-0.142994457866327,0.101594032862349,0.117696832475433,-0.0780827462453283,-0.403685748208087,23.728813559322,23.5162374020157,3,2,3
1796,7967,1792,1,2,NA,1,"2014-07-08 00:00:00","2014-06-27",1,TRUE,4,2014-07-01,4,0,0,0,2,21,0.609999999999999,20.39,23.6225254806688,10.5,-1.06,11.56,6774,7274,"72746774",2014,86,1,3,TRUE,0.0117556433085106,-0.142994457866327,0.101594032862349,0.117696832475433,-0.0780827462453283,-0.403685748208087,23.728813559322,23.5162374020157,3,2,3
1797,7976,1799,1,3,"2015-02-27",1,"2014-07-09 00:00:00","2014-06-28",1,TRUE,4,2014-07-06,8,4,4,4,4,29,3.32,25.68,40.0716207559257,21.5,3.07,18.43,6649,6923,"69236649",2014,87,3,4,TRUE,0.117093641009997,0.144332469001294,0.182702581755699,0.291225758864262,0.0514847002642953,-0.0025608208616737,40.4571428571429,39.6860986547085,4,4,4
1797,7977,1799,1,2,NA,1,"2014-07-09 00:00:00","2014-06-28",1,TRUE,4,2014-07-06,8,4,4,4,4,29,3.32,25.68,40.0716207559257,21.5,3.07,18.43,6649,6923,"69236649",2014,87,3,4,TRUE,0.117093641009997,0.144332469001294,0.182702581755699,0.291225758864262,0.0514847002642953,-0.0025608208616737,40.4571428571429,39.6860986547085,4,4,4
1797,7978,1799,1,2,NA,1,"2014-07-09 00:00:00","2014-06-28",1,TRUE,4,2014-07-06,8,4,4,4,4,29,3.32,25.68,40.0716207559257,21.5,3.07,18.43,6649,6923,"69236649",2014,87,3,4,TRUE,0.117093641009997,0.144332469001294,0.182702581755699,0.291225758864262,0.0514847002642953,-0.0025608208616737,40.4571428571429,39.6860986547085,4,4,4
1797,7986,1801,1,2,NA,1,"2014-07-09 00:00:00","2014-06-28",1,TRUE,4,2014-07-06,8,4,4,4,4,29,3.32,25.68,40.0716207559257,21.5,3.07,18.43,6649,6923,"69236649",2014,87,3,4,TRUE,0.117093641009997,0.144332469001294,0.182702581755699,0.291225758864262,0.0514847002642953,-0.0025608208616737,40.4571428571429,39.6860986547085,4,4,4
1798,7990,1802,1,3,"2014-07-13",1,"2014-07-10 00:00:00","2014-06-29",1,TRUE,4,2014-07-06,7,3,3,3,3,15,-1.06,16.06,30.9550674585252,10,-0.955,10.955,4059,4768,"47684059",2014,88,9,3,FALSE,-0.0631860372250811,-0.104840169697692,-0.0991595109252773,-0.26055266976914,-0.0272125635248848,0.0508723303737565,25.6756756756757,36.2344592413747,3,3,3
1798,7991,1802,1,2,NA,1,"2014-07-10 00:00:00","2014-06-29",1,TRUE,4,2014-07-06,7,3,3,3,3,15,-1.06,16.06,30.9550674585252,10,-0.955,10.955,4059,4768,"47684059",2014,88,9,3,FALSE,-0.0631860372250811,-0.104840169697692,-0.0991595109252773,-0.26055266976914,-0.0272125635248848,0.0508723303737565,25.6756756756757,36.2344592413747,3,3,3
1798,7992,1802,1,2,NA,1,"2014-07-10 00:00:00","2014-06-29",1,TRUE,4,2014-07-06,7,3,3,3,3,15,-1.06,16.06,30.9550674585252,10,-0.955,10.955,4059,4768,"47684059",2014,88,9,3,FALSE,-0.0631860372250811,-0.104840169697692,-0.0991595109252773,-0.26055266976914,-0.0272125635248848,0.0508723303737565,25.6756756756757,36.2344592413747,3,3,3
1799,7983,1801,0,2,"2014-07-06",1,"2014-07-02 00:00:00","2014-06-28",1,TRUE,4,NA,NA,NA,4,4,2,16.5,1.97,14.53,18.3274212619585,10.5,3.44,7.06,7641,7071,"70717641",2014,87,2,3,TRUE,0.125771512917954,0.377971077945304,0.174353387144778,0.398123701249797,0.0771896386911301,0.357818454640811,17.607223476298,19.047619047619,3,2,3
1799,7984,1801,1,3,"2016-06-28",1,"2016-06-12 00:00:00","2014-06-28",1,TRUE,4,2014-07-06,8,4,4,4,2,16.5,1.97,14.53,18.3274212619585,10.5,3.44,7.06,7641,7071,"70717641",2014,87,2,3,TRUE,0.125771512917954,0.377971077945304,0.174353387144778,0.398123701249797,0.0771896386911301,0.357818454640811,17.607223476298,19.047619047619,3,2,3
1799,7985,1801,1,2,NA,1,"2014-07-09 00:00:00","2014-06-28",1,TRUE,4,2014-07-06,8,4,4,4,2,16.5,1.97,14.53,18.3274212619585,10.5,3.44,7.06,7641,7071,"70717641",2014,87,2,3,TRUE,0.125771512917954,0.377971077945304,0.174353387144778,0.398123701249797,0.0771896386911301,0.357818454640811,17.607223476298,19.047619047619,3,2,3
1800,7987,1798,1,2,NA,1,"2014-07-15 00:00:00","2014-06-29",1,TRUE,4,2014-07-10,11,7,7,7,4,21,2.03,18.97,21.4935932831392,9.5,-0.0800000000000001,9.58,6638,5449,"54496638",2014,88,7,5,FALSE,0.0994949031010672,0.0038645201740652,0.124667141951835,0.216026083545346,0.0743226642502991,-0.208297043197215,19.484882418813,23.5023041474654,4,4,4
1800,7988,1798,1,2,NA,1,"2014-07-10 00:00:00","2014-06-29",1,TRUE,4,2014-07-10,11,7,7,7,4,21,2.03,18.97,21.4935932831392,9.5,-0.0800000000000001,9.58,6638,5449,"54496638",2014,88,7,5,FALSE,0.0994949031010672,0.0038645201740652,0.124667141951835,0.216026083545346,0.0743226642502991,-0.208297043197215,19.484882418813,23.5023041474654,4,4,4
1800,7989,1798,1,2,NA,1,"2014-07-10 00:00:00","2014-06-29",1,TRUE,4,2014-07-10,11,7,7,7,4,21,2.03,18.97,21.4935932831392,9.5,-0.0800000000000001,9.58,6638,5449,"54496638",2014,88,7,5,FALSE,0.0994949031010672,0.0038645201740652,0.124667141951835,0.216026083545346,0.0743226642502991,-0.208297043197215,19.484882418813,23.5023041474654,4,4,4
1800,7996,1800,1,2,NA,0,"2014-07-10 00:00:00","2014-06-29",1,TRUE,4,2014-07-10,11,7,7,7,4,21,2.03,18.97,21.4935932831392,9.5,-0.0800000000000001,9.58,6638,5449,"54496638",2014,88,7,5,FALSE,0.0994949031010672,0.0038645201740652,0.124667141951835,0.216026083545346,0.0743226642502991,-0.208297043197215,19.484882418813,23.5023041474654,4,4,4
1800,7997,1800,0,2,"2014-07-03",0,"2014-06-30 00:00:00","2014-06-29",1,FALSE,NA,NA,NA,NA,7,7,4,21,2.03,18.97,21.4935932831392,9.5,-0.0800000000000001,9.58,6638,5449,"54496638",2014,88,7,5,FALSE,0.0994949031010672,0.0038645201740652,0.124667141951835,0.216026083545346,0.0743226642502991,-0.208297043197215,19.484882418813,23.5023041474654,4,4,4
1801,7979,1797,1,2,"2014-07-12",1,"2014-07-09 00:00:00","2014-06-28",1,TRUE,4,2014-07-09,11,7,7,7,3,20.5,1.79,18.71,21.5361527562164,12,2.45,9.55,7040,6833,"68337040",2014,87,2,4,TRUE,0.0890357486524295,0.219433517246207,0.134196065297714,0.204794412646013,0.0438754320071454,0.2340726218464,23.8095238095238,19.2627817029091,3,3,3
1801,7980,1797,1,3,NA,1,"2015-02-16 00:00:00","2014-06-28",1,TRUE,4,2014-07-09,11,7,7,7,3,20.5,1.79,18.71,21.5361527562164,12,2.45,9.55,7040,6833,"68337040",2014,87,2,4,TRUE,0.0890357486524295,0.219433517246207,0.134196065297714,0.204794412646013,0.0438754320071454,0.2340726218464,23.8095238095238,19.2627817029091,3,3,3
1801,7981,1797,0,2,"2014-07-02",1,"2014-06-29 00:00:00","2014-06-28",1,FALSE,NA,NA,NA,NA,7,7,3,20.5,1.79,18.71,21.5361527562164,12,2.45,9.55,7040,6833,"68337040",2014,87,2,4,TRUE,0.0890357486524295,0.219433517246207,0.134196065297714,0.204794412646013,0.0438754320071454,0.2340726218464,23.8095238095238,19.2627817029091,3,3,3
1801,7982,1797,1,2,NA,1,"2014-07-09 00:00:00","2014-06-28",1,TRUE,4,2014-07-09,11,7,7,7,3,20.5,1.79,18.71,21.5361527562164,12,2.45,9.55,7040,6833,"68337040",2014,87,2,4,TRUE,0.0890357486524295,0.219433517246207,0.134196065297714,0.204794412646013,0.0438754320071454,0.2340726218464,23.8095238095238,19.2627817029091,3,3,3
1802,7994,1800,1,2,NA,1,"2014-07-10 00:00:00","2014-06-29",1,TRUE,4,2014-07-06,7,3,3,3,4,32.5,1.14,31.36,53.4358824663918,24.5,0.305,24.195,6387,5202,"52026387",2014,88,2,4,TRUE,0.0383398198697133,0.0291509057131939,0.175734602833976,0.194476765584561,-0.0990549630945497,-0.136174954158173,48.5193621867882,58.3524027459954,4,4,4
1802,7995,1800,1,3,NA,1,"2014-07-22 00:00:00","2014-06-29",1,TRUE,4,2014-07-06,7,3,3,3,4,32.5,1.14,31.36,53.4358824663918,24.5,0.305,24.195,6387,5202,"52026387",2014,88,2,4,TRUE,0.0383398198697133,0.0291509057131939,0.175734602833976,0.194476765584561,-0.0990549630945497,-0.136174954158173,48.5193621867882,58.3524027459954,4,4,4
1802,7993,1800,1,2,NA,1,"2014-07-10 00:00:00","2014-06-29",1,TRUE,4,2014-07-06,7,3,3,3,4,32.5,1.14,31.36,53.4358824663918,24.5,0.305,24.195,6387,5202,"52026387",2014,88,2,4,TRUE,0.0383398198697133,0.0291509057131939,0.175734602833976,0.194476765584561,-0.0990549630945497,-0.136174954158173,48.5193621867882,58.3524027459954,4,4,4
1802,8020,1802,1,2,NA,0,"2014-07-10 00:00:00","2014-06-29",1,TRUE,4,2014-07-06,7,3,3,3,4,32.5,1.14,31.36,53.4358824663918,24.5,0.305,24.195,6387,5202,"52026387",2014,88,2,4,TRUE,0.0383398198697133,0.0291509057131939,0.175734602833976,0.194476765584561,-0.0990549630945497,-0.136174954158173,48.5193621867882,58.3524027459954,4,4,4
1803,8001,1803,1,2,NA,0,"2014-07-17 00:00:00","2014-06-30",0,TRUE,4,2014-07-11,11,7,7,7,4,15.5,-0.960000000000001,16.46,24.3485398910158,10.5,0.324999999999999,10.175,6994,7002,"70026994",2014,89,1,4,FALSE,-0.0520512909668553,0.0500900288248847,0,0.126497365967143,-0.104102581933711,-0.0263173083173734,17.8147268408551,30.8823529411765,4,4,4
1803,8002,1803,1,2,NA,0,"2014-07-15 00:00:00","2014-06-30",0,TRUE,4,2014-07-11,11,7,7,7,4,15.5,-0.960000000000001,16.46,24.3485398910158,10.5,0.324999999999999,10.175,6994,7002,"70026994",2014,89,1,4,FALSE,-0.0520512909668553,0.0500900288248847,0,0.126497365967143,-0.104102581933711,-0.0263173083173734,17.8147268408551,30.8823529411765,4,4,4
1803,8004,1803,1,2,NA,0,"2014-07-15 00:00:00","2014-06-30",0,TRUE,4,2014-07-11,11,7,7,7,4,15.5,-0.960000000000001,16.46,24.3485398910158,10.5,0.324999999999999,10.175,6994,7002,"70026994",2014,89,1,4,FALSE,-0.0520512909668553,0.0500900288248847,0,0.126497365967143,-0.104102581933711,-0.0263173083173734,17.8147268408551,30.8823529411765,4,4,4
1803,8003,1803,1,2,"2014-07-13",0,"2014-07-11 00:00:00","2014-06-30",0,TRUE,4,2014-07-11,11,7,7,7,4,15.5,-0.960000000000001,16.46,24.3485398910158,10.5,0.324999999999999,10.175,6994,7002,"70026994",2014,89,1,4,FALSE,-0.0520512909668553,0.0500900288248847,0,0.126497365967143,-0.104102581933711,-0.0263173083173734,17.8147268408551,30.8823529411765,4,4,4
1804,8006,1804,1,2,NA,0,"2014-07-12 00:00:00","2014-07-01",0,TRUE,4,2014-07-06,5,1,1,1,2,10.5,1.21,9.29,20.9267707082833,5,0.505,4.495,6290,7268,"72686290",2014,90,2,2,TRUE,0.100027907148835,-0.474425978571072,0.0436036374821319,-1.17557332980424,0.156452176815538,0.226721372662094,8,33.8535414165666,2,2,2
1804,8007,1804,1,2,NA,0,"2014-07-12 00:00:00","2014-07-01",0,TRUE,4,2014-07-06,5,1,1,1,2,10.5,1.21,9.29,20.9267707082833,5,0.505,4.495,6290,7268,"72686290",2014,90,2,2,TRUE,0.100027907148835,-0.474425978571072,0.0436036374821319,-1.17557332980424,0.156452176815538,0.226721372662094,8,33.8535414165666,2,2,2
1805,8023,1808,1,2,NA,1,"2014-07-14 00:00:00","2014-07-03",1,TRUE,4,2014-07-14,11,7,7,7,1,11.5,1.56,9.94,11.4935314227214,3.5,-0.0549999999999997,3.555,6812,6435,"64356812",2014,92,1,1,FALSE,0.132445950347298,-0.0373816708838592,0.0527981855669708,-0.106160195828391,0.212093715127625,0.0313968540606721,10.8043217286915,12.1827411167513,1,1,1
1806,8013,1806,1,2,NA,0,"2014-07-17 00:00:00","2014-07-02",1,TRUE,4,2014-07-06,4,0,0,0,4,27.5,4.39,23.11,25.4430971937817,17,3.3,13.7,5294,6969,"69695294",2014,91,1,5,TRUE,0.170708568946517,0.20943333400198,0.162725349149659,0.205354009750711,0.178691788743376,0.213512658253249,27.2108843537415,23.6753100338219,5,5,5
1806,8015,1807,1,3,NA,1,"2014-12-04 00:00:00","2014-07-02",1,TRUE,4,2014-07-06,4,0,0,0,4,27.5,4.39,23.11,25.4430971937817,17,3.3,13.7,5294,6969,"69695294",2014,91,1,5,TRUE,0.170708568946517,0.20943333400198,0.162725349149659,0.205354009750711,0.178691788743376,0.213512658253249,27.2108843537415,23.6753100338219,5,5,5
1806,8016,1807,1,2,NA,1,"2014-07-17 00:00:00","2014-07-02",1,TRUE,4,2014-07-06,4,0,0,0,4,27.5,4.39,23.11,25.4430971937817,17,3.3,13.7,5294,6969,"69695294",2014,91,1,5,TRUE,0.170708568946517,0.20943333400198,0.162725349149659,0.205354009750711,0.178691788743376,0.213512658253249,27.2108843537415,23.6753100338219,5,5,5
1806,8017,1807,0,2,"2014-07-13",1,"2014-07-11 00:00:00","2014-07-02",1,TRUE,4,NA,NA,NA,0,0,4,27.5,4.39,23.11,25.4430971937817,17,3.3,13.7,5294,6969,"69695294",2014,91,1,5,TRUE,0.170708568946517,0.20943333400198,0.162725349149659,0.205354009750711,0.178691788743376,0.213512658253249,27.2108843537415,23.6753100338219,5,5,5
1806,8014,1807,1,2,NA,1,"2014-07-17 00:00:00","2014-07-02",1,TRUE,4,2014-07-06,4,0,0,0,4,27.5,4.39,23.11,25.4430971937817,17,3.3,13.7,5294,6969,"69695294",2014,91,1,5,TRUE,0.170708568946517,0.20943333400198,0.162725349149659,0.205354009750711,0.178691788743376,0.213512658253249,27.2108843537415,23.6753100338219,5,5,5
1807,8009,1806,1,2,"2014-07-06",1,"2014-07-03 00:00:00","2014-07-02",1,FALSE,NA,NA,NA,NA,0,0,4,15.5,2.15,13.35,16.2492894587254,6,0.275,5.725,6935,6808,"68086935",2014,91,1,4,TRUE,0.13493818690183,-0.0321245027738832,0.0548082364949952,-0.231111720963387,0.215068137308664,0.16686271541562,12.780269058296,19.7183098591549,3,3,3
1807,8011,1806,1,3,NA,1,"2014-07-26 00:00:00","2014-07-02",1,TRUE,4,2014-07-06,4,0,0,0,4,15.5,2.15,13.35,16.2492894587254,6,0.275,5.725,6935,6808,"68086935",2014,91,1,4,TRUE,0.13493818690183,-0.0321245027738832,0.0548082364949952,-0.231111720963387,0.215068137308664,0.16686271541562,12.780269058296,19.7183098591549,3,3,3
1807,8012,1806,1,2,NA,1,"2014-07-13 00:00:00","2014-07-02",1,TRUE,4,2014-07-06,4,0,0,0,4,15.5,2.15,13.35,16.2492894587254,6,0.275,5.725,6935,6808,"68086935",2014,91,1,4,TRUE,0.13493818690183,-0.0321245027738832,0.0548082364949952,-0.231111720963387,0.215068137308664,0.16686271541562,12.780269058296,19.7183098591549,3,3,3
