"DVDRef","Tstart","Tend","State","Sex","Protocol"
3790,63,63.2,"INorOF","0","Issie"
3790,63.1,63.5,"INorOF","1","Issie"
3790,67.6,67.9,"INorOF","1","Issie"
3790,72.5,72.7,"INorOF","1","Issie"
3790,73.7,74.2,"INorOF","1","Issie"
3790,74.6,74.8,"INorOF","1","Issie"
3790,81.5,81.9,"INorOF","1","Issie"
3790,81.7,83.2,"INorOF","0","Issie"
3790,83.2,83.5,"INorOF","1","Issie"
3790,85.6,86.2,"INorOF","0","Issie"
3790,87,87.2,"INorOF","1","Issie"
3790,89.6,90,"INorOF","0","Issie"
3821,1.2,8,"INorOF","1","Issie"
3821,9.6,17.9,"INorOF","0","Issie"
3821,11.6,11.6,"INorOF","1","Issie"
3821,16.1,16.3,"INorOF","1","Issie"
3821,17.9,19.1,"INorOF","1","Issie"
3821,20,23.6,"INorOF","1","Issie"
3821,25.7,32.6,"INorOF","0","Issie"
3821,32.6,32.6,"INorOF","1","Issie"
3821,33.9,36.1,"INorOF","0","Issie"
3821,41,47.7,"INorOF","0","Issie"
3821,46.7,46.9,"INorOF","1","Issie"
3821,49.7,58.6,"INorOF","1","Issie"
3821,59,64.7,"INorOF","0","Issie"
3821,64.7,65,"INorOF","1","Issie"
3821,64.9,65.2,"INorOF","0","Issie"
3821,66.7,76.6,"INorOF","0","Issie"
3821,76.5,76.5,"INorOF","1","Issie"
3821,76.6,77,"INorOF","1","Issie"
3821,79.2,80.9,"INorOF","1","Issie"
3821,87.3,90,"INorOF","0","Issie"
3823,0,4.9,"INorOF","1","Issie"
3823,8.8,16.6,"INorOF","0","Issie"
3823,14,14.3,"INorOF","1","Issie"
3823,16.4,16.6,"INorOF","1","Issie"
3823,17.5,17.8,"INorOF","0","Issie"
3823,18,18.3,"INorOF","1","Issie"
3823,18.9,19,"INorOF","0","Issie"
3823,20.6,21,"INorOF","1","Issie"
3823,27.4,37.4,"INorOF","0","Issie"
3823,30.4,30.9,"INorOF","1","Issie"
3823,37.4,38,"INorOF","1","Issie"
3823,38,38.1,"INorOF","0","Issie"
3823,46.5,49,"INorOF","1","Issie"
3823,49,49.3,"INorOF","0","Issie"
3823,54.9,56.8,"INorOF","1","Issie"
3823,57.4,59,"INorOF","1","Issie"
3823,62.6,62.8,"INorOF","1","Issie"
3823,62.8,63.6,"INorOF","0","Issie"
3823,65.7,69.2,"INorOF","0","Issie"
3823,69,77.7,"INorOF","1","Issie"
3823,86,86.7,"INorOF","1","Issie"
3823,87,89.2,"INorOF","1","Issie"
3823,89.2,89.6,"INorOF","0","Issie"
3823,89.9,90,"INorOF","0","Issie"
3824,1,3.9,"INorOF","0","Issie"
3824,3.9,4.3,"INorOF","1","Issie"
3824,4.7,5.7,"INorOF","0","Issie"
3824,5.7,7,"INorOF","1","Issie"
3824,10.3,11.8,"INorOF","1","Issie"
3824,11.7,17.2,"INorOF","0","Issie"
3824,17.3,18.8,"INorOF","1","Issie"
3824,21.2,21.7,"INorOF","1","Issie"
3824,25.5,30.1,"INorOF","0","Issie"
3824,30.3,30.5,"INorOF","0","Issie"
3824,34.2,34.6,"INorOF","1","Issie"
3824,36.9,38,"INorOF","1","Issie"
3824,40.8,41.5,"INorOF","1","Issie"
3824,44.3,45.2,"INorOF","0","Issie"
3824,45.8,50,"INorOF","0","Issie"
3824,50,50.6,"INorOF","1","Issie"
3824,51.7,52,"INorOF","1","Issie"
3824,53.6,54.1,"INorOF","1","Issie"
3824,55.8,56.8,"INorOF","1","Issie"
3824,58.2,58.5,"INorOF","1","Issie"
3824,58.5,59.5,"INorOF","0","Issie"
3824,63.9,65.6,"INorOF","1","Issie"
3824,69,75.4,"INorOF","0","Issie"
3824,76.3,77.3,"INorOF","1","Issie"
3824,78.2,78.6,"INorOF","1","Issie"
3824,83,83.3,"INorOF","0","Issie"
3824,84.2,84.9,"INorOF","1","Issie"
3824,89.6,90,"INorOF","1","Issie"
3828,2.5,2.7,"INorOF","0","Issie"
3828,8.7,8.8,"INorOF","1","Issie"
3828,11.8,14,"INorOF","0","Issie"
3828,13.8,13.9,"INorOF","1","Issie"
3828,21,21.1,"INorOF","1","Issie"
3828,21.3,25.4,"INorOF","0","Issie"
3828,27,27.5,"INorOF","0","Issie"
3828,28.7,28.8,"INorOF","0","Issie"
3828,31,31.1,"INorOF","0","Issie"
3828,32.1,32.2,"INorOF","0","Issie"
3828,33.4,33.5,"INorOF","0","Issie"
3828,34.8,34.9,"INorOF","0","Issie"
3828,37.4,37.5,"INorOF","1","Issie"
3828,47.1,47.1,"INorOF","1","Issie"
3828,48,48.1,"INorOF","1","Issie"
3828,48.8,48.9,"INorOF","1","Issie"
3828,49.9,50.1,"INorOF","1","Issie"
3828,50.9,51.1,"INorOF","1","Issie"
3828,54,54.1,"INorOF","1","Issie"
3828,55.3,55.5,"INorOF","1","Issie"
3828,59.4,59.4,"INorOF","0","Issie"
3828,59.4,59.5,"INorOF","1","Issie"
3828,60.3,60.4,"INorOF","0","Issie"
3828,60.5,60.6,"INorOF","1","Issie"
3828,61.4,61.6,"INorOF","0","Issie"
3828,62,62,"INorOF","1","Issie"
3828,62.7,62.9,"INorOF","0","Issie"
3828,64.3,70.2,"INorOF","0","Issie"
3828,70.9,71,"INorOF","1","Issie"
3828,71.5,71.7,"INorOF","0","Issie"
3828,72.2,72.3,"INorOF","1","Issie"
3828,72.9,77,"INorOF","0","Issie"
3828,79,79.3,"INorOF","0","Issie"
3828,80.7,80.8,"INorOF","0","Issie"
3828,81.8,81.9,"INorOF","0","Issie"
3828,83.4,84,"INorOF","0","Issie"
3828,83.7,83.8,"INorOF","1","Issie"
3828,84.8,85.3,"INorOF","1","Issie"
3828,86.6,87,"INorOF","0","Issie"
3829,1.5,7.3,"INorOF","0","Issie"
3829,7.9,8.1,"INorOF","1","Issie"
3829,8.8,9,"INorOF","1","Issie"
3829,9.8,10,"INorOF","1","Issie"
3829,10.7,10.8,"INorOF","1","Issie"
3829,11.5,11.6,"INorOF","1","Issie"
3829,12.2,12.4,"INorOF","1","Issie"
3829,13.1,13.3,"INorOF","1","Issie"
3829,14,14.1,"INorOF","1","Issie"
3829,14.7,14.8,"INorOF","1","Issie"
3829,15.5,15.6,"INorOF","1","Issie"
3829,16.3,16.5,"INorOF","1","Issie"
3829,17.1,17.2,"INorOF","1","Issie"
3829,18,18,"INorOF","1","Issie"
3829,18.8,19.1,"INorOF","1","Issie"
3829,19.8,19.9,"INorOF","1","Issie"
3829,20,21.5,"INorOF","0","Issie"
3829,26.8,27,"INorOF","1","Issie"
3829,27.7,27.9,"INorOF","1","Issie"
3829,29.4,30,"INorOF","0","Issie"
3829,29.6,30,"INorOF","1","Issie"
3829,31.2,31.5,"INorOF","1","Issie"
3829,33.2,33.6,"INorOF","0","Issie"
3829,38.3,41,"INorOF","0","Issie"
3829,41.1,41.1,"INorOF","1","Issie"
3829,41.2,41.2,"INorOF","0","Issie"
3829,41.5,48.3,"INorOF","1","Issie"
3829,48.4,49.1,"INorOF","0","Issie"
3829,55.5,55.5,"INorOF","0","Issie"
3829,56.6,56.7,"INorOF","0","Issie"
3829,58.2,60.2,"INorOF","0","Issie"
3829,63.1,63.4,"INorOF","1","Issie"
3829,63.8,64.4,"INorOF","0","Issie"
3829,64.4,64.4,"INorOF","1","Issie"
3829,65,65,"INorOF","1","Issie"
3829,66.2,66.3,"INorOF","0","Issie"
3829,72.3,72.4,"INorOF","1","Issie"
3832,1.8,7.4,"INorOF","0","Issie"
3832,4.8,5,"INorOF","1","Issie"
3832,7.5,13.3,"INorOF","0","Issie"
3832,15.1,21.5,"INorOF","1","Issie"
3832,21.5,26.1,"INorOF","0","Issie"
3832,27.4,27.5,"INorOF","1","Issie"
3832,30.1,30.2,"INorOF","1","Issie"
3832,31.4,31.5,"INorOF","1","Issie"
3832,32.2,35.9,"INorOF","0","Issie"
3832,37.1,37.3,"INorOF","0","Issie"
3832,37.8,37.9,"INorOF","1","Issie"
3832,41.9,42,"INorOF","1","Issie"
3832,42.9,43,"INorOF","1","Issie"
3832,44,46.8,"INorOF","1","Issie"
3832,46.8,47.4,"INorOF","0","Issie"
3832,48.1,48.2,"INorOF","1","Issie"
3832,49.3,50.1,"INorOF","0","Issie"
3832,51,51.1,"INorOF","0","Issie"
3832,51.1,51.2,"INorOF","1","Issie"
3832,51.7,51.9,"INorOF","0","Issie"
3832,52.3,52.4,"INorOF","1","Issie"
3832,52.9,53.2,"INorOF","0","Issie"
3832,53.1,53.1,"INorOF","1","Issie"
3832,53.9,54.1,"INorOF","1","Issie"
3832,54.1,54.2,"INorOF","0","Issie"
3832,55,55.4,"INorOF","0","Issie"
3832,55.2,55.2,"INorOF","1","Issie"
3832,56.3,56.6,"INorOF","0","Issie"
3832,56.9,57,"INorOF","1","Issie"
3832,58,58.4,"INorOF","0","Issie"
3832,58.5,58.6,"INorOF","1","Issie"
3832,63.2,75.8,"INorOF","0","Issie"
3832,64.3,64.3,"INorOF","1","Issie"
3832,65.1,65.1,"INorOF","1","Issie"
3832,66.4,66.4,"INorOF","1","Issie"
3832,68.3,68.3,"INorOF","1","Issie"
3832,69.4,69.4,"INorOF","1","Issie"
3832,70.4,70.4,"INorOF","1","Issie"
3832,76.5,77.3,"INorOF","0","Issie"
3832,79.8,83.7,"INorOF","0","Issie"
3832,86.8,87.2,"INorOF","1","Issie"
3832,87.2,90,"INorOF","0","Issie"
3832,88.3,88.3,"INorOF","1","Issie"
3835,2.2,2.3,"INorOF","1","Issie"
3835,3.4,3.5,"INorOF","1","Issie"
3835,4.7,4.9,"INorOF","1","Issie"
3835,9.6,10,"INorOF","1","Issie"
3835,11.7,12,"INorOF","1","Issie"
3835,19.5,19.6,"INorOF","1","Issie"
3835,22.3,22.4,"INorOF","1","Issie"
3835,24.6,24.8,"INorOF","1","Issie"
3835,25.6,25.7,"INorOF","1","Issie"
3835,26.3,26.5,"INorOF","1","Issie"
3835,28.5,28.6,"INorOF","1","Issie"
3835,29.4,29.5,"INorOF","1","Issie"
3835,35.5,35.7,"INorOF","1","Issie"
3835,40.5,40.7,"INorOF","1","Issie"
3835,41.3,41.3,"INorOF","1","Issie"
3835,43.8,44.1,"INorOF","1","Issie"
3835,45.9,46.3,"INorOF","1","Issie"
3835,48,48.3,"INorOF","0","Issie"
3835,52,52.3,"INorOF","1","Issie"
3835,53,53.4,"INorOF","1","Issie"
3835,53.4,54,"INorOF","1","Issie"
3835,54.6,54.7,"INorOF","0","Issie"
3835,55,55.2,"INorOF","1","Issie"
3835,56.3,56.6,"INorOF","1","Issie"
3835,58.3,58.9,"INorOF","1","Issie"
3835,59.8,59.8,"INorOF","0","Issie"
3835,60.1,60.1,"INorOF","1","Issie"
3835,60.6,60.7,"INorOF","0","Issie"
3835,68.8,69,"INorOF","1","Issie"
3835,69,69.1,"INorOF","0","Issie"
3835,71.1,71.4,"INorOF","1","Issie"
3835,72,72.2,"INorOF","1","Issie"
3835,72.9,73,"INorOF","0","Issie"
3835,73,73,"INorOF","1","Issie"
3835,73.6,73.7,"INorOF","1","Issie"
3835,74.4,74.4,"INorOF","1","Issie"
3835,75.3,75.4,"INorOF","1","Issie"
3835,77.7,78,"INorOF","1","Issie"
3835,78.2,78.2,"INorOF","1","Issie"
3835,78.8,78.9,"INorOF","1","Issie"
3835,79.7,79.8,"INorOF","1","Issie"
3835,79.8,80.1,"INorOF","0","Issie"
3835,80.3,80.5,"INorOF","1","Issie"
3835,81.2,81.3,"INorOF","1","Issie"
3835,81.9,82.1,"INorOF","1","Issie"
3839,1,1.1,"INorOF","0","Issie"
3839,2,2.2,"INorOF","1","Issie"
3839,5,5.6,"INorOF","0","Issie"
3839,9.5,9.8,"INorOF","1","Issie"
3839,10,11,"INorOF","0","Issie"
3839,11,11.2,"INorOF","1","Issie"
3839,13.2,13.3,"INorOF","0","Issie"
3839,18,18.7,"INorOF","0","Issie"
3839,20.8,21,"INorOF","0","Issie"
3839,23.5,24.4,"INorOF","0","Issie"
3839,24.5,25.2,"INorOF","1","Issie"
3839,27.8,28,"INorOF","0","Issie"
3839,30.8,31,"INorOF","0","Issie"
3839,33.2,33.7,"INorOF","0","Issie"
3839,36.2,36.6,"INorOF","0","Issie"
3839,39.5,41,"INorOF","1","Issie"
3839,41,41,"INorOF","0","Issie"
3839,43.3,43.5,"INorOF","1","Issie"
3839,44.1,48.4,"INorOF","0","Issie"
3839,48.4,48.9,"INorOF","1","Issie"
3839,50.5,51.3,"INorOF","1","Issie"
3839,51.3,51.4,"INorOF","0","Issie"
3839,52.5,52.6,"INorOF","0","Issie"
3839,52.8,53.3,"INorOF","1","Issie"
3839,53.7,53.8,"INorOF","0","Issie"
3839,56.4,56.8,"INorOF","0","Issie"
3839,60,61.1,"INorOF","1","Issie"
3839,61.1,62.8,"INorOF","0","Issie"
3839,62.8,65.4,"INorOF","1","Issie"
3839,67.4,68.1,"INorOF","0","Issie"
3839,68.2,68.5,"INorOF","1","Issie"
3839,77.6,85.6,"INorOF","0","Issie"
3839,89.2,90,"INorOF","0","Issie"
3843,1.6,3.3,"INorOF","0","Issie"
3843,2.6,2.8,"INorOF","1","Issie"
3843,10.6,10.8,"INorOF","1","Issie"
3843,18.8,19.9,"INorOF","1","Issie"
3843,29.3,29.4,"INorOF","0","Issie"
3843,29.7,31.9,"INorOF","0","Issie"
3843,31.8,32,"INorOF","1","Issie"
3843,37.9,40.6,"INorOF","0","Issie"
3843,40.7,40.9,"INorOF","1","Issie"
3843,45.6,45.8,"INorOF","0","Issie"
3843,51.9,52.3,"INorOF","0","Issie"
3843,51.9,52.3,"INorOF","1","Issie"
3843,52.4,52.5,"INorOF","1","Issie"
3843,56.2,57.3,"INorOF","0","Issie"
3843,57.5,57.7,"INorOF","1","Issie"
3843,61.8,63.7,"INorOF","0","Issie"
3843,64.5,64.7,"INorOF","1","Issie"
3843,69.9,70.2,"INorOF","1","Issie"
3843,78.3,78.6,"INorOF","1","Issie"
3856,3,5.5,"INorOF","0","Issie"
3856,5.6,5.7,"INorOF","1","Issie"
3856,9,11.1,"INorOF","1","Issie"
3856,11,18.2,"INorOF","0","Issie"
3856,27.1,27.3,"INorOF","1","Issie"
3856,27.4,27.6,"INorOF","0","Issie"
3856,49.6,49.7,"INorOF","1","Issie"
3856,51,51.3,"INorOF","1","Issie"
3856,52.1,52.3,"INorOF","1","Issie"
3856,53.3,53.4,"INorOF","1","Issie"
3856,54.4,54.5,"INorOF","1","Issie"
3856,55.8,56,"INorOF","1","Issie"
3856,58.5,58.6,"INorOF","1","Issie"
3856,60,60.1,"INorOF","1","Issie"
3856,67.7,67.8,"INorOF","1","Issie"
3856,70.8,70.9,"INorOF","1","Issie"
3856,74.6,78,"INorOF","0","Issie"
3856,81.9,82,"INorOF","1","Issie"
3856,84.5,84.6,"INorOF","1","Issie"
3858,2.1,2.2,"INorOF","0","Issie"
3858,2.3,2.5,"INorOF","1","Issie"
3858,8.6,9,"INorOF","1","Issie"
3858,11.4,11.8,"INorOF","0","Issie"
3858,12,12,"INorOF","0","Issie"
3858,18.5,19.3,"INorOF","0","Issie"
3858,19.6,20.1,"INorOF","0","Issie"
3858,25.6,26.7,"INorOF","0","Issie"
3858,27.1,27.4,"INorOF","1","Issie"
3858,28.8,29,"INorOF","1","Issie"
3858,32.3,33.1,"INorOF","0","Issie"
3858,33.4,33.7,"INorOF","0","Issie"
3858,38.3,38.5,"INorOF","1","Issie"
3858,39,39.6,"INorOF","0","Issie"
3858,42,42.1,"INorOF","1","Issie"
3858,43.1,43.2,"INorOF","0","Issie"
3858,47.1,47.3,"INorOF","1","Issie"
3858,49.6,52.2,"INorOF","0","Issie"
3858,50.6,50.9,"INorOF","1","Issie"
3858,52.3,52.6,"INorOF","1","Issie"
3858,62.6,64.6,"INorOF","0","Issie"
3858,69.1,69.2,"INorOF","1","Issie"
3858,75.4,75.6,"INorOF","0","Issie"
3858,81.5,83,"INorOF","0","Issie"
3858,82.7,83,"INorOF","1","Issie"
3858,87,87.5,"INorOF","1","Issie"
3861,1.2,1.7,"INorOF","1","Issie"
3861,2.3,2.6,"INorOF","1","Issie"
3861,3.4,3.8,"INorOF","1","Issie"
3861,4.8,5.3,"INorOF","0","Issie"
3861,5.1,5.2,"INorOF","1","Issie"
3861,5.8,6.5,"INorOF","1","Issie"
3861,6.9,7.4,"INorOF","1","Issie"
3861,9.1,9.2,"INorOF","1","Issie"
3861,9.7,9.9,"INorOF","1","Issie"
3861,10.8,11.3,"INorOF","1","Issie"
3861,12.7,13.5,"INorOF","1","Issie"
3861,16.3,16.4,"INorOF","1","Issie"
3861,16.5,17,"INorOF","0","Issie"
3861,17.7,18.4,"INorOF","1","Issie"
3861,24.3,24.7,"INorOF","1","Issie"
3861,25.2,25.4,"INorOF","1","Issie"
3861,25.9,26.2,"INorOF","1","Issie"
3861,27.7,28,"INorOF","1","Issie"
3861,28.6,29.1,"INorOF","0","Issie"
3861,38,38.3,"INorOF","1","Issie"
3861,40.1,40.2,"INorOF","0","Issie"
3861,44.9,45.4,"INorOF","0","Issie"
3861,45.6,46.3,"INorOF","1","Issie"
3861,47.2,47.5,"INorOF","0","Issie"
3861,48.3,48.5,"INorOF","1","Issie"
3861,49.1,49.2,"INorOF","0","Issie"
3861,49.4,49.7,"INorOF","0","Issie"
3861,50.5,50.5,"INorOF","0","Issie"
3861,50.6,51,"INorOF","1","Issie"
3861,51.8,52.1,"INorOF","0","Issie"
3861,52.2,52.3,"INorOF","1","Issie"
3861,53,53.1,"INorOF","0","Issie"
3861,53.5,53.6,"INorOF","1","Issie"
3861,54.3,54.6,"INorOF","0","Issie"
3861,55.3,55.5,"INorOF","0","Issie"
3861,55.5,55.6,"INorOF","1","Issie"
3861,57.6,58.5,"INorOF","1","Issie"
3861,60.6,60.8,"INorOF","0","Issie"
3861,60.8,61.1,"INorOF","1","Issie"
3861,61.4,61.9,"INorOF","1","Issie"
3861,62,62.4,"INorOF","1","Issie"
3861,62.9,63.4,"INorOF","1","Issie"
3861,63.4,63.9,"INorOF","0","Issie"
3861,64,64,"INorOF","1","Issie"
3861,65.5,65.8,"INorOF","0","Issie"
3861,68.2,69.9,"INorOF","0","Issie"
3861,70.4,71.6,"INorOF","0","Issie"
3861,73.3,74.3,"INorOF","1","Issie"
3861,75.5,75.9,"INorOF","1","Issie"
3861,77.1,77.8,"INorOF","1","Issie"
3861,79.6,80.4,"INorOF","0","Issie"
3861,80.4,82,"INorOF","1","Issie"
3861,84.4,85.8,"INorOF","1","Issie"
3861,86.7,87.6,"INorOF","1","Issie"
3861,87.6,87.9,"INorOF","0","Issie"
3861,88.2,89,"INorOF","0","Issie"
3863,0.7,1,"INorOF","0","Issie"
3863,1.5,1.6,"INorOF","0","Issie"
3863,2,2.3,"INorOF","1","Issie"
3863,4.2,5.4,"INorOF","0","Issie"
3863,7.2,7.4,"INorOF","1","Issie"
3863,7.5,9.3,"INorOF","0","Issie"
3863,9.7,17,"INorOF","0","Issie"
3863,17.5,23.3,"INorOF","0","Issie"
3863,18.4,19.8,"INorOF","1","Issie"
3863,27.2,27.7,"INorOF","1","Issie"
3863,32.1,33.2,"INorOF","1","Issie"
3863,34,34.6,"INorOF","1","Issie"
3863,34.6,35,"INorOF","0","Issie"
3863,37.7,39.1,"INorOF","0","Issie"
3863,40.3,46.4,"INorOF","0","Issie"
3863,41.7,41.7,"INorOF","1","Issie"
3863,47,56,"INorOF","0","Issie"
3863,61,61.7,"INorOF","0","Issie"
3863,63.5,64.9,"INorOF","0","Issie"
3863,65.1,66.3,"INorOF","1","Issie"
3863,69.8,71.2,"INorOF","1","Issie"
3863,73.7,75.5,"INorOF","0","Issie"
3863,75.8,75.8,"INorOF","1","Issie"
3863,75.9,81.2,"INorOF","0","Issie"
3864,1.9,3.2,"INorOF","0","Issie"
3864,3.2,4.5,"INorOF","1","Issie"
3864,4.5,6.9,"INorOF","0","Issie"
3864,12.1,12.5,"INorOF","1","Issie"
3864,12.5,12.9,"INorOF","0","Issie"
3864,16,16.2,"INorOF","1","Issie"
3864,19.6,22.9,"INorOF","0","Issie"
3864,22.8,22.9,"INorOF","1","Issie"
3864,24.2,24.4,"INorOF","1","Issie"
3864,25.3,25.5,"INorOF","0","Issie"
3864,25.5,25.6,"INorOF","1","Issie"
3864,26.4,26.6,"INorOF","1","Issie"
3864,26.4,26.7,"INorOF","0","Issie"
3864,28,28.3,"INorOF","1","Issie"
3864,29.5,29.7,"INorOF","1","Issie"
3864,31.6,31.7,"INorOF","1","Issie"
3864,32.6,32.8,"INorOF","1","Issie"
3864,33.8,33.9,"INorOF","1","Issie"
3864,34.9,35,"INorOF","1","Issie"
3864,35.7,36.7,"INorOF","0","Issie"
3864,36.7,36.7,"INorOF","1","Issie"
3864,37.2,37.4,"INorOF","1","Issie"
3864,39.2,39.4,"INorOF","1","Issie"
3864,39.5,39.7,"INorOF","0","Issie"
3864,40.1,40.4,"INorOF","1","Issie"
3864,40.9,45.4,"INorOF","0","Issie"
3864,41.8,42,"INorOF","1","Issie"
3864,45.2,45.2,"INorOF","1","Issie"
3864,47.1,47.3,"INorOF","0","Issie"
3864,48.5,48.7,"INorOF","0","Issie"
3864,49.9,50.1,"INorOF","0","Issie"
3864,50.3,50.4,"INorOF","1","Issie"
3864,50.5,51,"INorOF","0","Issie"
3864,52.6,54.8,"INorOF","0","Issie"
3864,54.9,55.1,"INorOF","1","Issie"
3864,56.4,58.6,"INorOF","0","Issie"
3864,58.2,58.2,"INorOF","1","Issie"
3864,60.3,62,"INorOF","0","Issie"
3864,62,62,"INorOF","1","Issie"
3864,62.6,64,"INorOF","0","Issie"
3864,65.4,66.5,"INorOF","0","Issie"
3864,67.5,69.8,"INorOF","0","Issie"
3864,71.3,74.5,"INorOF","0","Issie"
3864,74.7,74.9,"INorOF","1","Issie"
3864,75.7,76,"INorOF","0","Issie"
3864,77.6,77.8,"INorOF","1","Issie"
3864,78,78.2,"INorOF","0","Issie"
3864,79.4,82.3,"INorOF","0","Issie"
3864,84.9,85.7,"INorOF","0","Issie"
3864,85.8,86,"INorOF","1","Issie"
3864,87,87.2,"INorOF","1","Issie"
3864,87.3,90,"INorOF","0","Issie"
3869,1.7,2,"INorOF","1","Issie"
3869,3.3,3.5,"INorOF","1","Issie"
3869,8.3,8.7,"INorOF","0","Issie"
3869,36.5,37,"INorOF","0","Issie"
3869,42.1,44.5,"INorOF","0","Issie"
3869,44.8,45.6,"INorOF","0","Issie"
3869,46,46.4,"INorOF","0","Issie"
3869,46.3,46.4,"INorOF","1","Issie"
3869,46.8,46.9,"INorOF","1","Issie"
3869,49,49.1,"INorOF","1","Issie"
3869,51.7,51.8,"INorOF","1","Issie"
3869,52.8,53.1,"INorOF","0","Issie"
3869,56.4,56.8,"INorOF","1","Issie"
3869,58.7,59.1,"INorOF","1","Issie"
3869,60,60.1,"INorOF","1","Issie"
3869,60.8,61.1,"INorOF","1","Issie"
3869,64.8,64.9,"INorOF","1","Issie"
3869,65.4,65.8,"INorOF","1","Issie"
3869,66.4,66.7,"INorOF","1","Issie"
3869,67.7,67.9,"INorOF","1","Issie"
3869,68.4,68.5,"INorOF","1","Issie"
3869,69.1,69.6,"INorOF","1","Issie"
3869,71.5,77.8,"INorOF","0","Issie"
3869,71.9,72.1,"INorOF","1","Issie"
3870,7.3,8,"INorOF","0","Issie"
3870,9.1,9.5,"INorOF","1","Issie"
3870,10.2,11.2,"INorOF","1","Issie"
3870,13,13.1,"INorOF","0","Issie"
3870,13.5,13.6,"INorOF","0","Issie"
3870,15.1,15.9,"INorOF","1","Issie"
3870,18.2,18.8,"INorOF","0","Issie"
3870,20.1,21.1,"INorOF","1","Issie"
3870,23,23.1,"INorOF","0","Issie"
3870,23.1,23.8,"INorOF","1","Issie"
3870,23.5,23.6,"INorOF","0","Issie"
3870,25.3,27.1,"INorOF","1","Issie"
3870,27.1,28.6,"INorOF","0","Issie"
3870,31.6,31.6,"INorOF","0","Issie"
3870,32.6,32.7,"INorOF","0","Issie"
3870,35.5,36.2,"INorOF","0","Issie"
3870,40.9,41.2,"INorOF","0","Issie"
3870,50.7,51.5,"INorOF","1","Issie"
3870,53,53.2,"INorOF","0","Issie"
3870,53.1,53.5,"INorOF","1","Issie"
3870,58.5,58.7,"INorOF","1","Issie"
3870,60.2,60.4,"INorOF","0","Issie"
3870,61.3,61.4,"INorOF","0","Issie"
3870,61.8,61.9,"INorOF","0","Issie"
3870,65.4,65.6,"INorOF","1","Issie"
3870,65.9,66.7,"INorOF","1","Issie"
3870,73.7,74.3,"INorOF","1","Issie"
3870,74.4,74.5,"INorOF","0","Issie"
3870,75.1,75.6,"INorOF","0","Issie"
3870,81.4,82,"INorOF","0","Issie"
3870,82.9,83,"INorOF","0","Issie"
3870,83.2,86.1,"INorOF","0","Issie"
3870,86.1,86.4,"INorOF","1","Issie"
3870,87.5,87.6,"INorOF","0","Issie"
3870,87.6,88,"INorOF","0","Issie"
3877,4.7,5,"INorOF","1","Issie"
3877,10.9,15.1,"INorOF","0","Issie"
3877,22.1,22.5,"INorOF","1","Issie"
3877,23.2,23.3,"INorOF","1","Issie"
3877,23.3,24.2,"INorOF","0","Issie"
3877,24.2,24.2,"INorOF","1","Issie"
3877,24.2,24.8,"INorOF","0","Issie"
3877,24.8,24.8,"INorOF","1","Issie"
3877,24.8,25,"INorOF","0","Issie"
3877,25.5,25.6,"INorOF","1","Issie"
3877,26.3,26.5,"INorOF","1","Issie"
3877,32.7,39.7,"INorOF","0","Issie"
3877,41.1,41.3,"INorOF","0","Issie"
3877,45.1,45.5,"INorOF","1","Issie"
3877,47.5,49.3,"INorOF","0","Issie"
3877,47.6,47.7,"INorOF","1","Issie"
3877,49.5,49.7,"INorOF","1","Issie"
3877,54.4,55,"INorOF","0","Issie"
3877,55,55,"INorOF","1","Issie"
3877,55,55.8,"INorOF","0","Issie"
3877,61.5,61.8,"INorOF","1","Issie"
3877,65.6,65.8,"INorOF","1","Issie"
3877,66.2,66.4,"INorOF","0","Issie"
3877,66.4,66.4,"INorOF","1","Issie"
3877,66.4,66.6,"INorOF","0","Issie"
3877,68.2,68.6,"INorOF","0","Issie"
3877,76.4,77.2,"INorOF","0","Issie"
3877,77.2,77.2,"INorOF","1","Issie"
3877,77.2,77.4,"INorOF","0","Issie"
3877,77.9,78,"INorOF","1","Issie"
3877,78.2,78.6,"INorOF","0","Issie"
3877,79.5,82.2,"INorOF","0","Issie"
3877,82.2,82.2,"INorOF","1","Issie"
3877,82.2,83.4,"INorOF","0","Issie"
3879,2.9,3.5,"INorOF","0","Issie"
3879,4.6,4.7,"INorOF","1","Issie"
3879,6.6,6.7,"INorOF","0","Issie"
3879,13,13.1,"INorOF","1","Issie"
3879,15.6,15.9,"INorOF","1","Issie"
3879,22.1,24.4,"INorOF","0","Issie"
3879,24.5,25.4,"INorOF","1","Issie"
3879,26.2,26.8,"INorOF","0","Issie"
3879,27.3,28.1,"INorOF","0","Issie"
3879,30.1,30.7,"INorOF","0","Issie"
3879,30.7,31,"INorOF","1","Issie"
3879,32.3,33.5,"INorOF","1","Issie"
3879,35.1,35.9,"INorOF","0","Issie"
3879,39.7,40.6,"INorOF","1","Issie"
3879,40.9,41,"INorOF","1","Issie"
3879,54.8,54.8,"INorOF","0","Issie"
3879,55.2,55.2,"INorOF","0","Issie"
3879,55.4,55.9,"INorOF","0","Issie"
3879,56.1,60,"INorOF","0","Issie"
3879,60.1,61.9,"INorOF","1","Issie"
3879,67.1,68.4,"INorOF","1","Issie"
3879,68.4,72.2,"INorOF","0","Issie"
3879,75.6,76.4,"INorOF","0","Issie"
3879,76.7,80.2,"INorOF","1","Issie"
3879,83.2,83.4,"INorOF","0","Issie"
3879,83.7,85.6,"INorOF","0","Issie"
