sort	DVDRef	DVDdate	BroodRef	Filename	DVDInfoChickNb	DVDInfoAge	DVDtime	DVDInfoNotes	TapeLength	EffectTime	HatchingDate	ChickAge	Sunrise	RelTimeMins	LogRelTimeMins	Protocol
1261	2779	08.07.2011	1306	2011\VK0269.xlsx	3	6	28.04.2016 10:48	NA	90	90	02.07.2011	6	28.04.2016 05:08	340	2.544068044	Issie
1262	2781	08.07.2011	1305	2011\VK0271.xlsx	2	6	28.04.2016 09:38	NA	90	90	02.07.2011	6	28.04.2016 05:08	270	2.447158031	Issie
1263	2782	09.07.2011	1307	2011\VK0272.xlsx	3	6	28.04.2016 06:34	NA	90	90	03.07.2011	6	28.04.2016 05:09	85	1.977723605	Issie
1264	2785	09.07.2011	1300	2011\VK0275.xlsx	5	10	28.04.2016 09:18	NA	90	88.5	29.06.2011	10	28.04.2016 05:09	249	2.413299764	Issie
1265	2786	09.07.2011	1308	2011\VK0276.xlsx	4	6	28.04.2016 06:36	NA	90	89.19999695	03.07.2011	6	28.04.2016 05:09	87	1.986771734	Issie
1266	2790	10.07.2011	1302	2011\VK0280.xlsx	1	10	28.04.2016 06:55	NA	90	88	30.06.2011	10	28.04.2016 05:10	105	2.06069784	Issie
1267	2792	10.07.2011	1303	2011\VK0282.xlsx	3	10	28.04.2016 06:57	NA	90	88.90000153	30.06.2011	10	28.04.2016 05:10	107	2.068185862	Issie
1268	2793	10.07.2011	1313	2011\VK0283.xlsx	4	6	28.04.2016 09:39	NA	90	86.40000153	04.07.2011	6	28.04.2016 05:10	269	2.445604203	Issie
1269	2795	10.07.2011	1312	2011\VK0285.xlsx	4	6	28.04.2016 09:34	NA	55	49	04.07.2011	6	28.04.2016 05:10	264	2.437750563	Issie
1270	2797	11.07.2011	1304	2011\VK0287.xlsx	2	10	28.04.2016 06:42	NA	90	87.69999695	01.07.2011	10	28.04.2016 05:11	91	2.004321374	Issie
1271	2799	11.07.2011	1309	2011\VK0289.xlsx	3	6	28.04.2016 06:44	NA	90	84	05.07.2011	6	28.04.2016 05:11	93	2.012837225	Issie
1272	2803	11.07.2011	1310	2011\VK0293.xlsx	2	6	28.04.2016 12:05	NA	90	87.40000153	05.07.2011	6	28.04.2016 05:11	414	2.627365857	Issie
1273	2806	12.07.2011	1306	2011\VK0296.xlsx	3	10	28.04.2016 07:59	NA	90	89.5	02.07.2011	10	28.04.2016 05:12	167	2.247973266	Issie
1274	2809	12.07.2011	1305	2011\VK0299.xlsx	2	10	28.04.2016 10:13	NA	90	84.09999847	02.07.2011	10	28.04.2016 05:12	301	2.492760389	Issie
1275	2811	13.07.2011	1311	2011\VK0302.xlsx	3	6	28.04.2016 16:46	NA	90	86.30000305	07.07.2011	6	28.04.2016 05:13	693	2.846955325	Issie
1276	2812	13.07.2011	1307	2011\VK0303.xlsx	2	10	28.04.2016 17:56	NA	90	86.30000305	03.07.2011	10	28.04.2016 05:13	763	2.888179494	Issie
1277	2814	13.07.2011	1308	2011\VK0305.xlsx	3	10	28.04.2016 18:33	NA	90	88.69999695	03.07.2011	10	28.04.2016 05:13	800	2.908485019	Issie
1278	2818	14.07.2011	1314	2011\VK0308.xlsx	4	6	28.04.2016 07:27	NA	90	89.40000153	08.07.2011	6	28.04.2016 05:14	133	2.155336037	Issie
1279	2819	14.07.2011	1313	2011\VK0309.xlsx	3	10	28.04.2016 09:04	NA	90	84.09999847	04.07.2011	10	28.04.2016 05:14	230	2.380211242	Issie
1280	2820	14.07.2011	1312	2011\VK0310.xlsx	1	10	28.04.2016 07:30	NA	87.09999847	81.80000305	04.07.2011	10	28.04.2016 05:14	136	2.164352856	Issie
1281	2823	15.07.2011	1309	2011\VK0313.xlsx	3	10	28.04.2016 08:30	NA	90	88.80000305	05.07.2011	10	28.04.2016 05:15	195	2.311753861	Issie
1282	2824	15.07.2011	1315	2011\VK0314.xlsx	2	6	28.04.2016 06:57	NA	90	87.19999695	09.07.2011	6	28.04.2016 05:15	102	2.049218023	Issie
1283	2827	15.07.2011	1310	2011\VK0317.xlsx	2	10	28.04.2016 10:11	NA	90	89.09999847	05.07.2011	10	28.04.2016 05:15	296	2.485721426	Issie
1284	2829	17.07.2011	1311	2011\VK0319.xlsx	3	10	28.04.2016 08:05	NA	90	81.30000305	07.07.2011	10	28.04.2016 05:18	167	2.247973266	Issie
1285	2831	17.07.2011	1318	2011\VK0321.xlsx	2	6	28.04.2016 09:51	NA	90	90	11.07.2011	6	28.04.2016 05:18	273	2.451786436	Issie
1286	2833	18.07.2011	1314	2011\VK0323.xlsx	3	10	28.04.2016 07:22	NA	90	88.40000153	08.07.2011	10	28.04.2016 05:19	123	2.123851641	Issie
1287	2834	18.07.2011	1316	2011\VK0324.xlsx	3	6	28.04.2016 09:14	NA	90	86.40000153	12.07.2011	6	28.04.2016 05:19	235	2.389166084	Issie
1288	2835	19.07.2011	1317	2011\VK0325.xlsx	3	6	28.04.2016 09:15	NA	90	83.5	13.07.2011	6	28.04.2016 05:20	235	2.389166084	Issie
1289	2836	19.07.2011	1315	2011\VK0326.xlsx	2	10	28.04.2016 11:05	NA	90	88.59999847	09.07.2011	10	28.04.2016 05:20	345	2.550228353	Issie
1290	2844	21.07.2011	1318	2011\VK0334.xlsx	2	10	28.04.2016 10:04	NA	90	84.40000153	11.07.2011	10	28.04.2016 05:23	281	2.463892989	Issie
1291	2845	22.07.2011	1322	2011\VK0335.xlsx	2	6	28.04.2016 07:38	NA	90	88.40000153	16.07.2011	6	28.04.2016 05:24	134	2.158362492	Issie
1292	2846	22.07.2011	1319	2011\VK0336.xlsx	5	6	28.04.2016 09:44	NA	90	89.5	16.07.2011	6	28.04.2016 05:24	260	2.431363764	Issie
1293	2848	22.07.2011	1320	2011\VK0338.xlsx	4	6	28.04.2016 07:40	NA	90	89.30000305	16.07.2011	6	28.04.2016 05:24	136	2.164352856	Issie
1294	2849	22.07.2011	1316	2011\VK0339.xlsx	2	10	28.04.2016 10:53	20160303 Malika Ihle. Changed nr chicks from 3 to 2 because dead chick found before video	90	87.5	12.07.2011	10	28.04.2016 05:24	329	2.530199698	Issie
1295	2850	23.07.2011	1317	2011\VK0340.xlsx	3	10	28.04.2016 11:41	NA	90	86.59999847	13.07.2011	10	28.04.2016 05:25	376	2.586587305	Issie
1296	2852	23.07.2011	1321	2011\VK0342.xlsx	2	6	28.04.2016 14:05	NA	90	87	17.07.2011	6	28.04.2016 05:25	520	2.72427587	Issie
1297	2857	26.07.2011	1323	2011\VK0347.xlsx	3	6	28.04.2016 08:49	NA	90	89.59999847	20.07.2011	6	28.04.2016 05:30	199	2.320146286	Issie
1298	2858	26.07.2011	1322	2011\VK0348.xlsx	2	10	28.04.2016 18:56	NA	90	87.09999847	16.07.2011	10	28.04.2016 05:30	806	2.911690159	Issie
1299	2859	26.07.2011	1319	2011\VK0349.xlsx	5	10	28.04.2016 13:23	NA	90	89	16.07.2011	10	28.04.2016 05:30	473	2.683947131	Issie
1300	2860	26.07.2011	1325	2011\VK0350.xlsx	4	6	28.04.2016 09:34	NA	90	89.40000153	20.07.2011	6	28.04.2016 05:30	244	2.404833717	Issie
1301	2861	26.07.2011	1327	2011\VK0351.xlsx	3	6	28.04.2016 11:36	NA	90	89.30000305	20.07.2011	6	28.04.2016 05:30	366	2.575187845	Issie
1302	2862	26.07.2011	1324	2011\VK0352.xlsx	3	6	28.04.2016 16:58	NA	90	90	20.07.2011	6	28.04.2016 05:30	688	2.843855423	Issie
1303	2863	26.07.2011	1320	2011\VK0353.xlsx	3	10	28.04.2016 18:52	20160303 Malika Ihle. Changed nr chicks from 4 to 3 because dead chick found before video	90	86.59999847	16.07.2011	10	28.04.2016 05:30	802	2.909556029	Issie
1304	2865	26.07.2011	1326	2011\VK0355.xlsx	3	6	28.04.2016 07:13	NA	90	89.5	20.07.2011	6	28.04.2016 05:30	103	2.053078443	Issie
1305	2866	26.07.2011	1329	2011\VK0356.xlsx	1	6	28.04.2016 07:59	NA	90	76.40000153	20.07.2011	6	28.04.2016 05:30	149	2.201397124	Issie
1306	2867	26.07.2011	1328	2011\VK0357.xlsx	4	6	28.04.2016 17:00	NA	90	85.40000153	20.07.2011	6	28.04.2016 05:30	690	2.84509804	Issie
1307	2868	27.07.2011	1321	2011\VK0359.xlsx	2	10	28.04.2016 08:27	NA	90	87.19999695	17.07.2011	10	28.04.2016 05:31	176	2.269512944	Issie
1308	2869	27.07.2011	1330	2011\VK0360.xlsx	3	6	28.04.2016 08:29	NA	90	89.30000305	21.07.2011	6	28.04.2016 05:31	178	2.274157849	Issie
1309	2870	27.07.2011	1331	2011\VK0361.xlsx	2	6	28.04.2016 10:08	NA	90	86.69999695	21.07.2011	6	28.04.2016 05:31	277	2.457881897	Issie
1310	2879	28.07.2011	1334	2011\VK0369.xlsx	2	6	28.04.2016 17:42	NA	90	84.30000305	22.07.2011	6	28.04.2016 05:32	730	2.86923172	Issie
1311	2881	28.07.2011	1332	2011\VK0371.xlsx	1	6	28.04.2016 17:39	NA	90	90	22.07.2011	6	28.04.2016 05:32	727	2.867467488	Issie
1312	2883	28.07.2011	1333	2011\VK0373.xlsx	1	6	28.04.2016 19:23	NA	90	90	22.07.2011	6	28.04.2016 05:32	831	2.924795996	Issie
1313	2884	29.07.2011	1335	2011\VK0374.xlsx	3	6	28.04.2016 17:08	NA	90	84.59999847	23.07.2011	6	28.04.2016 05:34	694	2.847572659	Issie
1314	2889	30.07.2011	1323	2011\VK0379.xlsx	3	10	28.04.2016 18:43	NA	90	84.59999847	20.07.2011	10	28.04.2016 05:35	788	2.902002891	Issie
1315	2890	30.07.2011	1325	2011\VK0380.xlsx	4	10	28.04.2016 06:41	NA	90	88	20.07.2011	10	28.04.2016 05:35	66	1.880813592	Issie
1316	2891	30.07.2011	1327	2011\VK0381.xlsx	3	10	28.04.2016 09:42	two females in this video	90	87.40000153	20.07.2011	10	28.04.2016 05:35	247	2.409933123	Issie
1317	2892	30.07.2011	1329	2011\VK0383.xlsx	1	10	28.04.2016 18:54	NA	74	70.69999695	20.07.2011	10	28.04.2016 05:35	799	2.907948522	Issie
1318	2894	30.07.2011	1328	2011\VK0385.xlsx	3	10	28.04.2016 17:23	NA	90	87.30000305	20.07.2011	10	28.04.2016 05:35	708	2.856124444	Issie
1319	2895	31.07.2011	1336	2011\VK0382.xlsx	4	6	28.04.2016 07:03	NA	90	82.30000305	25.07.2011	6	28.04.2016 05:37	86	1.982271233	Issie
1320	2897	31.07.2011	1330	2011\VK0390.xlsx	2	10	28.04.2016 09:59	NA	90	81.80000305	21.07.2011	10	28.04.2016 05:37	262	2.434568904	Issie
1321	2898	31.07.2011	1331	2011\VK0391.xlsx	2	10	28.04.2016 10:01	NA	90	85.69999695	21.07.2011	10	28.04.2016 05:37	264	2.437750563	Issie
1322	2899	01.08.2011	1334	2011\VK0388.xlsx	2	10	28.04.2016 07:18	NA	90	89.09999847	22.07.2011	10	28.04.2016 05:38	100	2.041392685	Issie
1323	2901	02.08.2011	1335	2011\VK0393.xlsx	3	10	28.04.2016 09:17	NA	90	84.90000153	23.07.2011	10	28.04.2016 05:40	217	2.356025857	Issie
1324	2905	04.08.2011	1336	2011\VK0397.xlsx	3	10	28.04.2016 07:48	NA	90	85.59999847	25.07.2011	10	28.04.2016 05:43	125	2.130333768	Issie
1325	2907	04.08.2011	1338	2011\VK0399.xlsx	3	6	28.04.2016 06:53	NA	90	87.69999695	29.07.2011	6	28.04.2016 05:43	70	1.903089987	Issie
1326	2908	06.08.2011	1339	2011\VK0400.xlsx	3	6	28.04.2016 10:55	NA	90	89.40000153	31.07.2011	6	28.04.2016 05:46	309	2.503790683	Issie
1327	2909	06.08.2011	1340	2011\VK0401.xlsx	2	6	28.04.2016 10:17	NA	90	83.40000153	31.07.2011	6	28.04.2016 05:46	271	2.44870632	Issie
1328	2913	08.08.2011	1338	2011\VK0405.xlsx	3	10	28.04.2016 06:57	NA	90	86.19999695	29.07.2011	10	28.04.2016 05:49	68	1.892094603	Issie
1329	2914	09.08.2011	1344	2011\VK0406.xlsx	3	6	28.04.2016 06:51	NA	90	87.69999695	03.08.2011	6	28.04.2016 05:51	60	1.84509804	Issie
1330	2915	10.08.2011	1345	2011\VK0407.xlsx	2	6	28.04.2016 06:55	NA	90	89	04.08.2011	6	28.04.2016 05:52	63	1.86332286	Issie
1331	2916	10.08.2011	1339	2011\VK0408.xlsx	3	10	28.04.2016 06:54	NA	90	88.69999695	31.07.2011	10	28.04.2016 05:52	62	1.857332496	Issie
1332	2918	11.08.2011	1347	2011\VK0410.xlsx	2	6	28.04.2016 10:02	20160303 Malika Ihle. Changed nr chicks from 3 to 2 because two alive before and after	90	87.30000305	05.08.2011	6	28.04.2016 05:54	248	2.411619706	Shinichi
1333	2920	11.08.2011	1346	2011\VK0412.xlsx	2	6	28.04.2016 07:02	NA	90	88.30000305	05.08.2011	6	28.04.2016 05:54	68	1.892094603	Shinichi
1334	2921	12.08.2011	1348	2011\VK0413.xlsx	3	6	28.04.2016 15:17	NA	90	90	06.08.2011	6	28.04.2016 05:55	562	2.757396029	Shinichi
1335	2924	13.08.2011	1344	2011\VK0416.xlsx	3	10	28.04.2016 07:50	NA	90	80.80000305	03.08.2011	10	28.04.2016 05:57	113	2.089905111	Shinichi
1336	2926	14.08.2011	1345	2011\VK0419.xlsx	2	10	28.04.2016 08:13	NA	90	87.19999695	04.08.2011	10	28.04.2016 05:59	134	2.158362492	Shinichi
1337	2928	15.08.2011	1347	2011\VK0418.xlsx	2	10	28.04.2016 08:46	20160303 Malika Ihle. Changed nr chicks from 3 to 2 because two alive before and after	90	88.40000153	05.08.2011	10	28.04.2016 06:00	166	2.245512668	Shinichi
1338	2929	15.08.2011	1346	2011\VK0421.xlsx	2	10	28.04.2016 07:01	NA	90	81.90000153	05.08.2011	10	28.04.2016 06:00	61	1.851258349	Shinichi
1339	2930	16.08.2011	1348	2011\VK0422.xlsx	2	10	28.04.2016 07:41	NA	90	89.69999695	06.08.2011	10	28.04.2016 06:02	99	2.037426498	Shinichi
1340	2931	17.08.2011	1352	2011\VK0423.xlsx	1	6	28.04.2016 17:45	NA	90	7.599999905	11.08.2011	6	28.04.2016 06:03	702	2.852479994	Shinichi
1341	2940	19.05.2012	1358	2012\VL0008.xlsx	2	6	28.04.2016 09:18	NA	90	75.69999695	13.05.2012	6	28.04.2016 05:17	241	2.399673721	Issie
1342	2950	23.05.2012	1358	2012\VL0017.xlsx	1	10	28.04.2016 07:07	NA	90	88.40000153	13.05.2012	10	28.04.2016 05:12	115	2.096910013	Issie
1343	2975	30.05.2012	1359	2012\VL0042.xlsx	2	6	28.04.2016 11:01	NA	90	87.90000153	24.05.2012	6	28.04.2016 05:05	356	2.563481085	Issie
1344	2985	31.05.2012	1360	2012\VL0047.xlsx	2	6	28.04.2016 10:29	NA	90	85.30000305	25.05.2012	6	28.04.2016 05:04	325	2.525044807	Issie
1345	2988	02.06.2012	1363	2012\VL0052.xlsx	3	6	28.04.2016 07:12	NA	90	88.69999695	27.05.2012	6	28.04.2016 05:03	129	2.1430148	Issie
1346	2989	03.06.2012	1359	2012\VL0054.xlsx	2	10	28.04.2016 16:20	NA	90	75.09999847	24.05.2012	10	28.04.2016 05:02	678	2.837588438	Issie
1347	2990	04.06.2012	1360	2012\VL0055.xlsx	1	10	28.04.2016 06:39	NA	90	82.40000153	25.05.2012	10	28.04.2016 05:01	98	2.033423755	Issie
1348	2991	04.06.2012	1362	2012\VL0056.xlsx	4	6	28.04.2016 08:43	NA	90	80.40000153	29.05.2012	6	28.04.2016 05:01	222	2.365487985	Issie
1349	2993	05.06.2012	1365	2012\VL0059.xlsx	2	6	28.04.2016 05:40	NA	90	88.59999847	30.05.2012	6	28.04.2016 05:01	39	1.69019608	Issie
1350	2994	05.06.2012	1382	2012\VL0060.xlsx	2	7	28.04.2016 08:49	NA	90	84.30000305	29.05.2012	7	28.04.2016 05:01	228	2.376576957	Issie
1351	2995	05.06.2012	1364	2012\VL0061.xlsx	4	6	28.04.2016 05:46	NA	90	88.19999695	30.05.2012	6	28.04.2016 05:01	45	1.740362689	Issie
1352	2996	06.06.2012	1363	2012\VL0063.xlsx	3	10	28.04.2016 08:41	NA	90	89.59999847	27.05.2012	10	28.04.2016 05:00	221	2.36361198	Issie
1353	2997	06.06.2012	1366	2012\VL0064.xlsx	4	6	28.04.2016 07:08	NA	90	89.40000153	31.05.2012	6	28.04.2016 05:00	128	2.139879086	Issie
1354	2998	06.06.2012	1368	2012\VL0065.xlsx	2	6	28.04.2016 07:07	NA	90	83.69999695	31.05.2012	6	28.04.2016 05:00	127	2.136720567	Issie
1355	3000	07.06.2012	1367	2012\VL0068.xlsx	4	6	28.04.2016 07:17	NA	90	85.69999695	01.06.2012	6	28.04.2016 05:00	137	2.167317335	Issie
1356	3003	08.06.2012	1369	2012\VL0070.xlsx	3	6	28.04.2016 17:17	NA	90	86.59999847	02.06.2012	6	28.04.2016 04:59	738	2.873901598	Issie
1357	3004	08.06.2012	1370	2012\VL0071.xlsx	4	6	28.04.2016 07:17	NA	64.40000153	64.40000153	02.06.2012	6	28.04.2016 04:59	138	2.170261715	Issie
1358	3006	08.06.2012	1373	2012\VL0073.xlsx	3	6	28.04.2016 06:43	NA	90	85.40000153	02.06.2012	6	28.04.2016 04:59	104	2.056904851	Issie
1359	3007	08.06.2012	1362	2012\VL0074.xlsx	4	10	28.04.2016 09:00	NA	90	88.80000305	29.05.2012	10	28.04.2016 04:59	241	2.399673721	Issie
1360	3008	08.06.2012	1382	2012\VL0077.xlsx	2	10	28.04.2016 16:32	can't see parent's exit	90	0	29.05.2012	10	28.04.2016 04:59	693	2.846955325	Issie
1361	3009	09.06.2012	1365	2012\VL0078.xlsx	2	10	28.04.2016 05:21	NA	90	85.40000153	30.05.2012	10	28.04.2016 04:59	22	1.505149978	Issie
1362	3010	09.06.2012	1371	2012\VL0079.xlsx	3	6	28.04.2016 05:19	NA	90	90	03.06.2012	6	28.04.2016 04:59	20	1.477121255	Issie
1363	3011	09.06.2012	1372	2012\VL0080.xlsx	5	6	28.04.2016 17:00	NA	90	85.90000153	03.06.2012	6	28.04.2016 04:59	721	2.863917377	Issie
1364	3012	09.06.2012	1377	2012\VL0081.xlsx	2	6	28.04.2016 16:59	NA	90	86.59999847	03.06.2012	6	28.04.2016 04:59	720	2.86332286	Issie
1365	3019	09.06.2012	1364	2012\VL0083.xlsx	4	10	28.04.2016 05:29	NA	90	81.59999847	30.05.2012	10	28.04.2016 04:59	30	1.602059991	Issie
1366	3021	10.06.2012	1376	2012\VL0087.xlsx	3	6	28.04.2016 05:34	NA	90	90	04.06.2012	6	28.04.2016 04:58	36	1.662757832	Issie
1367	3023	10.06.2012	1366	2012\VL0090.xlsx	4	10	28.04.2016 12:07	NA	90	79.90000153	31.05.2012	10	28.04.2016 04:58	429	2.64246452	Issie
1368	3024	10.06.2012	1368	2012\VL0091.xlsx	2	10	28.04.2016 12:08	NA	90	78.90000153	31.05.2012	10	28.04.2016 04:58	430	2.643452676	Issie
1369	3025	10.06.2012	1374	2012\VL0094.xlsx	3	6	28.04.2016 05:33	NA	90	87.69999695	04.06.2012	6	28.04.2016 04:58	35	1.653212514	Issie
1370	3026	10.06.2012	1375	2012\VL0095.xlsx	3	6	28.04.2016 05:32	NA	90	87.90000153	04.06.2012	6	28.04.2016 04:58	34	1.643452676	Issie
1371	3027	11.06.2012	1367	2012\VL0099.xlsx	4	10	28.04.2016 11:14	NA	90	85.5	01.06.2012	10	28.04.2016 04:58	376	2.586587305	Issie
1372	3029	12.06.2012	1369	2012\VL0101.xlsx	3	10	28.04.2016 06:22	NA	90	89.5	02.06.2012	10	28.04.2016 04:58	84	1.973127854	Issie
1373	3030	12.06.2012	1373	2012\VL0105.xlsx	3	10	28.04.2016 06:24	NA	90	86	02.06.2012	10	28.04.2016 04:58	86	1.982271233	Issie
1374	3032	13.06.2012	1371	2012\VL0107.xlsx	1	10	28.04.2016 17:12	NA	90	74.90000153	03.06.2012	10	28.04.2016 04:58	734	2.871572936	Issie
1375	3033	13.06.2012	1372	2012\VL0108.xlsx	5	10	28.04.2016 17:10	NA	90	86.30000305	03.06.2012	10	28.04.2016 04:58	732	2.870403905	Issie
1376	3034	13.06.2012	1377	2012\VL0109.xlsx	1	10	28.04.2016 18:54	NA	90	86.30000305	03.06.2012	10	28.04.2016 04:58	836	2.927370363	Issie
1377	3035	14.06.2012	1374	2012\VL0110.xlsx	3	10	28.04.2016 05:16	NA	90	89	04.06.2012	10	28.04.2016 04:57	19	1.462397998	Issie
1378	3036	14.06.2012	1375	2012\VL0111.xlsx	3	10	28.04.2016 05:31	NA	90	81.09999847	04.06.2012	10	28.04.2016 04:57	34	1.643452676	Issie
1379	3037	14.06.2012	1376	2012\VL0112.xlsx	3	10	28.04.2016 05:18	NA	90	87.80000305	04.06.2012	10	28.04.2016 04:57	21	1.491361694	Issie
1380	3039	16.06.2012	1383	2012\VL0114.xlsx	3	6	28.04.2016 06:35	NA	90	90	10.06.2012	6	28.04.2016 04:57	98	2.033423755	Issie
1381	3049	22.06.2012	1384	2012\VL0125.xlsx	3	6	28.04.2016 14:42	20160303 Malika Ihle. Changed nr chicks from 2 to 3 because dead chick found 3 days later	90	81.90000153	16.06.2012	6	28.04.2016 04:58	584	2.773786445	Issie
1382	3063	25.06.2012	1386	2012\VL0130.xlsx	2	6	28.04.2016 06:56	NA	90	84.30000305	19.06.2012	6	28.04.2016 04:59	117	2.103803721	Issie
1383	3065	26.06.2012	1387	2012\VL0133.xlsx	2	6	28.04.2016 05:47	NA	90	86.69999695	20.06.2012	6	28.04.2016 05:00	47	1.755874856	Issie
1384	3067	26.06.2012	1384	2012\VL0135.xlsx	1	10	28.04.2016 17:09	NA	90	84.80000305	16.06.2012	10	28.04.2016 05:00	729	2.868644438	Issie
1385	3073	28.06.2012	1388	2012\VL0139.xlsx	3	10	28.04.2016 06:30	NA	90	89.19999695	18.06.2012	10	28.04.2016 05:01	89	1.995635195	Issie
1386	3079	29.06.2012	1386	2012\VL0146.xlsx	1	10	28.04.2016 06:33	NA	90	88.19999695	19.06.2012	10	28.04.2016 05:01	92	2.008600172	Issie
1387	3082	30.06.2012	1387	2012\VL0149.xlsx	2	10	28.04.2016 06:23	NA	90	86.40000153	20.06.2012	10	28.04.2016 05:02	81	1.959041392	Issie
1388	3097	05.07.2012	1393	2012\VL0164.xlsx	4	6	28.04.2016 13:43	NA	90	88.40000153	29.06.2012	6	28.04.2016 05:06	517	2.721810615	Issie
1389	3098	05.07.2012	1394	2012\VL0165.xlsx	3	6	28.04.2016 15:20	NA	90	87.90000153	29.06.2012	6	28.04.2016 05:06	614	2.79518459	Issie
1390	3099	05.07.2012	1395	2012\VL0166.xlsx	3	6	28.04.2016 13:23	NA	90	82.30000305	29.06.2012	6	28.04.2016 05:06	497	2.705007959	Issie
1391	3100	05.07.2012	1396	2012\VL0167.xlsx	2	6	28.04.2016 10:02	NA	90	89.5	29.06.2012	6	28.04.2016 05:06	296	2.485721426	Issie
1392	3102	06.07.2012	1397	2012\VL0169.xlsx	1	6	28.04.2016 06:33	NA	90	86.80000305	30.06.2012	6	28.04.2016 05:07	86	1.982271233	Issie
1393	3106	06.07.2012	1389	2012\VL0173.xlsx	2	6	28.04.2016 13:33	NA	90	88.59999847	30.06.2012	6	28.04.2016 05:07	506	2.712649702	Issie
1394	3110	08.07.2012	1398	2012\VL0182.xlsx	3	6	28.04.2016 10:05	NA	90	87.5	02.07.2012	6	28.04.2016 05:08	297	2.487138375	Issie
1395	3112	09.07.2012	1396	2012\VL0185.xlsx	2	10	28.04.2016 13:21	NA	90	86.69999695	29.06.2012	10	28.04.2016 05:09	492	2.700703717	Issie
1396	3113	09.07.2012	1393	2012\VL0186.xlsx	4	10	28.04.2016 06:25	NA	90	86.59999847	29.06.2012	10	28.04.2016 05:09	76	1.934498451	Issie
1397	3120	10.07.2012	1398	2012\VL0191.xlsx	3	8	28.04.2016 10:11	personality video	90	88.69999695	02.07.2012	8	28.04.2016 05:10	301	2.492760389	Issie
1398	3121	09.07.2012	1394	2012\VL0187.xlsx	3	10	28.04.2016 06:26	NA	90	82.40000153	29.06.2012	10	28.04.2016 05:09	77	1.939519253	Issie
1399	3124	09.07.2012	1395	2012\VL0190.xlsx	3	10	28.04.2016 08:22	NA	90	78	29.06.2012	10	28.04.2016 05:09	193	2.307496038	Issie
1400	3125	10.07.2012	1389	2012\VL0192.xlsx	2	10	28.04.2016 07:30	NA	90	88.69999695	30.06.2012	10	28.04.2016 05:10	140	2.176091259	Issie
1401	3129	12.07.2012	1398	2012\VL0196.xlsx	3	10	28.04.2016 06:15	NA	90	88.5	02.07.2012	10	28.04.2016 05:13	62	1.857332496	Issie
1402	3132	13.07.2012	1415	2012\VL0199.xlsx	3	6	28.04.2016 06:24	NA	90	87.5	07.07.2012	6	28.04.2016 05:14	70	1.903089987	Issie
1403	3134	14.07.2012	1406	2012\VL0201.xlsx	1	6	28.04.2016 06:55	NA	90.59999847	89.90000153	08.07.2012	6	28.04.2016 05:15	100	2.041392685	Issie
1404	3135	14.07.2012	1405	2012\VL0202.xlsx	5	6	28.04.2016 06:32	NA	90	88.69999695	08.07.2012	6	28.04.2016 05:15	77	1.939519253	Issie
1405	3136	14.07.2012	1404	2012\VL0203.xlsx	4	6	28.04.2016 06:35	NA	91.30000305	91.30000305	08.07.2012	6	28.04.2016 05:15	80	1.954242509	Issie
1406	3138	15.07.2012	1407	2012\VL0205.xlsx	3	6	28.04.2016 06:55	NA	90	85	09.07.2012	6	28.04.2016 05:16	99	2.037426498	Issie
1407	3141	16.07.2012	1408	2012\VL0212.xlsx	3	6	28.04.2016 06:20	NA	90	84.5	10.07.2012	6	28.04.2016 05:17	63	1.86332286	Issie
1408	3142	17.07.2012	1415	2012\VL0213.xlsx	3	10	28.04.2016 06:32	NA	90	88.40000153	07.07.2012	10	28.04.2016 05:18	74	1.924279286	Issie
1409	3143	17.07.2012	1409	2012\VL0214.xlsx	2	6	28.04.2016 17:03	NA	90	87.19999695	11.07.2012	6	28.04.2016 05:18	705	2.854306042	Issie
1410	3144	18.07.2012	1406	2012\VL0215.xlsx	1	10	28.04.2016 07:01	NA	90	82	08.07.2012	10	28.04.2016 05:20	101	2.045322979	Issie
1411	3145	18.07.2012	1410	2012\VL0217.xlsx	2	6	28.04.2016 10:57	NA	90	84.5	12.07.2012	6	28.04.2016 05:20	337	2.540329475	Issie
1412	3146	18.07.2012	1404	2012\VL0218.xlsx	3	10	28.04.2016 06:57	NA	90	88.09999847	08.07.2012	10	28.04.2016 05:20	97	2.029383778	Issie
1413	3147	19.07.2012	1407	2012\VL0220.xlsx	3	10	28.04.2016 07:04	NA	90.59999847	88.59999847	09.07.2012	10	28.04.2016 05:21	103	2.053078443	Issie
1414	3148	19.07.2012	1419	2012\VL0221.xlsx	4	6	28.04.2016 07:05	NA	90.59999847	90	13.07.2012	6	28.04.2016 05:21	104	2.056904851	Issie
1415	3150	20.07.2012	1412	2012\VL0224.xlsx	5	6	28.04.2016 06:49	NA	90	86.69999695	14.07.2012	6	28.04.2016 05:22	87	1.986771734	Issie
1416	3151	20.07.2012	1413	2012\VL0225.xlsx	4	6	28.04.2016 06:48	NA	90	89.09999847	14.07.2012	6	28.04.2016 05:22	86	1.982271233	Issie
1417	3152	20.07.2012	1418	2012\VL0226.xlsx	2	5	28.04.2016 06:47	NA	90	86.90000153	14.07.2012	6	28.04.2016 05:22	85	1.977723605	Issie
1418	3153	18.07.2012	1405	2012\VL0216.xlsx	4	10	28.04.2016 06:53	NA	90	90	08.07.2012	10	28.04.2016 05:20	93	2.012837225	Issie
