sort	DVDRef	DVDdate	BroodRef	Filename	DVDInfoChickNb	DVDInfoAge	DVDtime	DVDInfoNotes	TapeLength	EffectTime	HatchingDate	ChickAge	Sunrise	RelTimeMins	LogRelTimeMins	Protocol
1103	2507	02.05.2010	1133	2010\VJ0166.xlsx	2	7	NA	NA	90	85.80000305	25.04.2010	7	28.04.2016 05:46	NA	NA	Issie
1104	2508	06.05.2010	1133	2010\VJ0167.xlsx	2	11	NA	NA	90	88.5	25.04.2010	11	28.04.2016 05:39	NA	NA	Issie
1105	2509	02.05.2010	1132	2010\VJ0168.xlsx	4	11	NA	NA	90	88.80000305	21.04.2010	11	28.04.2016 05:46	NA	NA	Issie
1106	2510	04.05.2010	1142	2010\VJ0169.xlsx	2	7	28.04.2016 11:13	NA	90	84.19999695	27.04.2010	7	28.04.2016 05:42	331	2.532754379	Issie
1107	2511	04.05.2011	1202	2011\VK0001.xlsx	3	8	28.04.2016 07:33	NA	90	88.30000305	26.04.2011	8	28.04.2016 05:43	110	2.079181246	Shinichi
1108	2512	04.05.2011	1203	2011\VK0003.xlsx	2	6	28.04.2016 10:15	NA	90	88	28.04.2011	6	28.04.2016 05:43	272	2.450249108	Shinichi
1109	2513	05.05.2011	1207	2011\VK0005.xlsx	1	6	28.04.2016 08:04	NA	90	0	29.04.2011	6	28.04.2016 05:41	143	2.184691431	Shinichi
1110	2514	05.05.2011	1205	2011\VK0006.xlsx	5	6	28.04.2016 14:50	NA	90	90	29.04.2011	6	28.04.2016 05:41	549	2.747411808	Shinichi
1111	2515	05.05.2011	1204	2011\VK0007.xlsx	4	6	28.04.2016 17:02	NA	90	87.80000305	29.04.2011	6	28.04.2016 05:41	681	2.839478047	Shinichi
1112	2516	06.05.2011	1211	2011\VK0010.xlsx	5	6	28.04.2016 07:30	NA	90	85.40000153	30.04.2011	6	28.04.2016 05:39	111	2.08278537	Shinichi
1113	2520	07.05.2011	1212	2011\VK0017.xlsx	4	6	28.04.2016 08:19	NA	90	88.5	01.05.2011	6	28.04.2016 05:37	162	2.235528447	Shinichi
1114	2521	08.05.2011	1214	2011\VK0019.xlsx	3	6	28.04.2016 06:43	NA	90	86.09999847	02.05.2011	6	28.04.2016 05:35	68	1.892094603	Shinichi
1115	2522	08.05.2011	1201	2011\VK0020.xlsx	2	10	28.04.2016 06:51	NA	90	82.80000305	28.04.2011	10	28.04.2016 05:35	76	1.934498451	Shinichi
1116	2523	08.05.2011	1203	2011\VK0021.xlsx	2	10	28.04.2016 08:57	NA	90	88.69999695	28.04.2011	10	28.04.2016 05:35	202	2.326335861	Shinichi
1117	2524	08.05.2011	1213	2011\VK0022.xlsx	2	6	28.04.2016 09:04	NA	90	87.90000153	02.05.2011	6	28.04.2016 05:35	209	2.340444115	Shinichi
1118	2525	08.05.2011	1202	2011\VK0024.xlsx	3	12	28.04.2016 10:50	NA	39.90000153	37.59999847	26.04.2011	12	28.04.2016 05:35	315	2.511883361	Shinichi
1119	2526	09.05.2011	1217	2011\VK0025.xlsx	3	6	28.04.2016 06:20	NA	90	86	03.05.2011	6	28.04.2016 05:34	46	1.748188027	Shinichi
1120	2527	09.05.2011	1204	2011\VK0026.xlsx	4	10	28.04.2016 06:26	NA	90	86	29.04.2011	10	28.04.2016 05:34	52	1.792391689	Shinichi
1121	2528	09.05.2011	1207	2011\VK0027.xlsx	1	10	28.04.2016 08:05	NA	90	65.40000153	29.04.2011	10	28.04.2016 05:34	151	2.206825876	Shinichi
1122	2529	09.05.2011	1216	2011\VK0028.xlsx	3	6	28.04.2016 08:16	NA	90	88.90000153	03.05.2011	6	28.04.2016 05:34	162	2.235528447	Shinichi
1123	2530	09.05.2011	1215	2011\VK0029.xlsx	4	6	28.04.2016 12:01	NA	90	89.5	03.05.2011	6	28.04.2016 05:34	387	2.598790507	Shinichi
1124	2531	10.05.2011	1211	2011\VK0031.xlsx	5	10	28.04.2016 10:59	NA	42.59000015	41.68999863	30.04.2011	10	28.04.2016 05:32	327	2.527629901	Shinichi
1125	2532	10.05.2011	1218	2011\VK0034.xlsx	3	6	28.04.2016 14:38	NA	90	90	04.05.2011	6	28.04.2016 05:32	546	2.745074792	Shinichi
1126	2533	11.05.2011	1225	2011\VK0037.xlsx	2	5	28.04.2016 08:16	NA	90	85.19999695	06.05.2011	5	28.04.2016 05:30	166	2.245512668	Shinichi
1127	2534	11.05.2011	1224	2011\VK0038.xlsx	2	6	28.04.2016 08:19	NA	90	89.19999695	05.05.2011	6	28.04.2016 05:30	169	2.252853031	Shinichi
1128	2535	11.05.2011	1212	2011\VK0039.xlsx	4	10	28.04.2016 08:28	NA	90	85	01.05.2011	10	28.04.2016 05:30	178	2.274157849	Shinichi
1129	2536	11.05.2011	1223	2011\VK0040.xlsx	3	6	28.04.2016 11:25	NA	60.70000076	57.40000153	05.05.2011	6	28.04.2016 05:30	355	2.562292864	Shinichi
1130	2537	11.05.2011	1220	2011\VK0041.xlsx	2	6	28.04.2016 10:03	NA	90	90	05.05.2011	6	28.04.2016 05:30	273	2.451786436	Shinichi
1131	2538	11.05.2011	1230	2011\VK0042.xlsx	4	6	28.04.2016 10:08	NA	90	88.09999847	05.05.2011	6	28.04.2016 05:30	278	2.459392488	Shinichi
1132	2539	11.05.2011	1221	2011\VK0044.xlsx	3	6	28.04.2016 20:01	NA	90	84.90000153	05.05.2011	6	28.04.2016 05:30	871	2.944975908	Shinichi
1133	2540	12.05.2011	1226	2011\VK0045.xlsx	3	6	28.04.2016 06:40	NA	90	87.59999847	06.05.2011	6	28.04.2016 05:29	71	1.908485019	Shinichi
1134	2541	12.05.2011	1295	2011\VK0046.xlsx	4	6	28.04.2016 06:37	NA	90	83.90000153	06.05.2011	6	28.04.2016 05:29	68	1.892094603	Shinichi
1135	2542	12.05.2011	1227	2011\VK0047.xlsx	4	6	28.04.2016 08:18	NA	90	83.40000153	06.05.2011	6	28.04.2016 05:29	169	2.252853031	Shinichi
1136	2543	12.05.2011	1241	2011\VK0048.xlsx	2	6	28.04.2016 08:33	NA	90	82.09999847	06.05.2011	6	28.04.2016 05:29	184	2.28780173	Shinichi
1137	2544	12.05.2011	1229	2011\VK0050.xlsx	2	6	28.04.2016 13:59	NA	90	89	06.05.2011	6	28.04.2016 05:29	510	2.716003344	Shinichi
1138	2558	12.05.2011	1213	2011\VK0051.xlsx	1	10	28.04.2016 15:32	NA	90	81.69999695	02.05.2011	10	28.04.2016 05:29	603	2.787460475	Shinichi
1139	2559	12.05.2011	1214	2011\VK0052.xlsx	3	10	28.04.2016 15:37	NA	90	85.19999695	02.05.2011	10	28.04.2016 05:29	608	2.790988475	Issie
1140	2563	13.05.2011	1215	2011\VK0056.xlsx	4	10	28.04.2016 08:48	NA	90	84.80000305	03.05.2011	10	28.04.2016 05:27	201	2.324282455	Shinichi
1141	2568	13.05.2011	1231	2011\VK0061.xlsx	3	6	28.04.2016 13:14	NA	90	86.80000305	07.05.2011	6	28.04.2016 05:27	467	2.678518379	Shinichi
1142	2569	13.05.2011	1217	2011\VK0062.xlsx	3	10	28.04.2016 13:15	20160303 Malika Ihle. Changed nr chicks from 1 to 3 because 3 chicks alive after video	90	88.5	03.05.2011	10	28.04.2016 05:27	468	2.679427897	Shinichi
1143	2570	13.05.2011	1232	2011\VK0063.xlsx	2	6	28.04.2016 13:21	NA	90	88.09999847	07.05.2011	6	28.04.2016 05:27	474	2.684845362	Shinichi
1144	2574	14.05.2011	1235	2011\VK0067.xlsx	4	6	28.04.2016 07:54	NA	90	90	08.05.2011	6	28.04.2016 05:26	148	2.198657087	Shinichi
1145	2576	14.05.2011	1218	2011\VK0069.xlsx	3	10	28.04.2016 09:45	NA	90	87.69999695	04.05.2011	10	28.04.2016 05:26	259	2.42975228	Shinichi
1146	2577	14.05.2011	1240	2011\VK0070.xlsx	4	6	28.04.2016 13:54	NA	90	86.40000153	08.05.2011	6	28.04.2016 05:26	508	2.71432976	Shinichi
1147	2579	14.05.2011	1239	2011\VK0072.xlsx	3	6	28.04.2016 15:47	NA	90	86.59999847	08.05.2011	6	28.04.2016 05:26	621	2.800029359	Shinichi
1148	2580	14.05.2011	1242	2011\VK0073.xlsx	2	6	28.04.2016 14:01	NA	90	84.69999695	08.05.2011	6	28.04.2016 05:26	515	2.720159303	Issie
1149	2581	14.05.2011	1234	2011\VK0074.xlsx	1	6	28.04.2016 16:21	NA	90	86.69999695	08.05.2011	6	28.04.2016 05:26	655	2.822821645	Issie
1150	2582	15.05.2011	1225	2011\VK0075.xlsx	2	9	28.04.2016 07:11	NA	90	82.59999847	06.05.2011	9	28.04.2016 05:24	107	2.068185862	Issie
1151	2583	15.05.2011	1224	2011\VK0076.xlsx	2	10	28.04.2016 07:08	NA	90	85.59999847	05.05.2011	10	28.04.2016 05:24	104	2.056904851	Issie
1152	2586	15.05.2011	1220	2011\VK0079.xlsx	2	10	28.04.2016 09:00	NA	90	87	05.05.2011	10	28.04.2016 05:24	216	2.354108439	Issie
1153	2587	15.05.2011	1238	2011\VK0080.xlsx	4	6	28.04.2016 09:02	NA	90	89.09999847	09.05.2011	6	28.04.2016 05:24	218	2.357934847	Issie
1154	2588	15.05.2011	1221	2011\VK0081.xlsx	3	10	28.04.2016 13:13	NA	90	86	05.05.2011	10	28.04.2016 05:24	469	2.680335513	Issie
1155	2589	15.05.2011	1230	2011\VK0082.xlsx	4	10	28.04.2016 10:33	NA	90	87.30000305	05.05.2011	10	28.04.2016 05:24	309	2.503790683	Issie
1156	2590	15.05.2011	1236	2011\VK0083.xlsx	3	6	28.04.2016 10:34	NA	90	89	09.05.2011	6	28.04.2016 05:24	310	2.505149978	Issie
1157	2591	15.05.2011	1223	2011\VK0084.xlsx	3	10	28.04.2016 13:15	NA	90	72.30000305	05.05.2011	10	28.04.2016 05:24	471	2.682145076	Issie
1158	2592	16.05.2011	1229	2011\VK0085.xlsx	1	10	28.04.2016 09:13	NA	90	88	06.05.2011	10	28.04.2016 05:23	230	2.380211242	Issie
1159	2593	16.05.2011	1226	2011\VK0086.xlsx	3	10	28.04.2016 06:41	NA	90	81.19999695	06.05.2011	10	28.04.2016 05:23	78	1.944482672	Issie
1160	2594	16.05.2011	1227	2011\VK0087.xlsx	4	10	28.04.2016 06:44	NA	90	84.30000305	06.05.2011	10	28.04.2016 05:23	81	1.959041392	Issie
1161	2595	16.05.2011	1295	2011\VK0088.xlsx	4	10	28.04.2016 08:15	NA	16.5	10	06.05.2011	10	28.04.2016 05:23	172	2.260071388	Issie
1162	2598	17.05.2011	1231	2011\VK0091.xlsx	2	10	28.04.2016 08:44	NA	90	88.40000153	07.05.2011	10	28.04.2016 05:21	203	2.328379603	Issie
1163	2599	17.05.2011	1232	2011\VK0092.xlsx	2	10	28.04.2016 14:29	NA	90	90	07.05.2011	10	28.04.2016 05:21	548	2.746634199	Issie
1164	2600	18.05.2011	1235	2011\VK0093.xlsx	4	10	28.04.2016 07:09	NA	90	87.30000305	08.05.2011	10	28.04.2016 05:20	109	2.075546961	Issie
1165	2602	19.05.2011	1243	2011\VK0097.xlsx	3	6	28.04.2016 08:31	NA	90	73.59999847	13.05.2011	6	28.04.2016 05:18	193	2.307496038	Issie
1166	2606	19.05.2011	1238	2011\VK0101.xlsx	4	10	28.04.2016 10:17	NA	90	89	09.05.2011	10	28.04.2016 05:18	299	2.489958479	Shinichi
1167	2607	19.05.2011	1236	2011\VK0102.xlsx	3	10	28.04.2016 15:01	NA	90	88.40000153	09.05.2011	10	28.04.2016 05:18	583	2.773054693	Shinichi
1168	2608	19.05.2011	1244	2011\VK0103.xlsx	3	6	28.04.2016 14:58	NA	90	87.40000153	13.05.2011	6	28.04.2016 05:18	580	2.770852012	Shinichi
1169	2612	23.05.2011	1244	2011\VK0105.xlsx	3	10	28.04.2016 09:03	NA	90	83.19999695	13.05.2011	10	28.04.2016 05:13	230	2.380211242	Shinichi
1170	2613	23.05.2011	1243	2011\VK0106.xlsx	2	10	28.04.2016 07:17	NA	90	76	13.05.2011	10	28.04.2016 05:13	124	2.127104798	Shinichi
1171	2616	26.05.2011	1245	2011\VK0109.xlsx	1	6	28.04.2016 08:47	NA	90	85.5	20.05.2011	6	28.04.2016 05:10	217	2.356025857	Issie
1172	2617	26.05.2011	1246	2011\VK0110.xlsx	2	6	28.04.2016 10:30	NA	90	85.40000153	20.05.2011	6	28.04.2016 05:10	320	2.51851394	Issie
1173	2619	28.05.2011	1247	2011\VK0112.xlsx	3	6	28.04.2016 08:06	NA	90	88.40000153	22.05.2011	6	28.04.2016 05:08	178	2.274157849	Issie
1174	2622	30.05.2011	1248	2011\VK0115.xlsx	3	6	28.04.2016 07:17	NA	90	87.90000153	24.05.2011	6	28.04.2016 05:06	131	2.149219113	Issie
1175	2623	30.05.2011	1249	2011\VK0116.xlsx	2	6	28.04.2016 08:59	NA	90	88.09999847	24.05.2011	6	28.04.2016 05:06	233	2.385606274	Issie
1176	2625	30.05.2011	1246	2011\VK0118.xlsx	2	10	28.04.2016 10:20	NA	90	90	20.05.2011	10	28.04.2016 05:06	314	2.51054501	Issie
1177	2626	31.05.2011	1250	2011\VK0119.xlsx	3	6	28.04.2016 07:08	NA	90	90	25.05.2011	6	28.04.2016 05:05	123	2.123851641	Issie
1178	2627	31.05.2011	1251	2011\VK0120.xlsx	4	6	28.04.2016 07:07	NA	90	87.5	25.05.2011	6	28.04.2016 05:05	122	2.120573931	Issie
1179	2632	01.06.2011	1247	2011\VK0125.xlsx	3	10	28.04.2016 09:27	NA	90	77.40000153	22.05.2011	10	28.04.2016 05:04	263	2.436162647	Issie
1180	2637	03.06.2011	1248	2011\VK0130.xlsx	3	10	28.04.2016 07:23	NA	90	89	24.05.2011	10	28.04.2016 05:03	140	2.176091259	Issie
1181	2638	04.06.2011	1254	2011\VK0131.xlsx	3	6	28.04.2016 07:03	NA	90	79	29.05.2011	6	28.04.2016 05:02	121	2.117271296	Issie
1182	2640	04.06.2011	1252	2011\VK0133.xlsx	2	6	28.04.2016 07:41	video half taken in morning and half afternoon	90	89.40000153	29.05.2011	6	28.04.2016 05:02	159	2.227886705	Issie
1183	2641	04.06.2011	1250	2011\VK0134.xlsx	3	10	28.04.2016 07:42	video half taken in morning and half in afternoon	62.79999924	61.90000153	25.05.2011	10	28.04.2016 05:02	160	2.230448921	Issie
1184	2642	04.06.2011	1251	2011\VK0135.xlsx	4	10	28.04.2016 12:18	NA	90	88.19999695	25.05.2011	10	28.04.2016 05:02	436	2.649334859	Issie
1185	2645	05.06.2011	1255	2011\VK0137.xlsx	5	6	28.04.2016 07:00	NA	90	88.90000153	30.05.2011	6	28.04.2016 05:01	119	2.11058971	Issie
1186	2646	05.06.2011	1256	2011\VK0138.xlsx	3	6	28.04.2016 07:02	NA	90	88.90000153	30.05.2011	6	28.04.2016 05:01	121	2.117271296	Issie
1187	2647	05.06.2011	1257	2011\VK0139.xlsx	3	6	28.04.2016 07:00	NA	90	88.80000305	30.05.2011	6	28.04.2016 05:01	119	2.11058971	Issie
1188	2649	06.06.2011	1258	2011\VK0141.xlsx	4	6	28.04.2016 07:38	NA	90	89.40000153	31.05.2011	6	28.04.2016 05:01	157	2.222716471	Issie
1189	2658	08.06.2011	1254	2011\VK0150.xlsx	3	10	28.04.2016 07:00	NA	90	88.59999847	29.05.2011	10	28.04.2016 05:00	120	2.113943352	Issie
1190	2659	08.06.2011	1252	2011\VK0151.xlsx	2	10	28.04.2016 08:25	NA	90	88.59999847	29.05.2011	10	28.04.2016 05:00	205	2.33243846	Issie
1191	2664	09.06.2011	1256	2011\VK0157.xlsx	3	10	28.04.2016 07:12	NA	90	85.19999695	30.05.2011	10	28.04.2016 04:59	133	2.155336037	Issie
1192	2666	09.06.2011	1255	2011\VK0156.xlsx	4	10	28.04.2016 07:10	NA	90	88.30000305	30.05.2011	10	28.04.2016 04:59	131	2.149219113	Issie
1193	2670	09.06.2011	1257	2011\VK0162.xlsx	3	10	28.04.2016 15:22	NA	90	82.80000305	30.05.2011	10	28.04.2016 04:59	623	2.80140371	Issie
1194	2673	10.06.2011	1258	2011\VK0165.xlsx	3	10	28.04.2016 06:50	NA	90.19999695	88.90000153	31.05.2011	10	28.04.2016 04:59	111	2.08278537	Issie
1195	2679	11.06.2011	1261	2011\VK0171.xlsx	3	6	28.04.2016 08:48	NA	90	87.59999847	05.06.2011	6	28.04.2016 04:58	230	2.380211242	Issie
1196	2680	11.06.2011	1259	2011\VK0172.xlsx	3	6	28.04.2016 08:20	20160303 Malika Ihle. Changed nr chicks from 4 to 3 because missing chick before video	90	87.19999695	05.06.2011	6	28.04.2016 04:58	202	2.326335861	Issie
1197	2681	11.06.2011	1260	2011\VK0173.xlsx	4	6	28.04.2016 09:57	NA	90	82.90000153	05.06.2011	6	28.04.2016 04:58	299	2.489958479	Issie
1198	2688	14.06.2011	1263	2011\VK0178.xlsx	5	6	28.04.2016 07:31	NA	90	86.69999695	08.06.2011	6	28.04.2016 04:58	153	2.212187604	Issie
1199	2690	15.06.2011	1261	2011\VK0181.xlsx	3	10	28.04.2016 06:36	NA	90	88.09999847	05.06.2011	10	28.04.2016 04:57	99	2.037426498	Issie
1200	2692	15.06.2011	1259	2011\VK0182.xlsx	3	10	28.04.2016 06:37	NA	90	86.30000305	05.06.2011	10	28.04.2016 04:57	100	2.041392685	Issie
1201	2693	16.06.2011	1262	2011\VK0183.xlsx	2	10	28.04.2016 08:34	chicks have died	90	80.40000153	06.06.2011	10	28.04.2016 04:57	217	2.356025857	Issie
1202	2696	17.06.2011	1265	2011\VK0185.xlsx	3	6	28.04.2016 06:44	NA	90	89.09999847	11.06.2011	6	28.04.2016 04:57	107	2.068185862	Issie
1203	2697	17.06.2011	1264	2011\VK0187.xlsx	3	6	28.04.2016 06:45	NA	90	88.5	11.06.2011	6	28.04.2016 04:57	108	2.071882007	Issie
1204	2698	17.06.2011	1266	2011\VK0188.xlsx	3	6	28.04.2016 08:22	NA	90	90	11.06.2011	6	28.04.2016 04:57	205	2.33243846	Issie
1205	2699	18.06.2011	1267	2011\VK0189.xlsx	4	6	28.04.2016 07:52	NA	90	86	12.06.2011	6	28.04.2016 04:57	175	2.267171728	Issie
1206	2700	18.06.2011	1269	2011\VK0190.xlsx	1	6	28.04.2016 13:14	NA	90	82.59999847	12.06.2011	6	28.04.2016 04:57	497	2.705007959	Issie
1207	2701	18.06.2011	1268	2011\VK0191.xlsx	4	6	28.04.2016 07:54	NA	90	88.5	12.06.2011	6	28.04.2016 04:57	177	2.271841607	Issie
1208	2702	18.06.2011	1270	2011\VK0192.xlsx	5	5	28.04.2016 13:18	NA	90	89.90000153	13.06.2011	5	28.04.2016 04:57	501	2.7084209	Issie
1209	2705	19.06.2011	1270	2011\VK0195.xlsx	5	6	28.04.2016 12:22	NA	71.90000153	71.90000153	13.06.2011	6	28.04.2016 04:57	445	2.658011397	Issie
1210	2706	19.06.2011	1272	2011\VK0196.xlsx	3	6	28.04.2016 09:04	NA	90	90	13.06.2011	6	28.04.2016 04:57	247	2.409933123	Issie
1211	2707	19.06.2011	1273	2011\VK0197.xlsx	3	6	28.04.2016 12:19	NA	90	88.69999695	13.06.2011	6	28.04.2016 04:57	442	2.655138435	Issie
1212	2708	19.06.2011	1271	2011\VK0198.xlsx	5	6	28.04.2016 10:47	NA	90	88.19999695	13.06.2011	6	28.04.2016 04:57	350	2.556302501	Issie
1213	2709	20.06.2011	1276	2011\VK0199.xlsx	4	6	28.04.2016 07:26	NA	90	87	14.06.2011	6	28.04.2016 04:57	149	2.201397124	Issie
1214	2710	19.06.2011	1274	2011\VK0200.xlsx	3	6	28.04.2016 10:44	NA	90	89.30000305	13.06.2011	6	28.04.2016 04:57	347	2.552668216	Issie
1215	2711	20.06.2011	1277	2011\VK0201.xlsx	4	6	28.04.2016 09:05	NA	90	87.69999695	14.06.2011	6	28.04.2016 04:57	248	2.411619706	Issie
1216	2712	20.06.2011	1275	2011\VK0202.xlsx	4	6	28.04.2016 07:39	NA	90	88.69999695	14.06.2011	6	28.04.2016 04:57	162	2.235528447	Issie
1217	2713	20.06.2011	1283	2011\VK0203.xlsx	2	6	28.04.2016 09:07	NA	90	89.09999847	14.06.2011	6	28.04.2016 04:57	250	2.414973348	Issie
1218	2714	20.06.2011	1280	2011\VK0204.xlsx	4	6	28.04.2016 10:52	NA	90	86.30000305	14.06.2011	6	28.04.2016 04:57	355	2.562292864	Issie
1219	2715	20.06.2011	1278	2011\VK0205.xlsx	4	6	28.04.2016 14:59	NA	90	90	14.06.2011	6	28.04.2016 04:57	602	2.786751422	Issie
1220	2716	20.06.2011	1279	2011\VK0206.xlsx	4	6	28.04.2016 10:49	NA	90	86.09999847	14.06.2011	6	28.04.2016 04:57	352	2.558708571	Issie
1221	2717	21.06.2011	1281	2011\VK0207.xlsx	3	6	28.04.2016 07:15	NA	90	88.19999695	15.06.2011	6	28.04.2016 04:58	137	2.167317335	Issie
1222	2718	21.06.2011	1265	2011\VK0208.xlsx	3	10	28.04.2016 07:16	NA	90	88.90000153	11.06.2011	10	28.04.2016 04:58	138	2.170261715	Issie
1223	2719	21.06.2011	1264	2011\VK0209.xlsx	3	10	28.04.2016 07:28	NA	84.59999847	83.09999847	11.06.2011	10	28.04.2016 04:58	150	2.204119983	Issie
1224	2720	21.06.2011	1282	2011\VK0210.xlsx	2	6	28.04.2016 09:14	20160303 Malika Ihle. Changed nr chicks from 3 to 2 because only two alive on 19-7	90	85.30000305	15.06.2011	6	28.04.2016 04:58	256	2.424881637	Issie
1225	2721	21.06.2011	1266	2011\VK0211.xlsx	3	10	28.04.2016 09:16	NA	90	88.69999695	11.06.2011	10	28.04.2016 04:58	258	2.428134794	Issie
1226	2722	22.06.2011	1284	2011\VK0212.xlsx	3	6	28.04.2016 06:25	NA	90	86.69999695	16.06.2011	6	28.04.2016 04:58	87	1.986771734	Issie
1227	2723	22.06.2011	1267	2011\VK0214.xlsx	4	10	28.04.2016 06:20	NA	90	88.40000153	12.06.2011	10	28.04.2016 04:58	82	1.963787827	Issie
1228	2724	22.06.2011	1269	2011\VK0215.xlsx	1	10	28.04.2016 09:28	NA	90	86.40000153	12.06.2011	10	28.04.2016 04:58	270	2.447158031	Issie
1229	2726	22.06.2011	1285	2011\VK0218.xlsx	3	6	28.04.2016 11:02	NA	68.59999847	64.09999847	16.06.2011	6	28.04.2016 04:58	364	2.572871602	Issie
1230	2727	22.06.2011	1268	2011\VK0219.xlsx	4	10	28.04.2016 08:16	NA	90	88.19999695	12.06.2011	10	28.04.2016 04:58	198	2.318063335	Issie
1231	2729	23.06.2011	1274	2011\VK0217.xlsx	3	10	28.04.2016 08:18	NA	90	88.30000305	13.06.2011	10	28.04.2016 04:58	200	2.322219295	Issie
1232	2730	23.06.2011	1287	2011\VK0220.xlsx	4	6	28.04.2016 06:46	NA	90	89.30000305	17.06.2011	6	28.04.2016 04:58	108	2.071882007	Issie
1233	2731	23.06.2011	1271	2011\VK0221.xlsx	5	10	28.04.2016 08:20	NA	90	89.40000153	13.06.2011	10	28.04.2016 04:58	202	2.326335861	Issie
1234	2732	23.06.2011	1273	2011\VK0222.xlsx	3	10	28.04.2016 09:55	NA	90	87.19999695	13.06.2011	10	28.04.2016 04:58	297	2.487138375	Issie
1235	2733	23.06.2011	1272	2011\VK0223.xlsx	3	10	28.04.2016 09:58	NA	90	89.30000305	13.06.2011	10	28.04.2016 04:58	300	2.491361694	Issie
1236	2734	23.06.2011	1270	2011\VK0224.xlsx	5	10	28.04.2016 16:12	NA	90	88.90000153	13.06.2011	10	28.04.2016 04:58	674	2.835056102	Issie
1237	2735	24.06.2011	1276	2011\VK0225.xlsx	4	10	28.04.2016 08:13	NA	71.90000153	70.5	14.06.2011	10	28.04.2016 04:58	195	2.311753861	Issie
1238	2736	24.06.2011	1277	2011\VK0226.xlsx	4	10	28.04.2016 07:47	NA	90	89.09999847	14.06.2011	10	28.04.2016 04:58	169	2.252853031	Issie
1239	2738	24.06.2011	1283	2011\VK0228.xlsx	2	10	28.04.2016 09:27	NA	90	87.19999695	14.06.2011	10	28.04.2016 04:58	269	2.445604203	Issie
1240	2739	24.06.2011	1280	2011\VK0229.xlsx	3	10	28.04.2016 09:37	NA	90	85.40000153	14.06.2011	10	28.04.2016 04:58	279	2.460897843	Issie
1241	2741	24.06.2011	1278	2011\VK0231.xlsx	4	10	28.04.2016 11:12	NA	90	88.5	14.06.2011	10	28.04.2016 04:58	374	2.584331224	Issie
1242	2743	24.06.2011	1289	2011\VK0233.xlsx	4	6	28.04.2016 12:00	NA	76	75	18.06.2011	6	28.04.2016 04:58	422	2.635483747	Issie
1243	2744	24.06.2011	1279	2011\VK0234.xlsx	3	10	28.04.2016 11:08	NA	51	47.29999924	14.06.2011	10	28.04.2016 04:58	370	2.579783597	Issie
1244	2745	25.06.2011	1281	2011\VK0235.xlsx	3	10	28.04.2016 07:30	NA	90	86.69999695	15.06.2011	10	28.04.2016 04:59	151	2.206825876	Issie
1245	2747	25.06.2011	1290	2011\VK0237.xlsx	2	6	28.04.2016 07:31	NA	90	88.30000305	19.06.2011	6	28.04.2016 04:59	152	2.209515015	Issie
1246	2748	25.06.2011	1282	2011\VK0238.xlsx	2	10	28.04.2016 10:53	NA	90	89.5	15.06.2011	10	28.04.2016 04:59	354	2.561101384	Issie
1247	2749	26.06.2011	1284	2011\VK0239.xlsx	3	10	28.04.2016 07:51	NA	90	88.5	16.06.2011	10	28.04.2016 04:59	172	2.260071388	Issie
1248	2750	26.06.2011	1291	2011\VK0240.xlsx	4	6	28.04.2016 11:22	NA	90	87.19999695	20.06.2011	6	28.04.2016 04:59	383	2.59439255	Issie
1249	2753	27.06.2011	1287	2011\VK0243.xlsx	3	10	28.04.2016 06:35	NA	90	89.09999847	17.06.2011	10	28.04.2016 05:00	95	2.021189299	Issie
1250	2754	27.06.2011	1292	2011\VK0244.xlsx	3	6	28.04.2016 08:47	NA	90	89.09999847	21.06.2011	6	28.04.2016 05:00	227	2.374748346	Issie
1251	2758	28.06.2011	1289	2011\VK0249.xlsx	4	10	28.04.2016 07:30	NA	90	87.19999695	18.06.2011	10	28.04.2016 05:00	150	2.204119983	Issie
1252	2760	28.06.2011	1293	2011\VK0251.xlsx	3	6	28.04.2016 10:21	NA	90	79.30000305	22.06.2011	6	28.04.2016 05:00	321	2.519827994	Issie
1253	2763	29.06.2011	1290	2011\VK0254.xlsx	2	10	28.04.2016 07:59	NA	90	67.19999695	19.06.2011	10	28.04.2016 05:01	178	2.274157849	Issie
1254	2766	30.06.2011	1291	2011\VK0257.xlsx	4	10	28.04.2016 12:26	NA	90	87.80000305	20.06.2011	10	28.04.2016 05:01	445	2.658011397	Issie
1255	2767	01.07.2011	1292	2011\VK0246.xlsx	3	10	28.04.2016 12:05	NA	90	86.5	21.06.2011	10	28.04.2016 05:02	423	2.636487896	Issie
1256	2768	02.07.2011	1293	2011\VK0258.xlsx	3	10	28.04.2016 07:07	NA	90	87.40000153	22.06.2011	10	28.04.2016 05:03	124	2.127104798	Issie
1257	2771	05.07.2011	1300	2011\VK0261.xlsx	5	6	28.04.2016 05:44	NA	90	86.59999847	29.06.2011	6	28.04.2016 05:05	39	1.69019608	Issie
1258	2773	06.07.2011	1302	2011\VK0263.xlsx	2	6	28.04.2016 12:07	NA	90	89	30.06.2011	6	28.04.2016 05:06	421	2.63447727	Issie
1259	2774	06.07.2011	1303	2011\VK0264.xlsx	3	6	28.04.2016 12:06	NA	90.19999695	89	30.06.2011	6	28.04.2016 05:06	420	2.633468456	Issie
1260	2775	07.07.2011	1304	2011\VK0265.xlsx	3	6	28.04.2016 05:35	NA	90	86.40000153	01.07.2011	6	28.04.2016 05:07	28	1.579783597	Issie
