"BroodRef","SocialMumID","SocialDadID","BroodName","NestboxRef","SocialDadCertain","SocialdadIsGenetic","SocialMumCertain","SocialMumIsGenetic","Notes","HatchingDate","BreedingYear","HatchingDayAfter0401","NbHatched","Nb3","NbRinged","LastLiveRecordSocialDad","LastLiveRecordSocialDadSource","LastLiveRecordSocialMum","LastLiveRecordSocialMumSource","CohortDad","CohortMum","DadAge","MumAge","ParentsAge","MPrevNbRinged","MBroodNb","MPriorResidence","MPrevFemaleLastSeenAlive","MwithsameF","MDivorce","MDivorceforEx","FPrevNbRinged","FBroodNb","FPriorResidence","FPrevMaleLastSeenAlive","FwithsameM","FDivorce","FDivorceforEx","PairID","PairIDYear","PairBroodNb","AvgMass","MinMass","MaxMass","CVMass","nMass","AvgTarsus","nTarsus","nDiff","AvgClassAge"
459,4376,383,"D022",114,1,0,1,0,"Dad:FROM GENETICS",2004-05-01,2004,29,5,0,0,"30.08.2004","C","30.01.2005","C",2002,2000,2,4,3,0,3,FALSE,"30.01.2005",TRUE,FALSE,NA,0,7,FALSE,"30.08.2004",FALSE,TRUE,TRUE,"3834376","38343762004",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,646,500,"D023",96,1,0,1,0,"Dad:FROM GENETICS
Mum:FROM GENETICS",2004-05-01,2004,29,5,0,1,"23.07.2006","EP","16.11.2005","C",2003,2002,1,2,1.5,NA,1,NA,NA,NA,NA,NA,0,5,FALSE,"22.05.2005",FALSE,TRUE,FALSE,"500646","5006462004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,556,23,"D024",142,1,0,1,0,NA,2004-05-02,2004,30,4,0,0,"14.05.2007","EP","30.08.2005","S",2001,2003,3,1,2,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"23556","235562004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,605,4423,"D025",13,1,0,1,0,NA,2004-05-02,2004,30,5,2,2,"08.07.2005","SP","30.08.2005","S",2001,2002,3,2,2.5,NA,1,NA,NA,NA,NA,NA,3,2,FALSE,"30.08.2004",FALSE,TRUE,FALSE,"4423605","44236052004",1,17.8000001907349,17,18.6000003814697,0.0635603677916773,2,15,2,0,12
463,562,393,"D026",136,1,0,1,0,NA,2004-05-03,2004,31,2,0,0,"20.11.2005","C","30.08.2004","C",2002,2003,2,1,1.5,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"393562","3935622004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,32,4229,"D027",86,1,0,1,0,NA,2004-05-03,2004,31,5,3,3,"05.07.2005","EP","29.11.2004","C",2000,2001,4,3,3.5,3,6,FALSE,"29.11.2004",TRUE,FALSE,NA,3,5,FALSE,"05.07.2005",FALSE,TRUE,TRUE,"422932","4229322004",4,24.6666666666667,23.7999992370605,25.2000007629395,0.0306965404377381,3,18.4666665395101,3,0,12
465,442,457,"D028",32,1,0,1,0,NA,2004-05-04,2004,32,4,0,0,"29.06.2006","SP","16.11.2005","C",2002,2002,2,2,2,1,2,FALSE,"30.08.2004",FALSE,TRUE,FALSE,0,4,FALSE,"14.08.2007",FALSE,TRUE,FALSE,"457442","4574422004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,649,460,"D029",47,1,0,1,0,"Dad:FROM GENETICS
Mum:FROM GENETICS",2004-05-04,2004,32,3,0,0,"19.11.2005","C","17.11.2005","C",2002,2002,2,2,2,0,2,FALSE,"01.12.2007",FALSE,TRUE,FALSE,2,4,FALSE,"30.08.2004",FALSE,TRUE,FALSE,"460649","4606492004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,353,725,"D030",94,1,0,1,0,"Dad:FROM GENETICS",2004-05-04,2004,32,5,0,0,"26.10.2006","C","08.05.2007","SP",2002,2002,2,2,2,2,2,FALSE,"30.08.2004",FALSE,TRUE,FALSE,2,4,FALSE,"24.11.2004",FALSE,TRUE,FALSE,"725353","7253532004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,284,456,"D031",57,1,0,1,0,NA,2004-05-05,2004,33,2,0,0,"30.01.2005","C","30.08.2004","C",2002,2002,2,2,2,1,2,FALSE,"09.06.2006",FALSE,TRUE,FALSE,3,4,FALSE,"18.07.2003",FALSE,FALSE,NA,"456284","4562842004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,41,517,"D032",38,1,0,1,0,"Dad:FROM GENETICS",2004-05-05,2004,33,4,0,0,"30.01.2005","C","30.01.2005","C",2003,2001,1,3,2,NA,1,NA,NA,NA,NA,NA,0,4,FALSE,"04.05.2006",FALSE,TRUE,FALSE,"51741","517412004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,586,285,"D033",59,1,0,1,0,NA,2004-05-05,2004,33,4,0,0,"05.06.2006","SP","01.12.2007","C",2002,2002,2,2,2,2,2,FALSE,"01.12.2007",TRUE,FALSE,NA,2,3,FALSE,"05.06.2006",FALSE,TRUE,TRUE,"285586","2855862004",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,928,513,"D034",85,1,0,1,0,NA,2004-05-05,2004,33,4,0,0,"30.01.2005","C","30.08.2004","C",2003,2003,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"513928","5139282004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,1100,831,"D035",87,1,0,1,0,"Dad:FROM GENETICS",2004-05-05,2004,33,4,2,2,"30.01.2005","C","11.08.2007","SP",2003,2002,1,2,1.5,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"8311100","83111002004",1,21.1000003814697,19.5,22.7000007629395,0.107239013088838,2,17.3999996185303,2,0,12
473,985,409,"D036",72,1,0,1,0,"Dad:FROM GENETICS",2004-05-05,2004,33,4,0,0,"30.08.2005","S","07.08.2005","SP",2002,2003,2,1,1.5,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"409985","4099852004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,892,4435,"D037",123,1,0,1,0,NA,2004-05-05,2004,33,4,0,0,"17.08.2006","C","17.08.2006","C",1997,2003,7,1,4,2,11,FALSE,"30.08.2004",FALSE,TRUE,FALSE,NA,1,NA,NA,NA,NA,NA,"4435892","44358922004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,571,4423,"D038",12,1,0,1,0,NA,2004-05-06,2004,34,3,1,1,"08.07.2005","SP","20.07.2006","S",2001,2003,3,1,2,2,2,FALSE,"30.08.2005",FALSE,TRUE,FALSE,NA,1,NA,NA,NA,NA,NA,"4423571","44235712004",1,16,16,16,NA,1,16.1000003814697,1,0,13
476,431,356,"D039",62,1,0,1,0,NA,2004-05-06,2004,34,3,2,2,"30.05.2006","C","16.11.2005","C",2002,2002,2,2,2,2,3,FALSE,"16.11.2005",TRUE,FALSE,NA,2,3,FALSE,"30.05.2006",FALSE,TRUE,TRUE,"356431","3564312004",2,16.8500003814697,15.6000003814697,18.1000003814697,0.104912084136523,2,14.9000000953674,2,0,12
477,988,145,"D040",69,1,0,1,0,NA,2004-05-06,2004,34,3,0,0,"15.11.2005","C","14.07.2006","SP",2001,2003,3,1,2,4,3,FALSE,"27.06.2005",FALSE,TRUE,FALSE,NA,1,NA,NA,NA,NA,NA,"145988","1459882004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,338,4383,"D041",14,1,0,1,0,"removed??
Dad:FROM GENETICS
Mum:FROM GENETICS",NA,NA,NA,0,0,0,"30.01.2005","C","07.05.2007","SP",2002,2002,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,8,FALSE,"15.08.2006",FALSE,NA,NA,"4383338","4383338NA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,903,354,"D042",23,1,0,1,0,"Dad:FROM GENETICS
Mum:FROM GENETICS",2004-05-07,2004,35,3,0,0,"20.11.2005","C","17.11.2005","C",2002,2003,2,1,1.5,3,3,FALSE,"30.08.2004",FALSE,TRUE,FALSE,NA,1,NA,NA,NA,NA,NA,"354903","3549032004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,819,602,"D043",70,1,0,1,0,NA,2004-05-07,2004,35,4,0,0,"17.11.2005","C","15.11.2005","C",2002,2003,2,1,1.5,0,2,FALSE,"30.08.2004",FALSE,TRUE,FALSE,NA,1,NA,NA,NA,NA,NA,"602819","6028192004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,540,383,"D044",134,1,0,1,0,NA,2004-05-07,2004,35,3,0,0,"30.08.2004","C","12.08.2005","S",2002,2003,2,1,1.5,0,4,FALSE,"30.01.2005",FALSE,TRUE,FALSE,NA,1,NA,NA,NA,NA,NA,"383540","3835402004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,1069,115,"D045",79,1,0,1,0,NA,2004-05-07,2004,35,5,0,0,"18.07.2006","EP","17.11.2005","C",2001,2003,3,1,2,2,5,FALSE,"30.08.2004",FALSE,TRUE,FALSE,NA,1,NA,NA,NA,NA,NA,"1151069","11510692004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,427,22,"D046",56,1,0,1,0,NA,2004-05-08,2004,36,5,0,0,"16.11.2005","C","09.07.2006","SP",2001,2002,3,2,2.5,3,4,FALSE,"09.07.2006",TRUE,FALSE,NA,3,4,FALSE,"16.11.2005",FALSE,TRUE,TRUE,"22427","224272004",4,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,723,24,"D047",93,1,0,1,0,NA,2004-05-08,2004,36,4,1,1,"30.08.2004","C","17.11.2005","C",2001,2001,3,3,3,3,5,FALSE,"30.08.2004",FALSE,TRUE,FALSE,3,2,FALSE,"30.08.2004",FALSE,TRUE,FALSE,"24723","247232004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,704,504,"D048",80,1,0,1,0,"Dad:FROM GENETICS
Mum:FROM GENETICS",2004-05-09,2004,37,4,0,0,"17.11.2005","C","16.11.2005","C",2003,2002,1,2,1.5,NA,1,NA,NA,NA,NA,NA,0,3,FALSE,"30.01.2005",FALSE,TRUE,FALSE,"504704","5047042004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,929,46,"D049",82,1,0,1,0,"Dad:FROM GENETICS",2004-05-09,2004,37,5,0,0,"01.12.2007","C","23.08.2007","SP",2001,2003,3,1,2,4,6,FALSE,"30.08.2004",FALSE,TRUE,FALSE,NA,1,NA,NA,NA,NA,NA,"46929","469292004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,960,650,"D050",128,1,0,1,0,NA,2004-05-10,2004,38,5,0,0,"13.06.2007","EP","30.08.2005","S",2002,2003,2,1,1.5,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"650960","6509602004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,371,4230,"D051",44,1,0,1,0,NA,2004-05-10,2004,38,3,2,2,"02.07.2006","SP","30.08.2004","C",2000,2002,4,2,3,0,10,FALSE,"30.08.2004",TRUE,FALSE,NA,0,5,FALSE,"02.07.2006",FALSE,TRUE,TRUE,"4230371","42303712004",4,24.3500003814697,23.2000007629395,25.5,0.0667905507407611,2,18.5,2,0,12
489,416,4418,"D052",53,1,0,1,0,NA,2004-05-11,2004,39,2,1,1,"17.11.2005","C","15.11.2005","C",1999,2002,5,2,3.5,3,8,FALSE,"15.11.2005",TRUE,FALSE,NA,3,4,FALSE,"17.11.2005",FALSE,TRUE,TRUE,"4418416","44184162004",3,24.5,24.5,24.5,NA,1,18.5,1,0,12
490,955,591,"D053",26,1,0,1,0,NA,2004-05-11,2004,39,5,3,3,"17.11.2005","C","30.01.2005","C",2002,2003,2,1,1.5,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"591955","5919552004",1,19.966667175293,16.6000003814697,23.6000003814697,0.175673271116843,3,17.2333329518636,3,0,12
491,1074,4422,"D054",126,1,0,1,0,NA,2004-05-11,2004,39,4,2,2,"30.01.2005","C","30.08.2004","C",2001,2003,3,1,2,2,2,FALSE,"30.08.2004",FALSE,TRUE,FALSE,NA,1,NA,NA,NA,NA,NA,"44221074","442210742004",1,23.25,21.5,25,0.106446182114104,2,17.9499998092651,2,0,12
492,NA,44,"D055",90,1,0,0,0,NA,2004-05-11,2004,39,3,0,0,"30.08.2004","S",NA,NA,2001,NA,3,NA,NA,3,3,FALSE,"17.11.2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44NA","44NA2004",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,256,132,"D056",15,1,0,1,0,NA,2004-05-12,2004,40,4,1,3,"30.01.2005","C","05.08.2006","SP",2001,2002,3,2,2.5,3,3,FALSE,"19.11.2005",FALSE,TRUE,FALSE,3,3,FALSE,"30.08.2004",FALSE,TRUE,FALSE,"132256","1322562004",1,19.1666666666667,14.1000003814697,22.7999992370605,0.236016067685871,3,16.5666669209798,3,0,12
494,346,4264,"D057",89,1,0,1,0,NA,2004-05-12,2004,40,4,3,3,"30.08.2004","C","27.05.2005","SP",2000,2002,4,2,3,0,7,FALSE,"27.05.2005",TRUE,FALSE,NA,0,4,FALSE,"30.08.2004",FALSE,TRUE,TRUE,"4264346","42643462004",4,24.3333326975505,22.7999992370605,25.3999996185303,0.0559468641929776,3,18.0333334604899,3,0,12
495,927,466,"D058",78,1,0,1,0,"Dad:FROM GENETICS
Mum:FROM GENETICS",2004-05-12,2004,40,4,0,0,"10.07.2006","SP","19.07.2009","SP",2002,2003,2,1,1.5,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"466927","4669272004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,76,287,"D059",60,1,0,1,0,"EXCLUDE FOR EGG ANALYSIS?",2004-05-12,2004,40,4,3,3,"04.05.2006","EP","27.06.2005","SP",2002,2001,2,3,2.5,3,3,FALSE,"30.08.2004",FALSE,TRUE,FALSE,4,4,FALSE,"15.11.2005",FALSE,TRUE,FALSE,"28776","287762004",1,23.6333332061768,22.7999992370605,25.2000007629395,0.0574482399899718,3,16.9666665395101,3,0,12
497,428,4421,"D060",144,1,0,1,0,NA,2004-05-13,2004,41,5,2,2,"29.04.2006","EP","30.01.2005","C",2001,2002,3,2,2.5,NA,1,NA,NA,NA,NA,NA,3,3,FALSE,"30.08.2003",FALSE,FALSE,NA,"4421428","44214282004",1,26.6499996185303,25.5,27.7999992370605,0.0610261768756686,2,17.8500003814697,2,0,12
498,512,765,"D061",101,1,0,1,0,NA,2004-05-13,2004,41,4,0,0,"20.05.2006","C","16.11.2005","C",2003,2003,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"765512","7655122004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
499,569,1043,"D062",115,1,0,1,0,"DESERTED???
Dad:FROM GENETICS
Mum:FROM GENETICS",NA,NA,NA,0,0,0,"26.07.2004","C","26.06.2005","SP",2003,2003,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,3,FALSE,"17.11.2005",FALSE,NA,NA,"1043569","1043569NA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
500,857,4247,"D063",95,1,0,1,0,NA,2004-05-13,2004,41,3,0,0,"24.11.2004","C","12.08.2006","SP",2000,2003,4,1,2.5,2,6,FALSE,"08.05.2007",FALSE,TRUE,FALSE,NA,1,NA,NA,NA,NA,NA,"4247857","42478572004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
501,604,4304,"D064",74,1,0,1,0,"Dad:FROM GENETICS",2004-05-13,2004,41,2,0,0,"14.08.2007","C","09.06.2006","SP",2000,2002,4,2,3,0,7,FALSE,"16.11.2005",FALSE,TRUE,FALSE,2,3,FALSE,"17.11.2005",FALSE,TRUE,FALSE,"4304604","43046042004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
502,309,4326,"D065",127,1,0,1,0,NA,2004-05-14,2004,42,4,0,0,"29.05.2004","EP","20.08.2005","SP",2000,2002,4,2,3,0,7,TRUE,"20.08.2005",TRUE,FALSE,NA,0,5,TRUE,"29.05.2004",FALSE,TRUE,TRUE,"4326309","43263092004",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
503,885,984,"D066",103,1,0,1,0,"Dad:FROM GENETICS
Mum:OBSERVED",NA,NA,NA,0,0,0,"07.02.2007","C","20.05.2006","C",2003,2003,NA,NA,NA,2,2,TRUE,"23.08.2007",FALSE,NA,NA,NA,1,NA,NA,NA,NA,NA,"984885","984885NA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
505,206,663,"D068",146,1,0,1,0,NA,2004-05-14,2004,42,5,0,0,"30.08.2004","C","09.02.2007","C",2002,2001,2,3,2.5,1,5,TRUE,"09.02.2007",TRUE,FALSE,NA,1,8,TRUE,"30.08.2004",FALSE,TRUE,TRUE,"663206","6632062004",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
506,4497,4265,"D069",143,1,0,1,0,NA,2004-05-15,2004,43,4,0,0,"30.08.2005","SP","30.08.2004","C",2000,1999,4,5,4.5,2,10,TRUE,"30.08.2004",TRUE,FALSE,NA,2,13,TRUE,"30.08.2005",FALSE,TRUE,TRUE,"42654497","426544972004",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
507,4501,4417,"D070",83,1,0,1,0,NA,2004-05-15,2004,43,3,0,0,"30.08.2004","C","30.08.2004","C",1999,2000,5,4,4.5,3,9,FALSE,"30.08.2004",TRUE,FALSE,NA,3,6,FALSE,"30.08.2004",FALSE,TRUE,TRUE,"44174501","441745012004",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,4382,984,"D071",91,1,0,1,0,"Dad:FROM GENETICS
Mum:FROM GENETICS",NA,NA,NA,0,0,0,"07.02.2007","C","14.11.2005","C",2003,2001,NA,NA,NA,0,3,FALSE,"20.05.2006",FALSE,NA,NA,0,5,FALSE,"17.08.2006",FALSE,NA,NA,"9844382","9844382NA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
509,592,418,"D072",131,1,0,1,0,NA,2004-05-19,2004,47,4,0,0,"06.02.2007","C","23.07.2007","SP",2002,2002,2,2,2,0,2,TRUE,"23.07.2007",TRUE,FALSE,NA,0,2,TRUE,"06.02.2007",FALSE,TRUE,TRUE,"418592","4185922004",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
510,1054,823,"D073",135,1,0,1,0,NA,2004-05-19,2004,47,4,1,1,"16.08.2006","SP","28.06.2006","SP",2003,2003,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"8231054","82310542004",1,20.5,20.5,20.5,NA,1,17.3999996185303,1,0,12
511,4424,590,"D074",37,1,0,1,0,NA,2004-05-19,2004,47,4,0,0,"14.07.2005","EP","13.05.2006","C",2002,2001,2,3,2.5,2,4,TRUE,"13.05.2006",TRUE,FALSE,NA,2,4,TRUE,"14.07.2005",FALSE,TRUE,TRUE,"5904424","59044242004",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
512,438,11,"D075",31,1,0,1,0,NA,2004-05-20,2004,48,3,3,3,"17.11.2005","C","30.08.2005","S",2001,2002,3,2,2.5,1,6,TRUE,"30.08.2005",TRUE,FALSE,NA,1,4,TRUE,"17.11.2005",FALSE,TRUE,TRUE,"11438","114382004",4,24,21.7999992370605,25.5,0.0811162712104772,3,18.966667175293,3,0,12
513,4290,4275,"D076",48,1,0,1,0,NA,2004-05-20,2004,48,4,2,2,"17.11.2005","C","15.11.2005","C",2000,2000,4,4,4,2,11,FALSE,"15.11.2005",TRUE,FALSE,NA,2,10,FALSE,"17.11.2005",FALSE,TRUE,TRUE,"42754290","427542902004",8,22.3000001907349,20.6000003814697,24,0.10780999091773,2,17.4499998092651,2,0,12
514,471,661,"D077",41,1,0,1,0,NA,2004-05-22,2004,50,4,2,3,"01.12.2007","C","18.11.2005","C",2002,2002,2,2,2,1,3,TRUE,"18.11.2005",TRUE,FALSE,NA,1,5,TRUE,"01.12.2007",FALSE,TRUE,TRUE,"661471","6614712004",3,22.2333329518636,17.2999992370605,25.3999996185303,0.194723718591779,3,17.6999994913737,3,0,12
515,649,460,"D078",34,1,0,1,0,NA,2004-05-25,2004,53,4,3,3,"19.11.2005","C","17.11.2005","C",2002,2002,2,2,2,0,3,FALSE,"17.11.2005",TRUE,FALSE,NA,0,5,FALSE,"19.11.2005",FALSE,TRUE,TRUE,"460649","4606492004",2,24.3666661580404,22.7999992370605,25.5,0.0575045108833316,3,18.7666664123535,3,0,12
516,4273,4153,"D079",148,1,0,1,0,NA,2004-05-26,2004,54,5,4,4,"01.06.2006","S","20.11.2005","C",2000,2000,4,4,4,0,10,TRUE,"20.11.2005",TRUE,FALSE,NA,0,5,TRUE,"01.06.2006",FALSE,TRUE,TRUE,"41534273","415342732004",4,19.6999998092651,18,21.7999992370605,0.0961343430209171,4,17.8500003814697,4,0,12
517,4376,383,"D080",114,1,0,1,0,NA,2004-05-26,2004,54,5,1,3,"30.08.2004","C","30.01.2005","C",2002,2000,2,4,3,0,5,FALSE,"12.08.2005",FALSE,TRUE,TRUE,0,8,TRUE,"30.08.2004",FALSE,TRUE,TRUE,"3834376","38343762004",4,21.1333338419596,20.2000007629395,22.5,0.0572404806591554,3,19.1000003814697,3,0,12
518,533,417,"D081",4,1,0,1,0,NA,2004-05-27,2004,55,2,2,2,"07.08.2007","SP","01.08.2005","SP",2002,2003,2,1,1.5,1,4,FALSE,"30.08.2004",FALSE,TRUE,FALSE,NA,1,NA,NA,NA,NA,NA,"417533","4175332004",1,27.3500003814697,27.2000007629395,27.5,0.00775491635540367,2,19.4000005722046,2,0,12
519,284,456,"D082",58,1,0,1,0,NA,2004-05-27,2004,55,4,0,0,"30.01.2005","C","30.08.2004","C",2002,2002,2,2,2,0,3,FALSE,"30.08.2004",TRUE,FALSE,NA,0,5,FALSE,"30.01.2005",FALSE,TRUE,TRUE,"456284","4562842004",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
520,442,457,"D083",32,1,0,1,0,NA,2004-05-27,2004,55,4,0,0,"29.06.2006","SP","16.11.2005","C",2002,2002,2,2,2,0,3,TRUE,"16.11.2005",TRUE,FALSE,NA,0,5,TRUE,"29.06.2006",FALSE,TRUE,TRUE,"457442","4574422004",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
521,338,4383,"D084",14,1,0,1,0,"UNHATCHED???
Dad:FROM GENETICS
Mum:FROM GENETICS",NA,NA,NA,0,0,0,"30.01.2005","C","07.05.2007","SP",2002,2002,NA,NA,NA,0,2,TRUE,"07.05.2007",TRUE,FALSE,NA,0,9,TRUE,"30.01.2005",FALSE,NA,NA,"4383338","4383338NA",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
522,41,517,"D085",38,1,0,1,0,NA,2004-05-28,2004,56,4,1,1,"30.01.2005","C","30.01.2005","C",2003,2001,1,3,2,0,2,TRUE,"30.01.2005",TRUE,FALSE,NA,0,5,TRUE,"30.01.2005",FALSE,TRUE,TRUE,"51741","517412004",2,27,27,27,NA,1,19,1,0,12
523,45,166,"D086",17,1,0,1,0,NA,2004-05-28,2004,56,4,3,4,"22.05.2007","EP","11.08.2006","SP",2001,2001,3,3,3,0,6,TRUE,"11.08.2006",TRUE,FALSE,NA,0,7,TRUE,"22.05.2007",FALSE,TRUE,TRUE,"16645","166452004",6,19.7499997615814,12.1999998092651,23,0.256234543087424,4,16.6999998092651,4,0,12
524,646,500,"D087",102,1,0,1,0,NA,2004-05-28,2004,56,4,1,1,"23.07.2006","EP","16.11.2005","C",2003,2002,1,2,1.5,1,2,FALSE,"16.11.2005",TRUE,FALSE,NA,1,6,FALSE,"23.07.2006",FALSE,TRUE,TRUE,"500646","5006462004",2,27.7999992370605,27.7999992370605,27.7999992370605,NA,1,18.8999996185303,1,0,12
525,562,393,"D088",137,1,0,1,0,NA,2004-05-29,2004,57,3,2,2,"20.11.2005","C","30.08.2004","C",2002,2003,2,1,1.5,0,2,FALSE,"30.08.2004",TRUE,FALSE,NA,0,2,FALSE,"20.11.2005",FALSE,TRUE,TRUE,"393562","3935622004",2,28.6499996185303,27,30.2999992370605,0.0814469267877051,2,19,2,0,12
526,122,132,"D089",16,1,0,1,0,NA,2004-05-29,2004,57,2,2,2,"30.01.2005","C","19.11.2005","C",2001,2001,3,3,3,3,4,FALSE,"05.08.2006",FALSE,TRUE,TRUE,3,4,FALSE,"30.01.2005",FALSE,TRUE,TRUE,"132122","1321222004",3,22.1999998092651,19.7999992370605,24.6000003814697,0.152888147396972,2,17.8000001907349,2,0,12
527,521,1038,"D090",33,1,0,1,0,NA,2004-05-30,2004,58,3,3,3,"18.11.2005","C","05.06.2005","SP",2003,2003,1,1,1,0,2,TRUE,"05.06.2005",TRUE,FALSE,NA,0,2,TRUE,"18.11.2005",FALSE,TRUE,TRUE,"1038521","10385212004",2,21.8333333333333,19.5,26.3999996185303,0.181152511208248,3,17.4666665395101,3,0,12
528,985,409,"D091",36,1,0,1,0,NA,2004-05-30,2004,58,4,0,0,"30.08.2005","S","07.08.2005","SP",2002,2003,2,1,1.5,0,2,FALSE,"07.08.2005",TRUE,FALSE,NA,0,2,FALSE,"30.08.2005",FALSE,TRUE,TRUE,"409985","4099852004",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
529,1063,363,"D092",25,1,0,1,0,NA,2004-05-30,2004,58,4,3,3,"30.08.2004","C","30.01.2005","C",2002,2003,2,1,1.5,4,3,FALSE,"30.08.2004",FALSE,TRUE,FALSE,NA,1,NA,NA,NA,NA,NA,"3631063","36310632004",1,22.1333332061768,18.1000003814697,25.7999992370605,0.174536393799377,3,18.0666662851969,3,0,12
530,353,725,"D093",94,1,0,1,0,NA,2004-05-30,2004,58,5,4,4,"26.10.2006","C","08.05.2007","SP",2002,2002,2,2,2,0,3,TRUE,"08.05.2007",TRUE,FALSE,NA,0,5,TRUE,"26.10.2006",FALSE,TRUE,TRUE,"725353","7253532004",2,23.5749998092651,18.5,25.7999992370605,0.144402376724805,4,18.0749998092651,4,0,12
531,586,285,"D094",59,1,0,1,0,NA,2004-05-31,2004,59,5,2,2,"05.06.2006","SP","01.12.2007","C",2002,2002,2,2,2,0,3,TRUE,"01.12.2007",TRUE,FALSE,NA,0,4,TRUE,"05.06.2006",FALSE,TRUE,TRUE,"285586","2855862004",3,21.5999994277954,21.2999992370605,21.8999996185303,0.0196422218631994,2,17.25,2,0,12
532,753,822,"D095",77,1,0,1,0,NA,2004-05-31,2004,59,4,4,4,"27.05.2005","EP","30.01.2005","C",2003,2003,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"822753","8227532004",1,17.2749998569489,14.8000001907349,18.7999992370605,0.10936169129094,4,16.75,4,0,12
533,913,818,"D096",42,1,0,1,0,NA,2004-05-31,2004,59,3,0,0,"17.11.2005","C","17.11.2005","C",2003,2003,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"818913","8189132004",1,NA,NA,NA,NA,NA,NA,NA,NA,NA
534,819,602,"D097",70,1,0,1,0,NA,2004-05-31,2004,59,2,0,0,"17.11.2005","C","15.11.2005","C",2002,2003,2,1,1.5,0,3,TRUE,"15.11.2005",TRUE,FALSE,NA,0,2,TRUE,"17.11.2005",FALSE,TRUE,TRUE,"602819","6028192004",2,NA,NA,NA,NA,NA,NA,NA,NA,NA
535,928,513,"D098",84,1,0,1,0,NA,2004-05-31,2004,59,3,2,2,"30.01.2005","C","30.08.2004","C",2003,2003,1,1,1,0,2,FALSE,"30.08.2004",TRUE,FALSE,NA,0,2,FALSE,"30.01.2005",FALSE,TRUE,TRUE,"513928","5139282004",2,23.3000001907349,22.2000007629395,24.3999996185303,0.0667653697761058,2,18.1999998092651,2,0,12
