sort	DVDRef	Filename	MVisit1	FVisit1	MVisit2	FVisit2	ShareTime1	MTime1	FTime1	MTime2	FTime2	Protocol	ShareTime12	NbAlternation	EffectiveTime	MFTime1	MFTime02	MFTime2	FVisit1RateH	MVisit1RateH	DiffVisit1Rate	FTime1RateH	MTime1RateH	DiffTime1Rate	AlternationValue
1751	4178	2014\VN0191.xlsx	40	19	NA	NA	0.8	3.9	21.9	NA	NA	Issie	NA	24	88.6	25	63.6	NA	13	27	14	14.83	2.64	12.19	41.4
1752	4179	2014\VN0192.xlsx	29	31	NA	NA	0.4	9.9	40.6	NA	NA	Issie	NA	42	89.5	50.1	39.4	NA	21	19	2	27.22	6.64	20.58	71.2
1753	4185	2014\VN0198.xlsx	16	16	NA	NA	0.5	23.7	43.1	NA	NA	Issie	NA	28	90	66.3	23.7	NA	11	11	0	28.73	15.8	12.93	90.3
1754	4186	2014\VN0199.xlsx	14	38	NA	NA	0	2.8	21.1	NA	NA	Issie	NA	16	86.9	23.9	63	NA	26	10	16	14.57	1.93	12.64	31.4
1755	4187	2014\VN0200.xlsx	5	19	NA	NA	0.7	3.5	62.8	NA	NA	Issie	NA	8	86.2	65.6	20.6	NA	13	3	10	43.71	2.44	41.27	34.8
1756	4191	2014\VN0204.xlsx	25	21	NA	NA	1.1	12.8	26.3	NA	NA	Issie	NA	26	88.6	38	50.6	NA	14	17	3	17.81	8.67	9.14	57.8
1757	4192	2014\VN0205.xlsx	8	12	NA	NA	0	13.8	51.8	NA	NA	Issie	NA	12	88.2	65.6	22.6	NA	8	5	3	35.24	9.39	25.85	63.2
1758	4193	2014\VN0206.xlsx	22	19	NA	NA	0.4	8.4	21.7	NA	NA	Issie	NA	17	70.09999847	29.7	40.4	NA	16	19	3	18.57	7.19	11.38	42.5
1759	4194	2014\VN0207.xlsx	9	46	NA	NA	0.7	3.3	49.4	NA	NA	Issie	NA	14	87.6	52	35.6	NA	32	6	26	33.84	2.26	31.58	25.9
1760	4195	2014\VN0208.xlsx	0	2	NA	NA	0	0	0.5	NA	NA	Issie	NA	0	10.90000076	0.5	10.4	NA	11	0	11	2.75	0	2.75	0
1761	4196	2014\VN0209.xlsx	11	22	NA	NA	0	1.2	29.4	NA	NA	Issie	NA	17	82.8	30.6	52.2	NA	16	8	8	21.3	0.87	20.43	53.1
1762	4198	2014\VN0211.xlsx	47	22	NA	NA	0.6	9.6	23.1	NA	NA	Issie	NA	36	88.9	32.1	56.8	NA	15	32	17	15.59	6.48	9.11	52.9
1763	4200	2014\VN0213.xlsx	15	45	NA	NA	0.1	12.6	49.3	NA	NA	Issie	NA	21	86.7	61.8	24.9	NA	31	10	21	34.12	8.72	25.4	35.6
1764	4201	2014\VN0214.xlsx	0	8	NA	NA	0	0	75.3	NA	NA	Issie	NA	0	88.7	75.3	13.4	NA	5	0	5	50.94	0	50.94	0
1765	4202	2014\VN0215.xlsx	17	13	NA	NA	2.5	29.3	54.7	NA	NA	Issie	NA	21	88.1	81.5	6.6	NA	9	12	3	37.25	19.95	17.3	72.4
1766	4204	2014\VN0217.xlsx	22	21	NA	NA	1.5	9.6	16.2	NA	NA	Issie	NA	29	78.4	24.3	54.1	NA	16	17	1	12.4	7.35	5.05	69
1767	4206	2014\VN0220.xlsx	14	12	NA	NA	0.6	3.2	44.1	NA	NA	Issie	NA	14	85.7	46.7	39	NA	8	10	2	30.88	2.24	28.64	56
1768	4207	2014\VN0221.xlsx	3	7	NA	NA	0.4	2.4	17.1	NA	NA	Issie	NA	6	33.59999924	19.1	14.5	NA	13	5	8	30.54	4.29	26.25	66.7
1769	4209	2014\VN0223.xlsx	6	12	NA	NA	0.6	10.7	27.5	NA	NA	Issie	NA	12	77.1	37.6	39.5	NA	9	5	4	21.4	8.33	13.07	70.6
1770	4219	2014\VN0234.xlsx	8	7	NA	NA	0.8	38.1	44	NA	NA	Issie	NA	12	85.7	81.3	4.4	NA	5	6	1	30.81	26.67	4.14	85.7
1771	4220	2014\VN0235.xlsx	21	15	NA	NA	1.5	19.3	56.7	NA	NA	Issie	NA	26	90	74.5	15.5	NA	10	14	4	37.8	12.87	24.93	74.3
1772	4224	2014\VN0241.xlsx	17	42	NA	NA	0.6	1.9	35.2	NA	NA	Issie	NA	28	80.5	36.5	44	NA	31	13	18	26.24	1.42	24.82	48.3
1773	4225	2014\VN0243.xlsx	7	5	NA	NA	0.4	23.5	50.5	NA	NA	Issie	NA	8	80.9	73.6	7.3	NA	4	5	1	37.45	17.43	20.02	72.7
1774	4226	2014\VN0244.xlsx	13	29	NA	NA	0	1.3	14.3	NA	NA	Issie	NA	21	88.7	15.6	73.1	NA	20	9	11	9.67	0.88	8.79	51.2
1775	4227	2014\VN0245.xlsx	12	21	NA	NA	0.1	3.8	49.1	NA	NA	Issie	NA	15	84.9	52.8	32.1	NA	15	8	7	34.7	2.69	32.01	46.9
1776	4230	2014\VN0247.xlsx	14	22	NA	NA	0.3	2.2	23.2	NA	NA	Issie	NA	15	86.5	25.1	61.4	NA	15	10	5	16.09	1.53	14.56	42.9
1777	4231	2014\VN0248.xlsx	47	50	NA	NA	0.8	3.2	26.5	NA	NA	Issie	NA	48	84.9	28.9	56	NA	35	33	2	18.73	2.26	16.47	50
1778	4234	2014\VN0252.xlsx	19	10	NA	NA	1.1	21.9	26.2	NA	NA	Issie	NA	17	87.7	47	40.7	NA	7	13	6	17.92	14.98	2.94	60.7
1779	4236	2014\VN0254.xlsx	15	18	NA	NA	0.3	2.8	51.3	NA	NA	Issie	NA	22	85.5	53.8	31.7	NA	13	11	2	36	1.96	34.04	68.8
1780	4240	2014\VN0258.xlsx	57	52	NA	NA	2.5	17.2	14.5	NA	NA	Issie	NA	56	86.9	29.2	57.7	NA	36	39	3	10.01	11.88	1.87	51.9
1781	4241	2014\VN0259.xlsx	21	58	NA	NA	0.5	9.4	24.4	NA	NA	Issie	NA	39	85.1	33.3	51.8	NA	41	15	26	17.2	6.63	10.57	50
1782	4242	2014\VN0260.xlsx	15	16	NA	NA	0.3	18.96	28.1	NA	NA	Issie	NA	25	86.6	46.76	39.8	NA	11	10	1	19.47	13.14	6.33	83.3
1783	4244	2014\VN0262.xlsx	16	16	NA	NA	4.2	32.1	54.5	NA	NA	Issie	NA	24	84.3	82.4	1.9	NA	11	11	0	38.79	22.85	15.94	77.4
1784	4255	2014\VN0288.xlsx	14	32	NA	NA	0	1.4	26.2	NA	NA	Issie	NA	22	88.8	27.6	61.2	NA	22	9	13	17.7	0.95	16.75	48.9
1785	4256	2014\VN0289.xlsx	14	11	NA	NA	0.3	3.7	37.8	NA	NA	Issie	NA	16	88.6	41.2	47.4	NA	7	9	2	25.6	2.51	23.09	66.7
1786	4259	2014\VN0292.xlsx	16	10	NA	NA	2.7	30.3	34.9	NA	NA	Issie	NA	14	87.1	62.5	24.6	NA	7	11	4	24.04	20.87	3.17	56
1787	4262	2014\VN0294.xlsx	18	11	NA	NA	0.8	27.3	45.9	NA	NA	Issie	NA	12	87.3	72.4	14.9	NA	8	12	4	31.55	18.76	12.79	42.9
1788	4265	2014\VN0297.xlsx	16	27	NA	NA	0.6	8.5	27.8	NA	NA	Issie	NA	23	87	35.7	51.3	NA	19	11	8	19.17	5.86	13.31	54.8
1789	4272	2014\VN0304.xlsx	17	20	NA	NA	1.8	17.8	35.5	NA	NA	Issie	NA	24	87.8	51.5	36.3	NA	14	12	2	24.26	12.16	12.1	66.7
1790	4273	2014\VN0305.xlsx	14	47	NA	NA	0	4.3	13.4	NA	NA	Issie	NA	20	86	17.7	68.3	NA	33	10	23	9.35	3	6.35	33.3
1791	4279	2014\VN0311.xlsx	14	22	NA	NA	2	23.1	8.5	NA	NA	Issie	NA	16	59.10000153	29.6	29.5	NA	22	14	8	8.63	23.45	14.82	45.7
1792	4281	2014\VN0313.xlsx	10	28	NA	NA	0.2	1.6	24.6	NA	NA	Issie	NA	16	85	26	59	NA	20	7	13	17.36	1.13	16.23	43.2
1793	4290	2014\VN0325.xlsx	16	11	NA	NA	0.2	28.6	28.4	NA	NA	Issie	NA	15	64.6	56.8	7.8	NA	10	15	5	26.38	26.56	0.18	57.7
1794	4292	2014\VN0327.xlsx	8	12	NA	NA	0.2	2.9	25.9	NA	NA	Issie	NA	12	88.1	28.6	59.5	NA	8	5	3	17.64	1.98	15.66	63.2
1795	4294	2014\VN0329.xlsx	30	19	NA	NA	1.9	9.52	58.3	NA	NA	Issie	NA	35	88.8	65.92	22.9	NA	13	20	7	39.39	6.43	32.96	72.9
1796	4299	2014\VN0334.xlsx	21	13	NA	NA	1.3	3.3	32.4	NA	NA	Issie	NA	14	87.1	34.4	52.7	NA	9	14	5	22.32	2.27	20.05	42.4
1797	4303	2014\VN0339.xlsx	16	33	NA	NA	0.6	9.8	19.2	NA	NA	Issie	NA	28	74.59999847	28.4	46.2	NA	27	13	14	15.44	7.88	7.56	58.3
1798	4309	2014\VN0346.xlsx	5	6	NA	NA	0.2	3.8	38.2	NA	NA	Issie	NA	6	71.80000305	41.8	30	NA	5	4	1	31.92	3.18	28.74	60
1799	4314	2014\VN0352.xlsx	21	19	NA	NA	1.7	11.9	35	NA	NA	Issie	NA	27	90	45.2	44.8	NA	13	14	1	23.33	7.93	15.4	69.2
1800	4315	2014\VN0354.xlsx	24	38	NA	NA	0.1	2.2	8.2	NA	NA	Issie	NA	33	88.4	10.3	78.1	NA	26	16	10	5.57	1.49	4.08	54.1
1801	4318	2014\VN0356.xlsx	36	0	NA	NA	0	34.7	0	NA	NA	Issie	NA	0	85.3	34.7	50.6	NA	0	25	25	0	24.41	24.41	0
1802	4320	2014\VN0358.xlsx	22	15	NA	NA	0.1	2.3	16.6	NA	NA	Issie	NA	26	84.2	18.8	65.4	NA	11	16	5	11.83	1.64	10.19	72.2
1803	4327	2014\VN0365.xlsx	25	14	NA	NA	1	15.5	19.1	NA	NA	Issie	NA	17	87.1	33.6	53.5	NA	10	17	7	13.16	10.68	2.48	44.7
1804	4330	2014\VN0368.xlsx	8	6	NA	NA	0	3	2.3	NA	NA	Issie	NA	9	68.49999695	5.3	63.2	NA	5	7	2	2.01	2.63	0.62	69.2
1805	4335	2014\VN0374.xlsx	20	27	NA	NA	0.4	8.6	7	NA	NA	Issie	NA	25	88.8	15.2	73.6	NA	18	14	4	4.73	5.81	1.08	54.3
1806	4340	2014\VN0379.xlsx	8	16	NA	NA	0	2.8	20.7	NA	NA	Issie	NA	10	87.9	23.5	64.4	NA	11	5	6	14.13	1.91	12.22	43.5
1807	4341	2014\VN0380.xlsx	12	36	NA	NA	0.1	7.5	26	NA	NA	Issie	NA	20	88.8	33.4	55.4	NA	24	8	16	17.57	5.07	12.5	42.6
1808	4344	2014\VN0383.xlsx	6	11	NA	NA	0.9	33.9	36.3	NA	NA	Issie	NA	12	88.5	69.3	19.2	NA	7	4	3	24.61	22.98	1.63	75
1809	4347	2014\VN0386.xlsx	24	42	NA	NA	0.4	10.6	24.5	NA	NA	Issie	NA	36	90	34.7	55.3	NA	28	16	12	16.33	7.07	9.26	55.4
1810	4352	2014\VN0391.xlsx	17	12	NA	NA	0.2	8.6	32.1	NA	NA	Issie	NA	21	86.7	40.5	46.2	NA	8	12	4	22.21	5.95	16.26	75
1811	4353	2014\VN0392.xlsx	17	16	NA	NA	0.1	15.7	26.3	NA	NA	Issie	NA	24	88.5	41.9	46.6	NA	11	12	1	17.83	10.64	7.19	75
1812	4355	2014\VN0394.xlsx	10	10	NA	NA	0.2	21.2	50.1	NA	NA	Issie	NA	15	88.6	71.1	17.5	NA	7	7	0	33.93	14.36	19.57	78.9
1813	4356	2014\VN0395.xlsx	61	0	NA	NA	0	20	0	NA	NA	Issie	NA	0	83.9	20	63.9	NA	0	44	44	0	14.3	14.3	0
1814	4366	2014\VN0405.xlsx	13	12	NA	NA	0.2	10.6	19.5	NA	NA	Issie	NA	16	86.3	29.9	56.4	NA	8	9	1	13.56	7.37	6.19	66.7
1815	4367	2014\VN0406.xlsx	33	17	NA	NA	1.2	6.9	10.3	NA	NA	Issie	NA	30	86.4	16	70.4	NA	12	23	11	7.15	4.79	2.36	61.2
1816	4371	2014\VN0410.xlsx	13	13	NA	NA	0.8	13.9	24.2	NA	NA	Issie	NA	16	87.3	37.3	50	NA	9	9	0	16.63	9.55	7.08	64
1817	4377	2014\VN0416.xlsx	30	21	NA	NA	0.4	8.4	14.2	NA	NA	Issie	NA	31	87.9	22.2	65.7	NA	14	20	6	9.69	5.73	3.96	62
1818	4378	2014\VN0417.xlsx	29	13	NA	NA	0	3.4	5.4	NA	NA	Issie	NA	21	89	8.8	80.2	NA	9	20	11	3.64	2.29	1.35	51.2
1819	4380	2014\VN0419.xlsx	0	32	NA	NA	0	0	41.2	NA	NA	Issie	NA	0	88.6	41.2	47.4	NA	22	0	22	27.9	0	27.9	0
1820	4381	2014\VN0420.xlsx	14	32	NA	NA	0.1	3.7	27.7	NA	NA	Issie	NA	28	88.6	31.3	57.3	NA	22	9	13	18.76	2.51	16.25	62.2
1821	4385	2014\VN0424.xlsx	24	0	NA	NA	0	28.1	0	NA	NA	Issie	NA	0	89.2	28.1	61.1	NA	0	16	16	0	18.9	18.9	0
1822	4390	2014\VN0429.xlsx	10	14	NA	NA	0.1	5.5	26.85	NA	NA	Issie	NA	15	86.6	32.25	54.4	NA	10	7	3	18.6	3.81	14.79	65.2
1823	4392	2014\VN0431.xlsx	13	17	NA	NA	0.1	4.7	20.8	NA	NA	Issie	NA	21	86.6	25.4	61.2	NA	12	9	3	14.41	3.26	11.15	72.4
1824	4393	2014\VN0432.xlsx	2	18	NA	NA	0.1	0.9	10.1	NA	NA	Issie	NA	4	86.5	10.9	75.6	NA	12	1	11	7.01	0.62	6.39	21.1
1825	4394	2014\VN0433.xlsx	7	18	NA	NA	0	1.4	34.2	NA	NA	Issie	NA	10	63.29999695	35.6	27.7	NA	17	7	10	32.42	1.33	31.09	41.7
1826	4401	2014\VN0440.xlsx	17	20	NA	NA	3.1	11.9	24.2	NA	NA	Issie	NA	20	87.2	33	54.2	NA	14	12	2	16.65	8.19	8.46	55.6
1827	4402	2014\VN0441.xlsx	10	22	NA	NA	4.8	42.2	20.8	NA	NA	Issie	NA	19	87.5	58.2	29.3	NA	15	7	8	14.26	28.94	14.68	61.3
1828	4406	2014\VN0445.xlsx	18	14	NA	NA	0.1	1.3	7.5	NA	NA	Issie	NA	20	86.1	8.7	77.4	NA	10	13	3	5.23	0.91	4.32	64.5
1829	4412	2014\VN0451.xlsx	0	22	NA	NA	0	0	37	NA	NA	Issie	NA	0	87.3	37	50.3	NA	15	0	15	25.43	0	25.43	0
1830	4416	2014\VN0455.xlsx	18	9	NA	NA	0.4	8.2	32.3	NA	NA	Issie	NA	14	89.1	40.1	49	NA	6	12	6	21.75	5.52	16.23	53.8
1831	4418	2014\VN0457.xlsx	32	12	NA	NA	0	26.5	12.9	NA	NA	Issie	NA	17	88.9	39.4	49.5	NA	8	22	14	8.71	17.89	9.18	39.5
1832	4423	2014\VN0462.xlsx	40	33	NA	NA	1.7	8.5	30.4	NA	NA	Issie	NA	47	89.1	37.2	51.9	NA	22	27	5	20.47	5.72	14.75	65.3
1833	4424	2014\VN0463.xlsx	40	37	NA	NA	0.7	14.2	9.5	NA	NA	Issie	NA	37	89.6	23	66.6	NA	25	27	2	6.36	9.51	3.15	48.7
1834	4427	2014\VN0466.xlsx	31	14	NA	NA	0.7	4	35	NA	NA	Issie	NA	22	88.8	38.3	50.5	NA	9	21	12	23.65	2.7	20.95	50
1835	4428	2014\VN0467.xlsx	11	41	NA	NA	1.1	6.2	36.8	NA	NA	Issie	NA	12	88.4	41.9	46.5	NA	28	7	21	24.98	4.21	20.77	23.5
1836	4430	2014\VN0469.xlsx	29	29	NA	NA	1.4	7.7	20.7	NA	NA	Issie	NA	34	89.1	27	62.1	NA	20	20	0	13.94	5.19	8.75	59.6
1837	4435	2014\VN0474.xlsx	16	36	NA	NA	0	2.8	23.2	NA	NA	Issie	NA	18	87.9	26	61.9	NA	25	11	14	15.84	1.91	13.93	35.3
1838	4437	2014\VN0476.xlsx	10	15	NA	NA	0.1	24.4	29.4	NA	NA	Issie	NA	19	83.29999695	53.7	29.6	NA	11	7	4	21.18	17.58	3.6	79.2
1839	4439	2014\VN0478.xlsx	32	24	NA	NA	0.3	10.8	14.2	NA	NA	Issie	NA	35	88.9	24.7	64.2	NA	16	22	6	9.58	7.29	2.29	63.6
1840	4443	2014\VN0482.xlsx	7	9	NA	NA	0	26.1	37.4	NA	NA	Issie	NA	11	85.2	63.5	21.7	NA	6	5	1	26.34	18.38	7.96	73.3
1841	4447	2014\VN0486.xlsx	25	12	NA	NA	2.8	29.6	32.8	NA	NA	Issie	NA	22	89.1	59.6	29.5	NA	8	17	9	22.09	19.93	2.16	61.1
1842	4448	2014\VN0487.xlsx	0	31	NA	NA	0	0	25.3	NA	NA	Issie	NA	0	88	25.3	62.7	NA	21	0	21	17.25	0	17.25	0
1843	4451	2014\VN0490.xlsx	7	7	NA	NA	0	2.6	21.5	NA	NA	Issie	NA	10	51.39999847	24.1	27.3	NA	8	8	0	25.1	3.04	22.06	76.9
1844	4452	2014\VN0491.xlsx	23	22	NA	NA	6.9	21.9	35.8	NA	NA	Issie	NA	31	88.1	50.8	37.3	NA	15	16	1	24.38	14.91	9.47	70.5
1845	4454	2014\VN0493.xlsx	23	26	NA	NA	0	12.7	9.6	NA	NA	Issie	NA	29	88.3	22.3	66	NA	18	16	2	6.52	8.63	2.11	60.4
1846	4460	2014\VN0499.xlsx	16	15	NA	NA	0.9	7.5	12.1	NA	NA	Issie	NA	20	88.9	18.7	70.2	NA	10	11	1	8.17	5.06	3.11	66.7
1847	4464	2014\VN0503.xlsx	2	8	NA	NA	0	4.3	45	NA	NA	Issie	NA	4	82.5	49.3	33.2	NA	6	1	5	32.73	3.13	29.6	44.4
1848	4466	2014\VN0505.xlsx	39	14	NA	NA	0.6	6.7	13.9	NA	NA	Issie	NA	18	88.1	20	68.1	NA	10	27	17	9.47	4.56	4.91	34.6
1849	4468	2014\VN0507.xlsx	14	7	NA	NA	1.1	8.3	13.6	NA	NA	Issie	NA	8	87.7	20.8	66.9	NA	5	10	5	9.3	5.68	3.62	40
1850	4471	2014\VN0510.xlsx	22	26	NA	NA	0.2	5.7	18.8	NA	NA	Issie	NA	30	89.4	24.3	65.1	NA	17	15	2	12.62	3.83	8.79	63.8
1851	4474	2014\VN0513.xlsx	36	22	NA	NA	0.3	7.4	9	NA	NA	Issie	NA	25	86.9	16.1	70.8	NA	15	25	10	6.21	5.11	1.1	43.9
1852	4478	2014\VN0517.xlsx	26	53	NA	NA	0	8	15.3	NA	NA	Issie	NA	39	89	23.3	65.7	NA	36	18	18	10.31	5.39	4.92	50
1853	4479	2014\VN0518.xlsx	12	18	NA	NA	0.4	16.3	9.4	NA	NA	Issie	NA	21	89.7	25.3	64.4	NA	12	8	4	6.29	10.9	4.61	72.4
1854	4483	2014\VN0521.xlsx	19	13	NA	NA	0.9	34.8	40	NA	NA	Issie	NA	15	88.8	73.9	14.9	NA	9	13	4	27.03	23.51	3.52	48.4
1855	4484	2014\VN0522.xlsx	28	18	NA	NA	0.1	16	18.7	NA	NA	Issie	NA	25	88.9	34.6	54.3	NA	12	19	7	12.62	10.8	1.82	55.6
1856	4485	2014\VN0523.xlsx	70	37	NA	NA	0.9	12.7	10.1	NA	NA	Issie	NA	52	88.5	21.9	66.6	NA	25	47	22	6.85	8.61	1.76	49.1
1857	4486	2014\VN0524.xlsx	36	13	NA	NA	2.6	6.1	29.7	NA	NA	Issie	NA	25	87	33.2	53.8	NA	9	25	16	20.48	4.21	16.27	52.1
1858	4487	2014\VN0525.xlsx	25	17	NA	NA	0.2	7.6	10.1	NA	NA	Issie	NA	25	88	17.5	70.5	NA	12	17	5	6.89	5.18	1.71	61
1859	4489	2014\VN0527.xlsx	23	24	NA	NA	0.7	3	20.7	NA	NA	Issie	NA	17	84.6	23	61.6	NA	17	16	1	14.68	2.13	12.55	37
1860	4490	2014\VN0528.xlsx	34	29	NA	NA	0.9	5.5	27.5	NA	NA	Issie	NA	33	88.5	32.1	56.4	NA	20	23	3	18.64	3.73	14.91	53.2
1861	4491	2014\VN0529.xlsx	25	22	NA	NA	4.5	24.2	38	NA	NA	Issie	NA	35	88.6	57.7	30.9	NA	15	17	2	25.73	16.39	9.34	76.1
1862	4493	2014\VN0531.xlsx	32	14	NA	NA	1.8	23.1	33.1	NA	NA	Issie	NA	27	88.3	54.4	33.9	NA	10	22	12	22.49	15.7	6.79	60
1863	4495	2014\VN0533.xlsx	7	7	NA	NA	0.9	20.9	50.7	NA	NA	Issie	NA	9	87.8	70.7	17.1	NA	5	5	0	34.65	14.28	20.37	69.2
1864	4496	2014\VN0534.xlsx	3	17	NA	NA	0.2	2.4	55	NA	NA	Issie	NA	6	89	57.2	31.8	NA	11	2	9	37.08	1.62	35.46	31.6
1865	4499	2014\VN0537.xlsx	16	18	NA	NA	0.1	11.8	19.8	NA	NA	Issie	NA	22	88.4	31.5	56.9	NA	12	11	1	13.44	8.01	5.43	66.7
1866	4500	2014\VN0538.xlsx	18	14	NA	NA	0.6	10.5	25.5	NA	NA	Issie	NA	25	88.7	35.4	53.3	NA	9	12	3	17.25	7.1	10.15	80.6
1867	4505	2014\VN0543.xlsx	9	11	NA	NA	0.4	13.7	52.6	NA	NA	Issie	NA	16	89.5	65.9	23.6	NA	7	6	1	35.26	9.18	26.08	84.2
1868	4507	2014\VN0545.xlsx	1	5	NA	NA	0	0.4	40.5	NA	NA	Issie	NA	2	88.2	40.9	47.3	NA	3	1	2	27.55	0.27	27.28	40
1869	4508	2014\VN0546.xlsx	6	22	NA	NA	0	5.2	25.6	NA	NA	Issie	NA	8	88.5	30.8	57.7	NA	15	4	11	17.36	3.53	13.83	29.6
1870	4509	2014\VN0547.xlsx	13	0	NA	NA	0	28.4	0	NA	NA	Issie	NA	0	90	28.4	61.6	NA	0	9	9	0	18.93	18.93	0
1871	4515	2014\VN0554.xlsx	14	11	NA	NA	0.3	6.6	37.1	NA	NA	Issie	NA	20	86.4	43.4	43	NA	8	10	2	25.76	4.58	21.18	83.3
1872	4518	2014\VN0559.xlsx	8	49	NA	NA	0	0.7	14.66	NA	NA	Issie	NA	15	84.9	15.36	69.5	NA	35	6	29	10.36	0.49	9.87	26.8
1873	4519	2014\VN0560.xlsx	7	27	NA	NA	0	3.5	36.3	NA	NA	Issie	NA	10	87.5	39.8	47.7	NA	19	5	14	24.89	2.4	22.49	30.3
1874	4520	2014\VN0561.xlsx	5	13	NA	NA	0.1	1.7	43.3	NA	NA	Issie	NA	9	87.2	44.9	42.3	NA	9	3	6	29.79	1.17	28.62	52.9
1875	4522	2014\VN0563.xlsx	23	23	NA	NA	0.4	10.5	22.6	NA	NA	Issie	NA	17	86.9	32.7	54.2	NA	16	16	0	15.6	7.25	8.35	37.8
1876	4523	2014\VN0564.xlsx	12	24	NA	NA	1	5.7	19.6	NA	NA	Issie	NA	20	88.3	24.3	64	NA	16	8	8	13.32	3.87	9.45	57.1
1877	4524	2014\VN0565.xlsx	22	19	NA	NA	0.9	4.4	26.3	NA	NA	Issie	NA	20	87.6	29.8	57.8	NA	13	15	2	18.01	3.01	15	50
1878	4526	2014\VN0567.xlsx	17	27	NA	NA	0.2	4.7	7.2	NA	NA	Issie	NA	34	88.3	11.7	76.6	NA	18	12	6	4.89	3.19	1.7	79.1
1879	4529	2014\VN0570.xlsx	37	24	NA	NA	0.9	12.1	11.2	NA	NA	Issie	NA	30	89	22.4	66.6	NA	16	25	9	7.55	8.16	0.61	50
1880	4530	2014\VN0571.xlsx	19	14	NA	NA	0.2	6.5	21.4	NA	NA	Issie	NA	14	85	27.7	57.3	NA	10	13	3	15.11	4.59	10.52	43.8
1881	4531	2014\VN0572.xlsx	17	25	NA	NA	0.9	10.1	20.8	NA	NA	Issie	NA	23	89	30	59	NA	17	11	6	14.02	6.81	7.21	56.1
1882	4532	2014\VN0573.xlsx	0	23	NA	NA	0	0	44.5	NA	NA	Issie	NA	0	88.6	44.5	44.1	NA	16	0	16	30.14	0	30.14	0
1883	4533	2014\VN0574.xlsx	13	37	NA	NA	0.3	8.1	15.4	NA	NA	Issie	NA	23	88.9	23.2	65.7	NA	25	9	16	10.39	5.47	4.92	46.9
1884	4534	2014\VN0575.xlsx	3	41	NA	NA	1.2	1.4	36.2	NA	NA	Issie	NA	6	82.2	36.4	45.8	NA	30	2	28	26.42	1.02	25.4	14
1885	4536	2014\VN0577.xlsx	17	25	NA	NA	1	5.2	30.5	NA	NA	Issie	NA	24	86	34.7	51.3	NA	17	12	5	21.28	3.63	17.65	58.5
1886	4538	2014\VN0579.xlsx	16	40	NA	NA	0.6	4.5	24.4	NA	NA	Issie	NA	19	89.2	28.3	60.9	NA	27	11	16	16.41	3.03	13.38	34.5
1887	4540	2014\VN0581.xlsx	38	22	NA	NA	0.4	26.3	29.1	NA	NA	Issie	NA	30	88.7	55	33.7	NA	15	26	11	19.68	17.79	1.89	50.8
1888	4541	2014\VN0582.xlsx	0	32	NA	NA	0	0	21.1	NA	NA	Issie	NA	0	86.2	21.1	65.1	NA	22	0	22	14.69	0	14.69	0
1889	4542	2014\VN0583.xlsx	33	0	NA	NA	0	14.7	0	NA	NA	Issie	NA	0	87.4	14.7	72.7	NA	0	23	23	0	10.09	10.09	0
1890	4543	2014\VN0584.xlsx	11	26	NA	NA	0	2.6	20.3	NA	NA	Issie	NA	18	88.9	22.9	66	NA	18	7	11	13.7	1.75	11.95	50
1891	4544	2014\VN0585.xlsx	4	19	NA	NA	18.6	19.7	40.2	NA	NA	Issie	NA	8	90	41.3	48.7	NA	13	3	10	26.8	13.13	13.67	36.4
1892	4545	2014\VN0586.xlsx	4	12	NA	NA	0	1.3	18.6	NA	NA	Issie	NA	7	88.3	19.9	68.4	NA	8	3	5	12.64	0.88	11.76	46.7
1893	4546	2014\VN0587.xlsx	23	28	NA	NA	1.2	7.3	26.2	NA	NA	Issie	NA	25	89.7	32.3	57.4	NA	19	15	4	17.53	4.88	12.65	50
1894	4548	2014\VN0589.xlsx	0	35	NA	NA	0	0	25	NA	NA	Issie	NA	0	89.2	25	64.2	NA	24	0	24	16.82	0	16.82	0
1895	4549	2014\VN0590.xlsx	7	16	NA	NA	2.3	8.7	45.9	NA	NA	Issie	NA	10	88.5	52.3	36.2	NA	11	5	6	31.12	5.9	25.22	45.5
1896	4550	2014\VN0591.xlsx	16	19	NA	NA	0.2	21.9	29.6	NA	NA	Issie	NA	26	88.5	51.3	37.2	NA	13	11	2	20.07	14.85	5.22	76.5
1897	4555	2014\VN0596.xlsx	21	38	NA	NA	0.8	9.8	25.8	NA	NA	Issie	NA	31	87.5	34.8	52.7	NA	26	14	12	17.69	6.72	10.97	53.4
1898	4556	2014\VN0597.xlsx	17	9	NA	NA	2.5	35.9	34.1	NA	NA	Issie	NA	16	88.6	67.5	21.1	NA	6	12	6	23.09	24.31	1.22	64
1899	4561	2014\VN0600.xlsx	11	24	NA	NA	1.3	17.7	38.8	NA	NA	Issie	NA	21	88.2	55.2	33	NA	16	7	9	26.39	12.04	14.35	61.8
1900	4562	2014\VN0601.xlsx	13	30	NA	NA	0.2	8.4	15.3	NA	NA	Issie	NA	26	89.2	23.5	65.7	NA	20	9	11	10.29	5.65	4.64	61.9
1901	4564	2014\VN0603.xlsx	12	26	NA	NA	2.2	9.2	32.7	NA	NA	Issie	NA	16	88.8	39.7	49.1	NA	18	8	10	22.09	6.22	15.87	43.2
1902	4565	2014\VN0604.xlsx	51	20	NA	NA	2	14.6	35.1	NA	NA	Issie	NA	34	87.8	47.7	40.1	NA	14	35	21	23.99	9.98	14.01	48.6
