"DVDRef","Filename","MVisit1","FVisit1","MVisit2","FVisit2","ShareTime1","MTime1","FTime1","MTime2","FTime2","Protocol","ShareTime12","NbAlternation","NbSynchro_ChickFeedingEquanim","NbSynchro_LessConspicuous","NbSynchroFemaleStart","MmeanDuration","FmeanDuration","EffectiveTime","MFTime1","MFTime02","MFTime2","FVisit1RateH","MVisit1RateH","DiffVisit1Rate","MFVisit1RateH","FTime1RateH","MTime1RateH","DiffTime1Rate","AlternationValue","SynchronyFeedValue","SynchronyMvtValue","PropSynchroFemaleStart"
4125,"2014\VN0138.xlsx",4,15,NA,NA,0,9.3,19.2,NA,NA,"Issie",NA,8,1,4,0,2.325,1.28,76.6000015258789,28.5,48.1,NA,12,3,9,14.8825062309543,15.04,7.28,7.76,44.4,5.6,22.2,0
4129,"2014\VN0141.xlsx",15,7,NA,NA,0.4,20.2,45.3,NA,NA,"Issie",NA,14,0,7,0,1.34666666666667,6.47142857142857,87.7,65.1,22.6,NA,5,10,5,15.0513112884835,30.99,13.82,17.17,66.7,0,33.3,NA
4135,"2014\VN0148.xlsx",20,14,NA,NA,0.4,39.8,33.6,NA,NA,"Issie",NA,27,1,30,0,1.99,2.4,89.2,73,16.2,NA,9,13,4,22.8699551569507,22.6,26.77,4.17,81.8,3,90.9,0
4137,"2014\VN0156.xlsx",19,15,NA,NA,0.3,11.6,26.5,NA,NA,"Issie",NA,25,4,21,2,0.610526315789473,1.76666666666667,89.1,37.8,51.3,NA,10,13,3,22.8956228956229,17.85,7.81,10.04,75.8,12.1,63.6,50
4138,"2014\VN0157.xlsx",30,20,NA,NA,0.3,22.5,25.4,NA,NA,"Issie",NA,27,8,30,4,0.750000000000001,1.27,88.2,47.6,40.6,NA,14,20,6,34.0136054421769,17.28,15.31,1.97,55.1,16.3,61.2,50
4139,"2014\VN0158.xlsx",33,31,NA,NA,0.1,11.7,24.7,NA,NA,"Issie",NA,36,19,40,8,0.354545454545455,0.796774193548388,88.2,36.3,51.9,NA,21,22,1,43.5374149659864,16.8,7.96,8.84,57.1,30.2,63.5,42.1
4141,"2014\VN0160.xlsx",20,10,NA,NA,1.2,28.2,29.5,NA,NA,"Issie",NA,16,1,13,0,1.41,2.95,85.9,56.5,29.4,NA,7,14,7,20.9545983701979,20.61,19.7,0.91,55.2,3.4,44.8,0
4142,"2014\VN0161.xlsx",9,17,NA,NA,1,12.4,42.7,NA,NA,"Issie",NA,16,3,13,2,1.37777777777778,2.51176470588235,87.4,54.1,33.3,NA,12,6,6,17.8489702517162,29.31,8.51,20.8,64,12,52,66.7
4143,"2014\VN0150.xlsx",1,14,NA,NA,0,0.200000000000003,40.6,NA,NA,"Issie",NA,2,1,1,0,0.200000000000003,2.9,85.2,40.8,44.4,NA,10,1,9,10.5633802816901,28.59,0.14,28.45,14.3,7.1,7.1,0
4144,"2014\VN0151.xlsx",44,13,NA,NA,0,5.8,5.7,NA,NA,"Issie",NA,22,9,24,6,0.131818181818182,0.438461538461538,87.9,11.5,76.4,NA,9,30,21,38.9078498293515,3.89,3.96,0.07,39.3,16.1,42.9,66.7
4145,"2014\VN0153.xlsx",1,40,NA,NA,0,0.5,31.6,NA,NA,"Issie",NA,2,0,2,0,0.5,0.789999999999999,87.7,32.1,55.6,NA,27,1,26,28.0501710376283,21.62,0.34,21.28,5,0,5,NA
4148,"2014\VN0162.xlsx",5,24,NA,NA,0,2.59999999999999,37.5,NA,NA,"Issie",NA,10,1,8,1,0.519999999999998,1.5625,84.9,40.1,44.8,NA,17,4,13,20.4946996466431,26.5,1.84,24.66,35.7,3.6,28.6,100
4152,"2014\VN0166.xlsx",23,20,NA,NA,0.4,17,35.2,NA,NA,"Issie",NA,33,7,31,2,0.739130434782609,1.76,88.4,51.8,36.6,NA,14,16,2,29.1855203619909,23.89,11.54,12.35,78.6,16.7,73.8,28.6
4153,"2014\VN0167.xlsx",17,23,NA,NA,3.1,30.6,54.6,NA,NA,"Issie",NA,22,5,24,1,1.8,2.37391304347826,90,82.1,7.9,NA,15,11,4,26.6666666666667,36.4,20.4,16,56.4,12.8,61.5,20
4154,"2014\VN0168.xlsx",11,10,NA,NA,0,3.5,17.1,NA,NA,"Issie",NA,16,3,8,2,0.318181818181819,1.71,73.3,20.6,52.7,NA,8,9,1,17.1896316507503,14,2.86,11.14,80,15,40,66.7
4156,"2014\VN0170.xlsx",17,28,NA,NA,0.1,12.6,16.4,NA,NA,"Issie",NA,21,7,20,4,0.741176470588235,0.585714285714287,89.4,28.9,60.5,NA,19,11,8,30.2013422818792,11.01,8.46,2.55,47.7,15.9,45.5,57.1
4159,"2014\VN0173.xlsx",25,22,NA,NA,1.5,5.20000000000001,40.8,NA,NA,"Issie",NA,31,11,23,6,0.208000000000001,1.85454545454545,88.5,44.5,44,NA,15,17,2,31.864406779661,27.66,3.53,24.13,67.4,23.9,50,54.5
4162,"2014\VN0175.xlsx",17,6,NA,NA,3.4,7.29999999999998,80.1,NA,NA,"Issie",NA,10,1,3,1,0.429411764705881,13.35,89,84,5,NA,4,11,7,15.5056179775281,54,4.92,49.08,45.5,4.5,13.6,100
4166,"2014\VN0179.xlsx",7,6,NA,NA,0,53.3,34.1,NA,NA,"Issie",NA,9,0,8,0,7.61428571428572,5.68333333333334,90,87.4,2.6,NA,4,5,1,8.66666666666667,22.73,35.53,12.8,75,0,66.7,NA
4167,"2014\VN0180.xlsx",21,17,NA,NA,1.1,12.7,46.3,NA,NA,"Issie",NA,23,9,25,6,0.604761904761904,2.72352941176471,80.7999984741211,57.9,22.9,NA,13,16,3,28.2178223150616,34.38,9.43,24.95,62.2,24.3,67.6,66.7
4168,"2014\VN0181.xlsx",16,15,NA,NA,0.1,29,37.1,NA,NA,"Issie",NA,21,2,20,0,1.8125,2.47333333333333,90,66,24,NA,10,11,1,20.6666666666667,24.73,19.33,5.4,70,6.7,66.7,0
4173,"2014\VN0186.xlsx",14,20,NA,NA,0,1.79999999999999,11.5,NA,NA,"Issie",NA,20,5,13,3,0.128571428571428,0.575000000000002,86.9,13.3,73.6,NA,14,10,4,23.4752589182969,7.94,1.24,6.7,60.6,15.2,39.4,60
4178,"2014\VN0191.xlsx",40,19,NA,NA,0.8,3.89999999999999,21.9,NA,NA,"Issie",NA,24,8,14,4,0.0974999999999997,1.15263157894737,88.6,25,63.6,NA,13,27,14,39.9548532731377,14.83,2.64,12.19,41.4,13.8,24.1,50
4179,"2014\VN0192.xlsx",29,31,NA,NA,0.4,9.9,40.6,NA,NA,"Issie",NA,42,19,52,7,0.341379310344828,1.30967741935484,89.5,50.1,39.4,NA,21,19,2,40.2234636871508,27.22,6.64,20.58,71.2,32.2,88.1,36.8
4185,"2014\VN0198.xlsx",16,16,NA,NA,0.5,23.7,43.1,NA,NA,"Issie",NA,28,3,24,1,1.48125,2.69375,90,66.3,23.7,NA,11,11,0,21.3333333333333,28.73,15.8,12.93,90.3,9.7,77.4,33.3
4186,"2014\VN0199.xlsx",14,38,NA,NA,0,2.80000000000002,21.1,NA,NA,"Issie",NA,16,4,9,3,0.200000000000002,0.555263157894736,86.9,23.9,63,NA,26,10,16,35.90333716916,14.57,1.93,12.64,31.4,7.8,17.6,75
4187,"2014\VN0200.xlsx",5,19,NA,NA,0.7,3.5,62.8,NA,NA,"Issie",NA,8,1,4,1,0.7,3.30526315789474,86.2,65.6,20.6,NA,13,3,10,16.7053364269142,43.71,2.44,41.27,34.8,4.3,17.4,100
4191,"2014\VN0204.xlsx",25,21,NA,NA,1.1,12.8,26.3,NA,NA,"Issie",NA,26,5,22,2,0.512,1.25238095238095,88.6,38,50.6,NA,14,17,3,31.1512415349887,17.81,8.67,9.14,57.8,11.1,48.9,40
4192,"2014\VN0205.xlsx",8,12,NA,NA,0,13.8,51.8,NA,NA,"Issie",NA,12,1,8,1,1.725,4.31666666666667,88.2,65.6,22.6,NA,8,5,3,13.6054421768707,35.24,9.39,25.85,63.2,5.3,42.1,100
4193,"2014\VN0206.xlsx",22,19,NA,NA,0.4,8.4,21.7,NA,NA,"Issie",NA,17,6,16,5,0.381818181818182,1.1421052631579,70.0999984741211,29.7,40.4,NA,16,19,3,35.0927254428994,18.57,7.19,11.38,42.5,15,40,83.3
4194,"2014\VN0207.xlsx",9,46,NA,NA,0.7,3.29999999999998,49.4,NA,NA,"Issie",NA,14,10,18,5,0.366666666666665,1.07391304347826,87.6,52,35.6,NA,32,6,26,37.6712328767123,33.84,2.26,31.58,25.9,18.5,33.3,50
4195,"2014\VN0208.xlsx",0,2,NA,NA,0,0,0.499999999999998,NA,NA,"Issie",NA,0,0,0,0,NA,0.249999999999999,10.9000007629395,0.499999999999998,10.4,NA,11,0,11,11.0091735413456,2.75,0,2.75,0,0,0,NA
4196,"2014\VN0209.xlsx",11,22,NA,NA,0,1.20000000000001,29.4,NA,NA,"Issie",NA,17,8,16,4,0.10909090909091,1.33636363636364,82.8,30.6,52.2,NA,16,8,8,23.9130434782609,21.3,0.87,20.43,53.1,25,50,50
4198,"2014\VN0211.xlsx",47,22,NA,NA,0.6,9.59999999999998,23.1,NA,NA,"Issie",NA,36,9,38,3,0.204255319148936,1.05,88.9,32.1,56.8,NA,15,32,17,46.5691788526434,15.59,6.48,9.11,52.9,13.2,55.9,33.3
4200,"2014\VN0213.xlsx",15,45,NA,NA,0.1,12.6,49.3,NA,NA,"Issie",NA,21,10,24,4,0.84,1.09555555555556,86.7,61.8,24.9,NA,31,10,21,41.522491349481,34.12,8.72,25.4,35.6,16.9,40.7,40
4201,"2014\VN0214.xlsx",0,8,NA,NA,0,0,75.3,NA,NA,"Issie",NA,0,0,0,0,NA,9.4125,88.7,75.3,13.4,NA,5,0,5,5.41149943630214,50.94,0,50.94,0,0,0,NA
4202,"2014\VN0215.xlsx",17,13,NA,NA,2.5,29.3,54.7,NA,NA,"Issie",NA,21,2,20,1,1.72352941176471,4.20769230769231,88.1,81.5,6.6,NA,9,12,3,20.4313280363224,37.25,19.95,17.3,72.4,6.9,69,50
4204,"2014\VN0217.xlsx",22,21,NA,NA,1.5,9.60000000000002,16.2,NA,NA,"Issie",NA,29,10,28,5,0.436363636363637,0.771428571428571,78.4,24.3,54.1,NA,16,17,1,32.9081632653061,12.4,7.35,5.05,69,23.8,66.7,50
4206,"2014\VN0220.xlsx",14,12,NA,NA,0.6,3.19999999999999,44.1,NA,NA,"Issie",NA,14,3,14,2,0.228571428571428,3.675,85.7,46.7,39,NA,8,10,2,18.2030338389732,30.88,2.24,28.64,56,12,56,66.7
4207,"2014\VN0221.xlsx",3,7,NA,NA,0.4,2.4,17.1,NA,NA,"Issie",NA,6,1,5,0,0.800000000000001,2.44285714285714,33.5999992370605,19.1,14.5,NA,13,5,8,17.8571432626167,30.54,4.29,26.25,66.7,11.1,55.6,0
4209,"2014\VN0223.xlsx",6,12,NA,NA,0.6,10.7,27.5,NA,NA,"Issie",NA,12,1,8,1,1.78333333333333,2.29166666666667,77.1,37.6,39.5,NA,9,5,4,14.0077821011673,21.4,8.33,13.07,70.6,5.9,47.1,100
4219,"2014\VN0234.xlsx",8,7,NA,NA,0.8,38.1,44,NA,NA,"Issie",NA,12,0,9,0,4.7625,6.28571428571429,85.7,81.3,4.4,NA,5,6,1,10.5017502917153,30.81,26.67,4.14,85.7,0,64.3,NA
4220,"2014\VN0235.xlsx",21,15,NA,NA,1.5,19.3,56.7,NA,NA,"Issie",NA,26,2,24,1,0.919047619047619,3.78,90,74.5,15.5,NA,10,14,4,24,37.8,12.87,24.93,74.3,5.7,68.6,50
4224,"2014\VN0241.xlsx",17,42,NA,NA,0.6,1.9,35.2,NA,NA,"Issie",NA,28,17,25,7,0.111764705882353,0.838095238095239,80.5,36.5,44,NA,31,13,18,43.9751552795031,26.24,1.42,24.82,48.3,29.3,43.1,41.2
4225,"2014\VN0243.xlsx",7,5,NA,NA,0.4,23.5,50.5,NA,NA,"Issie",NA,8,1,7,1,3.35714285714285,10.1,80.9,73.6,7.3,NA,4,5,1,8.89987639060569,37.45,17.43,20.02,72.7,9.1,63.6,100
4226,"2014\VN0244.xlsx",13,29,NA,NA,0,1.3,14.3,NA,NA,"Issie",NA,21,8,12,6,0.1,0.493103448275863,88.7,15.6,73.1,NA,20,9,11,28.4103720405862,9.67,0.88,8.79,51.2,19.5,29.3,75
4227,"2014\VN0245.xlsx",12,21,NA,NA,0.1,3.79999999999997,49.1,NA,NA,"Issie",NA,15,5,11,3,0.316666666666664,2.33809523809524,84.9,52.8,32.1,NA,15,8,7,23.321554770318,34.7,2.69,32.01,46.9,15.6,34.4,60
4230,"2014\VN0247.xlsx",14,22,NA,NA,0.3,2.19999999999999,23.2,NA,NA,"Issie",NA,15,5,12,1,0.157142857142856,1.05454545454545,86.5,25.1,61.4,NA,15,10,5,24.971098265896,16.09,1.53,14.56,42.9,14.3,34.3,20
4231,"2014\VN0248.xlsx",47,50,NA,NA,0.8,3.20000000000001,26.5,NA,NA,"Issie",NA,48,33,59,15,0.0680851063829789,0.53,84.9,28.9,56,NA,35,33,2,68.5512367491166,18.73,2.26,16.47,50,34.4,61.5,45.5
4234,"2014\VN0252.xlsx",19,10,NA,NA,1.1,21.9,26.2,NA,NA,"Issie",NA,17,5,12,3,1.15263157894737,2.62,87.7,47,40.7,NA,7,13,6,19.8403648802737,17.92,14.98,2.94,60.7,17.9,42.9,60
4236,"2014\VN0254.xlsx",15,18,NA,NA,0.3,2.8,51.3,NA,NA,"Issie",NA,22,5,16,2,0.186666666666666,2.85,85.5,53.8,31.7,NA,13,11,2,23.1578947368421,36,1.96,34.04,68.8,15.6,50,40
4240,"2014\VN0258.xlsx",57,52,NA,NA,2.5,17.1999999999999,14.5,NA,NA,"Issie",NA,56,32,84,15,0.301754385964911,0.278846153846154,86.9,29.1999999999999,57.7,NA,36,39,3,75.258918296893,10.01,11.88,1.87,51.9,29.6,77.8,46.9
4241,"2014\VN0259.xlsx",21,58,NA,NA,0.5,9.39999999999998,24.3999999999999,NA,NA,"Issie",NA,39,15,33,9,0.447619047619047,0.420689655172413,85.1,33.2999999999999,51.8,NA,41,15,26,55.6991774383079,17.2,6.63,10.57,50,19.2,42.3,60
4242,"2014\VN0260.xlsx",15,16,NA,NA,0.3,18.96,28.1,NA,NA,"Issie",NA,25,3,16,0,1.264,1.75625,86.6,46.76,39.8,NA,11,10,1,21.4780600461894,19.47,13.14,6.33,83.3,10,53.3,0
4244,"2014\VN0262.xlsx",16,16,NA,NA,4.2,32.1,54.5,NA,NA,"Issie",NA,24,3,26,2,2.00625,3.40625,84.3,82.4,1.9,NA,11,11,0,22.7758007117438,38.79,22.85,15.94,77.4,9.7,83.9,66.7
4255,"2014\VN0288.xlsx",14,32,NA,NA,0,1.40000000000001,26.2,NA,NA,"Issie",NA,22,10,22,5,0.100000000000001,0.81875,88.8,27.6,61.2,NA,22,9,13,31.0810810810811,17.7,0.95,16.75,48.9,22.2,48.9,50
4256,"2014\VN0289.xlsx",14,11,NA,NA,0.3,3.69999999999999,37.8,NA,NA,"Issie",NA,16,1,4,0,0.264285714285714,3.43636363636363,88.6,41.2,47.4,NA,7,9,2,16.9300225733634,25.6,2.51,23.09,66.7,4.2,16.7,0
4259,"2014\VN0292.xlsx",16,10,NA,NA,2.7,30.3,34.9,NA,NA,"Issie",NA,14,2,10,1,1.89375,3.49,87.1,62.5,24.6,NA,7,11,4,17.910447761194,24.04,20.87,3.17,56,8,40,50
4262,"2014\VN0294.xlsx",18,11,NA,NA,0.8,27.3,45.9,NA,NA,"Issie",NA,12,3,15,1,1.51666666666667,4.17272727272727,87.3,72.4,14.9,NA,8,12,4,19.9312714776632,31.55,18.76,12.79,42.9,10.7,53.6,33.3
4265,"2014\VN0297.xlsx",16,27,NA,NA,0.6,8.5,27.8,NA,NA,"Issie",NA,23,5,12,0,0.53125,1.02962962962963,87,35.7,51.3,NA,19,11,8,29.6551724137931,19.17,5.86,13.31,54.8,11.9,28.6,0
4272,"2014\VN0304.xlsx",17,20,NA,NA,1.8,17.8,35.5,NA,NA,"Issie",NA,24,6,22,2,1.04705882352941,1.775,87.8,51.5,36.3,NA,14,12,2,25.2847380410023,24.26,12.16,12.1,66.7,16.7,61.1,33.3
4273,"2014\VN0305.xlsx",14,47,NA,NA,0,4.29999999999999,13.4,NA,NA,"Issie",NA,20,4,10,2,0.307142857142856,0.285106382978724,86,17.7,68.3,NA,33,10,23,42.5581395348837,9.35,3,6.35,33.3,6.7,16.7,50
4279,"2014\VN0311.xlsx",14,22,NA,NA,2,23.1,8.50000000000001,NA,NA,"Issie",NA,16,7,20,4,1.65,0.386363636363637,59.1000015258789,29.6,29.5,NA,22,14,8,36.5482224066301,8.63,23.45,14.82,45.7,20,57.1,57.1
4281,"2014\VN0313.xlsx",10,28,NA,NA,0.2,1.60000000000001,24.6,NA,NA,"Issie",NA,16,4,11,1,0.160000000000001,0.878571428571428,85,26,59,NA,20,7,13,26.8235294117647,17.36,1.13,16.23,43.2,10.8,29.7,25
4290,"2014\VN0325.xlsx",16,11,NA,NA,0.2,28.6,28.4,NA,NA,"Issie",NA,15,5,14,3,1.7875,2.58181818181818,64.6,56.8,7.8,NA,10,15,5,25.077399380805,26.38,26.56,0.18,57.7,19.2,53.8,60
4292,"2014\VN0327.xlsx",8,12,NA,NA,0.2,2.9,25.9,NA,NA,"Issie",NA,12,0,7,0,0.3625,2.15833333333333,88.1,28.6,59.5,NA,8,5,3,13.6208853575482,17.64,1.98,15.66,63.2,0,36.8,NA
4294,"2014\VN0329.xlsx",30,19,NA,NA,1.9,9.52000000000003,58.3,NA,NA,"Issie",NA,35,4,33,2,0.317333333333334,3.06842105263158,88.8,65.92,22.9,NA,13,20,7,33.1081081081081,39.39,6.43,32.96,72.9,8.3,68.8,50
4299,"2014\VN0334.xlsx",21,13,NA,NA,1.3,3.30000000000003,32.4,NA,NA,"Issie",NA,14,4,11,2,0.157142857142858,2.49230769230769,87.1,34.4,52.7,NA,9,14,5,23.4213547646383,22.32,2.27,20.05,42.4,12.1,33.3,50
4303,"2014\VN0339.xlsx",16,33,NA,NA,0.6,9.79999999999997,19.2,NA,NA,"Issie",NA,28,9,24,4,0.612499999999998,0.581818181818181,74.5999984741211,28.4,46.2,NA,27,13,14,39.4101884736619,15.44,7.88,7.56,58.3,18.8,50,44.4
4309,"2014\VN0346.xlsx",5,6,NA,NA,0.2,3.8,38.2,NA,NA,"Issie",NA,6,0,3,0,0.76,6.36666666666667,71.8000030517578,41.8,30,NA,5,4,1,9.19220016640155,31.92,3.18,28.74,60,0,30,NA
4314,"2014\VN0352.xlsx",21,19,NA,NA,1.7,11.9,35,NA,NA,"Issie",NA,27,7,21,4,0.566666666666667,1.8421052631579,90,45.2,44.8,NA,13,14,1,26.6666666666667,23.33,7.93,15.4,69.2,17.9,53.8,57.1
4315,"2014\VN0354.xlsx",24,38,NA,NA,0.1,2.20000000000001,8.19999999999997,NA,NA,"Issie",NA,33,10,19,5,0.091666666666667,0.21578947368421,88.4,10.3,78.1,NA,26,16,10,42.0814479638009,5.57,1.49,4.08,54.1,16.4,31.1,50
4318,"2014\VN0356.xlsx",36,0,NA,NA,0,34.7,0,NA,NA,"Issie",NA,0,0,0,0,0.963888888888889,NA,85.3,34.7,50.6,NA,0,25,25,25.3223915592028,0,24.41,24.41,0,0,0,NA
4320,"2014\VN0358.xlsx",22,15,NA,NA,0.1,2.29999999999997,16.6,NA,NA,"Issie",NA,26,6,11,1,0.104545454545453,1.10666666666667,84.2,18.8,65.4,NA,11,16,5,26.3657957244656,11.83,1.64,10.19,72.2,16.7,30.6,16.7
4327,"2014\VN0365.xlsx",25,14,NA,NA,1,15.5,19.1,NA,NA,"Issie",NA,17,2,11,2,0.620000000000002,1.36428571428571,87.1,33.6,53.5,NA,10,17,7,26.865671641791,13.16,10.68,2.48,44.7,5.3,28.9,100
4330,"2014\VN0368.xlsx",8,6,NA,NA,0,3,2.30000000000001,NA,NA,"Issie",NA,9,0,1,0,0.375,0.383333333333335,68.4999969482422,5.30000000000001,63.2,NA,5,7,2,12.2627742689492,2.01,2.63,0.62,69.2,0,7.7,NA
4335,"2014\VN0374.xlsx",20,27,NA,NA,0.4,8.60000000000005,6.99999999999998,NA,NA,"Issie",NA,25,7,15,4,0.430000000000002,0.259259259259258,88.8,15.2,73.6,NA,18,14,4,31.7567567567568,4.73,5.81,1.08,54.3,15.2,32.6,57.1
4340,"2014\VN0379.xlsx",8,16,NA,NA,0,2.80000000000001,20.7,NA,NA,"Issie",NA,10,1,7,0,0.350000000000002,1.29375,87.9,23.5,64.4,NA,11,5,6,16.382252559727,14.13,1.91,12.22,43.5,4.3,30.4,0
4341,"2014\VN0380.xlsx",12,36,NA,NA,0.1,7.49999999999999,26,NA,NA,"Issie",NA,20,8,20,5,0.624999999999999,0.722222222222222,88.8,33.4,55.4,NA,24,8,16,32.4324324324324,17.57,5.07,12.5,42.6,17,42.6,62.5
4344,"2014\VN0383.xlsx",6,11,NA,NA,0.9,33.9,36.3,NA,NA,"Issie",NA,12,0,9,0,5.65,3.3,88.5,69.3,19.2,NA,7,4,3,11.5254237288136,24.61,22.98,1.63,75,0,56.2,NA
4347,"2014\VN0386.xlsx",24,42,NA,NA,0.4,10.6,24.5,NA,NA,"Issie",NA,36,14,40,6,0.441666666666666,0.583333333333334,90,34.7,55.3,NA,28,16,12,44,16.33,7.07,9.26,55.4,21.5,61.5,42.9
4352,"2014\VN0391.xlsx",17,12,NA,NA,0.2,8.60000000000001,32.1,NA,NA,"Issie",NA,21,2,8,2,0.505882352941177,2.675,86.7,40.5,46.2,NA,8,12,4,20.0692041522491,22.21,5.95,16.26,75,7.1,28.6,100
4353,"2014\VN0392.xlsx",17,16,NA,NA,0.1,15.7,26.3,NA,NA,"Issie",NA,24,1,13,1,0.923529411764704,1.64375,88.5,41.9,46.6,NA,11,12,1,22.3728813559322,17.83,10.64,7.19,75,3.1,40.6,100
4355,"2014\VN0394.xlsx",10,10,NA,NA,0.2,21.2,50.1,NA,NA,"Issie",NA,15,0,11,0,2.12,5.01,88.6,71.1,17.5,NA,7,7,0,13.5440180586907,33.93,14.36,19.57,78.9,0,57.9,NA
4356,"2014\VN0395.xlsx",61,0,NA,NA,0,20,0,NA,NA,"Issie",NA,0,0,0,0,0.327868852459016,NA,83.9,20,63.9,NA,0,44,44,43.6233611442193,0,14.3,14.3,0,0,0,NA
4366,"2014\VN0405.xlsx",13,12,NA,NA,0.2,10.6,19.5,NA,NA,"Issie",NA,16,3,12,2,0.815384615384616,1.625,86.3,29.9,56.4,NA,8,9,1,17.3812282734647,13.56,7.37,6.19,66.7,12.5,50,66.7
4367,"2014\VN0406.xlsx",33,17,NA,NA,1.2,6.89999999999999,10.3,NA,NA,"Issie",NA,30,9,21,5,0.209090909090909,0.605882352941176,86.4,16,70.4,NA,12,23,11,34.7222222222222,7.15,4.79,2.36,61.2,18.4,42.9,55.6
4371,"2014\VN0410.xlsx",13,13,NA,NA,0.8,13.9,24.2,NA,NA,"Issie",NA,16,2,4,1,1.06923076923077,1.86153846153846,87.3,37.3,50,NA,9,9,0,17.8694158075601,16.63,9.55,7.08,64,8,16,50
4377,"2014\VN0416.xlsx",30,21,NA,NA,0.4,8.40000000000001,14.2,NA,NA,"Issie",NA,31,9,31,6,0.28,0.676190476190476,87.9,22.2,65.7,NA,14,20,6,34.8122866894198,9.69,5.73,3.96,62,18,62,66.7
4378,"2014\VN0417.xlsx",29,13,NA,NA,0,3.40000000000002,5.39999999999998,NA,NA,"Issie",NA,21,5,7,5,0.117241379310345,0.415384615384614,89,8.8,80.2,NA,9,20,11,28.314606741573,3.64,2.29,1.35,51.2,12.2,17.1,100
4380,"2014\VN0419.xlsx",0,32,NA,NA,0,0,41.2,NA,NA,"Issie",NA,0,0,0,0,NA,1.2875,88.6,41.2,47.4,NA,22,0,22,21.6704288939052,27.9,0,27.9,0,0,0,NA
4381,"2014\VN0420.xlsx",14,32,NA,NA,0.1,3.70000000000001,27.7,NA,NA,"Issie",NA,28,7,18,4,0.264285714285715,0.865625,88.6,31.3,57.3,NA,22,9,13,31.1512415349887,18.76,2.51,16.25,62.2,15.6,40,57.1
4385,"2014\VN0424.xlsx",24,0,NA,NA,0,28.1,0,NA,NA,"Issie",NA,0,0,0,0,1.17083333333333,NA,89.2,28.1,61.1,NA,0,16,16,16.1434977578475,0,18.9,18.9,0,0,0,NA
4390,"2014\VN0429.xlsx",10,14,NA,NA,0.1,5.49999999999998,26.85,NA,NA,"Issie",NA,15,3,7,2,0.549999999999998,1.91785714285714,86.6,32.25,54.4,NA,10,7,3,16.6281755196305,18.6,3.81,14.79,65.2,13,30.4,66.7
4392,"2014\VN0431.xlsx",13,17,NA,NA,0.1,4.7,20.8,NA,NA,"Issie",NA,21,3,10,2,0.361538461538461,1.22352941176471,86.6,25.4,61.2,NA,12,9,3,20.7852193995381,14.41,3.26,11.15,72.4,10.3,34.5,66.7
4393,"2014\VN0432.xlsx",2,18,NA,NA,0.1,0.899999999999999,10.1,NA,NA,"Issie",NA,4,1,3,0,0.449999999999999,0.56111111111111,86.5,10.9,75.6,NA,12,1,11,13.8728323699422,7.01,0.62,6.39,21.1,5.3,15.8,0
4394,"2014\VN0433.xlsx",7,18,NA,NA,0,1.40000000000001,34.2,NA,NA,"Issie",NA,10,1,2,1,0.200000000000001,1.9,63.2999969482422,35.6,27.7,NA,17,7,10,23.6966836068964,32.42,1.33,31.09,41.7,4.2,8.3,100
4401,"2014\VN0440.xlsx",17,20,NA,NA,3.1,11.9,24.2,NA,NA,"Issie",NA,20,3,9,1,0.699999999999999,1.21,87.2,33,54.2,NA,14,12,2,25.4587155963303,16.65,8.19,8.46,55.6,8.3,25,33.3
4402,"2014\VN0441.xlsx",10,22,NA,NA,4.8,42.2,20.8,NA,NA,"Issie",NA,19,2,21,1,4.22,0.945454545454544,87.5,58.2,29.3,NA,15,7,8,21.9428571428571,14.26,28.94,14.68,61.3,6.5,67.7,50
4406,"2014\VN0445.xlsx",18,14,NA,NA,0.1,1.30000000000003,7.50000000000001,NA,NA,"Issie",NA,20,7,12,3,0.072222222222224,0.535714285714287,86.1,8.70000000000005,77.4,NA,10,13,3,22.2996515679443,5.23,0.91,4.32,64.5,22.6,38.7,42.9
4412,"2014\VN0451.xlsx",0,22,NA,NA,0,0,37,NA,NA,"Issie",NA,0,0,0,0,NA,1.68181818181818,87.3,37,50.3,NA,15,0,15,15.1202749140893,25.43,0,25.43,0,0,0,NA
4416,"2014\VN0455.xlsx",18,9,NA,NA,0.4,8.2,32.3,NA,NA,"Issie",NA,14,1,12,0,0.455555555555555,3.58888888888889,89.1,40.1,49,NA,6,12,6,18.1818181818182,21.75,5.52,16.23,53.8,3.8,46.2,0
4418,"2014\VN0457.xlsx",32,12,NA,NA,0,26.5,12.9,NA,NA,"Issie",NA,17,4,15,2,0.828125,1.075,88.9,39.4,49.5,NA,8,22,14,29.6962879640045,8.71,17.89,9.18,39.5,9.3,34.9,50
4423,"2014\VN0462.xlsx",40,33,NA,NA,1.7,8.5,30.4,NA,NA,"Issie",NA,47,17,41,9,0.2125,0.921212121212121,89.1,37.2,51.9,NA,22,27,5,49.1582491582492,20.47,5.72,14.75,65.3,23.6,56.9,52.9
4424,"2014\VN0463.xlsx",40,37,NA,NA,0.7,14.2,9.49999999999997,NA,NA,"Issie",NA,37,16,35,6,0.355,0.256756756756756,89.6,23,66.6,NA,25,27,2,51.5625,6.36,9.51,3.15,48.7,21.1,46.1,37.5
4427,"2014\VN0466.xlsx",31,14,NA,NA,0.7,4.00000000000001,35,NA,NA,"Issie",NA,22,12,20,5,0.129032258064516,2.5,88.8,38.3,50.5,NA,9,21,12,30.4054054054054,23.65,2.7,20.95,50,27.3,45.5,41.7
