"DVDRef","NbAlternation","Type"
"4954","18","2_Switch"
"4955","16","2_Switch"
"4956","14","2_Switch"
"4957","26","2_Switch"
"4964","9","2_Switch"
"4965","51","2_Switch"
"4966","20","2_Switch"
"4968","12","2_Switch"
"4971","14","2_Switch"
"4972","20","2_Switch"
"4973","14","2_Switch"
"4974","21","2_Switch"
"4976","13","2_Switch"
"4977","45","2_Switch"
"4978","13","2_Switch"
"4979","23","2_Switch"
"4980","33","2_Switch"
"4983","14","2_Switch"
"4984","34","2_Switch"
"4987","16","2_Switch"
"4988","26","2_Switch"
"4990","30","2_Switch"
"4991","15","2_Switch"
"4995","17","2_Switch"
"5001","10","2_Switch"
"5003","16","2_Switch"
"5006","37","2_Switch"
"5012","26","2_Switch"
"5013","22","2_Switch"
"5017","17","2_Switch"
"5018","12","2_Switch"
"5019","2","2_Switch"
"5023","28","2_Switch"
"5026","12","2_Switch"
"5027","26","2_Switch"
"5030","18","2_Switch"
"5031","4","2_Switch"
"5032","2","2_Switch"
"5035","20","2_Switch"
"5036","33","2_Switch"
"5039","20","2_Switch"
"5040","6","2_Switch"
"5044","6","2_Switch"
"5050","12","2_Switch"
"5052","24","2_Switch"
"5053","14","2_Switch"
"5055","30","2_Switch"
"5058","28","2_Switch"
"5060","17","2_Switch"
"5062","12","2_Switch"
"5063","12","2_Switch"
"5065","30","2_Switch"
"5066","7","2_Switch"
"5070","24","2_Switch"
"5073","4","2_Switch"
"5074","7","2_Switch"
"5075","16","2_Switch"
"5078","20","2_Switch"
"5139","39","2_Switch"
"5141","14","2_Switch"
"5142","20","2_Switch"
"1","2","3_Within"
"36","8.88","3_Within"
"39","12.6","3_Within"
"45","15.98","3_Within"
"69","13.78","3_Within"
"71","2.78","3_Within"
"74","6.64","3_Within"
"79","8.96","3_Within"
"81","5.6","3_Within"
"84","11.08","3_Within"
"89","18.92","3_Within"
"90","5.84","3_Within"
"103","16.42","3_Within"
"105","8.1","3_Within"
"106","16.94","3_Within"
"107","4","3_Within"
"108","22.08","3_Within"
"109","22.74","3_Within"
"110","21.02","3_Within"
"113","16.02","3_Within"
"114","2","3_Within"
"115","12.24","3_Within"
"119","13.08","3_Within"
"122","14.38","3_Within"
"123","15.14","3_Within"
"126","19.34","3_Within"
"127","16.58","3_Within"
"130","36.94","3_Within"
"133","3","3_Within"
"141","15.42","3_Within"
"146","16.24","3_Within"
"148","20.42","3_Within"
"157","21.54","3_Within"
"172","12.86","3_Within"
"173","15.94","3_Within"
"175","18.5","3_Within"
"183","11.58","3_Within"
"186","10.22","3_Within"
"188","22.26","3_Within"
"191","18.5","3_Within"
"194","15.2","3_Within"
"197","18.38","3_Within"
"200","14.14","3_Within"
"205","6.98","3_Within"
"208","5.16","3_Within"
"210","13.1","3_Within"
"211","11.12","3_Within"
"213","18.34","3_Within"
"220","14.52","3_Within"
"221","11.62","3_Within"
"224","24.62","3_Within"
"225","27.1","3_Within"
"226","33.42","3_Within"
"228","19.64","3_Within"
"229","24.66","3_Within"
"230","7.8","3_Within"
"231","11","3_Within"
"233","14.72","3_Within"
"235","23.92","3_Within"
"236","20.72","3_Within"
"237","15.34","3_Within"
"238","11.34","3_Within"
"239","17.5","3_Within"
"240","23.62","3_Within"
"246","12.14","3_Within"
"247","25.02","3_Within"
"250","17.14","3_Within"
"252","9","3_Within"
"256","34.98","3_Within"
"257","29.7","3_Within"
"259","14.98","3_Within"
"260","28.56","3_Within"
"262","24.34","3_Within"
"263","20.58","3_Within"
"264","31.52","3_Within"
"265","14.26","3_Within"
"268","23.02","3_Within"
"269","31.82","3_Within"
"270","10.2","3_Within"
"274","34.84","3_Within"
"276","6","3_Within"
"277","15.32","3_Within"
"278","14","3_Within"
"281","13.72","3_Within"
"290","8.44","3_Within"
"293","16.04","3_Within"
"297","11.98","3_Within"
"303","16.1","3_Within"
"304","3","3_Within"
"306","3.58","3_Within"
"307","27.7","3_Within"
"308","6.78","3_Within"
"311","19.96","3_Within"
"313","8.66","3_Within"
"319","8.84","3_Within"
"320","16.8","3_Within"
"321","12.02","3_Within"
"323","2","3_Within"
"329","7.42","3_Within"
"330","6.8","3_Within"
"333","30.76","3_Within"
"334","5.16","3_Within"
"338","7.92","3_Within"
"344","11.82","3_Within"
"345","12.44","3_Within"
"346","8.8","3_Within"
"348","15.86","3_Within"
"355","20.18","3_Within"
"356","12.3","3_Within"
"358","11.54","3_Within"
"359","11.66","3_Within"
"360","3.24","3_Within"
"361","14.42","3_Within"
"362","3","3_Within"
"363","2","3_Within"
"367","12.06","3_Within"
"368","31.58","3_Within"
"369","12","3_Within"
"372","7.24","3_Within"
"375","16.66","3_Within"
"379","11.62","3_Within"
"381","2","3_Within"
"382","13.26","3_Within"
"383","15.5","3_Within"
"388","25.94","3_Within"
"390","20.14","3_Within"
"391","15.94","3_Within"
"394","11.6","3_Within"
"396","27.5","3_Within"
"403","19.66","3_Within"
"413","23.74","3_Within"
"415","10.04","3_Within"
"424","21.4","3_Within"
"427","26.94","3_Within"
"433","13.1","3_Within"
"434","25.4","3_Within"
"440","8.36","3_Within"
"446","16.5","3_Within"
"447","13.34","3_Within"
"449","10.42","3_Within"
"450","24.7","3_Within"
"451","6","3_Within"
"452","32.16","3_Within"
"453","9.68","3_Within"
"454","27.26","3_Within"
"456","13.52","3_Within"
"458","14.12","3_Within"
"459","6.6","3_Within"
"462","4","3_Within"
"464","3","3_Within"
"465","10.72","3_Within"
"470","12.82","3_Within"
"471","6.82","3_Within"
"476","4","3_Within"
"477","5.7","3_Within"
"478","14.42","3_Within"
"481","12.12","3_Within"
"492","15.36","3_Within"
"495","10.28","3_Within"
"496","12.34","3_Within"
"499","13.24","3_Within"
"500","11.4","3_Within"
"509","23.06","3_Within"
"515","20.06","3_Within"
"517","21.48","3_Within"
"524","38.88","3_Within"
"525","14.22","3_Within"
"528","11.22","3_Within"
"533","19.46","3_Within"
"534","7.12","3_Within"
"536","11.22","3_Within"
"537","17.84","3_Within"
"538","11.24","3_Within"
"539","12.16","3_Within"
"541","16.7","3_Within"
"542","19.9","3_Within"
"543","14.12","3_Within"
"545","9.5","3_Within"
"546","9.7","3_Within"
"547","19.7","3_Within"
"548","14.54","3_Within"
"550","9.96","3_Within"
"551","8.1","3_Within"
"552","7.46","3_Within"
"555","2.82","3_Within"
"556","8.22","3_Within"
"557","8.02","3_Within"
"579","12.4","3_Within"
"619","9.16","3_Within"
"694","13.66","3_Within"
"696","6.06","3_Within"
"702","4","3_Within"
"703","17.12","3_Within"
"704","12.7","3_Within"
"705","9.74","3_Within"
"706","11.34","3_Within"
"712","10.9","3_Within"
"715","16.78","3_Within"
"716","14.78","3_Within"
"717","15.36","3_Within"
"718","22.64","3_Within"
"719","13.78","3_Within"
"720","15.76","3_Within"
"721","7.94","3_Within"
"722","14.46","3_Within"
"723","10.16","3_Within"
"724","17.6","3_Within"
"725","15.32","3_Within"
"726","17.68","3_Within"
"727","2","3_Within"
"728","18.48","3_Within"
"732","17.14","3_Within"
"733","20.08","3_Within"
"734","18.52","3_Within"
"735","9.64","3_Within"
"736","9.28","3_Within"
"737","16.68","3_Within"
"738","11.86","3_Within"
"740","16.44","3_Within"
"741","12.22","3_Within"
"743","10.14","3_Within"
"745","15.98","3_Within"
"746","13.26","3_Within"
"747","23.38","3_Within"
"748","9.58","3_Within"
"749","16.76","3_Within"
"750","7.76","3_Within"
"751","18.16","3_Within"
"753","12.06","3_Within"
"755","18.3","3_Within"
"756","15.92","3_Within"
"757","14.7","3_Within"
"758","5.16","3_Within"
"759","22.68","3_Within"
"760","18.54","3_Within"
"762","16.5","3_Within"
"764","15.06","3_Within"
"765","14.54","3_Within"
"766","4","3_Within"
"767","5.92","3_Within"
"769","4","3_Within"
"779","18.48","3_Within"
"780","22.68","3_Within"
"782","5.84","3_Within"
"789","17.9","3_Within"
"790","21.04","3_Within"
"792","6.34","3_Within"
"798","16.44","3_Within"
"799","16.14","3_Within"
"803","38.64","3_Within"
"811","16.6","3_Within"
"812","15.48","3_Within"
"813","15.78","3_Within"
"815","8.76","3_Within"
"817","15.28","3_Within"
"844","35.5","3_Within"
"845","16.02","3_Within"
"852","24.16","3_Within"
"854","26.5","3_Within"
"921","23.96","3_Within"
"924","18.02","3_Within"
"933","17.06","3_Within"
"934","13.74","3_Within"
"936","14.58","3_Within"
"937","9.16","3_Within"
"938","29.56","3_Within"
"951","16.54","3_Within"
"959","2","3_Within"
"972","26.1","3_Within"
"973","18.84","3_Within"
"985","7.08","3_Within"
"990","25.1","3_Within"
"992","10.68","3_Within"
"993","18.08","3_Within"
"1012","22.76","3_Within"
"1013","11.66","3_Within"
"1014","7.28","3_Within"
"1019","16.64","3_Within"
"1022","29.46","3_Within"
"1029","31.78","3_Within"
"1036","6.44","3_Within"
"1040","21.54","3_Within"
"1046","20.28","3_Within"
"1051","17.88","3_Within"
"1056","18.8","3_Within"
"1061","30.32","3_Within"
"1063","21.3","3_Within"
"1064","31.3","3_Within"
"1072","18.46","3_Within"
"1076","9.92","3_Within"
"1077","11.2","3_Within"
"1082","20.4","3_Within"
"1084","20.24","3_Within"
"1090","22.9","3_Within"
"1091","23.36","3_Within"
"1093","13.34","3_Within"
"1094","31.16","3_Within"
"1095","2","3_Within"
"1105","16.38","3_Within"
"1112","14.74","3_Within"
"1115","14.7","3_Within"
"1116","36.36","3_Within"
"1117","29.4","3_Within"
"1125","19.98","3_Within"
"1127","7.48","3_Within"
"1128","14.86","3_Within"
"1129","18.94","3_Within"
"1136","13.48","3_Within"
"1137","24.24","3_Within"
"1138","26.58","3_Within"
"1146","14.42","3_Within"
"1147","15.48","3_Within"
"1148","22.34","3_Within"
"1155","10.06","3_Within"
"1162","24.52","3_Within"
"1163","14.68","3_Within"
"1164","14.72","3_Within"
"1165","25.24","3_Within"
"1166","14.7","3_Within"
"1177","31.1","3_Within"
"1183","11.66","3_Within"
"1185","16.02","3_Within"
"1186","11.94","3_Within"
"1187","6.54","3_Within"
"1195","12.14","3_Within"
"1210","18.96","3_Within"
"1211","5.06","3_Within"
"1221","2","3_Within"
"1223","19.68","3_Within"
"1224","11.92","3_Within"
"1228","20.2","3_Within"
"1230","25.1","3_Within"
"1233","4","3_Within"
"1243","7.8","3_Within"
"1244","21.18","3_Within"
"1246","17.72","3_Within"
"1256","7.3","3_Within"
"1257","27.04","3_Within"
"1264","6.78","3_Within"
"1267","23.72","3_Within"
"1270","17.88","3_Within"
"1291","19.3","3_Within"
"1293","25.46","3_Within"
"1299","18.94","3_Within"
"1302","14.74","3_Within"
"1308","14.76","3_Within"
"1313","13.98","3_Within"
"1326","16.12","3_Within"
"1333","12.7","3_Within"
"1344","12.94","3_Within"
"1349","12.62","3_Within"
"1350","18.26","3_Within"
"1351","16.14","3_Within"
"1352","9.16","3_Within"
"1353","11.14","3_Within"
"1356","3.7","3_Within"
"1364","6.92","3_Within"
"1372","21.48","3_Within"
"1373","14.4","3_Within"
"1383","11.9","3_Within"
"1386","1","3_Within"
"1397","9.72","3_Within"
"1401","11","3_Within"
"1403","19.52","3_Within"
"1414","10.26","3_Within"
"1415","12.7","3_Within"
"1416","11.52","3_Within"
"1418","19.44","3_Within"
"1425","19.9","3_Within"
"1426","18.36","3_Within"
"1434","17.22","3_Within"
"1440","15.2","3_Within"
"1441","18.06","3_Within"
"1442","20.36","3_Within"
"1447","12.52","3_Within"
"1449","17.64","3_Within"
"1450","10.78","3_Within"
"1452","23.26","3_Within"
"1454","7.66","3_Within"
"1457","14.36","3_Within"
"1458","18.56","3_Within"
"1459","27.8","3_Within"
"1463","25.24","3_Within"
"1464","16.78","3_Within"
"1465","18.32","3_Within"
"1466","37.62","3_Within"
"1467","31.9","3_Within"
"1469","11.2","3_Within"
"1472","6","3_Within"
"1473","12.12","3_Within"
"1474","9.52","3_Within"
"1475","7.3","3_Within"
"1477","13.84","3_Within"
"1481","25.86","3_Within"
"1482","14.4","3_Within"
"1490","15.14","3_Within"
"1494","11.5","3_Within"
"1495","18.36","3_Within"
"1496","12.5","3_Within"
"1497","15.92","3_Within"
"1498","17.32","3_Within"
"1499","10.52","3_Within"
"1500","21.14","3_Within"
"1501","11.36","3_Within"
"1503","11.04","3_Within"
"1504","16.14","3_Within"
"1505","20.66","3_Within"
"1506","19.66","3_Within"
"1509","25.08","3_Within"
"1515","13.38","3_Within"
"1516","9.74","3_Within"
"1519","23.56","3_Within"
"1520","21.66","3_Within"
"1521","12.44","3_Within"
"1527","15.68","3_Within"
"1528","17.9","3_Within"
"1533","16.26","3_Within"
"1535","11.9","3_Within"
"1542","15.42","3_Within"
"1544","20.86","3_Within"
"1551","24.96","3_Within"
"1557","19.2","3_Within"
"1558","14.08","3_Within"
"1560","19.36","3_Within"
"1561","34.54","3_Within"
"1562","13.98","3_Within"
"1563","18.08","3_Within"
"1564","9.04","3_Within"
"1565","4.18","3_Within"
"1567","10.5","3_Within"
"1568","16.66","3_Within"
"1569","22.88","3_Within"
"1571","21.52","3_Within"
"1575","15.62","3_Within"
"1576","5.14","3_Within"
"1585","2","3_Within"
"1586","16.14","3_Within"
"1588","2","3_Within"
"1589","12.68","3_Within"
"1599","15.46","3_Within"
"1603","11.06","3_Within"
"1606","13.46","3_Within"
"1611","10.64","3_Within"
"1614","3.88","3_Within"
"1617","7.48","3_Within"
"1624","5.88","3_Within"
"1627","15.34","3_Within"
"1631","1","3_Within"
"1634","9.2","3_Within"
"1635","6.12","3_Within"
"1639","15.12","3_Within"
"1641","23.32","3_Within"
"1642","9.62","3_Within"
"1643","9.16","3_Within"
"1644","6","3_Within"
"1645","21.38","3_Within"
"1647","14.72","3_Within"
"1648","25.6","3_Within"
"1649","9.7","3_Within"
"1650","19.46","3_Within"
"1651","23.9","3_Within"
"1653","11.66","3_Within"
"1655","17.36","3_Within"
"1657","10.72","3_Within"
"1659","20.84","3_Within"
"1660","18.26","3_Within"
"1661","12.74","3_Within"
"1662","18.58","3_Within"
"1664","13.3","3_Within"
"1665","18.98","3_Within"
"1666","22.76","3_Within"
"1667","10.88","3_Within"
"1668","14.86","3_Within"
"1669","17.36","3_Within"
"1670","4","3_Within"
"1671","25.4","3_Within"
"1672","44.2","3_Within"
"1673","10.72","3_Within"
"1675","5.4","3_Within"
"1676","16.92","3_Within"
"1677","7.52","3_Within"
"1686","13.18","3_Within"
"1693","2","3_Within"
"1694","20.08","3_Within"
"1695","6.42","3_Within"
"1696","15.58","3_Within"
"1697","23.42","3_Within"
"1698","23.9","3_Within"
"1699","6.4","3_Within"
"1700","11.18","3_Within"
"1701","2","3_Within"
"1702","14.94","3_Within"
"1703","15.02","3_Within"
"1704","14.48","3_Within"
"1708","14.8","3_Within"
"1709","15.64","3_Within"
"1710","14.76","3_Within"
"1713","15.32","3_Within"
"1718","14.7","3_Within"
"1727","13.42","3_Within"
"1729","5","3_Within"
"1731","21.3","3_Within"
"1732","16.46","3_Within"
"1733","24.92","3_Within"
"1734","20.26","3_Within"
"1735","9.9","3_Within"
"1736","35.52","3_Within"
"1737","45.08","3_Within"
"1738","19.86","3_Within"
"1739","26.84","3_Within"
"1740","22.4","3_Within"
"1741","12.56","3_Within"
"1742","9.48","3_Within"
"1743","14.02","3_Within"
"1745","10","3_Within"
"1746","10.26","3_Within"
"1747","12.98","3_Within"
"1748","34.48","3_Within"
"1749","24.08","3_Within"
"1750","33.16","3_Within"
"1752","9.94","3_Within"
"1753","12.54","3_Within"
"1754","16.38","3_Within"
"1755","10.86","3_Within"
"1758","9.32","3_Within"
"1779","7.5","3_Within"
"1784","6","3_Within"
"1786","18.4","3_Within"
"1791","4","3_Within"
"1794","26.52","3_Within"
"1803","29","3_Within"
"1805","12.94","3_Within"
"1813","31.7","3_Within"
"1815","19.22","3_Within"
"1822","10","3_Within"
"1824","22.48","3_Within"
"1829","30.6","3_Within"
"1830","25.44","3_Within"
"1834","9","3_Within"
"1835","5.3","3_Within"
"1836","31.78","3_Within"
"1839","27.82","3_Within"
"1842","4","3_Within"
"1843","14.24","3_Within"
"1845","17.04","3_Within"
"1847","38.96","3_Within"
"1848","12.84","3_Within"
"1851","16.94","3_Within"
"1854","19.14","3_Within"
"1857","21.56","3_Within"
"1861","20.5","3_Within"
"1864","24.74","3_Within"
"1866","10.44","3_Within"
"1868","8.56","3_Within"
"1871","18.8","3_Within"
"1872","9.68","3_Within"
"1876","2","3_Within"
"1878","20.8","3_Within"
"1880","7.64","3_Within"
"1883","19.8","3_Within"
"1886","13.86","3_Within"
"1887","9.06","3_Within"
"1892","11.52","3_Within"
"1896","6.44","3_Within"
"1906","9.82","3_Within"
"1911","6.94","3_Within"
"1915","14.12","3_Within"
"1916","14.58","3_Within"
"1917","23.82","3_Within"
"1921","10.6","3_Within"
"1926","41.58","3_Within"
"1927","7.66","3_Within"
"1928","8.38","3_Within"
"1937","14.96","3_Within"
"1946","23.6","3_Within"
"1949","23.34","3_Within"
"1953","46.02","3_Within"
"1963","15.08","3_Within"
"1964","17.16","3_Within"
"1965","12.5","3_Within"
"1969","11.98","3_Within"
"1973","12.74","3_Within"
"1975","21.54","3_Within"
"1977","22.2","3_Within"
"1979","28.96","3_Within"
"1981","45.74","3_Within"
"1985","39.02","3_Within"
"1986","34","3_Within"
"1987","30.52","3_Within"
"1995","24.22","3_Within"
"1997","17.44","3_Within"
"2000","20.92","3_Within"
"2002","12.64","3_Within"
"2004","10.82","3_Within"
"2005","5.86","3_Within"
"2012","13.64","3_Within"
"2014","14.92","3_Within"
"2015","17.6","3_Within"
"2078","11.1","3_Within"
"2106","20","3_Within"
"2107","8","3_Within"
"2111","9.7","3_Within"
"2113","6.84","3_Within"
"2114","10.72","3_Within"
"2119","9.48","3_Within"
"2122","13.64","3_Within"
"2128","11.26","3_Within"
"2134","13.82","3_Within"
"2140","7.6","3_Within"
"2155","14.76","3_Within"
"2167","14.46","3_Within"
"2173","11.44","3_Within"
"2183","13.84","3_Within"
"2185","17.24","3_Within"
"2187","16.66","3_Within"
"2188","19.56","3_Within"
"2191","14","3_Within"
"2192","19","3_Within"
"2194","18.48","3_Within"
"2196","19.62","3_Within"
"2199","21.68","3_Within"
"2201","13.92","3_Within"
"2230","11.06","3_Within"
"2231","11.44","3_Within"
"2236","25.7","3_Within"
"2239","20.66","3_Within"
"2240","13.78","3_Within"
"2241","26.74","3_Within"
"2242","30.2","3_Within"
"2244","20.18","3_Within"
"2248","12.9","3_Within"
"2250","24.56","3_Within"
"2253","39.82","3_Within"
"2254","27.98","3_Within"
"2257","16.74","3_Within"
"2258","27.56","3_Within"
"2260","25.24","3_Within"
"2261","25.84","3_Within"
"2268","23.58","3_Within"
"2269","22.12","3_Within"
"2270","27.26","3_Within"
"2271","32.28","3_Within"
"2273","16.64","3_Within"
"2275","25.18","3_Within"
"2276","13.84","3_Within"
"2279","19.86","3_Within"
"2281","5.62","3_Within"
"2282","15.76","3_Within"
"2284","24.16","3_Within"
"2288","11.18","3_Within"
"2290","14.16","3_Within"
"2292","16.34","3_Within"
"2294","19.08","3_Within"
"2296","15.28","3_Within"
"2302","15.54","3_Within"
"2310","4.78","3_Within"
"2313","5.96","3_Within"
"2316","10.22","3_Within"
"2317","6.7","3_Within"
"2318","15.86","3_Within"
"2322","13.44","3_Within"
"2325","18.22","3_Within"
"2326","9.22","3_Within"
"2330","9.8","3_Within"
"2332","13.74","3_Within"
"2334","13.76","3_Within"
"2335","25.74","3_Within"
"2337","21.9","3_Within"
"2339","18.48","3_Within"
"2345","1","3_Within"
"2346","21.02","3_Within"
"2351","20.14","3_Within"
"2352","25.38","3_Within"
"2353","21.2","3_Within"
"2354","18.76","3_Within"
"2356","19.14","3_Within"
"2361","29.26","3_Within"
"2362","11.6","3_Within"
"2363","30.98","3_Within"
"2364","17.16","3_Within"
"2370","10.02","3_Within"
"2375","26.14","3_Within"
"2376","16.66","3_Within"
"2382","5","3_Within"
"2383","2","3_Within"
"2384","10.38","3_Within"
"2388","12.82","3_Within"
"2389","9.44","3_Within"
"2391","23.66","3_Within"
"2392","20.32","3_Within"
"2393","13.6","3_Within"
"2394","25.2","3_Within"
"2396","15.5","3_Within"
"2398","26","3_Within"
"2401","23.58","3_Within"
"2402","13.92","3_Within"
"2403","13.86","3_Within"
"2408","20.34","3_Within"
"2409","23.82","3_Within"
"2410","22.06","3_Within"
"2415","30.22","3_Within"
"2420","23.38","3_Within"
"2424","16.4","3_Within"
"2425","15.72","3_Within"
"2441","25.4","3_Within"
"2442","18.08","3_Within"
"2444","33.14","3_Within"
"2446","16.46","3_Within"
"2448","30.88","3_Within"
"2449","20.1","3_Within"
"2450","6.46","3_Within"
"2452","5.58","3_Within"
"2453","21.3","3_Within"
"2455","35.36","3_Within"
"2456","24.62","3_Within"
"2457","4","3_Within"
"2459","20.04","3_Within"
"2461","10.74","3_Within"
"2465","17.5","3_Within"
"2467","2","3_Within"
"2470","23.72","3_Within"
"2473","17.62","3_Within"
"2475","2","3_Within"
"2476","22.44","3_Within"
"2480","18.32","3_Within"
"2481","28.68","3_Within"
"2482","20.08","3_Within"
"2484","16.36","3_Within"
"2485","7.12","3_Within"
"2489","19.78","3_Within"
"2490","10.32","3_Within"
"2491","16.74","3_Within"
"2492","20.04","3_Within"
"2494","13.82","3_Within"
"2495","10.98","3_Within"
"2499","15.04","3_Within"
"2500","14.96","3_Within"
"2501","16.48","3_Within"
"2504","16.6","3_Within"
"2505","29.34","3_Within"
"2507","12.32","3_Within"
"2508","12.3","3_Within"
"2509","10.52","3_Within"
"2510","6.84","3_Within"
"2511","36.32","3_Within"
"2512","18.56","3_Within"
"2514","23.94","3_Within"
"2515","21.54","3_Within"
"2516","16.76","3_Within"
"2520","10.9","3_Within"
"2521","17.12","3_Within"
"2522","11.04","3_Within"
"2523","16.5","3_Within"
"2524","9.6","3_Within"
"2525","10.9","3_Within"
"2526","22.1","3_Within"
"2527","27.66","3_Within"
"2528","2","3_Within"
"2529","15.68","3_Within"
"2530","8.38","3_Within"
"2531","15.6","3_Within"
"2532","18.44","3_Within"
"2534","16.32","3_Within"
"2535","4","3_Within"
"2536","9.6","3_Within"
"2537","13.94","3_Within"
"2538","19.48","3_Within"
"2540","15.38","3_Within"
"2541","19.74","3_Within"
"2542","32.24","3_Within"
"2543","17.52","3_Within"
"2544","13.48","3_Within"
"2558","12.62","3_Within"
"2559","15.36","3_Within"
"2563","17.08","3_Within"
"2568","14.44","3_Within"
"2569","14.54","3_Within"
"2570","17.64","3_Within"
"2574","33.42","3_Within"
"2576","18.1","3_Within"
"2577","10.7","3_Within"
"2579","4.94","3_Within"
"2580","7.22","3_Within"
"2582","12.5","3_Within"
"2583","15.62","3_Within"
"2586","16.68","3_Within"
"2587","25.32","3_Within"
"2588","15.5","3_Within"
"2589","30.78","3_Within"
"2590","29.88","3_Within"
"2591","14.82","3_Within"
"2592","10.06","3_Within"
"2593","23.82","3_Within"
"2594","14.68","3_Within"
"2595","2","3_Within"
"2598","11.92","3_Within"
"2599","14.54","3_Within"
"2600","30.26","3_Within"
"2602","9.96","3_Within"
"2606","35.98","3_Within"
"2607","16.42","3_Within"
"2608","15.86","3_Within"
"2612","7.46","3_Within"
"2613","9.92","3_Within"
"2616","1","3_Within"
"2617","19.92","3_Within"
"2619","19.28","3_Within"
"2623","10.2","3_Within"
"2625","23.12","3_Within"
"2626","15.68","3_Within"
"2627","27.26","3_Within"
"2632","2","3_Within"
"2637","27.34","3_Within"
"2638","5","3_Within"
"2640","14.94","3_Within"
"2641","14.68","3_Within"
"2642","17.4","3_Within"
"2645","19.88","3_Within"
"2646","29.88","3_Within"
"2647","19.48","3_Within"
"2649","27.66","3_Within"
"2658","10","3_Within"
"2659","18.38","3_Within"
"2664","13.36","3_Within"
"2666","13.94","3_Within"
"2670","5.68","3_Within"
"2673","27.28","3_Within"
"2679","18.78","3_Within"
"2680","14.56","3_Within"
"2681","12.28","3_Within"
"2688","22.56","3_Within"
"2690","15.6","3_Within"
"2692","17.22","3_Within"
"2693","11.58","3_Within"
"2696","13.8","3_Within"
"2697","13.42","3_Within"
"2698","12","3_Within"
"2699","13.46","3_Within"
"2700","9.64","3_Within"
"2701","17.48","3_Within"
"2705","12.78","3_Within"
"2706","8.44","3_Within"
"2707","8.98","3_Within"
"2708","14.22","3_Within"
"2709","25.48","3_Within"
"2710","11.54","3_Within"
"2711","21.42","3_Within"
"2712","17.32","3_Within"
"2713","16.46","3_Within"
"2714","19.24","3_Within"
"2715","12.42","3_Within"
"2716","14.14","3_Within"
"2717","18.88","3_Within"
"2718","23.1","3_Within"
"2719","24.48","3_Within"
"2720","10.84","3_Within"
"2721","23.42","3_Within"
"2722","10.5","3_Within"
"2723","24.96","3_Within"
"2724","9.54","3_Within"
"2726","13.4","3_Within"
"2727","25.58","3_Within"
"2730","13.86","3_Within"
"2731","50.48","3_Within"
"2732","16.48","3_Within"
"2733","15.94","3_Within"
"2734","16.88","3_Within"
"2735","25.64","3_Within"
"2736","19.44","3_Within"
"2738","7.1","3_Within"
"2739","18.98","3_Within"
"2741","31.38","3_Within"
"2743","7.62","3_Within"
"2744","9.8","3_Within"
"2745","20.34","3_Within"
"2747","22.54","3_Within"
"2748","11.66","3_Within"
"2749","25.36","3_Within"
"2750","15.5","3_Within"
"2753","9.94","3_Within"
"2754","19.66","3_Within"
"2758","16.12","3_Within"
"2760","10.94","3_Within"
"2763","4","3_Within"
"2766","20.08","3_Within"
"2767","20.58","3_Within"
"2768","29.96","3_Within"
"2771","20.62","3_Within"
"2773","6","3_Within"
"2774","12.74","3_Within"
"2775","11.46","3_Within"
"2779","9.46","3_Within"
"2781","16.6","3_Within"
"2782","15.2","3_Within"
"2785","28.46","3_Within"
"2786","15.24","3_Within"
"2790","2","3_Within"
"2792","14.14","3_Within"
"2793","12.58","3_Within"
"2797","7.72","3_Within"
"2799","9.9","3_Within"
"2803","10.06","3_Within"
"2806","15.16","3_Within"
"2809","11.8","3_Within"
"2811","6.84","3_Within"
"2812","19.68","3_Within"
"2814","19.7","3_Within"
"2818","30.84","3_Within"
"2819","10","3_Within"
"2823","15.24","3_Within"
"2824","17.64","3_Within"
"2827","20.22","3_Within"
"2829","18.54","3_Within"
"2831","13.98","3_Within"
"2833","22.44","3_Within"
"2834","15.56","3_Within"
"2835","10.26","3_Within"
"2836","15.94","3_Within"
"2844","13","3_Within"
"2845","13.42","3_Within"
"2846","27.02","3_Within"
"2848","18.58","3_Within"
"2849","17.72","3_Within"
"2850","15.24","3_Within"
"2852","13.46","3_Within"
"2857","19.56","3_Within"
"2858","12.42","3_Within"
"2859","28.78","3_Within"
"2860","24.78","3_Within"
"2861","17.42","3_Within"
"2862","23.22","3_Within"
"2863","19.78","3_Within"
"2865","12.94","3_Within"
"2866","9.54","3_Within"
"2867","23.98","3_Within"
"2868","12.34","3_Within"
"2869","14.52","3_Within"
"2870","9.22","3_Within"
"2879","9.54","3_Within"
"2884","9.26","3_Within"
"2889","20.7","3_Within"
"2890","14.98","3_Within"
"2891","17.28","3_Within"
"2892","5.4","3_Within"
"2894","11.68","3_Within"
"2895","12.16","3_Within"
"2897","8.82","3_Within"
"2898","7.96","3_Within"
"2899","13.94","3_Within"
"2901","12.06","3_Within"
"2905","14.9","3_Within"
"2907","14.7","3_Within"
"2908","17.42","3_Within"
"2909","13.42","3_Within"
"2913","22.06","3_Within"
"2914","20.82","3_Within"
"2915","18.24","3_Within"
"2916","33.34","3_Within"
"2918","10.2","3_Within"
"2920","14.02","3_Within"
"2921","10.72","3_Within"
"2924","6.26","3_Within"
"2926","22.46","3_Within"
"2928","8.32","3_Within"
"2929","23.94","3_Within"
"2940","8.22","3_Within"
"2950","4.92","3_Within"
"2975","13.2","3_Within"
"2985","7.06","3_Within"
"2988","22.26","3_Within"
"2989","16.7","3_Within"
