"DVDRef","NbS","Type","NbAMax","LineID"
"2892",0,"4_Among",10,"2227"
"2892",0,"3_Within",10,"2228"
"2892",0,"1_Observed",10,"2229"
"2894",3,"1_Observed",12,"2230"
"2894",2,"4_Among",12,"2231"
"2894",2,"3_Within",12,"2232"
"2895",0,"3_Within",14,"2233"
"2895",1,"4_Among",14,"2234"
"2895",2,"1_Observed",14,"2235"
"2897",0,"4_Among",14,"2236"
"2897",1,"1_Observed",14,"2237"
"2897",0,"3_Within",14,"2238"
"2898",0,"3_Within",10,"2239"
"2898",1,"1_Observed",10,"2240"
"2898",0,"4_Among",10,"2241"
"2899",1,"4_Among",18,"2242"
"2899",1,"3_Within",18,"2243"
"2899",1,"1_Observed",18,"2244"
"290",0,"4_Among",12,"2245"
"290",0,"3_Within",12,"2246"
"290",0,"1_Observed",12,"2247"
"2901",1,"1_Observed",20,"2248"
"2901",1,"4_Among",20,"2249"
"2901",1,"3_Within",20,"2250"
"2905",1,"1_Observed",16,"2251"
"2905",2,"3_Within",16,"2252"
"2905",2,"4_Among",16,"2253"
"2907",2,"3_Within",23,"2254"
"2907",4,"1_Observed",23,"2255"
"2907",1,"4_Among",23,"2256"
"2908",2,"4_Among",24,"2257"
"2908",2,"3_Within",24,"2258"
"2908",1,"1_Observed",24,"2259"
"2909",0,"1_Observed",24,"2260"
"2909",1,"4_Among",24,"2261"
"2909",1,"3_Within",24,"2262"
"2913",4,"1_Observed",30,"2263"
"2913",2,"3_Within",30,"2264"
"2913",3,"4_Among",30,"2265"
"2914",3,"3_Within",26,"2266"
"2914",4,"1_Observed",26,"2267"
"2914",2,"4_Among",26,"2268"
"2915",2,"4_Among",26,"2269"
"2915",3,"3_Within",26,"2270"
"2915",5,"1_Observed",26,"2271"
"2916",6,"1_Observed",36,"2272"
"2916",5,"4_Among",36,"2273"
"2916",5,"3_Within",36,"2274"
"2918",0,"3_Within",14,"2275"
"2918",0,"4_Among",14,"2276"
"2918",0,"1_Observed",14,"2277"
"2920",0,"4_Among",20,"2278"
"2920",1,"1_Observed",20,"2279"
"2920",2,"3_Within",20,"2280"
"2921",0,"3_Within",20,"2281"
"2921",3,"1_Observed",20,"2282"
"2921",1,"4_Among",20,"2283"
"2924",1,"4_Among",10,"2284"
"2924",0,"3_Within",10,"2285"
"2924",1,"1_Observed",10,"2286"
"2926",6,"1_Observed",34,"2287"
"2926",3,"4_Among",34,"2288"
"2926",6,"3_Within",34,"2289"
"2928",0,"1_Observed",12,"2290"
"2928",0,"3_Within",12,"2291"
"2928",0,"4_Among",12,"2292"
"2929",6,"3_Within",36,"2293"
"2929",11,"1_Observed",36,"2294"
"2929",7,"4_Among",36,"2295"
"293",2,"4_Among",24,"2296"
"293",2,"3_Within",24,"2297"
"293",5,"1_Observed",24,"2298"
"2940",0,"4_Among",10,"2299"
"2940",1,"3_Within",10,"2300"
"2940",0,"1_Observed",10,"2301"
"2950",0,"1_Observed",6,"2302"
"2950",0,"4_Among",6,"2303"
"2950",0,"3_Within",6,"2304"
"297",1,"1_Observed",24,"2305"
"297",0,"4_Among",24,"2306"
"297",2,"3_Within",24,"2307"
"2975",6,"1_Observed",18,"2308"
"2975",1,"3_Within",18,"2309"
"2975",1,"4_Among",18,"2310"
"2985",0,"3_Within",13,"2311"
"2985",1,"1_Observed",13,"2312"
"2985",0,"4_Among",13,"2313"
"2988",4,"4_Among",28,"2314"
"2988",5,"3_Within",28,"2315"
"2988",6,"1_Observed",28,"2316"
"2989",4,"1_Observed",28,"2317"
"2989",2,"4_Among",28,"2318"
"2989",3,"3_Within",28,"2319"
"2990",2,"4_Among",22,"2320"
"2990",2,"3_Within",22,"2321"
"2990",2,"1_Observed",22,"2322"
"2991",0,"1_Observed",20,"2323"
"2991",0,"3_Within",20,"2324"
"2991",1,"4_Among",20,"2325"
"2993",0,"1_Observed",15,"2326"
"2993",1,"4_Among",15,"2327"
"2993",0,"3_Within",15,"2328"
"2994",1,"3_Within",24,"2329"
"2994",1,"1_Observed",24,"2330"
"2994",0,"4_Among",24,"2331"
"2995",4,"3_Within",26,"2332"
"2995",4,"4_Among",26,"2333"
"2995",7,"1_Observed",26,"2334"
"2996",4,"3_Within",32,"2335"
"2996",4,"4_Among",32,"2336"
"2996",3,"1_Observed",32,"2337"
"2997",0,"3_Within",24,"2338"
"2997",1,"1_Observed",24,"2339"
"2997",2,"4_Among",24,"2340"
"2998",2,"3_Within",21,"2341"
"2998",1,"1_Observed",21,"2342"
"2998",2,"4_Among",21,"2343"
"3000",1,"3_Within",18,"2344"
"3000",1,"4_Among",18,"2345"
"3000",5,"1_Observed",18,"2346"
"3003",2,"3_Within",26,"2347"
"3003",3,"4_Among",26,"2348"
"3003",1,"1_Observed",26,"2349"
"3004",0,"3_Within",2,"2350"
"3004",0,"1_Observed",2,"2351"
"3004",0,"4_Among",2,"2352"
"3006",1,"3_Within",14,"2353"
"3006",1,"1_Observed",14,"2354"
"3006",1,"4_Among",14,"2355"
"3007",1,"3_Within",20,"2356"
"3007",1,"4_Among",20,"2357"
"3007",2,"1_Observed",20,"2358"
"3009",2,"3_Within",28,"2359"
"3009",1,"4_Among",28,"2360"
"3009",3,"1_Observed",28,"2361"
"3010",0,"4_Among",14,"2362"
"3010",1,"3_Within",14,"2363"
"3010",2,"1_Observed",14,"2364"
"3011",2,"4_Among",22,"2365"
"3011",2,"3_Within",22,"2366"
"3011",2,"1_Observed",22,"2367"
"3012",2,"4_Among",25,"2368"
"3012",1,"3_Within",25,"2369"
"3012",3,"1_Observed",25,"2370"
"3019",7,"3_Within",44,"2371"
"3019",6,"4_Among",44,"2372"
"3019",11,"1_Observed",44,"2373"
"3021",1,"3_Within",12,"2374"
"3021",0,"4_Among",12,"2375"
"3021",0,"1_Observed",12,"2376"
"3023",4,"3_Within",30,"2377"
"3023",2,"1_Observed",30,"2378"
"3023",3,"4_Among",30,"2379"
"3024",3,"3_Within",16,"2380"
"3024",3,"1_Observed",16,"2381"
"3024",3,"4_Among",16,"2382"
"3025",3,"3_Within",30,"2383"
"3025",3,"4_Among",30,"2384"
"3025",3,"1_Observed",30,"2385"
"3026",2,"3_Within",26,"2386"
"3026",1,"4_Among",26,"2387"
"3026",1,"1_Observed",26,"2388"
"3027",3,"3_Within",24,"2389"
"3027",2,"1_Observed",24,"2390"
"3027",4,"4_Among",24,"2391"
"3029",4,"3_Within",26,"2392"
"3029",4,"1_Observed",26,"2393"
"3029",5,"4_Among",26,"2394"
"303",1,"1_Observed",22,"2395"
"303",0,"3_Within",22,"2396"
"303",1,"4_Among",22,"2397"
"3030",8,"3_Within",32,"2398"
"3030",6,"4_Among",32,"2399"
"3030",9,"1_Observed",32,"2400"
"3033",1,"3_Within",12,"2401"
"3033",0,"4_Among",12,"2402"
"3033",1,"1_Observed",12,"2403"
"3034",0,"4_Among",10,"2404"
"3034",0,"3_Within",10,"2405"
"3034",0,"1_Observed",10,"2406"
"3035",1,"4_Among",10,"2407"
"3035",0,"3_Within",10,"2408"
"3035",1,"1_Observed",10,"2409"
"3039",1,"4_Among",20,"2410"
"3039",0,"3_Within",20,"2411"
"3039",0,"1_Observed",20,"2412"
"304",0,"3_Within",4,"2413"
"304",0,"1_Observed",4,"2414"
"304",0,"4_Among",4,"2415"
"3049",0,"3_Within",2,"2416"
"3049",0,"4_Among",2,"2417"
"3049",0,"1_Observed",2,"2418"
"306",0,"4_Among",6,"2419"
"306",0,"3_Within",6,"2420"
"306",0,"1_Observed",6,"2421"
"3063",0,"3_Within",12,"2422"
"3063",0,"4_Among",12,"2423"
"3063",0,"1_Observed",12,"2424"
"3065",1,"3_Within",18,"2425"
"3065",2,"1_Observed",18,"2426"
"3065",1,"4_Among",18,"2427"
"307",11,"1_Observed",48,"2428"
"307",6,"4_Among",48,"2429"
"307",7,"3_Within",48,"2430"
"3073",2,"3_Within",24,"2431"
"3073",2,"1_Observed",24,"2432"
"3073",2,"4_Among",24,"2433"
"3079",1,"3_Within",18,"2434"
"3079",0,"4_Among",18,"2435"
"3079",0,"1_Observed",18,"2436"
"308",1,"1_Observed",14,"2437"
"308",1,"3_Within",14,"2438"
"308",0,"4_Among",14,"2439"
"3082",3,"3_Within",28,"2440"
"3082",3,"4_Among",28,"2441"
"3082",5,"1_Observed",28,"2442"
"3097",1,"3_Within",22,"2443"
"3097",0,"1_Observed",22,"2444"
"3097",1,"4_Among",22,"2445"
"3099",4,"3_Within",34,"2446"
"3099",5,"1_Observed",34,"2447"
"3099",2,"4_Among",34,"2448"
"3100",0,"3_Within",22,"2449"
"3100",1,"4_Among",22,"2450"
"3100",1,"1_Observed",22,"2451"
"3102",0,"3_Within",12,"2452"
"3102",0,"4_Among",12,"2453"
"3102",0,"1_Observed",12,"2454"
"3106",4,"3_Within",36,"2455"
"3106",6,"1_Observed",36,"2456"
"3106",3,"4_Among",36,"2457"
"311",3,"3_Within",26,"2458"
"311",4,"1_Observed",26,"2459"
"311",2,"4_Among",26,"2460"
"3110",2,"3_Within",30,"2461"
"3110",2,"1_Observed",30,"2462"
"3110",3,"4_Among",30,"2463"
"3112",2,"1_Observed",18,"2464"
"3112",0,"4_Among",18,"2465"
"3112",1,"3_Within",18,"2466"
"3113",1,"1_Observed",16,"2467"
"3113",2,"4_Among",16,"2468"
"3113",2,"3_Within",16,"2469"
"3120",2,"4_Among",26,"2470"
"3120",4,"1_Observed",26,"2471"
"3120",2,"3_Within",26,"2472"
"3121",1,"4_Among",27,"2473"
"3121",2,"1_Observed",27,"2474"
"3121",2,"3_Within",27,"2475"
"3124",9,"1_Observed",38,"2476"
"3124",5,"4_Among",38,"2477"
"3124",5,"3_Within",38,"2478"
"3125",3,"1_Observed",20,"2479"
"3125",1,"4_Among",20,"2480"
"3125",1,"3_Within",20,"2481"
"3129",3,"4_Among",34,"2482"
"3129",5,"1_Observed",34,"2483"
"3129",4,"3_Within",34,"2484"
"313",1,"4_Among",10,"2485"
"313",0,"3_Within",10,"2486"
"313",1,"1_Observed",10,"2487"
"3132",0,"4_Among",18,"2488"
"3132",0,"1_Observed",18,"2489"
"3132",0,"3_Within",18,"2490"
"3134",0,"1_Observed",16,"2491"
"3134",1,"4_Among",16,"2492"
"3134",1,"3_Within",16,"2493"
"3135",3,"1_Observed",22,"2494"
"3135",1,"4_Among",22,"2495"
"3135",2,"3_Within",22,"2496"
"3136",1,"4_Among",26,"2497"
"3136",2,"1_Observed",26,"2498"
"3136",1,"3_Within",26,"2499"
"3138",1,"4_Among",28,"2500"
"3138",2,"1_Observed",28,"2501"
"3138",1,"3_Within",28,"2502"
"3141",7,"4_Among",46,"2503"
"3141",9,"3_Within",46,"2504"
"3141",13,"1_Observed",46,"2505"
"3142",4,"4_Among",40,"2506"
"3142",5,"3_Within",40,"2507"
"3142",7,"1_Observed",40,"2508"
"3143",0,"4_Among",14,"2509"
"3143",1,"3_Within",14,"2510"
"3143",2,"1_Observed",14,"2511"
"3144",0,"4_Among",6,"2512"
"3144",0,"1_Observed",6,"2513"
"3144",0,"3_Within",6,"2514"
"3145",1,"4_Among",10,"2515"
"3145",0,"1_Observed",10,"2516"
"3145",0,"3_Within",10,"2517"
"3146",3,"1_Observed",20,"2518"
"3146",2,"4_Among",20,"2519"
"3146",2,"3_Within",20,"2520"
"3147",9,"1_Observed",40,"2521"
"3147",6,"4_Among",40,"2522"
"3147",7,"3_Within",40,"2523"
"3148",2,"4_Among",22,"2524"
"3148",5,"1_Observed",22,"2525"
"3148",2,"3_Within",22,"2526"
"3150",3,"4_Among",30,"2527"
"3150",4,"1_Observed",30,"2528"
"3150",4,"3_Within",30,"2529"
"3151",3,"1_Observed",14,"2530"
"3151",2,"4_Among",14,"2531"
"3151",1,"3_Within",14,"2532"
"3152",1,"1_Observed",14,"2533"
"3152",0,"4_Among",14,"2534"
"3152",0,"3_Within",14,"2535"
"3153",3,"4_Among",22,"2536"
"3153",1,"1_Observed",22,"2537"
"3153",2,"3_Within",22,"2538"
"3171",1,"4_Among",12,"2539"
"3171",1,"1_Observed",12,"2540"
"3171",0,"3_Within",12,"2541"
"3173",0,"4_Among",10,"2542"
"3173",1,"3_Within",10,"2543"
"3173",1,"1_Observed",10,"2544"
"3179",2,"4_Among",28,"2545"
"3179",3,"3_Within",28,"2546"
"3179",2,"1_Observed",28,"2547"
"3182",4,"4_Among",22,"2548"
"3182",5,"3_Within",22,"2549"
"3182",9,"1_Observed",22,"2550"
"3183",1,"4_Among",16,"2551"
"3183",1,"1_Observed",16,"2552"
"3183",2,"3_Within",16,"2553"
"3184",0,"4_Among",16,"2554"
"3184",1,"1_Observed",16,"2555"
"3184",0,"3_Within",16,"2556"
"3185",4,"1_Observed",22,"2557"
"3185",2,"4_Among",22,"2558"
"3185",2,"3_Within",22,"2559"
"3188",1,"1_Observed",29,"2560"
"3188",1,"4_Among",29,"2561"
"3188",2,"3_Within",29,"2562"
"319",1,"3_Within",10,"2563"
"319",0,"1_Observed",10,"2564"
"319",0,"4_Among",10,"2565"
"3190",2,"4_Among",16,"2566"
"3190",2,"1_Observed",16,"2567"
"3190",1,"3_Within",16,"2568"
"3191",1,"4_Among",24,"2569"
"3191",1,"1_Observed",24,"2570"
"3191",0,"3_Within",24,"2571"
"3192",2,"1_Observed",18,"2572"
"3192",1,"4_Among",18,"2573"
"3192",2,"3_Within",18,"2574"
"3193",1,"1_Observed",17,"2575"
"3193",1,"4_Among",17,"2576"
"3193",0,"3_Within",17,"2577"
"3194",2,"4_Among",22,"2578"
"3194",3,"1_Observed",22,"2579"
"3194",2,"3_Within",22,"2580"
"3195",10,"4_Among",46,"2581"
"3195",13,"1_Observed",46,"2582"
"3195",10,"3_Within",46,"2583"
"3196",5,"1_Observed",22,"2584"
"3196",2,"4_Among",22,"2585"
"3196",2,"3_Within",22,"2586"
"320",5,"1_Observed",26,"2587"
"320",2,"4_Among",26,"2588"
"320",1,"3_Within",26,"2589"
"3204",2,"3_Within",24,"2590"
"3204",1,"1_Observed",24,"2591"
"3204",2,"4_Among",24,"2592"
"3205",4,"1_Observed",34,"2593"
"3205",3,"3_Within",34,"2594"
"3205",2,"4_Among",34,"2595"
"321",1,"3_Within",16,"2596"
"321",0,"1_Observed",16,"2597"
"321",1,"4_Among",16,"2598"
"3214",0,"4_Among",10,"2599"
"3214",0,"3_Within",10,"2600"
"3214",0,"1_Observed",10,"2601"
"3215",3,"3_Within",20,"2602"
"3215",3,"1_Observed",20,"2603"
"3215",2,"4_Among",20,"2604"
"3224",4,"4_Among",36,"2605"
"3224",4,"3_Within",36,"2606"
"3224",7,"1_Observed",36,"2607"
"323",1,"1_Observed",2,"2608"
"323",0,"4_Among",2,"2609"
"323",1,"3_Within",2,"2610"
"3231",2,"1_Observed",18,"2611"
"3231",2,"4_Among",18,"2612"
"3231",2,"3_Within",18,"2613"
"3232",0,"1_Observed",14,"2614"
"3232",0,"3_Within",14,"2615"
"3232",0,"4_Among",14,"2616"
"3233",3,"3_Within",24,"2617"
"3233",5,"1_Observed",24,"2618"
"3233",2,"4_Among",24,"2619"
"3235",1,"4_Among",16,"2620"
"3235",0,"3_Within",16,"2621"
"3235",1,"1_Observed",16,"2622"
"3243",0,"1_Observed",8,"2623"
"3243",0,"4_Among",8,"2624"
"3243",0,"3_Within",8,"2625"
"3245",5,"1_Observed",36,"2626"
"3245",4,"3_Within",36,"2627"
"3245",4,"4_Among",36,"2628"
"3247",2,"3_Within",32,"2629"
"3247",6,"1_Observed",32,"2630"
"3247",2,"4_Among",32,"2631"
"3248",1,"4_Among",14,"2632"
"3248",1,"3_Within",14,"2633"
"3248",1,"1_Observed",14,"2634"
"3255",0,"1_Observed",12,"2635"
"3255",0,"4_Among",12,"2636"
"3255",0,"3_Within",12,"2637"
"3257",3,"3_Within",36,"2638"
"3257",3,"4_Among",36,"2639"
"3257",6,"1_Observed",36,"2640"
"3259",2,"4_Among",12,"2641"
"3259",1,"1_Observed",12,"2642"
"3259",2,"3_Within",12,"2643"
"3266",0,"3_Within",2,"2644"
"3266",0,"1_Observed",2,"2645"
"3266",0,"4_Among",2,"2646"
"3268",9,"4_Among",54,"2647"
"3268",9,"3_Within",54,"2648"
"3268",10,"1_Observed",54,"2649"
"3269",2,"1_Observed",18,"2650"
"3269",1,"4_Among",18,"2651"
"3269",1,"3_Within",18,"2652"
"3274",0,"1_Observed",10,"2653"
"3274",0,"3_Within",10,"2654"
"3274",0,"4_Among",10,"2655"
"3276",1,"3_Within",16,"2656"
"3276",2,"1_Observed",16,"2657"
"3276",0,"4_Among",16,"2658"
"3277",6,"4_Among",40,"2659"
"3277",5,"3_Within",40,"2660"
"3277",5,"1_Observed",40,"2661"
"3278",0,"1_Observed",10,"2662"
"3278",0,"4_Among",10,"2663"
"3278",0,"3_Within",10,"2664"
"3279",3,"1_Observed",22,"2665"
"3279",1,"3_Within",22,"2666"
"3279",1,"4_Among",22,"2667"
"3284",3,"3_Within",22,"2668"
"3284",3,"1_Observed",22,"2669"
"3284",3,"4_Among",22,"2670"
"3287",0,"4_Among",20,"2671"
"3287",3,"3_Within",20,"2672"
"3287",1,"1_Observed",20,"2673"
"3289",7,"1_Observed",34,"2674"
"3289",4,"4_Among",34,"2675"
"3289",5,"3_Within",34,"2676"
"329",0,"4_Among",12,"2677"
"329",1,"3_Within",12,"2678"
"329",2,"1_Observed",12,"2679"
"3291",3,"3_Within",36,"2680"
"3291",4,"4_Among",36,"2681"
"3291",5,"1_Observed",36,"2682"
"3292",3,"4_Among",22,"2683"
"3292",2,"1_Observed",22,"2684"
"3292",2,"3_Within",22,"2685"
"3293",1,"3_Within",20,"2686"
"3293",2,"1_Observed",20,"2687"
"3293",2,"4_Among",20,"2688"
"3295",0,"4_Among",16,"2689"
"3295",1,"3_Within",16,"2690"
"3295",1,"1_Observed",16,"2691"
"3296",2,"1_Observed",21,"2692"
"3296",0,"4_Among",21,"2693"
"3296",1,"3_Within",21,"2694"
"3297",5,"1_Observed",30,"2695"
"3297",2,"3_Within",30,"2696"
"3297",2,"4_Among",30,"2697"
"330",1,"1_Observed",8,"2698"
"330",0,"4_Among",8,"2699"
"330",0,"3_Within",8,"2700"
"3303",5,"3_Within",44,"2701"
"3303",4,"1_Observed",44,"2702"
"3303",4,"4_Among",44,"2703"
"3304",1,"4_Among",20,"2704"
"3304",2,"3_Within",20,"2705"
"3304",0,"1_Observed",20,"2706"
"3307",7,"1_Observed",20,"2707"
"3307",2,"4_Among",20,"2708"
"3307",2,"3_Within",20,"2709"
"3310",8,"1_Observed",16,"2710"
"3310",4,"3_Within",16,"2711"
"3310",4,"4_Among",16,"2712"
"3311",0,"3_Within",8,"2713"
"3311",1,"1_Observed",8,"2714"
"3311",0,"4_Among",8,"2715"
"3313",1,"4_Among",27,"2716"
"3313",2,"3_Within",27,"2717"
"3313",3,"1_Observed",27,"2718"
"3314",4,"1_Observed",28,"2719"
"3314",2,"4_Among",28,"2720"
"3314",3,"3_Within",28,"2721"
"3315",4,"4_Among",26,"2722"
"3315",4,"3_Within",26,"2723"
"3315",3,"1_Observed",26,"2724"
"3316",2,"1_Observed",14,"2725"
"3316",1,"4_Among",14,"2726"
"3316",1,"3_Within",14,"2727"
"3320",5,"4_Among",36,"2728"
"3320",5,"3_Within",36,"2729"
"3320",4,"1_Observed",36,"2730"
"3321",2,"1_Observed",28,"2731"
"3321",2,"4_Among",28,"2732"
"3321",2,"3_Within",28,"2733"
"3325",1,"3_Within",20,"2734"
"3325",5,"1_Observed",20,"2735"
"3325",2,"4_Among",20,"2736"
"333",9,"1_Observed",48,"2737"
"333",7,"3_Within",48,"2738"
"333",6,"4_Among",48,"2739"
"334",0,"3_Within",10,"2740"
"334",0,"1_Observed",10,"2741"
"334",0,"4_Among",10,"2742"
"3349",0,"1_Observed",12,"2743"
"3349",0,"4_Among",12,"2744"
"3349",0,"3_Within",12,"2745"
"3355",0,"3_Within",14,"2746"
"3355",3,"1_Observed",14,"2747"
"3355",0,"4_Among",14,"2748"
"3356",0,"3_Within",4,"2749"
"3356",0,"4_Among",4,"2750"
"3356",0,"1_Observed",4,"2751"
"3358",1,"4_Among",18,"2752"
"3358",0,"3_Within",18,"2753"
"3358",0,"1_Observed",18,"2754"
"3359",5,"1_Observed",28,"2755"
"3359",5,"4_Among",28,"2756"
"3359",6,"3_Within",28,"2757"
"3360",2,"3_Within",16,"2758"
"3360",1,"1_Observed",16,"2759"
"3360",0,"4_Among",16,"2760"
"3361",2,"3_Within",20,"2761"
"3361",2,"4_Among",20,"2762"
"3361",1,"1_Observed",20,"2763"
"3362",0,"4_Among",8,"2764"
"3362",0,"3_Within",8,"2765"
"3362",0,"1_Observed",8,"2766"
"3364",5,"1_Observed",28,"2767"
"3364",4,"4_Among",28,"2768"
"3364",4,"3_Within",28,"2769"
"338",0,"4_Among",8,"2770"
"338",0,"3_Within",8,"2771"
"338",2,"1_Observed",8,"2772"
"344",3,"1_Observed",18,"2773"
"344",1,"4_Among",18,"2774"
"344",0,"3_Within",18,"2775"
"3444",1,"4_Among",16,"2776"
"3444",0,"3_Within",16,"2777"
"3444",1,"1_Observed",16,"2778"
"3445",0,"1_Observed",3,"2779"
"3445",0,"4_Among",3,"2780"
"3445",0,"3_Within",3,"2781"
"3446",1,"1_Observed",21,"2782"
"3446",0,"4_Among",21,"2783"
"3446",1,"3_Within",21,"2784"
"3447",0,"3_Within",16,"2785"
"3447",2,"1_Observed",16,"2786"
"3447",0,"4_Among",16,"2787"
"3448",0,"1_Observed",6,"2788"
"3448",0,"4_Among",6,"2789"
"3448",0,"3_Within",6,"2790"
"3449",1,"3_Within",12,"2791"
"3449",1,"1_Observed",12,"2792"
"3449",0,"4_Among",12,"2793"
"345",2,"1_Observed",24,"2794"
"345",2,"3_Within",24,"2795"
"345",2,"4_Among",24,"2796"
"3451",6,"3_Within",40,"2797"
"3451",4,"4_Among",40,"2798"
"3451",7,"1_Observed",40,"2799"
"3452",0,"4_Among",19,"2800"
"3452",0,"3_Within",19,"2801"
"3452",0,"1_Observed",19,"2802"
"3454",6,"1_Observed",18,"2803"
"3454",1,"4_Among",18,"2804"
"3454",1,"3_Within",18,"2805"
"3455",1,"3_Within",16,"2806"
"3455",0,"1_Observed",16,"2807"
"3455",0,"4_Among",16,"2808"
"3456",1,"3_Within",14,"2809"
"3456",1,"4_Among",14,"2810"
"3456",0,"1_Observed",14,"2811"
"3457",0,"4_Among",10,"2812"
"3457",0,"3_Within",10,"2813"
"3457",1,"1_Observed",10,"2814"
"3458",0,"1_Observed",14,"2815"
"3458",0,"4_Among",14,"2816"
"3458",1,"3_Within",14,"2817"
"3459",7,"4_Among",50,"2818"
"3459",8,"3_Within",50,"2819"
"3459",12,"1_Observed",50,"2820"
"346",1,"3_Within",22,"2821"
"346",1,"1_Observed",22,"2822"
"346",0,"4_Among",22,"2823"
"3460",0,"1_Observed",8,"2824"
"3460",0,"4_Among",8,"2825"
"3460",0,"3_Within",8,"2826"
"3461",6,"1_Observed",34,"2827"
"3461",3,"4_Among",34,"2828"
"3461",3,"3_Within",34,"2829"
"3462",2,"3_Within",28,"2830"
"3462",2,"1_Observed",28,"2831"
"3462",1,"4_Among",28,"2832"
"3463",0,"1_Observed",10,"2833"
"3463",0,"4_Among",10,"2834"
"3463",0,"3_Within",10,"2835"
"3464",3,"3_Within",28,"2836"
"3464",6,"1_Observed",28,"2837"
"3464",4,"4_Among",28,"2838"
"3466",1,"3_Within",14,"2839"
"3466",0,"4_Among",14,"2840"
"3466",3,"1_Observed",14,"2841"
"3467",1,"4_Among",12,"2842"
"3467",1,"3_Within",12,"2843"
"3467",1,"1_Observed",12,"2844"
"3477",4,"1_Observed",28,"2845"
"3477",2,"4_Among",28,"2846"
"3477",2,"3_Within",28,"2847"
"3478",0,"3_Within",12,"2848"
"3478",1,"1_Observed",12,"2849"
"3478",0,"4_Among",12,"2850"
"3479",0,"3_Within",14,"2851"
"3479",1,"4_Among",14,"2852"
"3479",1,"1_Observed",14,"2853"
"348",1,"4_Among",28,"2854"
"348",1,"3_Within",28,"2855"
"348",2,"1_Observed",28,"2856"
"3483",0,"4_Among",14,"2857"
"3483",0,"3_Within",14,"2858"
"3483",0,"1_Observed",14,"2859"
"3487",1,"1_Observed",18,"2860"
"3487",0,"4_Among",18,"2861"
"3487",1,"3_Within",18,"2862"
"3491",1,"3_Within",14,"2863"
"3491",0,"1_Observed",14,"2864"
"3491",0,"4_Among",14,"2865"
"3493",1,"3_Within",10,"2866"
"3493",1,"1_Observed",10,"2867"
"3493",0,"4_Among",10,"2868"
"3496",1,"4_Among",18,"2869"
"3496",1,"1_Observed",18,"2870"
"3496",2,"3_Within",18,"2871"
"3499",2,"4_Among",18,"2872"
"3499",4,"1_Observed",18,"2873"
"3499",3,"3_Within",18,"2874"
"3500",0,"4_Among",10,"2875"
"3500",1,"1_Observed",10,"2876"
"3500",0,"3_Within",10,"2877"
"3501",1,"4_Among",24,"2878"
"3501",4,"1_Observed",24,"2879"
"3501",1,"3_Within",24,"2880"
"3502",0,"4_Among",22,"2881"
"3502",1,"1_Observed",22,"2882"
"3502",1,"3_Within",22,"2883"
"3507",2,"1_Observed",16,"2884"
"3507",1,"4_Among",16,"2885"
"3507",1,"3_Within",16,"2886"
"3509",9,"1_Observed",40,"2887"
"3509",5,"4_Among",40,"2888"
"3509",6,"3_Within",40,"2889"
"3519",2,"4_Among",26,"2890"
"3519",4,"1_Observed",26,"2891"
"3519",2,"3_Within",26,"2892"
"3523",6,"4_Among",38,"2893"
"3523",8,"1_Observed",38,"2894"
"3523",5,"3_Within",38,"2895"
"3529",1,"1_Observed",16,"2896"
"3529",0,"4_Among",16,"2897"
"3529",1,"3_Within",16,"2898"
"3531",0,"1_Observed",18,"2899"
"3531",0,"4_Among",18,"2900"
"3531",1,"3_Within",18,"2901"
"3532",6,"4_Among",52,"2902"
"3532",7,"1_Observed",52,"2903"
"3532",8,"3_Within",52,"2904"
"3534",1,"3_Within",16,"2905"
"3534",1,"4_Among",16,"2906"
"3534",1,"1_Observed",16,"2907"
"3539",2,"4_Among",24,"2908"
"3539",4,"1_Observed",24,"2909"
"3539",1,"3_Within",24,"2910"
"3540",1,"1_Observed",20,"2911"
"3540",2,"4_Among",20,"2912"
"3540",2,"3_Within",20,"2913"
"3543",1,"4_Among",16,"2914"
"3543",3,"1_Observed",16,"2915"
"3543",0,"3_Within",16,"2916"
"355",4,"3_Within",24,"2917"
"355",3,"1_Observed",24,"2918"
"355",3,"4_Among",24,"2919"
"3552",6,"4_Among",46,"2920"
"3552",7,"3_Within",46,"2921"
"3552",8,"1_Observed",46,"2922"
"3558",3,"4_Among",28,"2923"
"3558",4,"1_Observed",28,"2924"
"3558",2,"3_Within",28,"2925"
"356",0,"1_Observed",16,"2926"
"356",1,"4_Among",16,"2927"
"356",0,"3_Within",16,"2928"
"3563",1,"1_Observed",10,"2929"
"3563",0,"4_Among",10,"2930"
"3563",0,"3_Within",10,"2931"
"3565",1,"1_Observed",24,"2932"
"3565",1,"4_Among",24,"2933"
"3565",2,"3_Within",24,"2934"
"3571",0,"4_Among",2,"2935"
"3571",0,"1_Observed",2,"2936"
"3571",0,"3_Within",2,"2937"
"3572",0,"4_Among",14,"2938"
"3572",1,"1_Observed",14,"2939"
"3572",1,"3_Within",14,"2940"
"3573",3,"1_Observed",18,"2941"
"3573",1,"4_Among",18,"2942"
"3573",1,"3_Within",18,"2943"
"3574",2,"1_Observed",28,"2944"
"3574",2,"4_Among",28,"2945"
"3574",2,"3_Within",28,"2946"
"3575",3,"4_Among",12,"2947"
"3575",4,"1_Observed",12,"2948"
"3575",3,"3_Within",12,"2949"
"3578",2,"3_Within",14,"2950"
"3578",1,"4_Among",14,"2951"
"3578",1,"1_Observed",14,"2952"
