"DVDRef","BroodRef","FVisit1","MVisit1","EffectiveTime","FVisit1RateH","MVisit1RateH","VisitRateDifference","TotalProRate","AlternationValue","SynchronyFeedValue","PropSynchroFemaleStart","DVDInfoChickNb","ChickAgeCat","RelTimeHrs","MFVisit1","BreedingYear","HatchingDayAfter0401","SocialMumID","SocialDadID","DadAge","MumAge","ParentsAge","MBroodNb","MPriorResidence","MnextNBsame","MwillDivorce","FBroodNb","FPriorResidence","FnextNBsame","FwillDivorce","PairID","PairBroodNb","PairIDYear","NbRinged","AvgMass","MinMass","AvgTarsus","sdMass","sdTarsus","MixedBroodYN","MeanAsim","Adev","MeanSsim","Sdev","meanDadAge","DeltaDadAge","FirstDadReproAge","LastDadReproAge","meanMumAge","DeltaMumAge","FirstMumReproAge","LastMumReproAge"
1669,"815",11,22,89.5999969482422,7,15,8,22,56.2,15.6,40,3,"Age10",4.3,33,"2006",80,"927","494",3,3,3,2,TRUE,TRUE,FALSE,5,TRUE,TRUE,FALSE,"494927",1,"4949272006",3,24.6333332061768,23.7999992370605,18.4000002543132,0.971254277688706,0.199999809265859,TRUE,55.4375,0.762500000000003,13.5,2.1,3,0,3,3,4.07142857142857,-1.07142857142857,2,6
1670,"818",18,2,91.5999969482422,12,1,11,13,21.1,0,NA,3,"Age10",4.45,20,"2006",81,"1100","959",3,4,3.5,5,TRUE,TRUE,FALSE,8,TRUE,TRUE,FALSE,"9591100",4,"95911002006",3,22.5999997456868,16.2999992370605,18.2666670481364,5.50726836158536,1.97315345425454,TRUE,21.0526315789474,0.0473684210526351,2.05263157894737,-2.05263157894737,2.5,0.5,2,3,3.28571428571429,0.714285714285714,2,5
1671,"825",35,21,91.7000030517578,23,14,9,37,40,21.8,58.3,4,"Age10",1.93,56,"2006",82,"45","166",5,5,5,12,TRUE,TRUE,FALSE,13,TRUE,TRUE,FALSE,"16645",12,"166452006",4,21.5250000953674,19.8999996185303,18.1749997138977,1.17295957569261,0.149999512566738,FALSE,45.3090909090909,-5.30909090909091,19.4545454545455,2.34545454545455,4.14285714285714,0.857142857142857,3,5,4.14285714285714,0.857142857142857,3,5
1672,"822",30,32,90.0999969482422,20,21,1,41,77,21.3,69.2,3,"Age10",5.85,62,"2006",82,"2166","1464",2,1,1.5,4,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE,"14642166",1,"146421662006",3,18.1333332061768,17.7000007629395,17.4000002543132,0.585945887527263,0.264575419471794,TRUE,71.5737704918033,5.42622950819673,17.0327868852459,4.2672131147541,1.66666666666667,0.333333333333333,1,2,1.5,-0.5,1,2
1673,"823",7,9,86.9000015258789,5,6,1,11,46.7,13.3,100,3,"Age10",5.43,16,"2006",82,"857","1569",2,3,2.5,5,TRUE,FALSE,FALSE,7,TRUE,FALSE,FALSE,"1569857",4,"15698572006",3,27.9333330790202,26.6000003814697,19.6666666666667,1.35030803698233,0.568623332356725,TRUE,70,-23.3,3.93333333333333,9.36666666666667,1.28571428571429,0.714285714285714,1,2,1.81818181818182,1.18181818181818,1,3
1675,"826",15,4,85.3000030517578,11,3,8,14,44.4,5.6,100,1,"Age10",2.93,19,"2006",83,"843","2904",1,3,2,1,FALSE,TRUE,FALSE,4,FALSE,TRUE,FALSE,"2904843",1,"29048432006",1,20.7000007629395,20.7000007629395,17.6000003814697,NA,NA,FALSE,30.4444444444444,13.9555555555556,4.16666666666667,1.43333333333333,1,0,1,1,2.6,0.4,1,3
1676,"827",14,11,92.3999969482422,9,7,2,16,75,16.7,100,1,"Age10",3.93,25,"2006",83,"860","2246",1,3,2,1,FALSE,NA,NA,6,FALSE,FALSE,FALSE,"2246860",1,"22468602006",2,24.1499996185303,23.7999992370605,19.3500003814697,0.494975286310277,0.494975286310277,FALSE,71.1666666666667,3.83333333333333,8.66666666666667,8.03333333333333,1,0,1,1,2.76470588235294,0.235294117647059,1,4
1677,"832",5,10,86.1000030517578,3,7,4,10,50,0,NA,3,"Age06",3.18,15,"2006",87,"427","661",4,4,4,10,FALSE,FALSE,FALSE,12,FALSE,NA,NA,"661427",1,"6614272006",3,24.2333329518636,20.2999992370605,18.8666661580404,3.64600275369009,0.83864960980722,TRUE,53.7142857142857,-3.71428571428572,3.57142857142857,-3.57142857142857,2.66666666666667,1.33333333333333,2,4,2.88888888888889,1.11111111111111,2,4
1686,"837",11,11,90.1,7,7,0,14,76.2,0,NA,2,"Age06",2.93,22,"2006",92,"988","2970",1,3,2,1,FALSE,NA,NA,11,TRUE,NA,NA,"2970988",1,"29709882006",2,26.5999994277954,26.3999996185303,19,0.282842442734738,0,TRUE,62.4761904761905,13.7238095238095,6.19047619047619,-6.19047619047619,1,0,1,1,1.83333333333333,1.16666666666667,1,3
1693,"837",8,1,89.7999969482422,5,1,4,6,25,0,NA,2,"Age10",2.45,9,"2006",92,"988","2970",1,3,2,1,FALSE,NA,NA,11,TRUE,NA,NA,"2970988",1,"29709882006",2,26.5999994277954,26.3999996185303,19,0.282842442734738,0,TRUE,25,0,0.75,-0.75,1,0,1,1,1.83333333333333,1.16666666666667,1,3
1694,"839",14,27,91.1999984741211,9,18,9,27,40,10,25,2,"Age06",2.18,41,"2006",97,"206","2661",1,5,3,1,FALSE,TRUE,FALSE,17,FALSE,TRUE,FALSE,"2661206",1,"26612062006",2,22.9499998092651,18.5,17.6999998092651,6.29325008282046,1.6970560051079,FALSE,50,-10,12.125,-2.125,1,0,1,1,4.25,0.75,3,5
1695,"838",4,12,87.4000030517578,3,8,5,11,46.7,0,NA,3,"Age06",2.68,16,"2006",97,"2167","2944",1,1,1,1,FALSE,FALSE,FALSE,1,FALSE,NA,NA,"29442167",1,"294421672006",3,24.6666660308838,23.2999992370605,18.2000001271566,1.58219278046251,0.0999994277969153,FALSE,44.1333333333333,2.56666666666667,2.6,-2.6,1.33333333333333,-0.333333333333333,1,2,1,0,1,1
1696,"842",11,27,91.7999969482422,7,18,11,25,40.5,8.1,66.7,3,"Age06",3.05,38,"2006",99,"892","4435",9,3,6,20,FALSE,FALSE,FALSE,11,FALSE,FALSE,FALSE,"4435892",11,"44358922006",3,23.0999997456868,21.5,18.3000005086263,1.38924420673348,0.173204640273562,FALSE,41.8918918918919,-1.39189189189189,8.24324324324324,-0.143243243243244,8.08333333333333,0.916666666666666,7,9,2.08333333333333,0.916666666666667,1,3
1697,"843",17,18,90.0000030517578,11,12,1,23,67.6,11.8,75,3,"Age06",3.55,35,"2006",99,"2840","46",5,1,3,12,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,"462840",1,"4628402006",3,24.4666665395101,23.2999992370605,18.3666661580404,1.20138885870482,0.83864960980722,FALSE,69.5294117647059,-1.92941176470589,9.08823529411765,2.71176470588235,4.27272727272727,0.727272727272728,3,6,1.5,-0.5,1,2
1698,"838",21,21,88.4999969482422,14,14,0,28,58.5,7.3,66.7,3,"Age10",3.43,42,"2006",97,"2167","2944",1,1,1,1,FALSE,FALSE,FALSE,1,FALSE,NA,NA,"29442167",1,"294421672006",3,24.6666660308838,23.2999992370605,18.2000001271566,1.58219278046251,0.0999994277969153,FALSE,59.2682926829268,-0.768292682926827,12.0731707317073,-4.77317073170732,1.33333333333333,-0.333333333333333,1,2,1,0,1,1
1699,"839",10,4,89.8000030517578,7,3,4,10,53.8,0,NA,2,"Age10",3.93,14,"2006",97,"206","2661",1,5,3,1,FALSE,TRUE,FALSE,17,FALSE,TRUE,FALSE,"2661206",1,"26612062006",2,22.9499998092651,18.5,17.6999998092651,6.29325008282046,1.6970560051079,FALSE,48.9230769230769,4.87692307692307,2.30769230769231,-2.30769230769231,1,0,1,1,4.25,0.75,3,5
1700,"844",8,8,85.1999969482422,6,6,0,12,60,6.7,100,3,"Age06",3.85,16,"2006",101,"2004","823",3,3,3,8,TRUE,TRUE,FALSE,6,TRUE,TRUE,FALSE,"8232004",6,"82320042006",3,23.7666664123535,22.6000003814697,18.7666670481364,1.15036186937939,0.51315999527036,TRUE,73.7333333333333,-13.7333333333333,5.13333333333333,1.56666666666667,2,1,1,3,2.75,0.25,2,4
1701,"845",20,1,91.4999984741211,13,1,12,14,10,5,100,2,"Age06",3.17,21,"2006",102,"929","984",3,3,3,3,FALSE,NA,NA,6,FALSE,TRUE,FALSE,"984929",1,"9849292006",2,25.5,24.5,17.3000001907349,1.4142135623731,0.424264338451741,TRUE,10,0,1.15,3.85,3,0,3,3,1.6,1.4,1,3
1702,"846",10,24,91.0000015258789,7,16,9,23,45.5,3,100,2,"Age06",1.88,34,"2006",103,"980","23",5,3,4,10,FALSE,FALSE,TRUE,6,FALSE,NA,NA,"23980",1,"239802006",2,24.6000003814697,24,18.0999994277954,0.848528676903551,0.282842442734738,TRUE,44.3636363636364,1.13636363636364,6.96969696969697,-3.96969696969697,4.75,0.25,4,5,2.2,0.8,1,3
1703,"842",12,25,91.5999969482422,8,16,8,24,55.6,5.6,0,3,"Age10",1.88,37,"2006",99,"892","4435",9,3,6,20,FALSE,FALSE,FALSE,11,FALSE,FALSE,FALSE,"4435892",11,"44358922006",3,23.0999997456868,21.5,18.3000005086263,1.38924420673348,0.173204640273562,FALSE,40.5,15.1,10.6111111111111,-5.01111111111111,8.08333333333333,0.916666666666666,7,9,2.08333333333333,0.916666666666667,1,3
1704,"843",11,12,90.1999969482422,7,8,1,15,72.7,13.6,66.7,3,"Age10",2.13,23,"2006",99,"2840","46",5,1,3,12,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,"462840",1,"4628402006",3,24.4666665395101,23.2999992370605,18.3666661580404,1.20138885870482,0.83864960980722,FALSE,64.8181818181818,7.88181818181819,11.1818181818182,2.41818181818182,4.27272727272727,0.727272727272728,3,6,1.5,-0.5,1,2
1708,"844",13,22,90.1999969482422,9,15,6,24,44.1,11.8,75,3,"Age10",4.1,35,"2006",101,"2004","823",3,3,3,8,TRUE,TRUE,FALSE,6,TRUE,TRUE,FALSE,"8232004",6,"82320042006",3,23.7666664123535,22.6000003814697,18.7666670481364,1.15036186937939,0.51315999527036,TRUE,42.5882352941176,1.51176470588236,9.32352941176471,2.47647058823529,2,1,1,3,2.75,0.25,2,4
1709,"847",12,13,86.5000030517578,8,9,1,17,58.3,16.7,50,3,"Age06",4.15,25,"2006",105,"4380","4378",2,2,2,1,FALSE,NA,NA,2,FALSE,FALSE,TRUE,"43784380",1,"437843802006",3,25,24.7999992370605,19.0666662851969,0.200000762939499,0.305505171195914,FALSE,65,-6.7,6.54166666666667,10.1583333333333,2,0,2,2,4.36842105263158,-2.36842105263158,2,7
1710,"849",11,11,87.1999969482422,8,8,0,16,76.2,0,NA,1,"Age06",1.9,22,"2006",106,"622","2187",1,4,2.5,2,TRUE,NA,NA,5,FALSE,NA,NA,"2187622",1,"21876222006",1,26.5,26.5,18.7999992370605,NA,NA,TRUE,69.047619047619,7.15238095238097,6.57142857142857,-6.57142857142857,1,0,1,1,4,0,4,4
1713,"846",15,14,89.2999984741211,10,9,1,19,60.7,7.1,50,2,"Age10",2.22,29,"2006",103,"980","23",5,3,4,10,FALSE,FALSE,TRUE,6,FALSE,NA,NA,"23980",1,"239802006",2,24.6000003814697,24,18.0999994277954,0.848528676903551,0.282842442734738,TRUE,55.0714285714286,5.62857142857143,9.17857142857143,-2.07857142857143,4.75,0.25,4,5,2.2,0.8,1,3
1718,"847",12,10,86.6999969482422,8,7,1,15,71.4,19,75,3,"Age10",2.17,22,"2006",105,"4380","4378",2,2,2,1,FALSE,NA,NA,2,FALSE,FALSE,TRUE,"43784380",1,"437843802006",3,25,24.7999992370605,19.0666662851969,0.200000762939499,0.305505171195914,FALSE,68.4761904761905,2.92380952380954,10.3333333333333,8.66666666666667,2,0,2,2,4.36842105263158,-2.36842105263158,2,7
1727,"852",13,11,90.4000015258789,9,7,2,16,73.9,8.7,0,4,"Age06",3.8,24,"2006",114,"256","650",4,4,4,10,TRUE,NA,NA,9,TRUE,NA,NA,"650256",4,"6502562006",4,22.9750001430511,15.6999998092651,18.5,4.85824065482643,1.08934237926137,TRUE,58.3478260869565,15.5521739130435,10.1739130434783,-1.47391304347826,3.2,0.8,2,4,3,1,2,4
1729,"854",12,3,85.7000030517578,8,2,6,10,35.7,0,NA,2,"Age06",3.68,15,"2006",115,"2691","23",5,1,3,11,FALSE,NA,NA,2,FALSE,NA,NA,"232691",2,"2326912006",2,18.3499994277954,16.3999996185303,15.3499999046326,2.75771617688765,0.777817054695449,TRUE,35.7142857142857,-0.0142857142857125,1.57142857142857,-1.57142857142857,4.75,0.25,4,5,1,0,1,1
1731,"856",18,14,85.6000015258789,13,10,3,23,64.5,6.5,100,5,"Age06",1.75,32,"2006",116,"784","417",4,3,3.5,10,FALSE,FALSE,FALSE,9,FALSE,FALSE,NA,"417784",2,"4177842006",5,22.7200000762939,20,17.8199996948242,2.32314458831092,0.72249564568832,TRUE,68.3225806451613,-3.8225806451613,9,-2.5,3.2,0.8,2,5,2.5,0.5,1,3
1732,"857",11,25,92.3000030517578,7,16,9,23,45.7,14.3,80,2,"Age06",1.13,36,"2006",117,"2865","1954",2,1,1.5,4,FALSE,NA,NA,3,FALSE,NA,NA,"19542865",1,"195428652006",2,25.5,25.5,18.25,0,0.777816380345815,TRUE,45.8857142857143,-0.185714285714283,8.45714285714286,5.84285714285714,2,0,2,2,1,0,1,1
1733,"852",18,24,92.6999969482422,12,16,4,28,61,12.2,60,4,"Age10",4.03,42,"2006",114,"256","650",4,4,4,10,TRUE,NA,NA,9,TRUE,NA,NA,"650256",4,"6502562006",4,22.9750001430511,15.6999998092651,18.5,4.85824065482643,1.08934237926137,TRUE,60.780487804878,0.219512195121951,14.1951219512195,-1.99512195121951,3.2,0.8,2,4,3,1,2,4
1734,"859",18,13,91.5999969482422,12,9,3,21,73.3,6.7,50,3,"Age06",4.2,31,"2006",118,"1100","959",3,4,3.5,6,TRUE,NA,NA,9,TRUE,FALSE,FALSE,"9591100",5,"95911002006",2,28.4499998092651,28.2999992370605,19.4499998092651,0.212132843575471,0.63639583332808,TRUE,67.5333333333333,5.76666666666667,7.8,-1.1,2.5,0.5,2,3,3.28571428571429,0.714285714285714,2,5
1735,"854",20,6,87.8999969482422,14,4,10,18,48,0,NA,2,"Age10",1.25,26,"2006",115,"2691","23",5,1,3,11,FALSE,NA,NA,2,FALSE,NA,NA,"232691",2,"2326912006",2,18.3499994277954,16.3999996185303,15.3499999046326,2.75771617688765,0.777817054695449,TRUE,40.72,7.28,6.32,-6.32,4.75,0.25,4,5,1,0,1,1
1736,"860",25,41,90.4000030517578,17,27,10,44,58.5,26.2,41.2,4,"Age06",1.42,66,"2006",119,"2658","2053",1,1,1,3,FALSE,NA,NA,3,FALSE,NA,NA,"20532658",3,"205326582006",4,26.0999999046326,23.5,18.9499998092651,2.35655142747419,0.129099937348885,TRUE,54.9538461538462,3.54615384615384,19.1076923076923,7.09230769230769,1,0,1,1,1,0,1,1
1737,"856",28,43,90.2000030517578,19,29,10,48,70,21.4,46.7,5,"Age10",0.57,71,"2006",116,"784","417",4,3,3.5,10,FALSE,FALSE,FALSE,9,FALSE,FALSE,NA,"417784",2,"4177842006",5,22.7200000762939,20,17.8199996948242,2.32314458831092,0.72249564568832,TRUE,64.7714285714286,5.22857142857143,19.5571428571429,1.84285714285714,3.2,0.8,2,5,2.5,0.5,1,3
1738,"862",18,14,92.5000030517578,12,9,3,21,74.2,12.9,50,4,"Age06",2.98,32,"2006",120,"843","2904",1,3,2,2,TRUE,NA,NA,5,TRUE,NA,NA,"2904843",2,"29048432006",4,27.9749999046326,26.8999996185303,19.0999999046326,0.946485244891458,0.163299160452081,FALSE,64.9032258064516,9.29677419354839,10.6129032258065,2.28709677419355,1,0,1,1,2.6,0.4,1,3
1739,"863",27,19,92.6000030517578,17,12,5,29,66.7,22.2,50,4,"Age06",3.07,46,"2006",120,"45","166",5,5,5,13,TRUE,NA,NA,14,TRUE,NA,NA,"16645",13,"166452006",4,25.625,24.2999992370605,18,1.01118802440673,0.583095233098954,TRUE,58.4888888888889,8.21111111111112,14.2444444444444,7.95555555555555,4.14285714285714,0.857142857142857,3,5,4.14285714285714,0.857142857142857,3,5
1741,"857",11,20,89.8000030517578,7,13,6,20,46.7,6.7,0,2,"Age10",3.12,31,"2006",117,"2865","1954",2,1,1.5,4,FALSE,NA,NA,3,FALSE,NA,NA,"19542865",1,"195428652006",2,25.5,25.5,18.25,0,0.777816380345815,TRUE,40.2666666666667,6.43333333333334,7.7,-1,2,0,2,2,1,0,1,1
1742,"865",10,7,91.0999969482422,7,5,2,12,62.5,0,NA,2,"Age06",3.45,17,"2006",121,"2405","1464",2,1,1.5,5,TRUE,NA,NA,3,FALSE,NA,NA,"14642405",1,"146424052006",2,21.3499994277954,17.3999996185303,17.8999996185303,5.58614330163384,0.848528676903551,FALSE,59.25,3.25,5.5,-5.5,1.66666666666667,0.333333333333333,1,2,1,0,1,1
1743,"866",12,10,90.7000030517578,8,7,1,15,76.2,0,NA,2,"Age06",3.37,22,"2006",121,"927","494",3,3,3,3,TRUE,NA,NA,6,TRUE,FALSE,FALSE,"494927",2,"4949272006",2,26.1499996185303,25.2999992370605,19,1.20208206749682,0.141421895716935,FALSE,66.3809523809524,9.81904761904762,5.76190476190476,-5.76190476190476,3,0,3,3,4.07142857142857,-1.07142857142857,2,6
1745,"859",17,5,91.2999969482422,11,3,8,14,47.6,14.3,66.7,3,"Age10",4.68,22,"2006",118,"1100","959",3,4,3.5,6,TRUE,NA,NA,9,TRUE,FALSE,FALSE,"9591100",5,"95911002006",2,28.4499998092651,28.2999992370605,19.4499998092651,0.212132843575471,0.63639583332808,TRUE,47.6190476190476,-0.0190476190476119,4.76190476190476,9.53809523809524,2.5,0.5,2,3,3.28571428571429,0.714285714285714,2,5
1746,"870",6,33,87.1999969482422,4,23,19,27,26.3,5.3,50,4,"Age06",2.48,39,"2006",123,"592","418",4,4,4,9,FALSE,NA,NA,9,FALSE,FALSE,FALSE,"418592",9,"4185922006",4,23.9000000953674,20.2000007629395,18.3250002861023,2.62678452642055,0.90691770663809,TRUE,26.8947368421053,-0.594736842105259,6.42105263157895,-1.12105263157895,3.28571428571429,0.714285714285714,2,4,3.66666666666667,0.333333333333333,2,5
1747,"871",14,9,92.0999969482422,9,6,3,15,68.2,13.6,33.3,2,"Age06",2.73,23,"2006",123,"860","114",5,3,4,11,FALSE,NA,NA,7,FALSE,FALSE,FALSE,"114860",6,"1148602006",2,25.7000007629395,24.7000007629395,18.25,1.4142135623731,0.0707095991592676,FALSE,59.3636363636364,8.83636363636364,5.81818181818182,7.78181818181818,4,1,3,5,2.76470588235294,0.235294117647059,1,4
1748,"860",31,24,92.1999969482422,20,16,4,36,77.8,14.8,62.5,4,"Age10",2.48,55,"2006",119,"2658","2053",1,1,1,3,FALSE,NA,NA,3,FALSE,NA,NA,"20532658",3,"205326582006",4,26.0999999046326,23.5,18.9499998092651,2.35655142747419,0.129099937348885,TRUE,63.7777777777778,14.0222222222222,15.037037037037,-0.237037037037036,1,0,1,1,1,0,1,1
1749,"862",18,24,93.3999969482422,12,15,3,27,70.7,24.4,50,3,"Age10",3.12,42,"2006",120,"843","2904",1,3,2,2,TRUE,NA,NA,5,TRUE,NA,NA,"2904843",2,"29048432006",4,27.9749999046326,26.8999996185303,19.0999999046326,0.946485244891458,0.163299160452081,FALSE,57.3170731707317,13.3829268292683,11.9268292682927,12.4731707317073,1,0,1,1,2.6,0.4,1,3
1750,"863",39,26,92.7,25,17,8,42,56.2,21.9,42.9,4,"Age10",3.12,65,"2006",120,"45","166",5,5,5,13,TRUE,NA,NA,14,TRUE,NA,NA,"16645",13,"166452006",4,25.625,24.2999992370605,18,1.01118802440673,0.583095233098954,TRUE,51.75,4.45,18.296875,3.603125,4.14285714285714,0.857142857142857,3,5,4.14285714285714,0.857142857142857,3,5
1752,"865",13,7,92.5999969482422,8,5,3,13,68.4,5.3,100,2,"Age10",4.6,20,"2006",121,"2405","1464",2,1,1.5,5,TRUE,NA,NA,3,FALSE,NA,NA,"14642405",1,"146424052006",2,21.3499994277954,17.3999996185303,17.8999996185303,5.58614330163384,0.848528676903551,FALSE,51.5789473684211,16.821052631579,3.89473684210526,1.40526315789474,1.66666666666667,0.333333333333333,1,2,1,0,1,1
1753,"866",13,13,90.2999984741211,9,9,0,18,64,20,60,2,"Age10",5.1,26,"2006",121,"927","494",3,3,3,3,TRUE,NA,NA,6,TRUE,FALSE,FALSE,"494927",2,"4949272006",2,26.1499996185303,25.2999992370605,19,1.20208206749682,0.141421895716935,FALSE,49.28,14.72,6.92,13.08,3,0,3,3,4.07142857142857,-1.07142857142857,2,6
1754,"870",11,29,90.9999969482422,7,19,12,26,51.3,12.8,40,4,"Age10",2.38,40,"2006",123,"592","418",4,4,4,9,FALSE,NA,NA,9,FALSE,FALSE,FALSE,"418592",9,"4185922006",4,23.9000000953674,20.2000007629395,18.3250002861023,2.62678452642055,0.90691770663809,TRUE,40.6666666666667,10.6333333333333,9.15384615384615,3.64615384615385,3.28571428571429,0.714285714285714,2,4,3.66666666666667,0.333333333333333,2,5
1755,"871",15,7,88.1999984741211,10,5,5,15,47.6,9.5,100,2,"Age10",2.55,22,"2006",123,"860","114",5,3,4,11,FALSE,NA,NA,7,FALSE,FALSE,FALSE,"114860",6,"1148602006",2,25.7000007629395,24.7000007629395,18.25,1.4142135623731,0.0707095991592676,FALSE,53.4285714285714,-5.82857142857142,5.19047619047619,4.30952380952381,4,1,3,5,2.76470588235294,0.235294117647059,1,4
1758,"874",8,15,92.2999969482422,5,10,5,15,40.9,9.1,50,3,"Age06",1.92,23,"2006",132,"206","2661",1,5,3,2,TRUE,NA,NA,18,TRUE,NA,NA,"2661206",2,"26612062006",2,NA,NA,NA,NA,NA,NA,41.5454545454545,-0.645454545454548,4.45454545454546,4.64545454545454,1,0,1,1,4.25,0.75,3,5
1779,"892",6,6,86.5,4,4,0,8,100,0,NA,1,"Age06",1.13,12,"2007",46,"3350","3430",2,1,1.5,1,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,"34303350",1,"343033502007",0,NA,NA,NA,NA,NA,NA,68.9090909090909,31.0909090909091,3.18181818181818,-3.18181818181818,2,0,2,2,1,0,1,1
1784,"898",4,7,89.1,3,5,2,8,60,0,NA,4,"Age06",2.17,11,"2007",53,"927","2202",2,4,3,3,FALSE,FALSE,TRUE,7,FALSE,FALSE,FALSE,"2202927",1,"22029272007",3,16.7333329518636,11,15.5999997456868,5.90705754432699,1.57162301866939,TRUE,60,0,1.9,-1.9,2.14285714285714,-0.142857142857143,1,3,4.07142857142857,-0.0714285714285712,2,6
1786,"901",12,12,86.7,8,8,0,16,95.7,4.3,100,2,"Age06",0.43,24,"2007",54,"860","2693",2,4,3,1,FALSE,FALSE,FALSE,8,FALSE,FALSE,FALSE,"2693860",1,"26938602007",2,25.9499998092651,25.3999996185303,17.6499996185303,0.777817729045015,0.919238276062818,TRUE,79.6521739130435,16.0478260869565,6.43478260869565,-2.13478260869565,2,0,2,2,2.76470588235294,1.23529411764706,1,4
1791,"898",14,2,84.5,10,1,9,11,26.7,0,NA,3,"Age10",1.3,16,"2007",53,"927","2202",2,4,3,3,FALSE,FALSE,TRUE,7,FALSE,FALSE,FALSE,"2202927",1,"22029272007",3,16.7333329518636,11,15.5999997456868,5.90705754432699,1.57162301866939,TRUE,26.6666666666667,0.0333333333333314,2.06666666666667,-2.06666666666667,2.14285714285714,-0.142857142857143,1,3,4.07142857142857,-0.0714285714285712,2,6
1794,"901",23,22,86.1,16,15,1,31,70.5,13.6,66.7,2,"Age10",0.73,45,"2007",54,"860","2693",2,4,3,1,FALSE,FALSE,FALSE,8,FALSE,FALSE,FALSE,"2693860",1,"26938602007",2,25.9499998092651,25.3999996185303,17.6499996185303,0.777817729045015,0.919238276062818,TRUE,59.3181818181818,11.1818181818182,14.1590909090909,-0.559090909090909,2,0,2,2,2.76470588235294,1.23529411764706,1,4
1803,"909",26,23,87.9,18,16,2,34,64.6,18.8,22.2,3,"Age10",0.78,49,"2007",60,"2492","2944",2,2,2,2,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,"29442492",1,"294424922007",3,25.1333332061768,23.5,17.9666665395101,1.95533410875164,0.416332955557368,TRUE,58.6666666666667,5.93333333333332,18.1875,0.612500000000001,1.33333333333333,0.666666666666667,1,2,2,0,2,2
1805,"912",11,10,88.1,7,7,0,14,55,0,NA,3,"Age06",0.7,21,"2007",66,"3340","4304",7,1,4,15,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"43043340",1,"430433402007",3,24.2000001271566,21.5,18.3666667938232,2.40208258076039,0.4932890724404,TRUE,65.6,-10.6,7.3,-7.3,5.375,1.625,4,7,1,0,1,1
1813,"912",40,22,87.5,27,15,12,42,60.7,19.7,58.3,3,"Age10",3.05,62,"2007",66,"3340","4304",7,1,4,15,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"43043340",1,"430433402007",3,24.2000001271566,21.5,18.3666667938232,2.40208258076039,0.4932890724404,TRUE,52.4918032786885,8.20819672131148,18.1147540983607,1.58524590163934,5.375,1.625,4,7,1,0,1,1
1815,"918",23,11,85.1,16,8,8,24,63.6,15.2,60,3,"Age06",1.05,34,"2007",72,"3350","3430",2,1,1.5,2,FALSE,TRUE,FALSE,2,FALSE,TRUE,FALSE,"34303350",2,"343033502007",3,24.8999996185303,22.7999992370605,18.2666664123535,1.90000037143108,0.55075696237826,TRUE,57.8181818181818,5.78181818181818,8.96969696969697,6.23030303030303,2,0,2,2,1,0,1,1
1822,"919",10,6,76.6000030517578,8,5,3,13,80,6.7,100,3,"Age06",1.12,16,"2007",76,"4425","1697",3,4,3.5,5,FALSE,FALSE,TRUE,8,TRUE,TRUE,FALSE,"16974425",2,"169744252007",2,23.3500003814697,22,17.6999998092651,1.90918884868337,0.282842442734806,TRUE,64.9333333333333,15.0666666666667,6.06666666666667,0.633333333333333,3,0,3,3,2.83333333333333,1.16666666666667,2,4
1824,"918",31,13,87.8,21,9,12,30,60.5,16.3,71.4,3,"Age10",3.37,44,"2007",72,"3350","3430",2,1,1.5,2,FALSE,TRUE,FALSE,2,FALSE,TRUE,FALSE,"34303350",2,"343033502007",3,24.8999996185303,22.7999992370605,18.2666664123535,1.90000037143108,0.55075696237826,TRUE,52.5581395348837,7.94186046511628,12.1395348837209,4.16046511627907,2,0,2,2,1,0,1,1
1829,"920",20,48,84.7,14,34,20,48,49.3,22.4,66.7,4,"Age06",1.18,68,"2007",78,"4380","3285",1,3,2,2,TRUE,TRUE,FALSE,4,TRUE,TRUE,FALSE,"32854380",2,"328543802007",4,22.7500004768372,21,18.4749999046326,1.58008471990158,0.531507763131183,TRUE,46.2388059701493,3.06119402985075,16.8059701492537,5.59402985074627,1.88888888888889,-0.888888888888889,1,3,4.36842105263158,-1.36842105263158,2,7
1830,"921",29,20,88.3,20,14,6,34,62.5,20.8,60,4,"Age06",0.85,49,"2007",79,"3507","3442",1,1,1,2,FALSE,TRUE,FALSE,2,FALSE,TRUE,FALSE,"34423507",2,"344235072007",4,18.0499999523163,13.1999998092651,16.1750001907349,4.69219237047965,1.13541459296275,TRUE,53.4583333333333,9.04166666666666,16.4166666666667,4.38333333333333,2.2,-1.2,1,3,1,0,1,1
1834,"919",13,8,67.4,12,7,5,19,65,0,NA,2,"Age10",4,21,"2007",76,"4425","1697",3,4,3.5,5,FALSE,FALSE,TRUE,8,TRUE,TRUE,FALSE,"16974425",2,"169744252007",2,23.3500003814697,22,17.6999998092651,1.90918884868337,0.282842442734806,TRUE,42.9,22.1,6.35,-6.35,3,0,3,3,2.83333333333333,1.16666666666667,2,4
