"DVDRef","BroodRef","FVisit1","MVisit1","EffectiveTime","FVisit1RateH","MVisit1RateH","VisitRateDifference","TotalProRate","AlternationValue","SynchronyFeedValue","PropSynchroFemaleStart","DVDInfoChickNb","ChickAgeCat","RelTimeHrs","MFVisit1","BreedingYear","HatchingDayAfter0401","SocialMumID","SocialDadID","DadAge","MumAge","ParentsAge","MBroodNb","MPriorResidence","MnextNBsame","MwillDivorce","FBroodNb","FPriorResidence","FnextNBsame","FwillDivorce","PairID","PairBroodNb","PairIDYear","NbRinged","AvgMass","MinMass","AvgTarsus","sdMass","sdTarsus","MixedBroodYN","MeanAsim","Adev","MeanSsim","Sdev","meanDadAge","DeltaDadAge","FirstDadReproAge","LastDadReproAge","meanMumAge","DeltaMumAge","FirstMumReproAge","LastMumReproAge"
2625,"1246",22,22,90,15,15,0,30,60.5,14,83.3,2,"Age10",5.23,44,"2011",48,"4974","5062",1,1,1,1,FALSE,NA,NA,1,FALSE,TRUE,TRUE,"50624974",1,"506249742011",2,21.9500007629395,20.2000007629395,17.4500007629395,2.47487373415292,1.06066017177982,FALSE,54,6.5,11.8372093023256,2.16279069767442,1,0,1,1,1,0,1,1
2626,"1250",9,24,90,6,16,10,22,46.9,3.1,100,3,"Age06",2.05,33,"2011",53,"3302","3359",5,5,5,12,TRUE,TRUE,FALSE,15,TRUE,TRUE,FALSE,"33593302",10,"335933022011",3,20.5333334604899,18,18,2.27449623650672,0.871779832465793,FALSE,49.4375,-2.5375,6.625,-3.525,3.5,1.5,2,5,3.26315789473684,1.73684210526316,2,5
2627,"1251",17,42,87.5,12,29,17,41,55.2,19,63.6,4,"Age06",2.03,59,"2011",53,"5067","4868",1,1,1,1,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,"48685067",1,"486850672011",3,18.625,12.5,17.0250000953674,4.77729034086225,1.19268648929956,TRUE,47,8.2,15.7241379310345,3.27586206896552,1,0,1,1,1.66666666666667,-0.666666666666667,1,3
2637,"1248",26,21,89,18,14,4,32,71.7,21.7,70,3,"Age10",2.33,47,"2011",52,"5053","5009",1,1,1,1,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,"50095053",1,"500950532011",1,21.4500002861023,19.1000003814697,17.9749999046326,2.62741963358908,0.832666674664725,FALSE,61,10.7,12.695652173913,9.00434782608696,1,0,1,1,1,0,1,1
2638,"1254",12,4,79,9,3,6,12,33.3,6.7,100,3,"Age06",2.02,16,"2011",57,"4723","3684",4,2,3,7,FALSE,FALSE,TRUE,3,FALSE,TRUE,FALSE,"36844723",1,"368447232011",3,24.2666664123535,21.7000007629395,18.4099992116292,2.55016262558123,0.675499859000165,TRUE,33.4666666666667,-0.166666666666664,8.06666666666667,-1.36666666666667,3.38461538461538,0.615384615384615,2,4,3.375,-1.375,1,6
2640,"1252",28,10,89.4,19,7,12,26,51.4,13.5,40,2,"Age06",2.65,38,"2011",57,"4979","4673",2,1,1.5,2,FALSE,FALSE,FALSE,1,FALSE,NA,NA,"46734979",1,"467349792011",2,22.25,21.5,18.8999996185303,1.06066017177982,0.707106781186548,FALSE,39.7837837837838,11.6162162162162,8.67567567567568,4.82432432432432,2,0,2,2,1,0,1,1
2641,"1250",11,18,61.8999992370605,11,17,6,28,57.1,10.7,66.7,3,"Age10",2.67,29,"2011",53,"3302","3359",5,5,5,12,TRUE,TRUE,FALSE,15,TRUE,TRUE,FALSE,"33593302",10,"335933022011",3,20.5333334604899,18,18,2.27449623650672,0.871779832465793,FALSE,52.9285714285714,4.17142857142857,11.6071428571429,-0.907142857142857,3.5,1.5,2,5,3.26315789473684,1.73684210526316,2,5
2642,"1251",14,13,88.2,10,9,1,19,65.4,19.2,40,4,"Age10",7.27,27,"2011",53,"5067","4868",1,1,1,1,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,"48685067",1,"486850672011",3,18.625,12.5,17.0250000953674,4.77729034086225,1.19268648929956,TRUE,67.3076923076923,-1.9076923076923,10.5,8.7,1,0,1,1,1.66666666666667,-0.666666666666667,1,3
2645,"1255",13,16,88.9,9,11,2,20,78.6,3.6,0,5,"Age06",1.98,29,"2011",58,"4037","4649",2,3,2.5,2,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,"46494037",1,"464940372011",4,21.6500000953674,20.7000007629395,17.2750000953674,0.885060664395046,0.478713587081314,TRUE,69.5,9.09999999999999,6.89285714285714,-3.29285714285714,2,0,2,2,2.1,0.9,1,3
2646,"1256",21,24,88.9,14,16,2,30,63.6,0,NA,3,"Age06",2.02,45,"2011",58,"4380","3684",4,7,5.5,8,FALSE,FALSE,TRUE,15,TRUE,TRUE,FALSE,"36844380",3,"368443802011",3,25.5666669209798,24.8999996185303,18.6666666666667,0.907377375785666,0.665833155600651,TRUE,68.6363636363636,-5.03636363636364,12.8636363636364,-12.8636363636364,3.38461538461538,0.615384615384615,2,4,4.36842105263158,2.63157894736842,2,7
2647,"1257",16,12,88.8,11,8,3,19,77.8,11.1,66.7,3,"Age06",1.98,28,"2011",58,"4862","4847",1,1,1,1,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"48474862",1,"484748622011",2,21.4499998092651,20.8999996185303,17.6999998092651,0.777817729045015,0.424264338451741,FALSE,71.7777777777778,6.02222222222223,7.22222222222222,3.87777777777778,1,0,1,1,1.33333333333333,-0.333333333333333,1,2
2658,"1254",20,5,88.6,14,3,11,17,41.7,8.3,50,3,"Age10",2,25,"2011",57,"4723","3684",4,2,3,7,FALSE,FALSE,TRUE,3,FALSE,TRUE,FALSE,"36844723",1,"368447232011",3,24.2666664123535,21.7000007629395,18.4099992116292,2.55016262558123,0.675499859000165,TRUE,41.6666666666667,0.0333333333333314,4,4.3,3.38461538461538,0.615384615384615,2,4,3.375,-1.375,1,6
2659,"1252",24,17,88.6,16,12,4,28,57.5,12.5,40,2,"Age10",3.42,41,"2011",57,"4979","4673",2,1,1.5,2,FALSE,FALSE,FALSE,1,FALSE,NA,NA,"46734979",1,"467349792011",2,22.25,21.5,18.8999996185303,1.06066017177982,0.707106781186548,FALSE,43.35,14.15,11.45,1.05,2,0,2,2,1,0,1,1
2664,"1256",28,7,85.2,20,5,15,25,41.2,14.7,60,3,"Age10",2.22,35,"2011",58,"4380","3684",4,7,5.5,8,FALSE,FALSE,TRUE,15,TRUE,TRUE,FALSE,"36844380",3,"368443802011",3,25.5666669209798,24.8999996185303,18.6666666666667,0.907377375785666,0.665833155600651,TRUE,38.9411764705882,2.25882352941177,6.70588235294118,7.99411764705882,3.38461538461538,0.615384615384615,2,4,4.36842105263158,2.63157894736842,2,7
2666,"1255",18,11,88.3,12,7,5,19,53.6,10.7,33.3,4,"Age10",2.18,29,"2011",58,"4037","4649",2,3,2.5,2,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,"46494037",1,"464940372011",4,21.6500000953674,20.7000007629395,17.2750000953674,0.885060664395046,0.478713587081314,TRUE,48.9285714285714,4.67142857142857,7.85714285714286,2.84285714285714,2,0,2,2,2.1,0.9,1,3
2670,"1257",28,3,82.8,20,2,18,22,20,3.3,100,3,"Age10",10.38,31,"2011",58,"4862","4847",1,1,1,1,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"48474862",1,"484748622011",2,21.4499998092651,20.8999996185303,17.6999998092651,0.777817729045015,0.424264338451741,FALSE,19.4,0.600000000000001,3.9,-0.600000000000001,1,0,1,1,1.33333333333333,-0.333333333333333,1,2
2679,"1261",16,13,87.6,11,9,2,20,67.9,7.1,50,3,"Age06",3.83,29,"2011",64,"4084","4757",2,3,2.5,5,TRUE,TRUE,FALSE,8,TRUE,TRUE,FALSE,"47574084",5,"475740842011",3,23.8666667938232,23.7000007629395,18.7000001271566,0.208166630490122,0.608276378456314,TRUE,68.2857142857143,-0.385714285714286,10.9285714285714,-3.82857142857143,2.77777777777778,-0.777777777777778,1,5,2.76470588235294,0.235294117647059,1,4
2681,"1260",10,9,82.9,7,7,0,14,94.4,11.1,50,4,"Age06",4.98,19,"2011",64,"4854","4907",1,1,1,2,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"49074854",2,"490748542011",1,17.3000001907349,13,16.2000007629395,6.08111858794412,NA,FALSE,69.8888888888889,24.5111111111111,6.22222222222222,4.87777777777778,1,0,1,1,3,-2,1,5
2688,"1263",24,17,86.7,17,12,5,29,57.5,17.5,57.1,5,"Age06",2.55,41,"2011",67,"4078","4071",3,3,3,5,FALSE,FALSE,FALSE,8,FALSE,FALSE,FALSE,"40714078",5,"407140782011",4,25.0999999046326,23.7999992370605,18.6000003814697,1.33416653984391,0.522812710139011,TRUE,57.65,-0.149999999999999,11.475,6.025,2.5,0.5,2,3,2.09090909090909,0.909090909090909,1,3
2690,"1261",18,10,88.1,12,7,5,19,59.3,3.7,100,3,"Age10",1.65,28,"2011",64,"4084","4757",2,3,2.5,5,TRUE,TRUE,FALSE,8,TRUE,TRUE,FALSE,"47574084",5,"475740842011",3,23.8666667938232,23.7000007629395,18.7000001271566,0.208166630490122,0.608276378456314,TRUE,55.037037037037,4.26296296296297,7.88888888888889,-4.18888888888889,2.77777777777778,-0.777777777777778,1,5,2.76470588235294,0.235294117647059,1,4
2693,"1262",14,6,80.4,10,4,6,14,63.2,0,NA,2,"Age10",3.62,20,"2011",65,"4744","4098",3,2,2.5,3,TRUE,FALSE,FALSE,5,TRUE,FALSE,FALSE,"40984744",2,"409847442011",0,NA,NA,NA,NA,NA,NA,60.5263157894737,2.67368421052632,5.57894736842105,-5.57894736842105,3,0,3,3,1.5,0.5,1,2
2696,"1265",9,27,89.1,6,18,12,24,51.4,25.7,66.7,3,"Age06",1.78,36,"2011",70,"4863","4852",1,1,1,2,FALSE,NA,NA,2,FALSE,NA,NA,"48524863",2,"485248632011",3,20.3999996185303,18.3999996185303,17.3666661580404,1.73493517927731,0.0577352471606529,TRUE,39.4285714285714,11.9714285714286,7.62857142857143,18.0714285714286,1,0,1,1,1,0,1,1
2697,"1264",9,12,88.5,6,8,2,14,80,5,0,3,"Age06",1.8,21,"2011",70,"4062","4895",1,4,2.5,2,FALSE,TRUE,FALSE,8,FALSE,TRUE,FALSE,"48954062",2,"489540622011",3,25.0666669209798,21,18.8999996185303,3.54447945112791,0.10000038146975,TRUE,68,12,5.25,-0.25,2.76923076923077,-1.76923076923077,1,4,3.21428571428571,0.785714285714286,2,4
2698,"1266",6,32,90,4,21,17,25,32.4,0,NA,3,"Age06",3.42,38,"2011",70,"4898","4616",2,1,1.5,1,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"46164898",1,"461648982011",3,24.8200000762939,22.7999992370605,16.7799999237061,2.1221067471516,0.416332955557368,TRUE,32.4324324324324,-0.0324324324324365,5.91891891891892,-5.91891891891892,2,0,2,2,2.2,-1.2,1,5
2699,"1267",11,14,86,8,10,2,18,41.7,8.3,50,4,"Age06",2.92,25,"2011",71,"4858","4765",1,1,1,2,TRUE,NA,NA,2,TRUE,FALSE,FALSE,"47654858",2,"476548582011",4,22.3571428571429,19.7000007629395,16.7714286531721,2.67628410273683,1.1888372233763,FALSE,54.8333333333333,-13.1333333333333,8.54166666666667,-0.241666666666665,1,0,1,1,2.2,-1.2,1,3
2701,"1268",13,15,88.5,9,10,1,19,70.4,11.1,33.3,4,"Age06",2.95,28,"2011",71,"4759","3764",4,3,3.5,7,TRUE,TRUE,FALSE,6,TRUE,TRUE,FALSE,"37644759",4,"376447592011",4,18.850000222524,14.3000001907349,16.5500000317891,4.15240867221882,1.14127133386087,FALSE,62.5925925925926,7.80740740740741,6.18518518518518,4.91481481481482,5,-1,2,7,2.1,0.9,1,3
2705,"1270",9,19,71.9000015258789,8,16,8,24,51.9,0,NA,5,"Age06",7.42,28,"2011",72,"4585","4735",2,2,2,2,TRUE,NA,NA,3,TRUE,NA,NA,"47354585",2,"473545852011",5,24.7,22.2999992370605,18.3600002288818,1.68077380161787,0.884873057598652,FALSE,47.8518518518518,4.04814814814815,7.85185185185185,-7.85185185185185,2,0,2,2,1.8,0.2,1,2
2706,"1272",5,10,90,3,7,4,10,64.3,0,NA,3,"Age06",4.12,15,"2011",72,"4982","4885",1,1,1,2,TRUE,NA,NA,2,TRUE,FALSE,TRUE,"48854982",2,"488549822011",2,24.1499996185303,22.5,18.0999994277954,2.33345183843591,0.282842442734738,FALSE,61.7142857142857,2.58571428571427,3.07142857142857,-3.07142857142857,1,0,1,1,1,0,1,1
2707,"1273",7,12,88.7,5,8,3,13,61.1,5.6,0,3,"Age06",7.37,19,"2011",72,"4049","4753",2,3,2.5,4,TRUE,TRUE,FALSE,6,TRUE,TRUE,FALSE,"47534049",2,"475340492011",3,21.9500002861023,19.5,17.4500002861023,2.4758841120357,0.550757250973191,FALSE,49.1111111111111,11.9888888888889,4.16666666666667,1.43333333333333,1.66666666666667,0.333333333333333,1,2,2.25,0.75,1,3
2708,"1271",10,32,88.2,7,22,15,29,36.6,12.2,60,5,"Age06",5.83,42,"2011",72,"4110","4722",2,3,2.5,3,TRUE,TRUE,FALSE,9,TRUE,TRUE,FALSE,"47224110",2,"472241102011",5,21.599999836513,16.2999992370605,16.6714285441807,3.94879742580919,1.35388322761098,FALSE,34.6829268292683,1.91707317073171,8.80487804878049,3.39512195121951,3.05263157894737,-1.05263157894737,1,5,2.2,0.8,1,3
2709,"1276",32,20,87,22,14,8,36,51,11.8,50,4,"Age06",2.48,52,"2011",73,"4873","4960",1,1,1,2,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"49604873",2,"496048732011",4,21.6333332061768,19.5,16.865000406901,1.71852602707367,0.349034283350565,FALSE,50.4705882352941,0.529411764705884,13.8235294117647,-2.02352941176471,2.27777777777778,-1.27777777777778,1,4,2,-1,1,4
2710,"1274",15,7,89.3,10,5,5,15,57.1,4.8,100,3,"Age06",5.78,22,"2011",72,"4972","4673",2,1,1.5,3,FALSE,FALSE,FALSE,2,TRUE,FALSE,FALSE,"46734972",2,"467349722011",2,19.0666669209798,16,16.4000002543132,4.59619407771256,1.83847790082484,TRUE,55.6190476190476,1.48095238095239,4.85714285714286,-0.0571428571428569,2,0,2,2,1,0,1,1
2711,"1277",24,19,87.7,16,13,3,29,54.8,21.4,55.6,4,"Age06",4.13,43,"2011",73,"4967","4768",1,1,1,2,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,"47684967",1,"476849672011",4,21.9749999046326,20.8999996185303,18.9249997138977,0.736546126928119,0.287227678557,TRUE,50.1904761904762,4.60952380952381,11.4761904761905,9.92380952380952,2.4,-1.4,1,4,2.77777777777778,-1.77777777777778,1,5
2712,"1275",15,25,88.7,10,17,7,27,46.2,15.4,50,4,"Age06",2.7,40,"2011",73,"4968","4998",1,1,1,2,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,"49984968",2,"499849682011",3,20.7000001271566,16,17.7000001271566,4.20357006567002,1.05356550201186,FALSE,44.1538461538462,2.04615384615385,9.61538461538461,5.78461538461539,1,0,1,1,1,0,1,1
2713,"1283",16,14,89.1,11,9,2,20,58.6,10.3,66.7,2,"Age06",4.17,30,"2011",73,"4619","5024",1,2,1.5,1,FALSE,NA,NA,5,FALSE,NA,NA,"50244619",1,"502446192011",1,27.7000007629395,27.7000007629395,19.3999996185303,NA,NA,FALSE,57.8620689655172,0.737931034482763,9.24137931034483,1.05862068965517,1,0,1,1,1.4,0.6,1,2
2714,"1280",13,23,86.3,9,16,7,25,57.1,25.7,66.7,4,"Age06",5.92,36,"2011",73,"4942","3496",5,1,3,10,TRUE,NA,NA,2,TRUE,NA,NA,"34964942",2,"349649422011",3,26.2000001271566,24.7000007629395,18.7666664123535,1.34536172420127,0.251661097315836,TRUE,55.5428571428571,1.55714285714286,11.7714285714286,13.9285714285714,3.27272727272727,1.72727272727273,1,5,1,0,1,1
2715,"1278",11,10,90,7,7,0,14,65,0,NA,4,"Age06",10.03,21,"2011",73,"4663","4512",3,2,2.5,2,FALSE,TRUE,FALSE,3,TRUE,TRUE,FALSE,"45124663",2,"451246632011",4,25.1499996185303,24.7999992370605,18.5250000953674,0.435890536132121,0.403113005704201,FALSE,61.5,3.5,4.85,-4.85,2.75,0.25,2,3,3.61111111111111,-1.61111111111111,1,5
2716,"1279",11,11,86.1,8,8,0,16,66.7,4.8,0,4,"Age06",5.87,22,"2011",73,"5058","4717",2,1,1.5,1,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"47175058",1,"471750582011",3,25.4333330790202,25.2999992370605,18.2333335876465,0.152753105869831,0.230939887434215,FALSE,67.7142857142857,-1.01428571428571,6.09523809523809,-1.2952380952381,2,0,2,2,1,0,1,1
2717,"1281",12,18,88.2,8,12,4,20,75.9,17.2,0,3,"Age06",2.28,30,"2011",74,"4872","4996",1,1,1,2,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"49964872",2,"499648722011",3,23.4666665395101,22.6000003814697,19.0999997456868,0.960902247829185,0.519615022029028,FALSE,66.6206896551724,9.27931034482759,8.44827586206897,8.75172413793103,1,0,1,1,2.64705882352941,-1.64705882352941,1,4
2718,"1265",14,42,88.9,9,28,19,37,41.8,9.1,20,3,"Age10",2.3,56,"2011",70,"4863","4852",1,1,1,2,FALSE,NA,NA,2,FALSE,NA,NA,"48524863",2,"485248632011",3,20.3999996185303,18.3999996185303,17.3666661580404,1.73493517927731,0.0577352471606529,TRUE,41.9272727272727,-0.127272727272732,12.6727272727273,-3.57272727272727,1,0,1,1,1,0,1,1
2719,"1264",34,19,83.0999984741211,25,14,11,39,55.8,17.3,33.3,3,"Age10",2.5,53,"2011",70,"4062","4895",1,4,2.5,2,FALSE,TRUE,FALSE,8,FALSE,TRUE,FALSE,"48954062",2,"489540622011",3,25.0666669209798,21,18.8999996185303,3.54447945112791,0.10000038146975,TRUE,47.8846153846154,7.91538461538461,15.6538461538462,1.64615384615385,2.76923076923077,-1.76923076923077,1,4,3.21428571428571,0.785714285714286,2,4
2720,"1282",15,7,85.3,11,5,6,16,47.6,9.5,50,2,"Age06",4.27,22,"2011",74,"5017","4706",2,1,1.5,2,TRUE,NA,NA,2,TRUE,NA,NA,"47065017",2,"470650172011",2,22.6999998092651,22.5,17.3499994277954,0.282842442734806,0.0707109478585355,FALSE,53.7142857142857,-6.11428571428571,6.33333333333333,3.16666666666667,2,0,2,2,1,0,1,1
2721,"1266",16,21,88.7,11,14,3,25,63.9,13.9,40,3,"Age10",4.3,37,"2011",70,"4898","4616",2,1,1.5,1,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"46164898",1,"461648982011",3,24.8200000762939,22.7999992370605,16.7799999237061,2.1221067471516,0.416332955557368,TRUE,66.8333333333333,-2.93333333333333,9.80555555555556,4.09444444444444,2,0,2,2,2.2,-1.2,1,5
2722,"1284",6,18,86.7,4,12,8,16,34.8,13,33.3,3,"Age06",1.45,24,"2011",75,"4739","4686",2,2,2,3,TRUE,FALSE,TRUE,5,TRUE,FALSE,FALSE,"46864739",2,"468647392011",3,22.5666669209798,21.7000007629395,17.6333332061768,0.757187393194961,0.152752065326243,TRUE,45.6521739130435,-10.8521739130435,5.30434782608696,7.69565217391304,2,0,2,2,2.9375,-0.9375,1,5
2723,"1267",24,25,88.4,16,17,1,33,52.1,14.6,57.1,4,"Age10",1.37,49,"2011",71,"4858","4765",1,1,1,2,TRUE,NA,NA,2,TRUE,FALSE,FALSE,"47654858",2,"476548582011",4,22.3571428571429,19.7000007629395,16.7714286531721,2.67628410273683,1.1888372233763,FALSE,50.4166666666667,1.68333333333333,13.7916666666667,0.808333333333334,1,0,1,1,2.2,-1.2,1,3
2726,"1285",18,9,64.0999984741211,17,8,9,25,69.2,11.5,0,3,"Age06",6.07,27,"2011",75,"4947","4914",1,1,1,2,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"49144947",2,"491449472011",3,25.033332824707,24.2999992370605,18.2999998728434,0.873689916870803,0.519615022029028,TRUE,50.0769230769231,19.1230769230769,9.19230769230769,2.30769230769231,1,0,1,1,1,0,1,1
2727,"1268",26,31,88.2,18,21,3,39,62.5,30.4,47.1,4,"Age10",3.3,57,"2011",71,"4759","3764",4,3,3.5,7,TRUE,TRUE,FALSE,6,TRUE,TRUE,FALSE,"37644759",4,"376447592011",4,18.850000222524,14.3000001907349,16.5500000317891,4.15240867221882,1.14127133386087,FALSE,45.6428571428571,16.8571428571429,16.0357142857143,14.3642857142857,5,-1,2,7,2.1,0.9,1,3
2730,"1287",8,18,89.3,5,12,7,17,64,8,0,4,"Age06",1.8,26,"2011",76,"5005","4060",3,1,2,5,TRUE,FALSE,TRUE,2,TRUE,TRUE,FALSE,"40605005",2,"406050052011",3,19.1000003814697,19.1000003814697,16.7999992370605,NA,NA,TRUE,54.96,9.04,6.64,1.36,2.45454545454545,0.545454545454545,1,3,1,0,1,1
2731,"1271",37,47,89.4,25,32,7,57,60.2,26.5,54.5,5,"Age10",3.37,84,"2011",72,"4110","4722",2,3,2.5,3,TRUE,TRUE,FALSE,9,TRUE,TRUE,FALSE,"47224110",2,"472241102011",5,21.599999836513,16.2999992370605,16.6714285441807,3.94879742580919,1.35388322761098,FALSE,60.6024096385542,-0.402409638554211,24.9879518072289,1.51204819277108,3.05263157894737,-1.05263157894737,1,5,2.2,0.8,1,3
2732,"1273",10,32,87.2,7,22,15,29,36.6,9.8,50,3,"Age10",4.95,42,"2011",72,"4049","4753",2,3,2.5,4,TRUE,TRUE,FALSE,6,TRUE,TRUE,FALSE,"47534049",2,"475340492011",3,21.9500002861023,19.5,17.4500002861023,2.4758841120357,0.550757250973191,FALSE,39.2682926829268,-2.66829268292683,9.12195121951219,0.678048780487806,1.66666666666667,0.333333333333333,1,2,2.25,0.75,1,3
2733,"1272",17,14,89.3,11,9,2,20,56.7,0,NA,3,"Age10",5,31,"2011",72,"4982","4885",1,1,1,2,TRUE,NA,NA,2,TRUE,FALSE,TRUE,"48854982",2,"488549822011",2,24.1499996185303,22.5,18.0999994277954,2.33345183843591,0.282842442734738,FALSE,53.6,3.1,7.86666666666667,-7.86666666666667,1,0,1,1,1,0,1,1
2734,"1270",10,18,88.9,7,12,5,19,63,7.4,50,5,"Age10",11.23,28,"2011",72,"4585","4735",2,2,2,2,TRUE,NA,NA,3,TRUE,NA,NA,"47354585",2,"473545852011",5,24.7,22.2999992370605,18.3600002288818,1.68077380161787,0.884873057598652,FALSE,62.8148148148148,0.185185185185183,6.14814814814815,1.25185185185185,2,0,2,2,1.8,0.2,1,2
2735,"1276",17,38,70.5000015258789,14,32,18,46,44.4,14.8,62.5,4,"Age10",3.25,55,"2011",73,"4873","4960",1,1,1,2,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"49604873",2,"496048732011",4,21.6333332061768,19.5,16.865000406901,1.71852602707367,0.349034283350565,FALSE,47.5925925925926,-3.19259259259259,16.4074074074074,-1.6074074074074,2.27777777777778,-1.27777777777778,1,4,2,-1,1,4
2736,"1277",26,13,89.1,18,9,9,27,57.9,7.9,66.7,4,"Age10",2.82,39,"2011",73,"4967","4768",1,1,1,2,TRUE,FALSE,FALSE,2,FALSE,FALSE,FALSE,"47684967",1,"476849672011",4,21.9749999046326,20.8999996185303,18.9249997138977,0.736546126928119,0.287227678557,TRUE,49.7894736842105,8.11052631578948,9.71052631578947,-1.81052631578947,2.4,-1.4,1,4,2.77777777777778,-1.77777777777778,1,5
2738,"1283",21,5,87.2,14,3,11,17,24,4,100,2,"Age10",4.48,26,"2011",73,"4619","5024",1,2,1.5,1,FALSE,NA,NA,5,FALSE,NA,NA,"50244619",1,"502446192011",1,27.7000007629395,27.7000007629395,19.3999996185303,NA,NA,FALSE,28.88,-4.88,5.2,-1.2,1,0,1,1,1.4,0.6,1,2
2739,"1280",22,18,85.4,15,13,2,28,61.5,12.8,40,3,"Age10",4.65,40,"2011",73,"4942","3496",5,1,3,10,TRUE,NA,NA,2,TRUE,NA,NA,"34964942",2,"349649422011",3,26.2000001271566,24.7000007629395,18.7666664123535,1.34536172420127,0.251661097315836,TRUE,47.7948717948718,13.7051282051282,11.6410256410256,1.15897435897436,3.27272727272727,1.72727272727273,1,5,1,0,1,1
2741,"1278",23,30,88.5,16,20,4,36,55.8,19.2,50,4,"Age10",6.23,53,"2011",73,"4663","4512",3,2,2.5,2,FALSE,TRUE,FALSE,3,TRUE,TRUE,FALSE,"45124663",2,"451246632011",4,25.1499996185303,24.7999992370605,18.5250000953674,0.435890536132121,0.403113005704201,FALSE,60,-4.2,16.4038461538462,2.79615384615385,2.75,0.25,2,3,3.61111111111111,-1.61111111111111,1,5
2744,"1279",8,13,47.3,10,16,6,26,50,15,66.7,3,"Age10",6.17,21,"2011",73,"5058","4717",2,1,1.5,1,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"47175058",1,"471750582011",3,25.4333330790202,25.2999992370605,18.2333335876465,0.152753105869831,0.230939887434215,FALSE,50.2,-0.200000000000003,10.25,4.75,2,0,2,2,1,0,1,1
2745,"1281",15,18,86.7,10,12,2,22,68.8,15.6,40,3,"Age10",2.52,33,"2011",74,"4872","4996",1,1,1,2,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"49964872",2,"499648722011",3,23.4666665395101,22.6000003814697,19.0999997456868,0.960902247829185,0.519615022029028,FALSE,63.1875,5.6125,8.0625,7.5375,1,0,1,1,2.64705882352941,-1.64705882352941,1,4
2747,"1290",17,15,88.3,12,10,2,22,74.2,6.5,0,2,"Age06",2.53,32,"2011",78,"4933","4973",1,1,1,2,FALSE,TRUE,FALSE,2,FALSE,TRUE,FALSE,"49734933",2,"497349332011",2,24.4000005722046,24.1000003814697,18.5500001907349,0.424264338451809,0.0707109478584676,TRUE,71.9354838709677,2.26451612903226,10.6451612903226,-4.14516129032258,1,0,1,1,2.1875,-1.1875,1,4
2748,"1282",12,11,89.5,8,7,1,15,59.1,4.5,0,2,"Age10",5.9,23,"2011",74,"5017","4706",2,1,1.5,2,TRUE,NA,NA,2,TRUE,NA,NA,"47065017",2,"470650172011",2,22.6999998092651,22.5,17.3499994277954,0.282842442734806,0.0707109478585355,FALSE,55,4.1,6.13636363636364,-1.63636363636364,2,0,2,2,1,0,1,1
2749,"1284",20,19,88.5,14,13,1,27,65.8,10.5,50,3,"Age10",2.87,39,"2011",75,"4739","4686",2,2,2,3,TRUE,FALSE,TRUE,5,TRUE,FALSE,FALSE,"46864739",2,"468647392011",3,22.5666669209798,21.7000007629395,17.6333332061768,0.757187393194961,0.152752065326243,TRUE,67.6842105263158,-1.8842105263158,10.2894736842105,0.210526315789474,2,0,2,2,2.9375,-0.9375,1,5
2750,"1291",11,14,87.2,8,10,2,18,62.5,16.7,50,4,"Age06",6.38,25,"2011",79,"5046","5047",1,1,1,2,TRUE,NA,NA,2,TRUE,NA,NA,"50475046",2,"504750462011",4,21.8250002861023,19.7999992370605,18.0499997138977,1.86257051168027,0.699999809265149,TRUE,65,-2.5,7.79166666666667,8.90833333333333,1,0,1,1,1,0,1,1
2753,"1287",10,10,89.1,7,7,0,14,57.9,10.5,50,3,"Age10",1.58,20,"2011",76,"5005","4060",3,1,2,5,TRUE,FALSE,TRUE,2,TRUE,TRUE,FALSE,"40605005",2,"406050052011",3,19.1000003814697,19.1000003814697,16.7999992370605,NA,NA,TRUE,52.8421052631579,5.0578947368421,3.68421052631579,6.81578947368421,2.45454545454545,0.545454545454545,1,3,1,0,1,1
