"BroodRef"	"BirdID"	"NatalBroodID"	"RingedYN"	"LastStage"	"DeathDate"	"CrossFosteredYN"	"LastLiveRecord"	"HatchDate"
1561	6996	1561	1	3	NA	0	2014-06-23 00:00:00	2013-06-19
1561	6997	1561	1	2	NA	0	2013-06-30 00:00:00	2013-06-19
1562	6999	1562	1	3	2013-07-11	0	2013-07-01 00:00:00	2013-06-20
1562	7000	1562	1	3	NA	0	2014-06-29 00:00:00	2013-06-20
1562	7001	1562	0	2	2013-06-29	0	2013-06-24 00:00:00	2013-06-20
1562	7002	1562	1	3	NA	0	2014-07-11 00:00:00	2013-06-20
1563	7003	1565	0	2	2013-06-30	1	2013-06-25 00:00:00	2013-06-21
1563	7004	1565	0	2	2013-06-25	1	2013-06-22 00:00:00	2013-06-21
1563	7005	1565	1	2	NA	1	2013-07-02 00:00:00	2013-06-21
1564	7010	1564	0	2	2013-07-01	0	2013-06-26 00:00:00	2013-06-22
1564	7011	1564	1	3	NA	0	2015-05-14 00:00:00	2013-06-22
1564	7012	1564	1	2	NA	0	2013-07-03 00:00:00	2013-06-22
1565	7006	1565	0	2	2013-06-25	0	2013-06-22 00:00:00	2013-06-21
1565	7007	1563	0	2	2013-06-29	1	2013-06-25 00:00:00	2013-06-21
1565	7008	1563	0	2	2013-06-25	1	2013-06-22 00:00:00	2013-06-21
1565	7009	1563	0	2	2013-06-25	1	2013-06-22 00:00:00	2013-06-21
1566	7015	1566	1	2	NA	0	2013-07-05 00:00:00	2013-06-24
1566	7016	1566	0	2	2013-06-28	0	2013-06-25 00:00:00	2013-06-24
1570	7025	1570	1	2	NA	0	2013-07-09 00:00:00	2013-06-28
1570	7026	1570	1	3	2014-05-10	0	2013-07-09 00:00:00	2013-06-28
1570	7027	1570	1	2	NA	0	2013-07-09 00:00:00	2013-06-28
1570	7028	1570	1	3	NA	0	2014-07-09 00:00:00	2013-06-28
1570	7029	1570	0	2	2013-07-07	0	2013-07-02 00:00:00	2013-06-28
1571	7030	1571	1	2	NA	0	2013-07-11 00:00:00	2013-06-30
1571	7031	1571	1	3	NA	0	2015-02-15 00:00:00	2013-06-30
1571	7032	1571	1	2	NA	0	2013-07-11 00:00:00	2013-06-30
1571	7033	1571	1	3	2013-07-19	0	2013-07-11 00:00:00	2013-06-30
1571	7034	1571	1	3	NA	0	2014-07-08 00:00:00	2013-06-30
1571	7035	1571	0	2	2013-07-04	0	2013-07-01 00:00:00	2013-06-30
1572	7038	1572	1	2	NA	0	2013-07-12 00:00:00	2013-07-01
1572	7039	1572	0	2	2013-07-11	0	2013-07-05 00:00:00	2013-07-01
1572	7040	1572	1	3	NA	0	2015-08-01 00:00:00	2013-07-01
1572	7041	1572	0	2	2013-07-05	0	2013-07-02 00:00:00	2013-07-01
1572	7042	1572	1	2	NA	0	2013-07-12 00:00:00	2013-07-01
1574	7047	1584	1	2	2013-07-22	1	2013-07-15 00:00:00	2013-07-04
1574	7048	1584	1	3	NA	1	2013-08-06 00:00:00	2013-07-04
1574	7049	1584	0	2	2013-07-11	1	2013-07-07 00:00:00	2013-07-04
1574	7046	1574	1	3	NA	0	2014-07-30 00:00:00	2013-07-04
1575	7054	1576	0	2	2013-07-08	1	2013-07-07 00:00:00	2013-07-05
1575	7055	1576	0	2	2013-07-08	1	2013-07-07 00:00:00	2013-07-05
1575	7056	1576	0	2	2013-07-07	1	2013-07-06 00:00:00	2013-07-05
1576	7051	1575	0	2	2013-07-14	1	2013-07-09 00:00:00	2013-07-05
1576	7052	1575	0	2	2013-07-14	1	2013-07-09 00:00:00	2013-07-05
1576	7053	1575	1	2	NA	1	2013-07-16 00:00:00	2013-07-05
1577	7062	1580	1	2	NA	1	2013-07-18 00:00:00	2013-07-07
1577	7063	1580	0	2	2013-07-18	1	2013-07-16 00:00:00	2013-07-07
1577	7069	1577	1	2	NA	0	2013-07-18 00:00:00	2013-07-07
1577	7070	1577	0	2	2013-07-11	0	2013-07-08 00:00:00	2013-07-07
1577	7068	1577	1	2	NA	0	2013-07-18 00:00:00	2013-07-07
1578	7067	1577	1	3	NA	1	2013-08-08 00:00:00	2013-07-07
1578	7066	1577	1	2	NA	1	2013-07-18 00:00:00	2013-07-07
1579	7060	1579	1	3	NA	0	2014-07-09 00:00:00	2013-07-06
1579	7061	1579	1	3	NA	0	2014-07-29 00:00:00	2013-07-06
1579	7081	1579	1	2	NA	0	2013-07-17 00:00:00	2013-07-06
1580	7065	1578	1	2	NA	1	2013-07-18 00:00:00	2013-07-07
1580	7084	1580	0	2	2013-07-16	0	2013-07-11 00:00:00	2013-07-07
1580	7064	1578	1	2	NA	1	2013-07-18 00:00:00	2013-07-07
1580	7083	1580	0	2	2013-07-16	0	2013-07-11 00:00:00	2013-07-07
1581	7072	1581	1	2	NA	0	2013-07-19 00:00:00	2013-07-08
1581	7071	1581	1	3	2015-05-22	0	2014-07-09 00:00:00	2013-07-08
1582	7095	1582	1	3	NA	0	2013-08-06 00:00:00	2013-07-10
1583	7086	1586	1	3	NA	1	2014-08-06 00:00:00	2013-07-10
1583	7087	1586	1	3	NA	1	2014-06-23 00:00:00	2013-07-10
1583	7088	1586	1	2	NA	1	2013-07-21 00:00:00	2013-07-10
1583	7089	1586	1	2	NA	1	2013-07-25 00:00:00	2013-07-10
1583	7094	1583	1	2	NA	0	2013-07-21 00:00:00	2013-07-10
1584	7043	1574	0	2	2013-07-11	1	2013-07-07 00:00:00	2013-07-04
1584	7044	1574	0	2	2013-07-12	1	2013-07-11 00:00:00	2013-07-04
1584	7045	1574	0	2	2013-07-11	1	2013-07-07 00:00:00	2013-07-04
1584	7050	1584	0	2	2013-07-05	0	2013-07-04 23:59:59	2013-07-04
1585	7096	1585	1	2	NA	0	2013-07-22 00:00:00	2013-07-11
1585	7097	1585	1	2	NA	0	2013-07-22 00:00:00	2013-07-11
1585	7098	1585	1	2	NA	0	2013-07-22 00:00:00	2013-07-11
1585	7099	1585	0	2	2013-07-15	0	2013-07-12 00:00:00	2013-07-11
1586	7091	1583	1	3	2013-11-09	1	2013-07-28 00:00:00	2013-07-10
1586	7092	1583	1	3	NA	1	2013-08-19 00:00:00	2013-07-10
1586	7093	1583	0	2	2013-07-14	1	2013-07-11 00:00:00	2013-07-10
1586	7090	1583	1	3	NA	1	2013-11-10 00:00:00	2013-07-10
1587	7102	1587	1	2	NA	0	2013-07-23 00:00:00	2013-07-12
1587	7103	1587	1	3	NA	0	2014-12-05 00:00:00	2013-07-12
1587	7104	1587	0	2	2013-07-21	0	2013-07-16 00:00:00	2013-07-12
1589	7109	1590	1	2	NA	1	2013-07-26 00:00:00	2013-07-15
1589	7110	1590	1	2	NA	1	2013-07-26 00:00:00	2013-07-15
1589	7111	1590	1	2	NA	1	2013-07-26 00:00:00	2013-07-15
1590	7112	1589	1	3	2016-05-03	1	2016-02-16 00:00:00	2013-07-15
1590	7113	1589	1	3	NA	1	2014-08-10 00:00:00	2013-07-15
1590	7114	1589	1	3	NA	1	2014-06-07 00:00:00	2013-07-15
1590	7151	1590	0	2	2013-07-26	0	2013-07-19 00:00:00	2013-07-15
1591	7115	1591	1	2	NA	0	2013-07-27 00:00:00	2013-07-16
1591	7116	1591	1	3	NA	0	2013-11-10 00:00:00	2013-07-16
1591	7117	1591	1	2	NA	0	2013-07-27 00:00:00	2013-07-16
1591	7161	1591	0	2	2013-07-25	0	2013-07-20 00:00:00	2013-07-16
1592	7080	1592	1	2	NA	0	2013-07-12 00:00:00	2013-07-01
1592	7077	1592	1	2	NA	0	2013-07-14 00:00:00	2013-07-01
1592	7078	1592	0	2	2013-07-20	0	2013-07-14 00:00:00	2013-07-01
1592	7079	1592	1	3	NA	0	2014-08-07 00:00:00	2013-07-01
1593	7128	1593	0	2	2013-07-26	0	2013-07-21 00:00:00	2013-07-17
1593	7129	1593	1	2	NA	0	2013-07-23 00:00:00	2013-07-17
1593	7126	1593	0	2	2013-07-23	0	2013-07-21 00:00:00	2013-07-17
1593	7127	1593	1	2	NA	0	2013-07-23 00:00:00	2013-07-17
1593	7182	1593	1	3	NA	0	2013-11-14 00:00:00	2013-07-17
1594	7123	1595	1	3	2013-08-08	1	2013-08-06 00:00:00	2013-07-17
1594	7124	1595	1	2	NA	1	2013-07-28 00:00:00	2013-07-17
1594	7122	1595	1	3	2013-08-02	1	2013-07-28 00:00:00	2013-07-17
1594	7121	1594	0	2	2013-07-26	0	2013-07-21 00:00:00	2013-07-17
1595	7118	1594	0	2	2013-07-26	1	2013-07-21 00:00:00	2013-07-17
1595	7119	1594	1	3	2015-04-23	1	2014-08-06 00:00:00	2013-07-17
1595	7120	1594	0	2	2013-07-26	1	2013-07-21 00:00:00	2013-07-17
1595	7125	1595	0	2	2013-07-18	0	2013-07-17 23:59:59	2013-07-17
1596	7133	1598	1	3	NA	1	2014-08-04 00:00:00	2013-07-18
1596	7134	1599	0	2	2013-07-22	1	2013-07-19 00:00:00	2013-07-18
1597	7147	1602	0	2	2013-07-22	1	2013-07-19 00:00:00	2013-07-18
1597	7149	1602	0	2	2013-07-22	1	2013-07-19 00:00:00	2013-07-18
1597	7148	1602	0	2	2013-07-22	1	2013-07-19 00:00:00	2013-07-18
1598	7130	1596	1	2	NA	1	2013-07-29 00:00:00	2013-07-18
1598	7131	1596	1	2	NA	1	2013-07-29 00:00:00	2013-07-18
1599	7132	1598	1	3	NA	1	2014-12-02 00:00:00	2013-07-18
1600	7155	1610	1	2	2013-07-30	1	2013-07-28 00:00:00	2013-07-19
1600	7156	1610	0	2	2013-07-23	1	2013-07-20 00:00:00	2013-07-19
1600	7157	1610	0	2	2013-07-23	1	2013-07-20 00:00:00	2013-07-19
1601	7136	1609	1	2	NA	1	2013-07-29 00:00:00	2013-07-18
1601	7137	1609	1	2	NA	1	2013-07-29 00:00:00	2013-07-18
1601	7135	1609	1	2	NA	1	2013-07-29 00:00:00	2013-07-18
1601	7150	1602	1	2	NA	1	2013-07-29 00:00:00	2013-07-18
1601	7138	1609	0	2	2013-07-22	1	2013-07-19 00:00:00	2013-07-18
1602	7143	1601	0	2	2013-07-27	1	2013-07-22 00:00:00	2013-07-18
1602	7144	1597	1	3	NA	1	2014-04-24 00:00:00	2013-07-18
1602	7145	1597	1	3	NA	1	2014-12-02 00:00:00	2013-07-18
1602	7146	1597	1	3	NA	1	2014-03-15 00:00:00	2013-07-18
1602	7199	1602	0	2	2013-07-27	0	2013-07-22 00:00:00	2013-07-18
1603	7159	1600	1	2	NA	1	2013-07-30 00:00:00	2013-07-19
1603	7158	1600	1	2	NA	1	2013-07-30 00:00:00	2013-07-19
1603	7160	1600	1	3	NA	1	2016-12-01 00:00:00	2013-07-19
1604	7178	1608	1	3	2013-08-07	1	2013-07-31 00:00:00	2013-07-20
1604	7180	1608	0	2	2013-07-24	1	2013-07-21 00:00:00	2013-07-20
1604	7177	1605	1	3	NA	1	2013-08-29 00:00:00	2013-07-20
1604	7179	1608	0	2	2013-07-24	1	2013-07-21 00:00:00	2013-07-20
1605	7170	1604	1	3	NA	1	2014-03-14 00:00:00	2013-07-20
1605	7172	1604	1	2	NA	1	2013-07-31 00:00:00	2013-07-20
1605	7171	1604	0	2	2013-07-24	1	2013-07-21 00:00:00	2013-07-20
1605	7173	1604	0	2	2013-07-24	1	2013-07-21 00:00:00	2013-07-20
1606	7165	1607	1	2	NA	1	2013-07-31 00:00:00	2013-07-20
1606	7166	1607	0	2	2013-07-29	1	2013-07-24 00:00:00	2013-07-20
1606	7164	1607	1	2	NA	1	2013-07-31 00:00:00	2013-07-20
1607	7169	1606	0	2	2013-07-28	1	2013-07-24 00:00:00	2013-07-20
1607	7167	1606	1	2	NA	1	2013-07-31 00:00:00	2013-07-20
1607	7168	1606	1	2	NA	1	2013-07-31 00:00:00	2013-07-20
1608	7174	1605	0	2	2013-07-28	1	2013-07-24 00:00:00	2013-07-20
1608	7176	1605	0	2	2013-07-24	1	2013-07-21 00:00:00	2013-07-20
1608	7175	1605	0	2	2013-07-28	1	2013-07-24 00:00:00	2013-07-20
1609	7141	1601	1	2	NA	1	2013-07-29 00:00:00	2013-07-18
1609	7140	1601	0	2	2013-07-27	1	2013-07-22 00:00:00	2013-07-18
1609	7139	1601	0	2	2013-08-01	1	2013-07-29 00:00:00	2013-07-18
1609	7142	1601	0	2	2013-07-22	1	2013-07-19 00:00:00	2013-07-18
1610	7154	1603	1	3	2015-04-23	1	2014-07-12 00:00:00	2013-07-19
1610	7152	1603	1	2	NA	1	2013-07-30 00:00:00	2013-07-19
1610	7153	1603	1	2	NA	1	2013-07-30 00:00:00	2013-07-19
1611	7203	1613	1	3	NA	1	2014-07-07 00:00:00	2013-07-22
1611	7204	1613	0	2	2013-08-04	1	2013-08-02 00:00:00	2013-07-22
1611	7205	1613	1	2	NA	1	2013-08-02 00:00:00	2013-07-22
1611	7206	1613	0	2	2013-07-31	1	2013-07-26 00:00:00	2013-07-22
1612	7183	1614	0	2	2013-07-30	1	2013-07-25 00:00:00	2013-07-21
1612	7184	1614	1	2	NA	1	2013-08-01 00:00:00	2013-07-21
1612	7187	1612	1	2	NA	0	2013-08-01 00:00:00	2013-07-21
1612	7185	1614	0	2	2013-07-25	1	2013-07-22 00:00:00	2013-07-21
1613	7207	1613	1	2	NA	0	2013-08-02 00:00:00	2013-07-22
1613	7208	1611	1	2	NA	1	2013-08-02 00:00:00	2013-07-22
1613	7209	1611	0	2	2013-07-26	1	2013-07-23 00:00:00	2013-07-22
1613	7210	1611	1	3	NA	1	2013-11-13 00:00:00	2013-07-22
1613	7211	1611	0	2	2013-07-26	1	2013-07-23 00:00:00	2013-07-22
1614	7190	1615	0	2	2013-08-01	1	2013-07-30 00:00:00	2013-07-21
1614	7191	1615	0	2	2013-07-25	1	2013-07-22 00:00:00	2013-07-21
1614	7192	1615	0	2	2013-08-01	1	2013-07-30 00:00:00	2013-07-21
1615	7186	1612	0	2	2013-08-03	1	2013-08-01 00:00:00	2013-07-21
1615	7188	1612	0	2	2013-07-25	1	2013-07-22 00:00:00	2013-07-21
1615	7189	1612	1	2	NA	1	2013-08-03 00:00:00	2013-07-21
1616	7213	1618	1	2	NA	1	2013-08-03 00:00:00	2013-07-23
1616	7214	1618	0	2	2013-07-27	1	2013-07-24 00:00:00	2013-07-23
1616	7217	1616	1	2	NA	0	2013-08-03 00:00:00	2013-07-23
1617	7218	1620	1	3	2014-05-10	1	2013-08-04 00:00:00	2013-07-24
1617	7220	1620	1	2	NA	1	2013-08-04 00:00:00	2013-07-24
1617	7224	1617	0	1	2013-07-25	0	2013-07-24 23:59:59	2013-07-24
1617	7219	1620	0	2	2013-08-02	1	2013-07-28 00:00:00	2013-07-24
1618	7212	1621	0	2	2013-07-27	1	2013-07-24 00:00:00	2013-07-23
1618	7216	1616	1	3	NA	1	2013-08-19 00:00:00	2013-07-23
1620	7221	1617	1	3	2013-11-08	1	2013-08-04 00:00:00	2013-07-24
1620	7222	1617	0	2	2013-07-28	1	2013-07-25 00:00:00	2013-07-24
1620	7223	1617	1	2	NA	1	2013-08-04 00:00:00	2013-07-24
1621	7215	1616	1	2	NA	1	2013-08-03 00:00:00	2013-07-23
1621	7233	1621	1	2	NA	0	2013-08-03 00:00:00	2013-07-23
1623	7227	1623	0	2	2013-07-29	0	2013-07-26 00:00:00	2013-07-25
1623	7229	1624	1	3	NA	1	2013-11-14 00:00:00	2013-07-25
1623	7228	1624	0	2	2013-07-29	1	2013-07-26 00:00:00	2013-07-25
1624	7225	1623	0	2	2013-07-29	1	2013-07-26 00:00:00	2013-07-25
1624	7226	1623	0	2	2013-07-29	1	2013-07-26 00:00:00	2013-07-25
1626	7237	1626	0	2	2013-08-04	0	2013-07-31 00:00:00	2013-07-27
1626	7238	1626	0	2	2013-07-31	0	2013-07-28 00:00:00	2013-07-27
1626	7239	1626	1	2	NA	0	2013-08-07 00:00:00	2013-07-27
1627	7242	1627	1	2	NA	0	2013-08-09 00:00:00	2013-07-29
1627	7243	1627	1	2	NA	0	2013-08-09 00:00:00	2013-07-29
1629	7200	1629	1	3	NA	0	2014-12-02 00:00:00	2013-07-22
1629	7201	1629	0	2	2013-07-26	0	2013-07-23 00:00:00	2013-07-22
1629	7202	1629	1	2	NA	0	2013-08-02 00:00:00	2013-07-22
1630	7231	1630	1	2	NA	0	2013-07-25 00:00:00	2013-07-17
1630	7232	1630	1	2	NA	0	2013-07-25 00:00:00	2013-07-17
1631	7244	1631	1	3	2013-08-07	0	2013-07-30 00:00:00	2013-07-20
1631	7245	1631	1	3	2013-08-07	0	2013-07-30 00:00:00	2013-07-20
1634	7250	1634	1	2	2013-08-18	0	2013-08-01 00:00:00	2013-07-23
1639	7277	1639	1	3	NA	0	2014-04-28 00:00:00	2014-04-04
1639	7278	1639	1	3	NA	0	2014-06-22 00:00:00	2014-04-04
1639	7279	1639	1	3	2014-04-25	0	2014-04-20 00:00:00	2014-04-04
1640	7280	1640	1	2	NA	0	2014-05-04 00:00:00	2014-04-17
1640	7281	1640	1	2	NA	0	2014-05-04 00:00:00	2014-04-17
1640	7282	1640	0	2	2014-04-26	0	2014-04-20 00:00:00	2014-04-17
1641	7283	1641	0	2	2014-04-26	0	2014-04-23 00:00:00	2014-04-14
1641	7284	1641	1	3	2014-05-14	0	2014-05-04 00:00:00	2014-04-14
1641	7285	1641	1	3	NA	0	2014-06-01 00:00:00	2014-04-14
1641	7286	1641	1	3	NA	0	2014-05-31 00:00:00	2014-04-14
1642	7287	1642	0	2	2014-04-20	0	2014-04-17 00:00:00	2014-04-17
1642	7288	1642	0	2	2014-04-20	0	2014-04-17 00:00:00	2014-04-17
1642	7289	1642	0	2	2014-04-22	0	2014-04-20 00:00:00	2014-04-17
1643	7290	1643	0	2	2014-05-01	0	2014-04-29 00:00:00	2014-04-16
1643	7291	1643	0	2	2014-04-23	0	2014-04-20 00:00:00	2014-04-16
1643	7292	1643	0	2	2014-04-23	0	2014-04-20 00:00:00	2014-04-16
1643	7293	1643	0	2	2014-04-23	0	2014-04-20 00:00:00	2014-04-16
1643	7294	1643	0	2	2014-04-29	0	2014-04-27 00:00:00	2014-04-16
1644	7295	1644	0	2	2014-04-23	0	2014-04-20 00:00:00	2014-04-16
1644	7296	1644	0	2	2014-04-27	0	2014-04-23 00:00:00	2014-04-16
1644	7297	1644	0	2	2014-04-27	0	2014-04-23 00:00:00	2014-04-16
1644	7298	1644	0	2	2014-04-23	0	2014-04-20 00:00:00	2014-04-16
1645	7299	1645	0	2	2014-04-27	0	2014-04-22 00:00:00	2014-04-18
1645	7300	1645	1	3	NA	0	2014-07-15 00:00:00	2014-04-18
1645	7301	1645	1	2	NA	0	2014-05-07 00:00:00	2014-04-18
1645	7302	1645	0	2	2014-04-27	0	2014-04-22 00:00:00	2014-04-18
1646	7336	1665	1	2	NA	1	2014-05-10 00:00:00	2014-04-27
1646	7337	1665	1	3	NA	1	2014-06-23 00:00:00	2014-04-27
1646	7338	1665	1	3	NA	1	2014-06-08 00:00:00	2014-04-27
1647	7305	1647	0	2	2014-04-23	0	2014-04-20 00:00:00	2014-04-19
1647	7306	1647	0	2	2014-04-23	0	2014-04-20 00:00:00	2014-04-19
1648	7307	1648	0	2	2014-05-02	0	2014-04-30 00:00:00	2014-04-19
1648	7308	1648	0	2	2014-04-23	0	2014-04-20 00:00:00	2014-04-19
1648	7309	1648	1	3	NA	0	2014-05-09 00:00:00	2014-04-19
1649	7310	1649	0	2	2014-04-30	0	2014-04-24 00:00:00	2014-04-20
1649	7311	1649	0	2	2014-04-30	0	2014-04-24 00:00:00	2014-04-20
1649	7312	1649	0	2	2014-04-30	0	2014-04-24 00:00:00	2014-04-20
1649	7316	1649	0	2	2014-04-30	0	2014-04-24 00:00:00	2014-04-20
1650	7346	1650	1	3	NA	0	2014-07-12 00:00:00	2014-04-28
1650	7347	1650	1	2	NA	0	2014-05-09 00:00:00	2014-04-28
1650	7348	1650	1	3	NA	0	2015-02-14 00:00:00	2014-04-28
1651	7349	1651	1	2	NA	0	2014-05-10 00:00:00	2014-04-29
1651	7350	1651	0	2	2014-05-03	0	2014-04-30 00:00:00	2014-04-29
1651	7351	1651	0	2	2014-05-15	0	2014-05-10 00:00:00	2014-04-29
1651	7352	1651	1	2	NA	0	2014-05-10 00:00:00	2014-04-29
1651	7353	1651	0	2	2014-05-03	0	2014-04-30 00:00:00	2014-04-29
1652	7327	1652	0	2	2014-05-03	0	2014-04-30 00:00:00	2014-04-22
1652	7328	1652	0	2	2014-04-30	0	2014-04-26 00:00:00	2014-04-22
1652	7329	1652	0	2	2014-04-30	0	2014-04-26 00:00:00	2014-04-22
1653	7364	1653	0	2	2014-05-06	0	2014-05-03 00:00:00	2014-05-02
1653	7365	1653	0	2	2014-05-13	0	2014-05-11 00:00:00	2014-05-02
1653	7366	1653	1	3	NA	0	2014-06-25 00:00:00	2014-05-02
1653	7367	1653	0	2	NA	0	2014-05-15 00:00:00	2014-05-02
1654	7356	1654	1	2	NA	0	2014-05-11 00:00:00	2014-04-30
1654	7357	1654	0	2	2014-05-16	0	2014-05-11 00:00:00	2014-04-30
1654	7358	1654	1	2	NA	0	2014-05-11 00:00:00	2014-04-30
1654	7359	1654	0	2	2014-05-09	0	2014-05-04 00:00:00	2014-04-30
1655	7313	1655	0	2	2014-04-26	0	2014-04-23 00:00:00	2014-04-22
1656	7320	1656	0	2	2014-05-03	0	2014-04-28 00:00:00	2014-04-24
1656	7321	1657	1	2	NA	1	2014-05-05 00:00:00	2014-04-24
1656	7322	1657	0	2	2014-05-05	1	2014-05-03 00:00:00	2014-04-24
1656	7323	1657	0	2	2014-04-28	1	2014-04-25 00:00:00	2014-04-24
1657	7317	1656	0	2	2014-05-11	1	2014-05-09 00:00:00	2014-04-24
1657	7318	1656	0	2	2014-05-03	1	2014-04-28 00:00:00	2014-04-24
1657	7319	1656	1	2	NA	1	2014-05-09 00:00:00	2014-04-24
1659	7379	1659	0	2	2014-05-15	0	2014-05-10 00:00:00	2014-05-06
1659	7380	1659	1	3	NA	0	2014-06-04 00:00:00	2014-05-06
1659	7381	1664	1	3	2014-07-16	1	2014-06-01 00:00:00	2014-05-06
1659	7382	1664	0	2	2014-05-15	1	2014-05-10 00:00:00	2014-05-06
1659	7383	1664	1	3	NA	1	2015-02-18 00:00:00	2014-05-06
1660	7369	1661	1	2	NA	1	2014-05-15 00:00:00	2014-05-04
1660	7370	1661	0	2	2014-05-13	1	2014-05-08 00:00:00	2014-05-04
1660	7371	1661	0	2	2014-05-13	1	2014-05-08 00:00:00	2014-05-04
1661	7372	1661	1	2	NA	0	2014-05-19 00:00:00	2014-05-04
1661	7373	1660	0	2	2014-05-15	1	2014-05-13 00:00:00	2014-05-04
1661	7374	1660	0	2	2014-05-13	1	2014-05-08 00:00:00	2014-05-04
1661	7375	1660	0	2	2014-05-13	1	2014-05-08 00:00:00	2014-05-04
1662	7324	1662	0	2	2014-05-02	0	2014-04-26 00:00:00	2014-04-25
1662	7325	1662	0	2	2014-05-02	0	2014-04-29 00:00:00	2014-04-25
1662	7326	1662	0	2	2014-04-29	0	2014-04-26 00:00:00	2014-04-25
1663	7331	1663	1	3	NA	0	2015-02-16 00:00:00	2014-04-26
1663	7332	1663	0	2	2014-05-09	0	2014-05-07 00:00:00	2014-04-26
1663	7333	1663	1	3	NA	0	2014-08-04 00:00:00	2014-04-26
1663	7334	1663	0	2	2014-05-05	0	2014-04-30 00:00:00	2014-04-26
1663	7335	1663	1	2	NA	0	2014-05-09 00:00:00	2014-04-26
1664	7376	1659	1	2	NA	1	2014-05-17 00:00:00	2014-05-06
1664	7377	1659	1	2	NA	1	2014-05-17 00:00:00	2014-05-06
1664	7378	1659	0	2	2014-05-15	1	2014-05-10 00:00:00	2014-05-06
1665	7339	1665	1	2	NA	0	2014-05-10 00:00:00	2014-04-27
1665	7340	1646	1	2	NA	1	2014-05-10 00:00:00	2014-04-27
1665	7341	1646	1	2	NA	1	2014-05-10 00:00:00	2014-04-27
1665	7342	1646	1	2	NA	1	2014-05-10 00:00:00	2014-04-27
1666	7384	1666	1	2	NA	0	2014-05-21 00:00:00	2014-05-06
1666	7385	1666	0	2	2014-05-15	0	2014-05-10 00:00:00	2014-05-06
1667	7387	1667	0	2	2014-05-16	0	2014-05-11 00:00:00	2014-05-07
1667	7388	1667	0	2	2014-05-16	0	2014-05-11 00:00:00	2014-05-07
1667	7389	1667	1	2	NA	0	2014-05-20 00:00:00	2014-05-07
1667	7390	1667	1	2	NA	0	2014-05-20 00:00:00	2014-05-07
1668	7394	1668	1	3	NA	0	2014-12-02 00:00:00	2014-05-09
1670	7397	1674	1	3	NA	1	2014-06-08 00:00:00	2014-05-10
1670	7398	1674	1	3	NA	1	2014-07-12 00:00:00	2014-05-10
1670	7399	1674	0	2	2014-05-14	1	2014-05-11 00:00:00	2014-05-10
1670	7400	1674	1	3	2014-07-07	1	2014-05-21 00:00:00	2014-05-10
1671	7409	1700	1	2	NA	1	2014-05-21 00:00:00	2014-05-10
1671	7410	1700	1	2	NA	1	2014-05-21 00:00:00	2014-05-10
1671	7408	1700	1	3	NA	1	2014-06-21 00:00:00	2014-05-10
1672	7423	1676	1	2	NA	1	2014-05-22 00:00:00	2014-05-11
1672	7424	1676	1	2	NA	1	2014-05-22 00:00:00	2014-05-11
1672	7427	1677	1	2	NA	1	2014-05-22 00:00:00	2014-05-11
1672	7428	1677	0	2	2014-05-20	1	2014-05-15 00:00:00	2014-05-11
1673	7418	1708	1	2	NA	1	2014-05-22 00:00:00	2014-05-11
1673	7417	1708	1	3	NA	1	2014-06-22 00:00:00	2014-05-11
1674	7401	1670	1	2	NA	1	2014-05-23 00:00:00	2014-05-10
1674	7402	1670	1	2	NA	1	2014-05-23 00:00:00	2014-05-10
1674	7403	1670	1	2	NA	1	2014-05-23 00:00:00	2014-05-10
1674	7404	1670	0	2	2014-05-21	1	2014-05-19 00:00:00	2014-05-10
1674	7446	1674	0	2	2014-05-21	0	2014-05-19 00:00:00	2014-05-10
1675	7450	1675	0	2	2014-05-22	0	2014-05-17 00:00:00	2014-05-13
1675	7451	1684	1	2	NA	1	2014-05-24 00:00:00	2014-05-13
1675	7452	1684	1	3	NA	1	2014-06-24 00:00:00	2014-05-13
1675	7453	1684	1	2	NA	1	2014-05-24 00:00:00	2014-05-13
1676	7426	1677	1	3	NA	1	2016-07-28 00:00:00	2014-05-11
1676	7425	1677	1	2	NA	1	2014-05-22 00:00:00	2014-05-11
1677	7430	1672	1	3	NA	1	2014-06-25 00:00:00	2014-05-11
1677	7431	1672	1	2	NA	1	2014-05-24 00:00:00	2014-05-11
1677	7432	1672	0	2	2014-05-20	1	2014-05-15 00:00:00	2014-05-11
1677	7429	1672	1	2	NA	1	2014-05-24 00:00:00	2014-05-11
1678	7411	1699	1	2	NA	1	2014-05-21 00:00:00	2014-05-10
1678	7413	1699	0	2	2014-05-19	1	2014-05-14 00:00:00	2014-05-10
1678	7412	1699	1	2	NA	1	2014-05-21 00:00:00	2014-05-10
1679	7441	1679	1	3	NA	0	2014-12-06 00:00:00	2014-05-12
1679	7443	1685	1	3	2015-04-23	1	2014-12-02 00:00:00	2014-05-12
1679	7444	1685	0	2	2014-05-21	1	2014-05-16 00:00:00	2014-05-12
1679	7445	1685	0	2	2014-05-21	1	2014-05-16 00:00:00	2014-05-12
1679	7442	1685	0	2	2014-05-21	1	2014-05-16 00:00:00	2014-05-12
1681	7460	1683	0	2	2014-05-17	1	2014-05-14 00:00:00	2014-05-13
1681	7461	1683	0	2	2014-05-17	1	2014-05-14 00:00:00	2014-05-13
1681	7462	1683	0	2	2014-05-17	1	2014-05-14 00:00:00	2014-05-13
1682	7495	1710	1	3	NA	1	2014-06-25 00:00:00	2014-05-15
