BirdID	CaptureDate	AgeatCapture	Mass	Tarsus	RearingBrood
7146	29.07.2013	11	23.8	18.7	1602
7150	29.07.2013	11	23	18.4	1601
7152	30.07.2013	11	25.3	19.4	1610
7153	30.07.2013	11	25.1	18.7	1610
7154	30.07.2013	11	25.2	19.3	1610
7158	30.07.2013	11	23.5	18.3	1603
7159	30.07.2013	11	21.9	18.4	1603
7160	30.07.2013	11	24.3	18.6	1603
7164	31.07.2013	11	24.3	18.8	1606
7165	31.07.2013	11	23.6	18.9	1606
7167	31.07.2013	11	15.9	16.1	1607
7168	31.07.2013	11	16.4	15.5	1607
7170	31.07.2013	11	22.1	17	1605
7172	31.07.2013	11	20.2	16.9	1605
7177	31.07.2013	11	22.6	17.4	1604
7178	31.07.2013	11	19.8	16.7	1604
7184	01.08.2013	11	22.6	17.2	1612
7186	01.08.2013	11	11	14.9	1615
7187	01.08.2013	11	20.3	18.5	1612
7189	01.08.2013	11	15.4	15.5	1615
7200	02.08.2013	11	20.5	18.1	1629
7202	02.08.2013	11	18.6	17.7	1629
7203	02.08.2013	11	22.3	18.8	1611
7204	02.08.2013	11	11.6	14.9	1611
7205	02.08.2013	11	23.2	18.4	1611
7207	02.08.2013	11	21.3	17.5	1613
7208	02.08.2013	11	17.4	17.4	1613
7210	02.08.2013	11	22.5	19	1613
7213	03.08.2013	11	19.1	16.5	1616
7215	03.08.2013	11	24.3	17.7	1621
7216	03.08.2013	11	24.6	17.9	1618
7217	03.08.2013	11	22.5	16.6	1616
7218	04.08.2013	11	22.1	18.5	1617
7220	04.08.2013	11	24.9	18.9	1617
7221	04.08.2013	11	22.8	18.4	1620
7223	04.08.2013	11	21.7	17	1620
7229	05.08.2013	11	21.9	17.7	1623
7233	03.08.2013	11	16.3	16.3	1621
7239	07.08.2013	11	23.3	17.6	1626
7242	09.08.2013	11	24.7	18.3	1627
7243	09.08.2013	11	23.8	18.3	1627
7280	28.04.2014	11	10.3	15.6	1640
7281	28.04.2014	11	18.3	18.1	1640
7290	27.04.2014	11	11		1643
7294	27.04.2014	11	7.4		1643
7300	29.04.2014	11	15.7	15.4	1645
7301	29.04.2014	11	10.9	12.7	1645
7307	30.04.2014	11	8.8	11.8	1648
7309	30.04.2014	11	17	14.9	1648
7317	05.05.2014	11	12.3	14.2	1657
7319	05.05.2014	11	25.4	18.1	1657
7321	05.05.2014	11	20.8	16.8	1656
7331	07.05.2014	11	15.2	15.5	1663
7332	07.05.2014	11	6.5	11	1663
7333	07.05.2014	11	19.3	15.7	1663
7335	07.05.2014	11	15.3	15.4	1663
7336	08.05.2014	11	22.2	17.7	1646
7337	08.05.2014	11	14.6	15.7	1646
7338	08.05.2014	11	17.7	16.1	1646
7339	08.05.2014	11	21	17.3	1665
7340	08.05.2014	11	16.6	15.8	1665
7341	08.05.2014	11	14.3	15.7	1665
7342	08.05.2014	11	17.4	16.7	1665
7346	09.05.2014	11	19.2	18	1650
7347	09.05.2014	11	18.7	17.4	1650
7348	09.05.2014	11	17.7	17.2	1650
7349	10.05.2014	11	23.3	17.6	1651
7351	10.05.2014	11	9	12.4	1651
7352	10.05.2014	11	24.4	17.6	1651
7356	11.05.2014	11	17.5	17.2	1654
7357	11.05.2014	11	8.5	13.2	1654
7358	11.05.2014	11	24.2	18.5	1654
7366	13.05.2014	11	21	16.7	1653
7367	13.05.2014	11	10.6	13.2	1653
7369	15.05.2014	11	22.4	16.4	1660
7372	15.05.2014	11	10.4	13.5	1661
7376	17.05.2014	11	20.6	16.6	1664
7377	17.05.2014	11	17.9	16.7	1664
7380	17.05.2014	11	20.8	16.5	1659
7381	17.05.2014	11	21.7	16.8	1659
7383	17.05.2014	11	18.4	16.1	1659
7384	17.05.2014	11	13.1	12.8	1666
7389	18.05.2014	11	13.2	15.2	1667
7390	18.05.2014	11	22.8	17.3	1667
7391	19.05.2014	11	15.8	16.8	1696
7392	19.05.2014	11	19.2	16.9	1696
7393	19.05.2014	11	16.4	16.5	1696
7394	20.05.2014	11	25.8	17.9	1668
7397	21.05.2014	11	26.9	18.8	1670
7398	21.05.2014	11	26.1	18.2	1670
7400	21.05.2014	11	22.3	17.9	1670
7401	21.05.2014	11	11	13.5	1674
7402	21.05.2014	11	22	16.5	1674
7403	21.05.2014	11	19.8	16	1674
7405	21.05.2014	11	16.9	15.4	1700
7406	21.05.2014	11	20.5	16.9	1700
7407	21.05.2014	11	24.7	17.5	1700
7408	21.05.2014	11	17.5	15.9	1671
7409	21.05.2014	11	23	17.7	1671
7410	21.05.2014	11	23.6	17.3	1671
7411	21.05.2014	11	27.6	19.4	1678
7412	21.05.2014	11	25.1	18.3	1678
7414	21.05.2014	11	22.3	17.5	1699
7415	21.05.2014	11	23	17.7	1699
7417	22.05.2014	11	27.5	19.1	1673
7418	22.05.2014	11	25.2	18.5	1673
7423	22.05.2014	11	20.9	17.9	1672
7424	22.05.2014	11	19.9	17.6	1672
7425	22.05.2014	11	28	19.2	1676
7426	22.05.2014	11	26.7	18.7	1676
7427	22.05.2014	11	20.8	18.3	1672
7429	22.05.2014	11	14.3	15.1	1677
7430	22.05.2014	11	21.4	16.9	1677
7431	22.05.2014	11	17.6	15.7	1677
7437	23.05.2014	11	22.8	17.6	1685
7439	23.05.2014	11	19.2	16.4	1685
7440	23.05.2014	11	18.7	16.5	1685
7441	23.05.2014	11	26.2	18.3	1679
7443	23.05.2014	11	25.5	18.6	1679
7447	24.05.2014	11	25.4	18.9	1684
7449	24.05.2014	11	24.7	18.6	1684
7451	24.05.2014	11	23.2	17.4	1675
7452	24.05.2014	11	25	17.5	1675
7453	24.05.2014	11	20.5	16	1675
7457	24.05.2014	11	23.9	18.3	1683
7474	26.05.2014	11	10.9	15.2	1688
7475	26.05.2014	11	20.8	18.5	1688
7476	26.05.2014	11	16.9	17.3	1687
7477	26.05.2014	11	23.5	19.3	1687
7478	26.05.2014	11	22.1	18.4	1687
7479	26.05.2014	11	22.5	17	1709
7480	26.05.2014	11	24.8	17.4	1709
7484	26.05.2014	11	23.8	18.8	1707
7485	26.05.2014	11	25.5	18.7	1707
7488	26.05.2014	11	25	17.5	1707
7489	26.05.2014	11	23.1	18.1	1707
7490	26.05.2014	11	15.6	15.8	1710
7491	26.05.2014	11	13.1	15.6	1710
7492	26.05.2014	11	19.6	17.5	1710
7495	26.05.2014	11	20.7	18.142	1682
7496	26.05.2014	11	27.9	19.1	1682
7498	26.05.2014	11	17	17.3	1710
7500	27.05.2014	11	23.2	19.3	1690
7501	27.05.2014	11	26.1	18.5	1690
7503	27.05.2014	11		13.7	1692
7532	29.05.2014	11	25.7	18.2	1697
7533	29.05.2014	11	23.6	18.1	1697
7534	29.05.2014	11	28.5	19.3	1697
7535	29.05.2014	11	21.3	18.3	1697
7536	26.05.2014	11	23.5	17.5	1715
7538	26.05.2014	11	18.6	16.5	1715
7555	30.05.2014	11	27	19.3	1701
7559	31.05.2014	11	20.8	17.2	1702
7560	31.05.2014	11	24.2	19.5	1702
7562	31.05.2014	11	26.2	19.2	1702
7565	31.05.2014	11	21.3	17.7	1705
7566	31.05.2014	11	21.8	18.5	1705
7576	01.06.2014	11	26	18.5	1703
7581	01.06.2014	11	16.4	16.3	1698
7584	03.06.2014	11	27.1	18.1	1711
7585	03.06.2014	11	29.5	18.9	1711
7586	03.06.2014	11	29.9	19.3	1711
7587	03.06.2014	11	28.3	18	1711
7588	03.06.2014	11	26.6	19.2	1712
7589	03.06.2014	11	26.6	18.5	1712
7590	03.06.2014	11	27	18.8	1712
7591	03.06.2014	11	25.5	17.8	1712
7598	03.06.2014	11	24.1	18.8	1714
7599	03.06.2014	11	27.3	18.4	1714
7600	03.06.2014	11	21.8	18.7	1713
7601	03.06.2014	11	18	17	1713
7602	03.06.2014	11	21	18.7	1713
7603	03.06.2014	11	22.8	18.6	1713
7604	03.06.2014	11	20.9	17.4	1713
7611	05.06.2014	11	26.5	19.2	1720
7612	05.06.2014	11	22.4	18.4	1720
7622	07.06.2014	11	24	18	1719
7623	07.06.2014	11	17.2	17.4	1719
7624	07.06.2014	11	23.3	18.5	1719
7625	07.06.2014	11	23.3	18.7	1719
7626	09.06.2014	11	24.3	18.4	1730
7627	09.06.2014	11	24.6	18.4	1730
7628	09.06.2014	11	23.2	17.2	1730
7629	09.06.2014	11	23.1	18.3	1727
7630	09.06.2014	11	24.5	18.7	1727
7631	09.06.2014	11	25.2	17.8	1727
7632	09.06.2014	11	11.9	15	1730
7637	09.06.2014	11	24.8	18.3	1725
7638	09.06.2014	11	24.7	18.5	1725
7640	09.06.2014	11	27.2	19.4	1721
7644	10.06.2014	11	23	17.5	1726
7645	10.06.2014	11	23.5	18.2	1726
7650	11.06.2014	11	25.5	19.3	1732
7652	11.06.2014	11	26.5	18.7	1732
7657	05.06.2014	11	21.4	16.6	1720
7660	13.06.2014	11	22.1	18.2	1734
7661	13.06.2014	11	21.3	17.5	1734
7662	13.06.2014	11	22.5	17.3	1734
7663	13.06.2014	11	18.5	16	1734
7664	10.06.2014	11	21.4	16.5	1726
7665	13.06.2014	11	26.4	18.8	1747
7666	13.06.2014	11	26.1	18.3	1747
7678	15.06.2014	11	24.6	18.7	1735
7679	15.06.2014	11	22.4	18.6	1735
7680	15.06.2014	11	22.2	18.3	1735
7683	14.06.2014	11	22.7	17.4	1751
7684	14.06.2014	11	24.6	17.7	1751
7686	12.06.2014	11	25.2	18.4	1752
7687	12.06.2014	11	27.3	17.4	1752
7689	16.06.2014	11	20.9	18.4	1736
7690	16.06.2014	11	24.6	19.2	1736
7691	16.06.2014	11	26.5	18.7	1738
7692	16.06.2014	11	25.4	17.7	1738
7693	16.06.2014	11	23	16.5	1738
7694	16.06.2014	11	23.5	19.5	1737
7695	16.06.2014	11	23	19.3	1737
7696	16.06.2014	11	22.1	18.7	1737
7697	16.06.2014	11	24.2	19	1738
7698	17.06.2014	11	23.9	18.3	1740
7699	17.06.2014	11	21.8	17.5	1740
7700	17.06.2014	11	24	17.8	1740
7701	17.06.2014	11	19.8	16.5	1740
7702	17.06.2014	11	26.3	18.4	1742
7703	17.06.2014	11	26.7	18.9	1739
7704	17.06.2014	11	14.6	15.8	1739
7705	17.06.2014	11	24.4	18.2	1739
7706	17.06.2014	11	22.9	17.2	1740
7707	17.06.2014	11	21.7	18.8	1739
7712	18.06.2014	11	20.1	17.1	1743
7713	18.06.2014	11	23	18.7	1743
7714	18.06.2014	11	20.3	17.9	1743
7715	18.06.2014	11	13.2	15.6	1718
7717	18.06.2014	11	17.8	16.3	1718
7719	18.06.2014	11	22.1	18.5	1759
7721	18.06.2014	11	16.9	16.9	1759
7723	18.06.2014	11	23.3	18.8	1761
7724	18.06.2014	11	20.6	19	1761
7725	18.06.2014	11	20.6	18.5	1761
7729	18.06.2014	11	20.1	18.4	1761
7747	20.06.2014	11	23.3	18.5	1746
7748	20.06.2014	11	18.2	16.5	1746
7749	20.06.2014	11	22.8	18.1	1746
7750	20.06.2014	11	24.1	18.3	1746
7759	18.06.2014	11	8.9	13.4	1759
7761	21.06.2014	11	26.2	18.7	1769
7764	23.06.2014	11	24	18.8	1771
7765	23.06.2014	11	23.1	18.4	1771
7766	23.06.2014	11	20.6	16.9	1771
7767	23.06.2014	11	21.7	17.6	1749
7769	23.06.2014	11	9.5	12.8	1749
7771	23.06.2014	11	25.2	18.9	1758
7773	23.06.2014	11	24.5	18.9	1758
7777	24.06.2014	11		18.6	1772
7778	24.06.2014	11	23.5	18.1	1772
7779	24.06.2014	11	25.2	18	1772
7780	24.06.2014	11	23.6	18.7	1753
7781	24.06.2014	11	25.4	18.9	1753
7782	24.06.2014	11	25	18.3	1753
7783	24.06.2014	11	24.7	18.4	1753
7784	24.06.2014	11	23.5	17.7	1772
7785	24.06.2014	11	19.4	16	1772
7791	25.06.2014	11	21.2	19.2	1750
7792	25.06.2014	11	21.7	18.9	1750
7793	25.06.2014	11	23.2	19.4	1762
7795	25.06.2014	11	25.1	18.6	1762
7796	25.06.2014	11	24.1	18.6	1762
7797	25.06.2014	11	21.5	19	1754
7798	25.06.2014	11	18	17.6	1754
7799	25.06.2014	11	24.4	19.5	1754
7800	16.06.2014	11	21	18.2	1773
7801	16.06.2014	11	21.4	17.5	1773
7802	16.06.2014	11	21.8	17.5	1773
7810	26.06.2014	11	22.7	19.7	1755
7811	26.06.2014	11	23.5	20	1755
7812	26.06.2014	11	21.6	18.5	1757
7813	26.06.2014	11	15.6	16.6	1757
7814	26.06.2014	11	20.8	18	1757
7815	26.06.2014	11	20.2	18.4	1757
7816	26.06.2014	11	17.7	16.4	1757
7817	26.06.2014	11	23.3	18	1764
7818	26.06.2014	11	24	19.8	1764
7819	26.06.2014	11	22.4	18.2	1764
7820	26.06.2014	11	23.9	19	1755
7821	26.06.2014	11	24.8	18.4	1755
7823	27.06.2014	11	25.2	19.2	1756
7824	27.06.2014	11	23.8	18.1	1763
7826	27.06.2014	11	24.7	18.1	1763
7827	25.06.2014	11	19.5	17.5	1762
7829	28.06.2014	11	23.5	18.7	1765
7830	28.06.2014	11	23.2	18.7	1765
7831	28.06.2014	11	21.3	17.9	1765
7834	26.06.2014	11	15.6	16.8	1764
7836	29.06.2014	11	15.7	13.5	1766
7837	30.06.2014	11	21.5	18.1	1779
7838	30.06.2014	11	23.4	18.4	1779
7839	30.06.2014	11	20.4	18.2	1775
7840	30.06.2014	11	19.1	16.9	1775
7841	30.06.2014	11	19.1	16.7	1775
7842	30.06.2014	11	21	18.5	1774
7843	30.06.2014	11	23.5	18.9	1774
7844	30.06.2014	11	24.7	18.6	1774
7845	30.06.2014	11	16.9	16.8	1775
7848	30.06.2014	11	24.2	18.7	1777
7849	30.06.2014	11	17.2	17.8	1777
7851	30.06.2014	11	25.9	19.2	1777
7852	30.06.2014	11	21.1	18.1	1776
7853	30.06.2014	11	10.8	13.2	1776
7854	30.06.2014	11	20.6	18.3	1776
7855	30.06.2014	11	19.1	17.2	1776
7883	01.07.2014	11	22.1	18.2	1778
7885	01.07.2014	11	24.3	18.3	1778
7886	01.07.2014	11	21.7	17.8	1778
7887	01.07.2014	11	25.3	18.3	1783
7888	01.07.2014	11	22.3	19.2	1783
7889	01.07.2014	11	22.1	19.3	1783
7892	02.07.2014	11	22.6	17.4	1785
7893	02.07.2014	11	26.4	19.6	1785
7894	02.07.2014	11	22.1	17.6	1785
7896	02.07.2014	11	16.1	16.6	1782
7897	02.07.2014	11	20.8	18	1782
7898	02.07.2014	11	18.8	17.1	1782
7900	02.07.2014	11	25.1	19.2	1780
7901	02.07.2014	11	22	17.9	1780
7903	02.07.2014	11	24	19.3	1781
7904	02.07.2014	11	22.4	18.1	1781
7914	30.06.2014	11	20.4	16.7	1779
7917	03.07.2014	11	20.5	17.7	1784
7918	03.07.2014	11	21.9	17.4	1784
7919	03.07.2014	11	17.3	16.2	1787
7920	03.07.2014	11	14.8	14.6	1787
7921	03.07.2014	11	20.5	17.6	1787
7922	03.07.2014	11	24.3	18	1786
7924	03.07.2014	11	22.7	18.5	1786
7925	03.07.2014	11	21.6	18	1787
7935	05.07.2014	11	24.5	19.3	1788
7936	05.07.2014	11	20.1	18.3	1788
7937	05.07.2014	11	25	19.2	1816
7938	05.07.2014	11	19.4	17.7	1816
7942	06.07.2014	11	24.4	18.9	1790
7943	06.07.2014	11	24.3	18.5	1790
7944	06.07.2014	11	21.1	18.8	1790
7945	06.07.2014	11	20.2	17.8	1790
7946	03.07.2014	11	10.2	14.3	1784
7947	07.07.2014	11	25.3	19.2	1809
7948	07.07.2014	11	22.1	17.8	1809
7949	07.07.2014	11	25.4	19.5	1809
7950	07.07.2014	11	21.7	18.5	1795
7951	07.07.2014	11	22.8	19.1	1795
7952	07.07.2014	11	22.2	17.5	1795
7955	07.07.2014	11	23.2	17.8	1793
7956	07.07.2014	11	22.8	16.8	1817
7958	07.07.2014	11	24.3	18.1	1793
7959	07.07.2014	11	24.2	18.1	1793
7960	07.07.2014	11	25	18	1793
7965	08.07.2014	11	21	17.1	1796
7967	08.07.2014	11	22.6	17.3	1796
7969	08.07.2014	11	24.7	18.6	1792
7970	08.07.2014	11	23.5	18.3	1792
7972	08.07.2014	11	24	19	1792
7976	09.07.2014	11	22.4	17.5	1797
7977	09.07.2014	11	24.3	18.5	1797
7978	09.07.2014	11	22.9	17.8	1797
7979	09.07.2014	11	23	19.4	1801
7980	09.07.2014	11	25.4	19.2	1801
7982	09.07.2014	11	24.3	18.4	1801
7984	09.07.2014	11	24.3	18.4	1799
7985	09.07.2014	11	17.4	16.3	1799
7986	09.07.2014	11	21.7	17.5	1797
7987	10.07.2014	11	11.3	15.5	1800
7988	10.07.2014	11	16.7	17.4	1800
7989	10.07.2014	11	20.7	18.1	1800
7990	10.07.2014	11	23.7	17.3	1798
7991	10.07.2014	11	24.7	17.9	1798
7992	10.07.2014	11	23.3	18.3	1798
7993	10.07.2014	11	23.9	18.7	1802
7994	10.07.2014	11	19.8	16.8	1802
7995	10.07.2014	11	23.9	17.7	1802
7996	10.07.2014	11	20.6	18.2	1800
8001	11.07.2014	11	13.3	15.2	1803
8002	11.07.2014	11	15.6	14.8	1803
8003	11.07.2014	11	12	13.5	1803
8004	11.07.2014	11	19.8	16.4	1803
8006	12.07.2014	11	21.1	16.1	1804
8007	12.07.2014	11	24.7	18.5	1804
8010	13.07.2014	11	23.6	19.2	1807
8011	13.07.2014	11	22.2	18.2	1807
8012	13.07.2014	11	20.9	18.2	1807
8013	13.07.2014	11	19.9	17.6	1806
8014	13.07.2014	11	20.5	17.4	1806
8015	13.07.2014	11	21.3	17.5	1806
8016	13.07.2014	11	11.8	15.8	1806
8020	10.07.2014	11	16.9	16.6	1802
8022	14.07.2014	11	17.7	18.3	1808
8023	14.07.2014	11	23.2	18.3	1805
8035	18.07.2014	11	25.5	19.5	1811
8036	18.07.2014	11	23.9	18.4	1811
8037	17.07.2014	11	26.4	17.7	1812
8038	17.07.2014	11	23.5	18.1	1810
8044	17.07.2014	11	8	12.3	1812
8049	20.07.2014	11	21.7	16.5	1831
8050	20.07.2014	11	18.4	15.3	1831
8051	20.07.2014	11	23.3	17.4	1831
8053	20.07.2014	11	19.9	17.6	1819
8054	20.07.2014	11	25.4	18.2	1819
8055	20.07.2014	11	22.4	18.2	1819
8061	21.07.2014	11	22.5	18.3	1820
8062	21.07.2014	11	23.5	18.7	1820
8063	21.07.2014	11	23.6	18.1	1820
8064	21.07.2014	11	13.8	14.5	1820
8070	23.07.2014	11	24.2	19	1821
8072	23.07.2014	11	21.5	17.2	1821
8079	25.07.2014	11	23.7	17.8	1823
8081	24.07.2014	11	19.5	16.5	1850
8082	24.07.2014	11	22.2	18.4	1850
8083	26.07.2014	11	27.5	18.2	1825
8085	26.07.2014	11	24	18.5	1825
8086	26.07.2014	11	23.2	18.2	1825
8088	26.07.2014	11	20.9	17.4	1824
8089	26.07.2014	11	23	18.2	1824
8090	26.07.2014	11	25.2	18.8	1824
8097	27.07.2014	11	23.5	17.3	1833
8099	27.07.2014	11	24.5	18.5	1827
8100	27.07.2014	11	24.4	17.6	1827
8103	27.07.2014	11	27.5	17.9	1848
8111	27.07.2014	11	26	19.5	1830
8113	27.07.2014	11	28	18.2	1830
8115	28.07.2014	11	22.5	19	1829
8117	28.07.2014	11	23.9	19.1	1829
8119	28.07.2014	11	26	19	1829
8122	28.07.2014	11	21.7	18.1	1836
8123	28.07.2014	11	19.8	16.9	1836
8124	28.07.2014	11	21.1	18.3	1836
8126	29.07.2014	11	23.5	18.5	1837
8127	29.07.2014	11	22.5	19.3	1837
8128	29.07.2014	11	22.9	16.5	1835
8129	29.07.2014	11	23.3	18.2	1835
8130	29.07.2014	11	23.1	18.2	1837
8143	31.07.2014	11	25	18.7	1839
8144	31.07.2014	11	24.5	19.6	1839
8145	31.07.2014	11	23.5	18.8	1839
8146	31.07.2014	11	24.9	19.3	1841
8148	31.07.2014	11	25	19.3	1841
8149	31.07.2014	11	25.9	18.3	1841
8156	31.07.2014	11	29	18.8	1842
8157	31.07.2014	11	26.9	18.3	1842
8158	31.07.2014	11	28	18.3	1842
8163	01.08.2014	11	21.6	18.3	1846
8164	01.08.2014	11	21.4	18.2	1846
8168	02.08.2014	11	22.9	18.9	1840
8169	02.08.2014	11	24.2	18.3	1838
8171	02.08.2014	11	24.3	18.2	1838
8175	03.08.2014	11	24.9	18.7	1847
8176	03.08.2014	11	24.7	17.8	1847
8177	03.08.2014	11	26.3	18.9	1847
8180	03.08.2014	11	21.7	18.8	1853
8200	05.08.2014	11	21.5	18.3	1857
8201	05.08.2014	11	22.3	18.1	1857
8202	05.08.2014	11	18	16.7	1855
8203	05.08.2014	11	24.5	18.1	1855
8204	05.08.2014	11	24	17.8	1857
8206	05.08.2014	11	20.7	18.2	1855
8207	06.08.2014	11	20.6	18.5	1856
8208	06.08.2014	11	20.3	18.3	1856
8209	06.08.2014	11	20.1	18.3	1856
8211	06.08.2014	11	26.2	18.6	1860
8212	06.08.2014	11	22.5	18.3	1860
8213	06.08.2014	11	23.1	19.2	1856
8214	08.08.2014	11	23.4	19.3	1859
8239	12.08.2014	11	23.8	16.8	1864
8277	16.08.2014	11	27	19.3	1874
8280	17.08.2014	11	25.4	18.8	1875
8281	17.08.2014	11	25.4	20	1875
8309	06.05.2015	11	9.9	12.6	1880
8310	06.05.2015	11	20.6	16.6	1880
8312	06.05.2015	11	13.1	14.4	1881
8313	06.05.2015	11	16.8	16.3	1881
8338	18.05.2015	11	14.8	13.5	1885
8339	18.05.2015	11	23.6	16.4	1885
8340	18.05.2015	11	16.8	15.4	1885
8341	18.05.2015	11	20.2	18.4	1883
8342	18.05.2015	11	19.6	17.4	1883
8343	18.05.2015	11	24.5	18.8	1883
8344	18.05.2015	11	14.5	14.5	1885
8346	20.05.2015	11	16.6	16.4	1887
8348	20.05.2015	11	17.4	17.3	1887
8351	22.05.2015	11	15.7	16.2	1889
8353	22.05.2015	11	18.5	16.3	1889
8354	22.05.2015	11	18.1	16.3	1889
8361	26.05.2015	11	18.9	15.6	1896
8362	26.05.2015	11	19.1	15	1896
8363	26.05.2015	11	19.6	15.2	1896
8365	26.05.2015	11	23.4	19.2	1897
8367	26.05.2015	11	21.5	18.2	1897
8368	27.05.2015	11	8.3	12.5	1894
8369	27.05.2015	11	22.7	18.4	1894
8370	27.05.2015	11	22.7	17.6	1893
8371	27.05.2015	11	20.7	17.8	1893
8372	27.05.2015	11	22.4	18	1893
8382	27.05.2015	11	15.5	15	1894
8390	02.06.2015	11	21.7	18.4	1902
8391	02.06.2015	11	22.6	18.9	1902
8398	04.06.2015	11	24.6	18.4	1906
8400	04.06.2015	11	20.9	18.4	1906
8408	05.06.2015	11	16.6	16	1908
8409	05.06.2015	11	13.6	15.9	1908
8411	05.06.2015	11	6.8	12.5	1908
8412	05.06.2015	11	14.8	16.7	1909
8413	05.06.2015	11	19.4	17.4	1909
8414	05.06.2015	11	22.1	18.2	1909
8415	05.06.2015	11	18.6	18.2	1909
8424	09.06.2015	11	17.1	17.2	1913
8425	09.06.2015	11	12.5	15.3	1913
8427	09.06.2015	11	17.5	16.4	1913
8428	11.06.2015	11	14.8	16.1	1914
8430	11.06.2015	11	21.6	17.4	1914
8434	11.06.2015	11	23.7	19.6	1916
8436	11.06.2015	11	19.5	16.6	1919
8437	11.06.2015	11	11.5	13.2	1919
8444	13.06.2015	11	20.7	16.1	1918
8446	13.06.2015	11	9.8	13.4	1918
8460	16.06.2015	11	26.7	20.3	1921
8461	16.06.2015	11	27.3	20.4	1921
8463	16.06.2015	11	20.5	17.9	1923
8464	16.06.2015	11	19.3	17	1923
8465	16.06.2015	11	18.5	17.6	1923
8467	17.06.2015	11	23.2	19.5	1924
8468	17.06.2015	11	22.4	18.4	1924
8470	18.06.2015	11	19.1	18.1	1922
8471	18.06.2015	11	17.7	17.3	1922
8472	18.06.2015	11	19.4	17.3	1922
8473	18.06.2015	11	9.9	14.7	1922
8474	18.06.2015	11	20.5	16.5	1922
8477	19.06.2015	11	22.1	17.2	1927
8478	19.06.2015	11	24.7	18.2	1927
8479	19.06.2015	11	23.1	19.1	1927
8480	19.06.2015	11	21.4	18.2	1926
8481	19.06.2015	11	21.6	19.4	1926
8482	19.06.2015	11	20.5	18.6	1926
8483	19.06.2015	11	11.7	15.5	1927
8486	20.06.2015	11	21.2	17.9	1928
8487	20.06.2015	11	13	14.6	1928
8488	20.06.2015	11	20.6	18.4	1928
8489	20.06.2015	11	17.6	16.5	1928
8490	20.06.2015	11	15.7	16.4	1928
8492	21.06.2015	11	19.9	18.6	1929
8493	21.06.2015	11	21	17.7	1929
8494	21.06.2015	11	21.4	19.8	1929
8496	22.06.2015	11	20.7	18.4	1935
8497	22.06.2015	11	21.7	18.4	1935
8498	22.06.2015	11	25.1	19.5	1934
8499	22.06.2015	11	23.1	19.7	1934
8500	22.06.2015	11	19.9	16.3	1934
8501	22.06.2015	11	21	17.5	1934
8502	22.06.2015	11	26.2	19.2	1931
8503	22.06.2015	11	26.4	18.4	1931
8504	22.06.2015	11	25.4	20	1930
8505	22.06.2015	11	26.9	18.8	1930
8507	22.06.2015	11	22.7	17.8	1931
8509	22.06.2015	11	25.1	19.6	1933
8510	22.06.2015	11	25.6	18.4	1933
8511	22.06.2015	11	25.9	18.7	1932
8512	22.06.2015	11	24.8	19.6	1932
8513	22.06.2015	11	22.2	18.4	1932
8514	22.06.2015	11	22.1	18.7	1933
8515	24.06.2015	11	26.2	18.8	1936
8516	24.06.2015	11	23.8	18.5	1936
8525	29.06.2015	11	22.3	17.4	1939
8527	29.06.2015	11	19.7	17.4	1939
8528	29.06.2015	11	21.7	18.3	1939
8529	29.06.2015	11	20.7	17.8	1939
8530	30.06.2015	11	23.4	19.1	1940
8531	30.06.2015	11	22.2	19	1940
8534	30.06.2015	11	21.9	18.2	1940
8538	03.07.2015	11	20.2	16.7	1941
8539	03.07.2015	11	7.8	12.8	1941
8540	03.07.2015	11	19.5	18	1941
8541	03.07.2015	11	21.4	17.9	1941
8548	04.07.2015	11	13.8	16.2	1944
8550	04.07.2015	11	19.1	17.6	1943
8551	04.07.2015	11	15.9	16.8	1943
8552	04.07.2015	11	19.8	18.5	1943
8554	05.07.2015	11	10.3	15	1945
8555	05.07.2015	11	13.6	15.6	1945
8556	05.07.2015	11	18.9	16.4	1945
8557	06.07.2015	11	19.1	17.9	1946
8558	06.07.2015	11	9.5	13.5	1946
8559	06.07.2015	11	21	17.7	1946
8560	06.07.2015	11	20	17.8	1946
8561	07.07.2015	11	23.3	18.3	1947
8562	08.07.2015	11	19.5	18.4	1949
8564	08.07.2015	11	21.4	18.4	1949
8567	09.07.2015	11	24.8	19.5	1950
8568	09.07.2015	11	21.8	19	1950
8569	09.07.2015	11	23.6	19.1	1950
8572	09.07.2015	11	19.7	18	1948
8573	09.07.2015	11	20.9	18.8	1948
8574	09.07.2015	11	22.7	18.9	1948
8589	14.07.2015	11	22.9	19.8	1954
8590	14.07.2015	11	24.2	18.4	1954
8591	14.07.2015	11	25.5	18.3	1954
8593	14.07.2015	11	25.3	19.4	1951
8595	14.07.2015	11	24.4	19.3	1951
8596	14.07.2015	11	22.5	18	1953
8597	14.07.2015	11	15.6	15.3	1953
8598	14.07.2015	11	14	15.7	1953
8599	14.07.2015	11	21.7	16.7	1953
8601	15.07.2015	11	22.8	17.5	1955
8602	15.07.2015	11	19.9	18.3	1955
8603	15.07.2015	11	21	18	1955
8604	15.07.2015	11	19.8	18.7	1956
8605	15.07.2015	11	24.8	19.4	1956
8606	15.07.2015	11	21.4	17.8	1956
8607	15.07.2015	11	24.8	18.8	1956
8608	15.07.2015	11	25.8	19.4	1956
8617	17.07.2015	11	18.5	16.7	1957
8618	17.07.2015	11	19.2	16.7	1957
